Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Josh Jacobs,LV,RB,7,HOU,18,32,18.66,2.87,32,DraftKings,6500
2,Kenneth Walker III,SEA,RB,7,LAC,20,29,15.32,2.64,24,DraftKings,5800
3,Austin Ekeler,LAC,RB,7,SEA,29,26,21.39,2.58,22,DraftKings,8300
4,CeeDee Lamb,DAL,WR,7,DET,32,24,18.24,2.68,21,DraftKings,6800
5,New York Jets,NYJ,DST,7,DEN,null,null,8.7,3.35,20,DraftKings,2600
6,Leonard Fournette,TB,RB,7,CAR,16,27,18.38,2.39,16,DraftKings,7700
6,Ja'Marr Chase,CIN,WR,7,ATL,25,27,18.5,2.26,16,DraftKings,8200
6,Dameon Pierce,HOU,RB,7,LV,28,12,15.04,2.35,16,DraftKings,6400
6,Tyler Lockett,SEA,WR,7,LAC,20,18,13.47,2.32,16,DraftKings,5800
6,Chris Godwin,TB,WR,7,CAR,16,22,14.33,2.27,16,DraftKings,6300
11,Joe Mixon,CIN,RB,7,ATL,25,11,17.63,2.52,15,DraftKings,7000
11,Tee Higgins,CIN,WR,7,ATL,25,27,15.51,2.42,15,DraftKings,6400
13,Breece Hall,NYJ,RB,7,DEN,3,9,15.98,2.58,14,DraftKings,6200
14,Saquon Barkley,NYG,RB,7,JAX,15,25,19.77,2.5,13,DraftKings,7900
14,Foster Moreau,LV,TE,7,HOU,18,19,7.04,2.51,13,DraftKings,2800
16,Mark Andrews,BAL,TE,7,CLE,24,12,17.99,2.43,12,DraftKings,7400
16,DK Metcalf,SEA,WR,7,LAC,20,18,14.66,2.22,12,DraftKings,6600
18,Davante Adams,LV,WR,7,HOU,18,9,19.65,2.26,11,DraftKings,8700
18,Amon-Ra St. Brown,DET,WR,7,DAL,7,16,15.56,2.19,11,DraftKings,7100
18,Geno Smith,SEA,QB,7,LAC,20,18,18.33,3.27,11,DraftKings,5600
18,Derek Carr,LV,QB,7,HOU,18,8,18.01,3.05,11,DraftKings,5900
18,Mike Williams,LAC,WR,7,SEA,29,7,15.44,2.14,11,DraftKings,7200
18,Brandin Cooks,HOU,WR,7,LV,28,21,13.04,2.17,11,DraftKings,6000
18,Tampa Bay Buccaneers,TB,DST,7,CAR,null,null,12.7,3.26,11,DraftKings,3900
25,Lamar Jackson,BAL,QB,7,CLE,24,16,23.74,2.97,10,DraftKings,8000
25,Justin Herbert,LAC,QB,7,SEA,29,22,24.36,3.38,10,DraftKings,7200
25,Deebo Samuel,SF,WR,7,KC,31,29,16.73,2.2,10,DraftKings,7600
25,Drake London,ATL,WR,7,CIN,11,8,11.51,2.13,10,DraftKings,5400
29,Joe Burrow,CIN,QB,7,ATL,25,23,21.74,3.15,9,DraftKings,6900
29,Derrick Henry,TEN,RB,7,IND,14,24,19.32,2.36,9,DraftKings,8200
29,Mike Evans,TB,WR,7,CAR,16,22,15.24,2.21,9,DraftKings,6900
29,Amari Cooper,CLE,WR,7,BAL,22,28,14.01,2.3,9,DraftKings,6100
29,Jamaal Williams,DET,RB,7,DAL,7,6,13.57,2.22,9,DraftKings,6100
29,Ezekiel Elliott,DAL,RB,7,DET,32,31,13.62,2.27,9,DraftKings,6000
29,Cade Otton,TB,TE,7,CAR,16,9,7.59,2.81,9,DraftKings,2700
36,Tom Brady,TB,QB,7,CAR,16,15,18.87,3,8,DraftKings,6300
36,Christian Kirk,JAX,WR,7,NYG,10,2,13.07,2.22,8,DraftKings,5900
36,Michael Gallup,DAL,WR,7,DET,32,24,11.25,2.21,8,DraftKings,5100
36,Dak Prescott,DAL,QB,7,DET,32,31,20.25,3.02,8,DraftKings,6700
36,Green Bay Packers,GB,DST,7,WAS,null,null,8.3,2.44,8,DraftKings,3400
41,JuJu Smith-Schuster,KC,WR,7,SF,1,4,11.99,2.14,7,DraftKings,5600
41,Garrett Wilson,NYJ,WR,7,DEN,3,1,9.79,2.18,7,DraftKings,4500
41,Romeo Doubs,GB,WR,7,WAS,21,30,11.5,2.3,7,DraftKings,5000
41,George Kittle,SF,TE,7,KC,31,22,11.94,2.25,7,DraftKings,5300
41,Kyle Pitts,ATL,TE,7,CIN,11,18,10.15,2.36,7,DraftKings,4300
41,Tennessee Titans,TEN,DST,7,IND,null,null,8.5,2.83,7,DraftKings,3000
41,Greg Dulcich,DEN,TE,7,NYJ,13,15,6.1,2.44,7,DraftKings,2500
48,Travis Kelce,KC,TE,7,SF,1,7,17.51,2.19,6,DraftKings,8000
48,Michael Pittman Jr.,IND,WR,7,TEN,30,32,15.39,2.08,6,DraftKings,7400
48,Alec Pierce,IND,WR,7,TEN,30,32,10.84,2.36,6,DraftKings,4600
48,Gerald Everett,LAC,TE,7,SEA,29,32,10.84,2.71,6,DraftKings,4000
48,Hayden Hurst,CIN,TE,7,ATL,25,28,9.07,2.59,6,DraftKings,3500
48,Denver Broncos,DEN,DST,7,NYJ,null,null,8.7,2.64,6,DraftKings,3300
48,DJ Moore,CAR,WR,7,TB,8,14,10.06,2.05,6,DraftKings,4900
55,Patrick Mahomes,KC,QB,7,SF,1,6,20.89,2.68,5,DraftKings,7800
55,Josh Reynolds,DET,WR,7,DAL,7,16,9.42,2,5,DraftKings,4700
55,Jonathan Taylor,IND,RB,7,TEN,30,8,16.08,1.99,5,DraftKings,8100
55,Curtis Samuel,WAS,WR,7,GB,6,6,11.76,2.22,5,DraftKings,5300
55,Brandon Aiyuk,SF,WR,7,KC,31,29,12.34,2.06,5,DraftKings,6000
55,San Francisco 49ers,SF,DST,7,KC,null,null,6.5,2.41,5,DraftKings,2700
55,Travis Etienne Jr.,JAX,RB,7,NYG,10,16,11.78,2.18,5,DraftKings,5400
55,AJ Dillon,GB,RB,7,WAS,21,21,11.1,1.98,5,DraftKings,5600
55,Robert Woods,TEN,WR,7,IND,14,3,11.42,2.08,5,DraftKings,5500
55,Nico Collins,HOU,WR,7,LV,28,21,9.04,2.15,5,DraftKings,4200
