Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Saquon Barkley,NYG,RB,2,CAR,18,29,19.32,2.65,23,DraftKings,7300
2,Davante Adams,LV,WR,2,ARI,32,11,21.25,2.47,22,DraftKings,8600
3,Darrell Henderson Jr.,LAR,RB,2,ATL,30,1,14.23,2.5,18,DraftKings,5700
4,Tyreek Hill,MIA,WR,2,BAL,9,14,17.29,2.44,17,DraftKings,7100
4,Javonte Williams,DEN,RB,2,HOU,26,27,16.75,2.58,17,DraftKings,6500
6,Leonard Fournette,TB,RB,2,NO,20,23,15.99,2.39,16,DraftKings,6700
7,Christian McCaffrey,CAR,RB,2,NYG,16,26,21.59,2.43,15,DraftKings,8900
7,Joe Mixon,CIN,RB,2,DAL,12,17,17.34,2.41,15,DraftKings,7200
7,Cincinnati Bengals,CIN,DST,2,DAL,null,null,8.7,3.95,15,DraftKings,2200
7,Greg Dortch,ARI,WR,2,LV,24,13,10.5,3,15,DraftKings,3500
11,Brandin Cooks,HOU,WR,2,DEN,8,1,14.77,2.46,14,DraftKings,6000
12,Cooper Kupp,LAR,WR,2,ATL,30,30,26.59,2.69,13,DraftKings,9900
12,Jonathan Taylor,IND,RB,2,JAX,31,18,24.28,2.45,13,DraftKings,9900
12,Derek Carr,LV,QB,2,ARI,32,32,19.53,3.15,13,DraftKings,6200
12,D'Andre Swift,DET,RB,2,WAS,19,25,15.77,2.25,13,DraftKings,7000
12,Amon-Ra St. Brown,DET,WR,2,WAS,19,17,14.68,2.26,13,DraftKings,6500
12,Jerry Jeudy,DEN,WR,2,HOU,26,26,14.2,2.54,13,DraftKings,5600
18,Josh Jacobs,LV,RB,2,ARI,32,31,14.61,2.52,12,DraftKings,5800
18,Marquise Brown,ARI,WR,2,LV,24,13,13.89,2.24,12,DraftKings,6200
20,Mark Andrews,BAL,TE,2,MIA,2,17,15.23,2.38,11,DraftKings,6400
20,Christian Kirk,JAX,WR,2,IND,13,6,13.77,2.42,11,DraftKings,5700
20,Tyler Higbee,LAR,TE,2,ATL,30,30,10.56,2.51,11,DraftKings,4200
20,Albert Okwuegbunam,DEN,TE,2,HOU,26,14,9.39,2.54,11,DraftKings,3700
24,Matthew Stafford,LAR,QB,2,ATL,30,26,18.92,3,10,DraftKings,6300
24,Ja'Marr Chase,CIN,WR,2,DAL,12,23,18.76,2.34,10,DraftKings,8000
24,Hunter Renfrow,LV,WR,2,ARI,32,11,12.53,2.28,10,DraftKings,5500
24,Cordarrelle Patterson,ATL,RB,2,LAR,28,2,13.83,2.3,10,DraftKings,6000
24,Courtland Sutton,DEN,WR,2,HOU,26,26,14.93,2.45,10,DraftKings,6100
24,Allen Robinson II,LAR,WR,2,ATL,30,30,12.09,2.2,10,DraftKings,5500
30,Deebo Samuel,SF,WR,2,SEA,17,18,16.6,2.13,9,DraftKings,7800
30,Mike Evans,TB,WR,2,NO,20,7,16.38,2.41,9,DraftKings,6800
30,Curtis Samuel,WAS,WR,2,DET,27,9,11.62,2.53,9,DraftKings,4600
33,Lamar Jackson,BAL,QB,2,MIA,2,4,22.69,3.07,8,DraftKings,7400
33,James Conner,ARI,RB,2,LV,24,21,15.23,2.21,8,DraftKings,6900
33,Tee Higgins,CIN,WR,2,DAL,12,23,14,2.37,8,DraftKings,5900
33,Antonio Gibson,WAS,RB,2,DET,27,28,15.5,2.5,8,DraftKings,6200
33,DJ Moore,CAR,WR,2,NYG,16,8,13.76,2.41,8,DraftKings,5700
33,Darren Waller,LV,TE,2,ARI,32,32,13.17,2.35,8,DraftKings,5600
33,T.J. Hockenson,DET,TE,2,WAS,19,9,10.96,2.33,8,DraftKings,4700
33,Chase Edmonds,MIA,RB,2,BAL,9,13,13.26,2.55,8,DraftKings,5200
33,Trey Lance,SF,QB,2,SEA,17,19,18.76,3.29,8,DraftKings,5700
33,Kyle Pitts,ATL,TE,2,LAR,28,3,12.17,2.25,8,DraftKings,5400
33,Miami Dolphins,MIA,DST,2,BAL,null,null,7.8,3.39,8,DraftKings,2300
33,Michael Thomas,NO,WR,2,TB,1,4,13.72,2.37,8,DraftKings,5800
45,Russell Wilson,DEN,QB,2,HOU,26,13,21.96,3.05,7,DraftKings,7200
45,Nick Chubb,CLE,RB,2,NYJ,14,7,15.69,2.21,7,DraftKings,7100
45,New England Patriots,NE,DST,2,PIT,null,null,8,2.76,7,DraftKings,2900
45,Julio Jones,TB,WR,2,NO,20,7,0,0,7,DraftKings,5500
45,Jeff Wilson Jr.,SF,RB,2,SEA,17,14,11.04,2.16,7,DraftKings,5100
45,Jahan Dotson,WAS,WR,2,DET,27,9,9.97,2.37,7,DraftKings,4200
51,Kyler Murray,ARI,QB,2,LV,24,27,22.71,3.03,6,DraftKings,7500
51,Joe Burrow,CIN,QB,2,DAL,12,6,20.42,3.09,6,DraftKings,6600
51,Najee Harris,PIT,RB,2,NE,10,10,15.16,2.45,6,DraftKings,6200
51,Carson Wentz,WAS,QB,2,DET,27,29,17.75,3.06,6,DraftKings,5800
51,Jaylen Waddle,MIA,WR,2,BAL,9,14,14.05,2.2,6,DraftKings,6400
51,Logan Thomas,WAS,TE,2,DET,27,19,8.96,2.64,6,DraftKings,3400
51,Rashod Bateman,BAL,WR,2,MIA,2,10,12.48,2.27,6,DraftKings,5500
51,Tampa Bay Buccaneers,TB,DST,2,NO,null,null,8.8,2.67,6,DraftKings,3300
51,Pittsburgh Steelers,PIT,DST,2,NE,null,null,7.6,2.71,6,DraftKings,2800
51,Rex Burkhead,HOU,RB,2,DEN,8,3,9.84,2.01,6,DraftKings,4900
51,Cleveland Browns,CLE,DST,2,NYJ,null,null,9.3,2.51,6,DraftKings,3700
51,Parris Campbell,IND,WR,2,JAX,31,31,10.28,2.78,6,DraftKings,3700
51,Juwan Johnson,NO,TE,2,TB,1,20,6.15,2.46,6,DraftKings,2500
51,New York Jets,NYJ,DST,2,CLE,null,null,6.4,2.91,6,DraftKings,2200
65,Daniel Jones,NYG,QB,2,CAR,18,7,18,3.53,5,DraftKings,5100
65,Jared Goff,DET,QB,2,WAS,19,9,18.01,3.34,5,DraftKings,5400
65,Terry McLaurin,WAS,WR,2,DET,27,9,13.88,2.1,5,DraftKings,6600
65,Jakobi Meyers,NE,WR,2,PIT,23,28,10.42,2.37,5,DraftKings,4400
65,Zach Ertz,ARI,TE,2,LV,24,28,10.82,2.4,5,DraftKings,4500
65,San Francisco 49ers,SF,DST,2,SEA,null,null,9.1,2.33,5,DraftKings,3900
65,Drake London,ATL,WR,2,LAR,28,32,11.78,2.27,5,DraftKings,5200
72,Tom Brady,TB,QB,2,NO,20,24,19.52,3.05,4,DraftKings,6400
72,Diontae Johnson,PIT,WR,2,NE,10,25,14.41,2.48,4,DraftKings,5800
72,Tua Tagovailoa,MIA,QB,2,BAL,9,11,17.82,3.18,4,DraftKings,5600
72,Trevor Lawrence,JAX,QB,2,IND,13,16,18.34,3.46,4,DraftKings,5300
72,Elijah Moore,NYJ,WR,2,CLE,11,16,11.24,2.25,4,DraftKings,5000
72,Dallas Cowboys,DAL,DST,2,CIN,null,null,6.8,2.27,4,DraftKings,3000
72,New Orleans Saints,NO,DST,2,TB,null,null,6.6,2.75,4,DraftKings,2400
72,New York Giants,NYG,DST,2,CAR,null,null,7.6,2.38,4,DraftKings,3200
72,Jacksonville Jaguars,JAX,DST,2,IND,null,null,6.1,2.65,4,DraftKings,2300
72,Ashton Dulin,IND,WR,2,JAX,31,31,8.3,2.59,4,DraftKings,3200
82,Damien Harris,NE,RB,2,PIT,23,19,11.1,2.02,3,DraftKings,5500
82,CeeDee Lamb,DAL,WR,2,CIN,7,2,14.48,2.1,3,DraftKings,6900
82,Amari Cooper,CLE,WR,2,NYJ,14,27,11.27,2.09,3,DraftKings,5400
82,Dalton Schultz,DAL,TE,2,CIN,7,27,11.28,2.17,3,DraftKings,5200
82,Sterling Shepard,NYG,WR,2,CAR,18,3,10.3,2.1,3,DraftKings,4900
82,Tyler Boyd,CIN,WR,2,DAL,12,23,10.25,1.9,3,DraftKings,5400
82,Chase Claypool,PIT,WR,2,NE,10,25,11.56,2.46,3,DraftKings,4700
82,Brandon Aiyuk,SF,WR,2,SEA,17,18,10.83,2.12,3,DraftKings,5100
82,A.J. Green,ARI,WR,2,LV,24,13,8.33,1.94,3,DraftKings,4300
82,Pat Freiermuth,PIT,TE,2,NE,10,5,10.29,2.34,3,DraftKings,4400
82,Hunter Henry,NE,TE,2,PIT,23,14,7.93,2.2,3,DraftKings,3600
82,Robbie Anderson,CAR,WR,2,NYG,16,8,10.3,1.94,3,DraftKings,5300
82,Zay Jones,JAX,WR,2,IND,13,6,9.04,2.1,3,DraftKings,4300
