Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,13,NYJ,3,4,19.9,2.24,8,DraftKings,8900
2,Tyreek Hill,MIA,WR,13,SF,1,19,19.95,2.27,7,DraftKings,8800
3,Davante Adams,LV,WR,13,LAC,25,10,21.06,2.42,12,DraftKings,8700
4,Christian McCaffrey,SF,RB,13,MIA,22,9,18.9,2.2,4,DraftKings,8600
5,Austin Ekeler,LAC,RB,13,LV,29,26,21.42,2.52,13,DraftKings,8500
6,Patrick Mahomes,KC,QB,13,CIN,11,4,26.96,3.25,7,DraftKings,8300
7,Saquon Barkley,NYG,RB,13,WAS,9,6,16.12,1.97,3,DraftKings,8200
8,Derrick Henry,TEN,RB,13,PHI,4,22,17.79,2.2,10,DraftKings,8100
9,Jalen Hurts,PHI,QB,13,TEN,19,28,22.72,2.84,5,DraftKings,8000
9,Nick Chubb,CLE,RB,13,HOU,21,32,17.63,2.2,14,DraftKings,8000
9,Cooper Kupp,LAR,WR,13,SEA,28,5,0,0,0,DraftKings,8000
12,Josh Jacobs,LV,RB,13,LAC,25,30,24.11,3.05,22,DraftKings,7900
12,Travis Kelce,KC,TE,13,CIN,11,12,19.83,2.51,14,DraftKings,7900
12,Ja'Marr Chase,CIN,WR,13,KC,23,27,16.66,2.11,12,DraftKings,7900
15,Lamar Jackson,BAL,QB,13,DEN,2,2,21.22,2.72,3,DraftKings,7800
15,A.J. Brown,PHI,WR,13,TEN,19,31,16.96,2.17,4,DraftKings,7800
17,Justin Fields,CHI,QB,13,GB,17,10,19.58,2.65,3,DraftKings,7400
17,Jaylen Waddle,MIA,WR,13,SF,1,19,14.87,2.01,3,DraftKings,7400
19,Justin Herbert,LAC,QB,13,LV,29,31,20.79,2.89,5,DraftKings,7200
19,Tee Higgins,CIN,WR,13,KC,23,27,15.98,2.22,16,DraftKings,7200
19,Dalvin Cook,MIN,RB,13,NYJ,3,11,15.86,2.2,10,DraftKings,7200
22,Amon-Ra St. Brown,DET,WR,13,JAX,20,25,17.6,2.48,25,DraftKings,7100
