Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,17,GB,12,7,26.02,2.74,17,DraftKings,9500
2,Christian McCaffrey,SF,RB,17,LV,25,24,19.98,2.22,23,DraftKings,9000
3,Tyreek Hill,MIA,WR,17,NE,6,16,18.64,2.09,7,DraftKings,8900
4,Patrick Mahomes,KC,QB,17,DEN,4,1,26.68,3.14,7,DraftKings,8500
4,Austin Ekeler,LAC,RB,17,LAR,14,13,18.22,2.14,6,DraftKings,8500
4,Davante Adams,LV,WR,17,SF,1,26,15.4,1.81,5,DraftKings,8500
7,Jalen Hurts,PHI,QB,17,NO,10,15,0,0,0,DraftKings,8300
8,Travis Kelce,KC,TE,17,DEN,4,23,17.71,2.19,14,DraftKings,8100
9,Saquon Barkley,NYG,RB,17,IND,16,27,17.42,2.18,17,DraftKings,8000
10,Justin Fields,CHI,QB,17,DET,32,32,21.41,2.71,9,DraftKings,7900
10,A.J. Brown,PHI,WR,17,NO,10,9,16.46,2.08,5,DraftKings,7900
12,Amon-Ra St. Brown,DET,WR,17,CHI,21,21,19.75,2.53,25,DraftKings,7800
13,DeAndre Hopkins,ARI,WR,17,ATL,27,27,0,0,0,DraftKings,7700
14,Jaylen Waddle,MIA,WR,17,NE,6,16,14.25,1.9,3,DraftKings,7500
15,Josh Jacobs,LV,RB,17,SF,1,1,13.8,1.86,3,DraftKings,7400
16,Nick Chubb,CLE,RB,17,WAS,8,7,13.08,1.79,2,DraftKings,7300
17,James Conner,ARI,RB,17,ATL,27,22,15.86,2.2,15,DraftKings,7200
18,Justin Herbert,LAC,QB,17,LAR,14,9,19.23,2.71,5,DraftKings,7100
18,DeVonta Smith,PHI,WR,17,NO,10,9,14.88,2.1,5,DraftKings,7100
18,Aaron Jones,GB,RB,17,MIN,31,21,13.25,1.87,5,DraftKings,7100
21,Keenan Allen,LAC,WR,17,LAR,14,17,16.23,2.32,15,DraftKings,7000
21,Dalvin Cook,MIN,RB,17,GB,12,25,15.36,2.19,9,DraftKings,7000
21,Tua Tagovailoa,MIA,QB,17,NE,6,16,0,0,0,DraftKings,7000
24,Alvin Kamara,NO,RB,17,PHI,5,18,14.69,2.13,7,DraftKings,6900
24,DK Metcalf,SEA,WR,17,NYJ,2,2,14.62,2.12,8,DraftKings,6900
24,David Montgomery,CHI,RB,17,DET,32,16,13.12,1.9,3,DraftKings,6900
27,Chris Godwin,TB,WR,17,CAR,17,24,15.59,2.29,9,DraftKings,6800
27,Rhamondre Stevenson,NE,RB,17,MIA,28,17,14.43,2.12,14,DraftKings,6800
29,Mike Williams,LAC,WR,17,LAR,14,17,13.04,1.95,4,DraftKings,6700
30,Tyler Lockett,SEA,WR,17,NYJ,2,2,12.98,1.97,4,DraftKings,6600
31,Mike Evans,TB,WR,17,CAR,17,24,13.07,2.01,3,DraftKings,6500
32,Kirk Cousins,MIN,QB,17,GB,12,10,17.53,2.74,5,DraftKings,6400
32,Travis Etienne Jr.,JAX,RB,17,HOU,19,32,15.03,2.35,15,DraftKings,6400
32,Jerry Jeudy,DEN,WR,17,KC,24,25,13.48,2.11,3,DraftKings,6400
35,Brandon Aiyuk,SF,WR,17,LV,25,14,12.85,2.04,5,DraftKings,6300
36,Trevor Lawrence,JAX,QB,17,HOU,19,4,20.18,3.25,7,DraftKings,6200
36,Michael Pittman Jr.,IND,WR,17,NYG,22,11,13.01,2.1,4,DraftKings,6200
36,Kenneth Walker III,SEA,RB,17,NYJ,2,9,12.75,2.06,11,DraftKings,6200
39,Tom Brady,TB,QB,17,CAR,17,20,16.94,2.78,4,DraftKings,6100
39,Terry McLaurin,WAS,WR,17,CLE,15,10,13.2,2.16,5,DraftKings,6100
39,Cam Akers,LAR,RB,17,LAC,18,28,12.41,2.03,6,DraftKings,6100
39,Chris Olave,NO,WR,17,PHI,5,12,10.97,1.8,3,DraftKings,6100
43,Aaron Rodgers,GB,QB,17,MIN,31,28,17.25,2.88,8,DraftKings,6000
43,Christian Kirk,JAX,WR,17,HOU,19,3,13.47,2.24,10,DraftKings,6000
43,Jerick McKinnon,KC,RB,17,DEN,4,19,12.17,2.03,5,DraftKings,6000
43,Deebo Samuel,SF,WR,17,LV,25,14,0,0,0,DraftKings,6000
47,Geno Smith,SEA,QB,17,NYJ,2,11,16.11,2.73,3,DraftKings,5900
47,Miles Sanders,PHI,RB,17,NO,10,14,13.63,2.31,15,DraftKings,5900
47,George Kittle,SF,TE,17,LV,25,22,12.1,2.05,10,DraftKings,5900
47,Christian Watson,GB,WR,17,MIN,31,30,10.54,1.79,4,DraftKings,5900
51,Deshaun Watson,CLE,QB,17,WAS,8,18,15.56,2.68,2,DraftKings,5800
51,Amari Cooper,CLE,WR,17,WAS,8,15,13.47,2.32,6,DraftKings,5800
51,AJ Dillon,GB,RB,17,MIN,31,21,12.18,2.1,3,DraftKings,5800
54,Daniel Jones,NYG,QB,17,IND,16,19,17,2.98,5,DraftKings,5700
54,DJ Moore,CAR,WR,17,TB,13,20,11.18,1.96,6,DraftKings,5700
54,D'Onta Foreman,CAR,RB,17,TB,13,6,10.13,1.78,1,DraftKings,5700
57,Jared Goff,DET,QB,17,CHI,21,24,18.57,3.32,16,DraftKings,5600
57,Leonard Fournette,TB,RB,17,CAR,17,20,13.6,2.43,7,DraftKings,5600
57,JuJu Smith-Schuster,KC,WR,17,DEN,4,1,13.38,2.39,9,DraftKings,5600
57,Isiah Pacheco,KC,RB,17,DEN,4,19,11.37,2.03,4,DraftKings,5600
57,Damien Harris,NE,RB,17,MIA,28,17,6.71,1.2,0,DraftKings,5600
62,Gardner Minshew,PHI,QB,17,NO,10,15,16.88,3.07,5,DraftKings,5500
62,Brock Purdy,SF,QB,17,LV,25,27,16.55,3.01,5,DraftKings,5500
62,Garrett Wilson,NYJ,WR,17,SEA,29,4,14.54,2.64,22,DraftKings,5500
62,Marquise Brown,ARI,WR,17,ATL,27,27,12.28,2.23,5,DraftKings,5500
62,Rachaad White,TB,RB,17,CAR,17,20,10.33,1.88,1,DraftKings,5500
62,Latavius Murray,DEN,RB,17,KC,24,12,9.89,1.8,1,DraftKings,5500
62,Raheem Mostert,MIA,RB,17,NE,6,2,8.8,1.6,1,DraftKings,5500
62,Deon Jackson,IND,RB,17,NYG,22,23,5.94,1.08,0,DraftKings,5500
70,Mike White,NYJ,QB,17,SEA,29,22,16.12,2.99,5,DraftKings,5400
70,Russell Wilson,DEN,QB,17,KC,24,30,15.47,2.86,1,DraftKings,5400
70,Allen Lazard,GB,WR,17,MIN,31,30,12.88,2.39,10,DraftKings,5400
70,T.J. Hockenson,MIN,TE,17,GB,12,11,12.1,2.24,8,DraftKings,5400
70,Zack Moss,IND,RB,17,NYG,22,23,10.77,1.99,3,DraftKings,5400
70,Cordarrelle Patterson,ATL,RB,17,ARI,30,26,9.69,1.79,1,DraftKings,5400
70,Jeff Wilson Jr.,MIA,RB,17,NE,6,2,8.01,1.48,1,DraftKings,5400
77,Baker Mayfield,LAR,QB,17,LAC,18,12,13.59,2.56,1,DraftKings,5300
77,D'Andre Swift,DET,RB,17,CHI,21,29,12.86,2.43,8,DraftKings,5300
77,Tyler Allgeier,ATL,RB,17,ARI,30,26,12.2,2.3,15,DraftKings,5300
77,Joshua Palmer,LAC,WR,17,LAR,14,17,9.44,1.78,1,DraftKings,5300
77,Joshua Kelley,LAC,RB,17,LAR,14,13,5.25,0.99,0,DraftKings,5300
77,Derek Carr,LV,QB,17,SF,1,3,0,0,0,DraftKings,5300
83,Brian Robinson Jr.,WAS,RB,17,CLE,15,30,13.23,2.54,17,DraftKings,5200
83,Nick Foles,IND,QB,17,NYG,22,21,12.09,2.32,0,DraftKings,5200
83,Adam Thielen,MIN,WR,17,GB,12,7,11.1,2.13,2,DraftKings,5200
83,Colt McCoy,ARI,QB,17,ATL,27,23,0,0,0,DraftKings,5200
87,Carson Wentz,WAS,QB,17,CLE,15,5,14.96,2.93,2,DraftKings,5100
87,Courtland Sutton,DEN,WR,17,KC,24,25,11.09,2.17,5,DraftKings,5100
87,Zonovan Knight,NYJ,RB,17,SEA,29,31,10.92,2.14,10,DraftKings,5100
87,Michael Carter,NYJ,RB,17,SEA,29,31,8.73,1.71,1,DraftKings,5100
87,Taylor Heinicke,WAS,QB,17,CLE,15,5,0.42,0.08,0,DraftKings,5100
87,Matt Ryan,IND,QB,17,NYG,22,21,0,0,0,DraftKings,5100
93,Teddy Bridgewater,MIA,QB,17,NE,6,16,15.34,3.07,2,DraftKings,5000
93,Mac Jones,NE,QB,17,MIA,28,31,14.71,2.94,2,DraftKings,5000
93,Desmond Ridder,ATL,QB,17,ARI,30,25,13.53,2.71,2,DraftKings,5000
93,Sam Darnold,CAR,QB,17,TB,13,14,13.3,2.66,1,DraftKings,5000
93,Davis Mills,HOU,QB,17,JAX,23,26,12.74,2.55,1,DraftKings,5000
93,Zay Jones,JAX,WR,17,HOU,19,3,12.08,2.42,9,DraftKings,5000
93,Jakobi Meyers,NE,WR,17,MIA,28,13,11.82,2.36,12,DraftKings,5000
93,Jamaal Williams,DET,RB,17,CHI,21,29,10.04,2.01,2,DraftKings,5000
93,Jeff Driskel,HOU,QB,17,JAX,23,26,3.94,0.79,0,DraftKings,5000
93,Jacoby Brissett,CLE,QB,17,WAS,8,18,0.41,0.08,0,DraftKings,5000
93,Chase Daniel,LAC,QB,17,LAR,14,9,0.24,0.05,0,DraftKings,5000
93,Brett Rypien,DEN,QB,17,KC,24,30,0.22,0.04,0,DraftKings,5000
93,Blaine Gabbert,TB,QB,17,CAR,17,20,0.2,0.04,0,DraftKings,5000
