Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Christian McCaffrey,CAR,RB,1,CLE,8,14,21.13,2.49,22,DraftKings,8500
2,Michael Pittman Jr.,IND,WR,1,HOU,29,26,15.67,2.85,19,DraftKings,5500
2,Saquon Barkley,NYG,RB,1,TEN,12,1,15.65,2.57,19,DraftKings,6100
4,Travis Kelce,KC,TE,1,ARI,9,2,17.49,2.65,18,DraftKings,6600
5,Marquise Brown,ARI,WR,1,KC,20,22,15.51,2.5,17,DraftKings,6200
6,Jonathan Taylor,IND,RB,1,HOU,29,28,24.02,2.64,16,DraftKings,9100
6,Justin Jefferson,MIN,WR,1,GB,13,20,19.12,2.45,16,DraftKings,7800
8,D'Andre Swift,DET,RB,1,PHI,15,21,16.25,2.39,15,DraftKings,6800
9,Davante Adams,LV,WR,1,LAC,26,3,18.64,2.3,14,DraftKings,8100
9,Najee Harris,PIT,RB,1,CIN,18,20,16.55,2.59,14,DraftKings,6400
11,Derrick Henry,TEN,RB,1,NYG,19,25,21.56,2.51,13,DraftKings,8600
11,Jalen Hurts,PHI,QB,1,DET,31,26,22.93,3.37,13,DraftKings,6800
11,Ja'Marr Chase,CIN,WR,1,PIT,21,12,18.7,2.63,13,DraftKings,7100
11,Aaron Jones,GB,RB,1,MIN,30,23,16.7,2.49,13,DraftKings,6700
11,JuJu Smith-Schuster,KC,WR,1,ARI,9,29,12.86,2.47,13,DraftKings,5200
11,Washington Commanders,WAS,DST,1,JAX,null,null,7.3,2.92,13,DraftKings,2500
17,Alvin Kamara,NO,RB,1,ATL,28,24,17.51,2.3,12,DraftKings,7600
17,Tee Higgins,CIN,WR,1,PIT,21,12,15.29,2.51,12,DraftKings,6100
17,Antonio Gibson,WAS,RB,1,JAX,23,22,13.75,2.37,12,DraftKings,5800
20,Patrick Mahomes,KC,QB,1,ARI,9,11,23.54,3.06,11,DraftKings,7700
20,Joe Mixon,CIN,RB,1,PIT,21,26,17.59,2.48,11,DraftKings,7100
20,A.J. Brown,PHI,WR,1,DET,31,19,16.33,2.55,11,DraftKings,6400
20,Christian Kirk,JAX,WR,1,WAS,27,28,12.55,2.46,11,DraftKings,5100
20,Dallas Goedert,PHI,TE,1,DET,31,23,11.91,2.65,11,DraftKings,4500
25,Austin Ekeler,LAC,RB,1,LV,22,27,20.09,2.45,10,DraftKings,8200
25,Tyreek Hill,MIA,WR,1,NE,2,4,15.98,2.35,10,DraftKings,6800
27,Mark Andrews,BAL,TE,1,NYJ,32,27,16.58,2.44,9,DraftKings,6800
27,Adam Thielen,MIN,WR,1,GB,13,20,13.2,2.44,9,DraftKings,5400
27,Darren Waller,LV,TE,1,LAC,26,32,12.97,2.4,9,DraftKings,5400
27,Jahan Dotson,WAS,WR,1,JAX,23,23,9.62,2.83,9,DraftKings,3400
31,Kyler Murray,ARI,QB,1,KC,20,30,21.28,2.96,8,DraftKings,7200
31,Keenan Allen,LAC,WR,1,LV,22,5,16.3,2.33,8,DraftKings,7000
31,Mike Williams,LAC,WR,1,LV,22,5,14.82,2.25,8,DraftKings,6600
31,Brandin Cooks,HOU,WR,1,IND,16,21,14.62,2.32,8,DraftKings,6300
31,Amon-Ra St. Brown,DET,WR,1,PHI,15,2,14.17,2.32,8,DraftKings,6100
31,Miami Dolphins,MIA,DST,1,NE,null,null,7.1,2.73,8,DraftKings,2600
31,Rashod Bateman,BAL,WR,1,NYJ,32,16,13.05,2.46,8,DraftKings,5300
31,Chicago Bears,CHI,DST,1,SF,null,null,5.9,2.68,8,DraftKings,2200
31,Michael Thomas,NO,WR,1,ATL,28,25,13.4,2.35,8,DraftKings,5700
31,Romeo Doubs,GB,WR,1,MIN,30,32,7.9,2.63,8,DraftKings,3000
31,Irv Smith Jr.,MIN,TE,1,GB,13,22,8.64,2.54,8,DraftKings,3400
31,Travis Etienne Jr.,JAX,RB,1,WAS,27,12,13.73,2.45,8,DraftKings,5600
43,Justin Herbert,LAC,QB,1,LV,22,17,22.72,2.99,7,DraftKings,7600
43,Joe Burrow,CIN,QB,1,PIT,21,12,19.87,3.1,7,DraftKings,6400
43,Derek Carr,LV,QB,1,LAC,26,16,19.03,3.23,7,DraftKings,5900
43,Dalvin Cook,MIN,RB,1,GB,13,8,17.39,2.2,7,DraftKings,7900
43,James Conner,ARI,RB,1,KC,20,15,15.5,2.21,7,DraftKings,7000
43,DJ Moore,CAR,WR,1,CLE,8,7,13.95,2.32,7,DraftKings,6000
43,Elijah Moore,NYJ,WR,1,BAL,25,30,13.11,2.57,7,DraftKings,5100
43,Chase Edmonds,MIA,RB,1,NE,2,19,12.62,2.43,7,DraftKings,5200
43,Kyle Pitts,ATL,TE,1,NO,3,7,12.52,2.2,7,DraftKings,5700
43,Pittsburgh Steelers,PIT,DST,1,CIN,null,null,6.5,2.71,7,DraftKings,2400
43,Dameon Pierce,HOU,RB,1,IND,16,5,11.98,2.5,7,DraftKings,4800
54,Lamar Jackson,BAL,QB,1,NYJ,32,29,23.57,3.23,6,DraftKings,7300
54,Nick Chubb,CLE,RB,1,CAR,7,11,14.4,2.22,6,DraftKings,6500
54,A.J. Green,ARI,WR,1,KC,20,22,10.38,2.26,6,DraftKings,4600
54,Gerald Everett,LAC,TE,1,LV,22,30,9.2,2.42,6,DraftKings,3800
54,Randall Cobb,GB,WR,1,MIN,30,32,9.28,2.73,6,DraftKings,3400
54,New York Giants,NYG,DST,1,TEN,null,null,6.1,2.65,6,DraftKings,2300
54,Detroit Lions,DET,DST,1,PHI,null,null,5.8,2.9,6,DraftKings,2000
61,Diontae Johnson,PIT,WR,1,CIN,18,15,14.72,2.45,5,DraftKings,6000
61,Jameis Winston,NO,QB,1,ATL,28,31,17.74,3.35,5,DraftKings,5300
61,Clyde Edwards-Helaire,KC,RB,1,ARI,9,6,11.85,2.19,5,DraftKings,5400
61,DeVonta Smith,PHI,WR,1,DET,31,19,11.46,2.08,5,DraftKings,5500
61,Jakobi Meyers,NE,WR,1,MIA,14,10,10.14,2.36,5,DraftKings,4300
61,Miles Sanders,PHI,RB,1,DET,31,31,11.12,2.06,5,DraftKings,5400
61,Kadarius Toney,NYG,WR,1,TEN,12,31,10.41,2.54,5,DraftKings,4100
61,Marquez Valdes-Scantling,KC,WR,1,ARI,9,29,9.9,2.11,5,DraftKings,4700
61,Minnesota Vikings,MIN,DST,1,GB,null,null,5.6,2.55,5,DraftKings,2200
61,Cole Kmet,CHI,TE,1,SF,5,8,8.79,2.38,5,DraftKings,3700
61,Jacksonville Jaguars,JAX,DST,1,WAS,null,null,6.2,2.48,5,DraftKings,2500
61,New York Jets,NYJ,DST,1,BAL,null,null,6.6,2.87,5,DraftKings,2300
61,George Pickens,PIT,WR,1,CIN,18,15,9.23,2.25,5,DraftKings,4100
74,Aaron Rodgers,GB,QB,1,MIN,30,27,18.9,2.7,4,DraftKings,7000
74,Kirk Cousins,MIN,QB,1,GB,13,22,18.01,2.95,4,DraftKings,6100
74,Hunter Renfrow,LV,WR,1,LAC,26,3,12.67,2.18,4,DraftKings,5800
74,Darnell Mooney,CHI,WR,1,SF,5,18,12.71,2.23,4,DraftKings,5700
74,Terry McLaurin,WAS,WR,1,JAX,23,23,14.34,2.21,4,DraftKings,6500
74,T.J. Hockenson,DET,TE,1,PHI,15,31,11.51,2.35,4,DraftKings,4900
74,Tyler Boyd,CIN,WR,1,PIT,21,12,10.45,2.18,4,DraftKings,4800
74,AJ Dillon,GB,RB,1,MIN,30,23,11.85,2.24,4,DraftKings,5300
74,Mecole Hardman,KC,WR,1,ARI,9,29,9.72,2.11,4,DraftKings,4600
74,New England Patriots,NE,DST,1,MIA,null,null,7.2,2.67,4,DraftKings,2700
74,San Francisco 49ers,SF,DST,1,CHI,null,null,9.3,2.27,4,DraftKings,4100
74,Joshua Palmer,LAC,WR,1,LV,22,5,8.59,2.26,4,DraftKings,3800
74,Las Vegas Raiders,LV,DST,1,LAC,null,null,5.1,2.43,4,DraftKings,2100
74,Wan'Dale Robinson,NYG,WR,1,TEN,12,31,7.65,2.55,4,DraftKings,3000
88,Deebo Samuel,SF,WR,1,CHI,17,27,16.21,2.19,3,DraftKings,7400
88,Daniel Jones,NYG,QB,1,TEN,12,23,16.74,3.35,3,DraftKings,5000
88,Robert Woods,TEN,WR,1,NYG,19,13,12.68,2.26,3,DraftKings,5600
88,Jaylen Waddle,MIA,WR,1,NE,2,4,13.8,2.16,3,DraftKings,6400
88,David Montgomery,CHI,RB,1,SF,5,7,12.97,2.16,3,DraftKings,6000
88,Elijah Mitchell,SF,RB,1,CHI,17,18,13.47,2.49,3,DraftKings,5400
88,Tua Tagovailoa,MIA,QB,1,NE,2,2,17.62,3.09,3,DraftKings,5700
88,Matt Ryan,IND,QB,1,HOU,29,24,17.11,3.11,3,DraftKings,5500
88,Trevor Lawrence,JAX,QB,1,WAS,27,32,17.38,3.1,3,DraftKings,5600
88,Trey Lance,SF,QB,1,CHI,17,20,18.83,3.14,3,DraftKings,6000
88,Pat Freiermuth,PIT,TE,1,CIN,18,26,9.57,2.28,3,DraftKings,4200
88,New Orleans Saints,NO,DST,1,ATL,null,null,9.1,2.46,3,DraftKings,3700
88,Tennessee Titans,TEN,DST,1,NYG,null,null,8.8,2.51,3,DraftKings,3500
88,Cincinnati Bengals,CIN,DST,1,PIT,null,null,7.7,2.14,3,DraftKings,3600
88,Sammy Watkins,GB,WR,1,MIN,30,32,10,2.13,3,DraftKings,4700
88,Parris Campbell,IND,WR,1,HOU,29,26,7.86,2.38,3,DraftKings,3300
88,Hayden Hurst,CIN,TE,1,PIT,21,9,7.6,2.3,3,DraftKings,3300
88,Atlanta Falcons,ATL,DST,1,NO,null,null,5.9,2.11,3,DraftKings,2800
106,Carson Wentz,WAS,QB,1,JAX,23,25,16.92,3.08,2,DraftKings,5500
106,Cordarrelle Patterson,ATL,RB,1,NO,3,2,11.22,1.93,2,DraftKings,5800
106,Amari Cooper,CLE,WR,1,CAR,7,8,11.86,2.01,2,DraftKings,5900
106,Chase Claypool,PIT,WR,1,CIN,18,15,9.99,2,2,DraftKings,5000
106,Marvin Jones Jr.,JAX,WR,1,WAS,27,28,9.65,2.19,2,DraftKings,4400
106,Zach Ertz,ARI,TE,1,KC,20,16,10.12,2.3,2,DraftKings,4400
106,Rhamondre Stevenson,NE,RB,1,MIA,14,16,10.33,1.88,2,DraftKings,5500
106,Brandon Aiyuk,SF,WR,1,CHI,17,27,11.45,2.2,2,DraftKings,5200
106,Hunter Henry,NE,TE,1,MIA,14,20,8.21,2.16,2,DraftKings,3800
106,DJ Chark,DET,WR,1,PHI,15,2,9.8,2.04,2,DraftKings,4800
106,Kenneth Gainwell,PHI,RB,1,DET,31,31,7.1,1.54,2,DraftKings,4600
106,Mike Davis,BAL,RB,1,NYJ,32,32,8.53,1.94,2,DraftKings,4400
106,Indianapolis Colts,IND,DST,1,HOU,null,null,8.5,2.18,2,DraftKings,3900
106,Evan Engram,JAX,TE,1,WAS,27,17,7.75,2.21,2,DraftKings,3500
106,Kansas City Chiefs,KC,DST,1,ARI,null,null,6.3,2.1,2,DraftKings,3000
106,David Njoku,CLE,TE,1,CAR,7,13,8.11,2.08,2,DraftKings,3900
106,Robert Tonyan,GB,TE,1,MIN,30,11,7.54,1.93,2,DraftKings,3900
106,Brevin Jordan,HOU,TE,1,IND,16,25,6.51,2.1,2,DraftKings,3100
106,Nico Collins,HOU,WR,1,IND,16,21,10.46,2.49,2,DraftKings,4200
106,Carolina Panthers,CAR,DST,1,CLE,null,null,7.1,2.09,2,DraftKings,3400
106,Houston Texans,HOU,DST,1,IND,null,null,5.9,2.46,2,DraftKings,2400
106,Mo Alie-Cox,IND,TE,1,HOU,29,28,7.15,2.1,2,DraftKings,3400
106,Marcus Mariota,ATL,QB,1,NO,3,5,16.48,3.17,2,DraftKings,5200
106,Greg Dortch,ARI,WR,1,KC,20,22,4.43,1.48,2,DraftKings,3000
106,Mitch Trubisky,PIT,QB,1,CIN,18,13,16.74,3.35,2,DraftKings,5000
106,Drake London,ATL,WR,1,NO,3,14,10.65,2.13,2,DraftKings,5000
106,Chris Olave,NO,WR,1,ATL,28,25,9.57,2.13,2,DraftKings,4500
106,Daniel Bellinger,NYG,TE,1,TEN,12,5,5.18,2.07,2,DraftKings,2500
106,Breece Hall,NYJ,RB,1,BAL,25,10,9.13,1.66,2,DraftKings,5500
106,Isaiah Likely,BAL,TE,1,NYJ,32,27,5.48,2.19,2,DraftKings,2500
136,Ryan Tannehill,TEN,QB,1,NYG,19,8,16.93,2.97,1,DraftKings,5700
136,Josh Jacobs,LV,RB,1,LAC,26,29,12.76,2.03,1,DraftKings,6300
136,Jared Goff,DET,QB,1,PHI,15,15,16.51,3.06,1,DraftKings,5400
136,Mac Jones,NE,QB,1,MIA,14,6,15.71,2.91,1,DraftKings,5400
136,Damien Harris,NE,RB,1,MIA,14,16,10.35,1.82,1,DraftKings,5700
136,Baker Mayfield,CAR,QB,1,CLE,8,9,15.94,3.01,1,DraftKings,5300
136,Davis Mills,HOU,QB,1,IND,16,21,15.08,2.85,1,DraftKings,5300
136,Kareem Hunt,CLE,RB,1,CAR,7,11,10.53,1.85,1,DraftKings,5700
136,Joe Flacco,NYJ,QB,1,BAL,25,28,14.73,3.07,1,DraftKings,4800
136,Justin Fields,CHI,QB,1,SF,5,19,16.76,2.99,1,DraftKings,5600
136,Corey Davis,NYJ,WR,1,BAL,25,30,9.19,1.88,1,DraftKings,4900
136,J.D. McKissic,WAS,RB,1,JAX,23,22,8.58,1.68,1,DraftKings,5100
136,Jarvis Landry,NO,WR,1,ATL,28,25,9.99,2,1,DraftKings,5000
136,DeVante Parker,NE,WR,1,MIA,14,10,10.33,2.15,1,DraftKings,4800
136,Mike Gesicki,MIA,TE,1,NE,2,1,8.29,1.73,1,DraftKings,4800
136,Cedrick Wilson Jr.,MIA,WR,1,NE,2,4,6.37,1.63,1,DraftKings,3900
136,K.J. Osborn,MIN,WR,1,GB,13,20,8.73,1.78,1,DraftKings,4900
136,Jamaal Williams,DET,RB,1,PHI,15,21,7.7,1.48,1,DraftKings,5200
136,Logan Thomas,WAS,TE,1,JAX,23,14,6.01,1.88,1,DraftKings,3200
136,Kenyan Drake,BAL,RB,1,NYJ,32,32,7.1,1.42,1,DraftKings,5000
136,Robbie Anderson,CAR,WR,1,CLE,8,7,8.8,1.83,1,DraftKings,4800
136,Donovan Peoples-Jones,CLE,WR,1,CAR,7,8,7.96,1.81,1,DraftKings,4400
136,Tyler Conklin,NYJ,TE,1,BAL,25,29,5.81,1.66,1,DraftKings,3500
136,Green Bay Packers,GB,DST,1,MIN,null,null,6.3,1.97,1,DraftKings,3200
136,Zay Jones,JAX,WR,1,WAS,27,28,8.07,1.97,1,DraftKings,4100
136,Quez Watkins,PHI,WR,1,DET,31,19,5.65,1.66,1,DraftKings,3400
136,Nyheim Hines,IND,RB,1,HOU,29,28,9.04,1.77,1,DraftKings,5100
136,Josh Reynolds,DET,WR,1,PHI,15,2,5.47,1.52,1,DraftKings,3600
136,Kenny Golladay,NYG,WR,1,TEN,12,31,8.29,1.73,1,DraftKings,4800
136,Philadelphia Eagles,PHI,DST,1,DET,null,null,6.4,2.06,1,DraftKings,3100
136,Cleveland Browns,CLE,DST,1,CAR,null,null,7.9,2.08,1,DraftKings,3800
136,Austin Hooper,TEN,TE,1,NYG,19,10,8.34,2.25,1,DraftKings,3700
136,Jerick McKinnon,KC,RB,1,ARI,9,6,5.75,1.37,1,DraftKings,4200
136,Devin Duvernay,BAL,WR,1,NYJ,32,16,6.95,1.83,1,DraftKings,3800
136,Baltimore Ravens,BAL,DST,1,NYJ,null,null,7.9,1.98,1,DraftKings,4000
136,Adam Trautman,NO,TE,1,ATL,28,19,5.18,1.67,1,DraftKings,3100
136,Jonnu Smith,NE,TE,1,MIA,14,20,4.57,1.63,1,DraftKings,2800
136,Mack Hollins,LV,WR,1,LAC,26,3,4.8,1.6,1,DraftKings,3000
136,James Proche II,BAL,WR,1,NYJ,32,16,4.17,1.26,1,DraftKings,3300
136,Curtis Samuel,WAS,WR,1,JAX,23,23,7.76,1.85,1,DraftKings,4200
136,Raheem Mostert,MIA,RB,1,NE,2,19,7.93,1.65,1,DraftKings,4800
136,Equanimeous St. Brown,CHI,WR,1,SF,5,18,4.84,1.61,1,DraftKings,3000
136,Ross Dwelley,SF,TE,1,CHI,17,6,3.06,1.22,1,DraftKings,2500
136,Andy Isabella,ARI,WR,1,KC,20,22,3.67,1.22,1,DraftKings,3000
136,Alec Pierce,IND,WR,1,HOU,29,26,8.15,2.09,1,DraftKings,3900
136,Treylon Burks,TEN,WR,1,NYG,19,13,7.5,1.5,1,DraftKings,5000
136,Skyy Moore,KC,WR,1,ARI,9,29,7.6,2,1,DraftKings,3800
183,Nick Foles,IND,QB,1,HOU,29,24,0.25,0.06,0,DraftKings,4000
183,Jimmy Garoppolo,SF,QB,1,CHI,17,20,0.32,0.06,0,DraftKings,5200
183,Trevor Siemian,CHI,QB,1,SF,5,19,0.27,0.07,0,DraftKings,4000
183,Teddy Bridgewater,MIA,QB,1,NE,2,2,0.25,0.05,0,DraftKings,5000
183,Sam Darnold,CAR,QB,1,CLE,8,9,0,0,0,DraftKings,5300
183,Taylor Heinicke,WAS,QB,1,JAX,23,25,0.25,0.06,0,DraftKings,4400
183,DeAndre Hopkins,ARI,WR,1,KC,20,22,0,0,0,DraftKings,5400
183,Tyrod Taylor,NYG,QB,1,TEN,12,23,0.23,0.05,0,DraftKings,4500
183,Calvin Ridley,ATL,WR,1,NO,3,14,0,0,0,DraftKings,3000
183,Mike White,NYJ,QB,1,BAL,25,28,0.21,0.05,0,DraftKings,4000
183,George Kittle,SF,TE,1,CHI,17,6,0,0,0,DraftKings,5900
183,James Robinson,JAX,RB,1,WAS,27,12,7.12,1.27,0,DraftKings,5600
183,Tyler Huntley,BAL,QB,1,NYJ,32,29,0.35,0.07,0,DraftKings,5000
183,Zach Wilson,NYJ,QB,1,BAL,25,28,0,0,0,DraftKings,5100
183,Andy Dalton,NO,QB,1,ATL,28,31,0.23,0.04,0,DraftKings,5300
183,Kendrick Bourne,NE,WR,1,MIA,14,10,5,1.19,0,DraftKings,4200
183,Sterling Shepard,NYG,WR,1,TEN,12,31,8.28,1.69,0,DraftKings,4900
183,Michael Carter,NYJ,RB,1,BAL,25,10,10.75,2.11,0,DraftKings,5100
183,D'Onta Foreman,CAR,RB,1,CLE,8,14,2.98,0.68,0,DraftKings,4400
183,Taysom Hill,NO,TE,1,ATL,28,19,3.7,0.8,0,DraftKings,4600
183,Darrel Williams,ARI,RB,1,KC,20,15,3.33,0.68,0,DraftKings,4900
183,Myles Gaskin,MIA,RB,1,NE,2,19,2.52,0.56,0,DraftKings,4500
183,Nick Mullens,MIN,QB,1,GB,13,22,0.11,0.03,0,DraftKings,4000
183,Quintez Cephus,DET,WR,1,PHI,15,2,3.07,1.02,0,DraftKings,3000
183,Mason Rudolph,PIT,QB,1,CIN,18,13,0,0,0,DraftKings,4500
183,Marquez Callaway,NO,WR,1,ATL,28,25,3.14,0.9,0,DraftKings,3500
183,Allen Lazard,GB,WR,1,MIN,30,32,0,0,0,DraftKings,5600
183,Dontrell Hilliard,TEN,RB,1,NYG,19,25,5.68,1.26,0,DraftKings,4500
183,Deonte Harty,NO,WR,1,ATL,28,25,2.61,0.87,0,DraftKings,3000
183,Gardner Minshew,PHI,QB,1,DET,31,26,0.23,0.05,0,DraftKings,4900
183,Kalif Raymond,DET,WR,1,PHI,15,2,2.73,0.78,0,DraftKings,3500
183,Dante Pettis,CHI,WR,1,SF,5,18,1.78,0.59,0,DraftKings,3000
