Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Cooper Kupp,LAR,WR,5,DAL,6,9,26.86,2.8,16,DraftKings,9600
2,Justin Jefferson,MIN,WR,5,CHI,9,4,20.6,2.31,8,DraftKings,8900
3,Christian McCaffrey,CAR,RB,5,SF,1,2,19.38,2.28,6,DraftKings,8500
4,Stefon Diggs,BUF,WR,5,PIT,20,27,20.87,2.48,11,DraftKings,8400
5,Josh Allen,BUF,QB,5,PIT,20,17,26.35,3.21,14,DraftKings,8200
5,Derrick Henry,TEN,RB,5,WAS,30,13,18.11,2.21,9,DraftKings,8200
7,Jalen Hurts,PHI,QB,5,ARI,21,19,24.35,3.01,8,DraftKings,8100
8,Tyreek Hill,MIA,WR,5,NYJ,18,22,18.61,2.33,15,DraftKings,8000
8,Nick Chubb,CLE,RB,5,LAC,25,29,17.6,2.2,5,DraftKings,8000
10,Austin Ekeler,LAC,RB,5,CLE,16,25,19.06,2.44,9,DraftKings,7800
11,Deebo Samuel,SF,WR,5,CAR,15,12,17.89,2.32,11,DraftKings,7700
12,Amon-Ra St. Brown,DET,WR,5,NE,19,16,15.72,2.07,5,DraftKings,7600
13,A.J. Brown,PHI,WR,5,ARI,21,7,16.83,2.24,11,DraftKings,7500
14,Kyler Murray,ARI,QB,5,PHI,3,3,19.74,2.67,3,DraftKings,7400
15,Dalvin Cook,MIN,RB,5,CHI,9,27,16.76,2.3,13,DraftKings,7300
16,Marquise Brown,ARI,WR,5,PHI,3,15,15.16,2.11,7,DraftKings,7200
17,Justin Herbert,LAC,QB,5,CLE,16,16,20.01,2.82,4,DraftKings,7100
17,Mike Williams,LAC,WR,5,CLE,16,20,15.58,2.19,5,DraftKings,7100
19,CeeDee Lamb,DAL,WR,5,LAR,14,30,15.32,2.19,8,DraftKings,7000
19,D'Andre Swift,DET,RB,5,NE,19,5,0,0,0,DraftKings,7000
21,Mike Evans,TB,WR,5,ATL,26,25,17.44,2.53,15,DraftKings,6900
21,Leonard Fournette,TB,RB,5,ATL,26,11,16.75,2.43,21,DraftKings,6900
