Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,11,DAL,7,22,23.94,2.63,12,DraftKings,9100
2,Saquon Barkley,NYG,RB,11,DET,32,27,20.49,2.3,15,DraftKings,8900
2,Cooper Kupp,LAR,WR,11,NO,16,18,0,0,0,DraftKings,8900
4,Davante Adams,LV,WR,11,DEN,1,1,18.76,2.16,7,DraftKings,8700
5,Josh Allen,BUF,QB,11,CLE,26,17,25.38,2.99,15,DraftKings,8500
6,Lamar Jackson,BAL,QB,11,CAR,20,18,23.44,2.79,5,DraftKings,8400
7,Stefon Diggs,BUF,WR,11,CLE,26,23,21.46,2.59,21,DraftKings,8300
8,Jalen Hurts,PHI,QB,11,IND,6,12,21.97,2.68,7,DraftKings,8200
8,Nick Chubb,CLE,RB,11,BUF,4,16,15.03,1.83,3,DraftKings,8200
10,A.J. Brown,PHI,WR,11,IND,6,2,16.88,2.11,6,DraftKings,8000
10,Dalvin Cook,MIN,RB,11,DAL,7,7,16.54,2.07,9,DraftKings,8000
12,Jonathan Taylor,IND,RB,11,PHI,3,21,17.02,2.18,10,DraftKings,7800
13,Ja'Marr Chase,CIN,WR,11,PIT,27,32,0,0,0,DraftKings,7700
14,Justin Fields,CHI,QB,11,ATL,31,25,21.06,2.77,12,DraftKings,7600
14,Alvin Kamara,NO,RB,11,LAR,9,10,17.07,2.25,12,DraftKings,7600
16,CeeDee Lamb,DAL,WR,11,MIN,23,29,18.44,2.46,23,DraftKings,7500
16,Josh Jacobs,LV,RB,11,DEN,1,9,17.5,2.33,16,DraftKings,7500
18,Joe Mixon,CIN,RB,11,PIT,27,12,17.67,2.39,16,DraftKings,7400
19,Amon-Ra St. Brown,DET,WR,11,NYG,12,3,15.51,2.15,16,DraftKings,7200
20,Tee Higgins,CIN,WR,11,PIT,27,32,16.31,2.3,12,DraftKings,7100
21,Miles Sanders,PHI,RB,11,IND,6,20,12.23,1.77,3,DraftKings,6900
22,Joe Burrow,CIN,QB,11,PIT,27,26,19.55,2.88,3,DraftKings,6800
22,Mark Andrews,BAL,TE,11,CAR,20,12,14.82,2.18,7,DraftKings,6800
22,Chris Olave,NO,WR,11,LAR,9,16,13.47,1.98,4,DraftKings,6800
25,Rhamondre Stevenson,NE,RB,11,NYJ,5,8,15.59,2.33,19,DraftKings,6700
26,Dak Prescott,DAL,QB,11,MIN,23,23,18.71,2.83,8,DraftKings,6600
27,Dameon Pierce,HOU,RB,11,WAS,15,13,15.24,2.34,23,DraftKings,6500
27,Tyler Boyd,CIN,WR,11,PIT,27,32,13.22,2.03,4,DraftKings,6500
27,Tony Pollard,DAL,RB,11,MIN,23,5,12.2,1.88,7,DraftKings,6500
30,Amari Cooper,CLE,WR,11,BUF,4,14,13.19,2.06,7,DraftKings,6400
31,Gabe Davis,BUF,WR,11,CLE,26,23,12.56,1.99,8,DraftKings,6300
32,DeVonta Smith,PHI,WR,11,IND,6,2,13.22,2.13,10,DraftKings,6200
32,Cordarrelle Patterson,ATL,RB,11,CHI,14,29,11.81,1.9,2,DraftKings,6200
34,Kirk Cousins,MIN,QB,11,DAL,7,7,17.48,2.87,8,DraftKings,6100
34,Michael Pittman Jr.,IND,WR,11,PHI,3,8,13.36,2.19,12,DraftKings,6100
34,David Montgomery,CHI,RB,11,ATL,31,23,13.13,2.15,25,DraftKings,6100
34,D'Andre Swift,DET,RB,11,NYG,12,15,10.39,1.7,1,DraftKings,6100
38,Courtland Sutton,DEN,WR,11,LV,30,17,13.89,2.32,15,DraftKings,6000
38,Jamaal Williams,DET,RB,11,NYG,12,15,11.29,1.88,6,DraftKings,6000
38,Ezekiel Elliott,DAL,RB,11,MIN,23,5,9.27,1.54,1,DraftKings,6000
41,Terry McLaurin,WAS,WR,11,HOU,21,4,13.96,2.37,19,DraftKings,5900
41,Kenyan Drake,BAL,RB,11,CAR,20,28,13,2.2,6,DraftKings,5900
41,D'Onta Foreman,CAR,RB,11,BAL,19,6,11.2,1.9,4,DraftKings,5900
44,Russell Wilson,DEN,QB,11,LV,30,31,17.26,2.98,5,DraftKings,5800
44,Devin Singletary,BUF,RB,11,CLE,26,30,12.8,2.21,14,DraftKings,5800
44,Diontae Johnson,PIT,WR,11,CIN,10,9,11,1.9,4,DraftKings,5800
44,Damien Harris,NE,RB,11,NYJ,5,8,7,1.21,1,DraftKings,5800
48,Daniel Jones,NYG,QB,11,DET,32,32,18.46,3.24,8,DraftKings,5700
48,DJ Moore,CAR,WR,11,BAL,19,27,11.59,2.03,9,DraftKings,5700
48,Jerry Jeudy,DEN,WR,11,LV,30,17,0,0,0,DraftKings,5700
48,Melvin Gordon III,DEN,RB,11,LV,30,26,0,0,2,DraftKings,5700
52,Derek Carr,LV,QB,11,DEN,1,2,15,2.68,2,DraftKings,5600
52,Antonio Gibson,WAS,RB,11,HOU,21,32,11.88,2.12,12,DraftKings,5600
52,Allen Robinson II,LAR,WR,11,NO,16,18,11.56,2.06,3,DraftKings,5600
52,Dallas Goedert,PHI,TE,11,IND,6,23,0,0,0,DraftKings,5600
52,Khalil Herbert,CHI,RB,11,ATL,31,23,0,0,0,DraftKings,5600
52,Deshaun Watson,CLE,QB,11,BUF,4,3,0,0,0,DraftKings,5600
58,Marcus Mariota,ATL,QB,11,CHI,14,13,17.46,3.17,7,DraftKings,5500
58,Matthew Stafford,LAR,QB,11,NO,16,19,14.3,2.6,1,DraftKings,5500
58,Jakobi Meyers,NE,WR,11,NYJ,5,7,12.49,2.27,8,DraftKings,5500
58,Adam Thielen,MIN,WR,11,DAL,7,22,11.89,2.16,7,DraftKings,5500
58,Najee Harris,PIT,RB,11,CIN,10,11,11.26,2.05,5,DraftKings,5500
58,Gus Edwards,BAL,RB,11,CAR,20,28,0,0,0,DraftKings,5500
64,Jared Goff,DET,QB,11,NYG,12,14,15.6,2.89,2,DraftKings,5400
64,Jacoby Brissett,CLE,QB,11,BUF,4,3,14.07,2.61,2,DraftKings,5400
64,Brandin Cooks,HOU,WR,11,WAS,15,24,11.53,2.14,4,DraftKings,5400
64,Darnell Mooney,CHI,WR,11,ATL,31,31,11.3,2.09,10,DraftKings,5400
64,Michael Carter,NYJ,RB,11,NE,8,3,10.77,1.99,2,DraftKings,5400
64,Alexander Mattison,MIN,RB,11,DAL,7,7,4.07,0.75,0,DraftKings,5400
70,Taylor Heinicke,WAS,QB,11,HOU,21,5,15.93,3.01,3,DraftKings,5300
70,Kenny Pickett,PIT,QB,11,CIN,10,4,14.71,2.78,2,DraftKings,5300
70,Andy Dalton,NO,QB,11,LAR,9,9,14.19,2.68,1,DraftKings,5300
70,T.J. Hockenson,MIN,TE,11,DAL,7,2,11.48,2.17,5,DraftKings,5300
70,Curtis Samuel,WAS,WR,11,HOU,21,4,11.3,2.13,3,DraftKings,5300
70,Brian Robinson,WAS,RB,11,HOU,21,32,10.49,1.98,7,DraftKings,5300
70,Deon Jackson,IND,RB,11,PHI,3,21,3.71,0.7,0,DraftKings,5300
70,Jameis Winston,NO,QB,11,LAR,9,9,0.87,0.16,0,DraftKings,5300
78,Davis Mills,HOU,QB,11,WAS,15,21,14.56,2.8,2,DraftKings,5200
78,Matt Ryan,IND,QB,11,PHI,3,1,14.12,2.72,3,DraftKings,5200
78,George Pickens,PIT,WR,11,CIN,10,9,10.75,2.07,2,DraftKings,5200
78,Darrell Henderson Jr.,LAR,RB,11,NO,16,17,9.25,1.78,1,DraftKings,5200
78,James Robinson,NYJ,RB,11,NE,8,3,7.1,1.37,1,DraftKings,5200
78,Kenneth Gainwell,PHI,RB,11,IND,6,20,4.73,0.91,0,DraftKings,5200
78,Desmond Ridder,ATL,QB,11,CHI,14,13,0.91,0.18,0,DraftKings,5200
85,Mac Jones,NE,QB,11,NYJ,5,10,13.84,2.71,2,DraftKings,5100
85,Drake London,ATL,WR,11,CHI,14,13,10.01,1.96,8,DraftKings,5100
85,Michael Gallup,DAL,WR,11,MIN,23,29,9.96,1.95,5,DraftKings,5100
85,Kareem Hunt,CLE,RB,11,BUF,4,16,8.94,1.75,2,DraftKings,5100
85,Samaje Perine,CIN,RB,11,PIT,27,12,5.2,1.02,0,DraftKings,5100
85,Mitch Trubisky,PIT,QB,11,CIN,10,4,0.29,0.06,0,DraftKings,5100
85,PJ Walker,CAR,QB,11,BAL,19,22,0,0,0,DraftKings,5100
85,Mark Ingram II,NO,RB,11,LAR,9,10,0,0,0,DraftKings,5100
85,Jameson Williams,DET,WR,11,NYG,12,3,0,0,0,DraftKings,5100
94,Zach Wilson,NYJ,QB,11,NE,8,16,12.76,2.55,1,DraftKings,5000
94,Baker Mayfield,CAR,QB,11,BAL,19,22,12.41,2.48,0,DraftKings,5000
94,Darius Slayton,NYG,WR,11,DET,32,25,9.96,1.99,3,DraftKings,5000
94,Devin Duvernay,BAL,WR,11,CAR,20,21,9.48,1.9,2,DraftKings,5000
94,Latavius Murray,DEN,RB,11,LV,30,26,7.89,1.58,2,DraftKings,5000
94,Taysom Hill,NO,TE,11,LAR,9,5,7.19,1.44,0,DraftKings,5000
94,Chuba Hubbard,CAR,RB,11,BAL,19,6,4.54,0.91,1,DraftKings,5000
94,Nyheim Hines,BUF,RB,11,CLE,26,30,3.73,0.75,1,DraftKings,5000
94,Sam Darnold,CAR,QB,11,BAL,19,22,0.38,0.08,0,DraftKings,5000
94,Tyler Huntley,BAL,QB,11,CAR,20,18,0.31,0.06,0,DraftKings,5000
94,Tyrod Taylor,NYG,QB,11,DET,32,32,0.3,0.06,0,DraftKings,5000
94,Brett Rypien,DEN,QB,11,LV,30,31,0.29,0.06,0,DraftKings,5000
94,Sam Ehlinger,IND,QB,11,PHI,3,1,0.28,0.06,0,DraftKings,5000
94,Gardner Minshew,PHI,QB,11,IND,6,12,0.28,0.06,0,DraftKings,5000
94,Case Keenum,BUF,QB,11,CLE,26,17,0.26,0.05,0,DraftKings,5000
94,Carson Wentz,WAS,QB,11,HOU,21,5,0,0,0,DraftKings,5000
94,Nick Foles,IND,QB,11,PHI,3,1,0,0,0,DraftKings,5000
111,Garrett Wilson,NYJ,WR,11,NE,8,5,11.87,2.42,13,DraftKings,4900
111,Jaylen Warren,PIT,RB,11,CIN,10,11,6.9,1.41,1,DraftKings,4900
111,Tyler Allgeier,ATL,RB,11,CHI,14,29,6.63,1.35,2,DraftKings,4900
111,Bailey Zappe,NE,QB,11,NYJ,5,10,0.43,0.09,0,DraftKings,4900
111,Cooper Rush,DAL,QB,11,MIN,23,23,0.32,0.07,0,DraftKings,4900
111,Brandon Allen,CIN,QB,11,PIT,27,26,0.31,0.06,0,DraftKings,4900
111,Joshua Dobbs,CLE,QB,11,BUF,4,3,0.31,0.06,0,DraftKings,4900
111,Jarrett Stidham,LV,QB,11,DEN,1,2,0.25,0.05,0,DraftKings,4900
111,Mike White,NYJ,QB,11,NE,8,16,0.09,0.02,0,DraftKings,4900
111,Joe Flacco,NYJ,QB,11,NE,8,16,0,0,0,DraftKings,4900
111,John Wolford,LAR,QB,11,NO,16,19,0,0,0,DraftKings,4900
122,Chase Claypool,CHI,WR,11,ATL,31,31,7.25,1.51,2,DraftKings,4800
122,Kyren Williams,LAR,RB,11,NO,16,17,4.18,0.87,1,DraftKings,4800
122,Trevor Siemian,CHI,QB,11,ATL,31,25,0.35,0.07,0,DraftKings,4800
122,Nate Sudfeld,DET,QB,11,NYG,12,14,0.28,0.06,0,DraftKings,4800
122,Kyle Allen,HOU,QB,11,WAS,15,21,0.25,0.05,0,DraftKings,4800
122,Nick Mullens,MIN,QB,11,DAL,7,7,0.18,0.04,0,DraftKings,4800
122,Mason Rudolph,PIT,QB,11,CIN,10,4,0,0,0,DraftKings,4800
129,Ameer Abdullah,LV,RB,11,DEN,1,9,4.02,0.86,0,DraftKings,4700
129,Josh Reynolds,DET,WR,11,NYG,12,3,0,0,0,DraftKings,4700
129,Darren Waller,LV,TE,11,DEN,1,18,0,0,0,DraftKings,4700
132,Donovan Peoples-Jones,CLE,WR,11,BUF,4,14,10.13,2.2,10,DraftKings,4600
132,Wan'Dale Robinson,NYG,WR,11,DET,32,25,8.94,1.94,3,DraftKings,4600
132,Matt Breida,NYG,RB,11,DET,32,27,3.45,0.75,0,DraftKings,4600
132,J.D. McKissic,WAS,RB,11,HOU,21,32,0,0,0,DraftKings,4600
136,Jarvis Landry,NO,WR,11,LAR,9,16,9.31,2.07,2,DraftKings,4500
136,Van Jefferson,LAR,WR,11,NO,16,18,9.16,2.04,2,DraftKings,4500
136,Mack Hollins,LV,WR,11,DEN,1,1,8.88,1.97,2,DraftKings,4500
136,Kalif Raymond,DET,WR,11,NYG,12,3,5.84,1.3,1,DraftKings,4500
136,Justice Hill,BAL,RB,11,CAR,20,28,3.56,0.79,0,DraftKings,4500
136,Mike Boone,DEN,RB,11,LV,30,26,0,0,0,DraftKings,4500
142,Kyle Pitts,ATL,TE,11,CHI,14,6,10.01,2.28,8,DraftKings,4400
142,Isaiah McKenzie,BUF,WR,11,CLE,26,23,8.18,1.86,3,DraftKings,4400
142,Terrace Marshall Jr.,CAR,WR,11,BAL,19,27,8.01,1.82,2,DraftKings,4400
142,Jahan Dotson,WAS,WR,11,HOU,21,4,6.91,1.57,1,DraftKings,4400
142,Cam Akers,LAR,RB,11,NO,16,17,5.11,1.16,0,DraftKings,4400
142,Chase Edmonds,DEN,RB,11,LV,30,26,5.04,1.15,0,DraftKings,4400
142,Rex Burkhead,HOU,RB,11,WAS,15,13,4.25,0.97,0,DraftKings,4400
142,Caleb Huntley,ATL,RB,11,CHI,14,29,4.17,0.95,0,DraftKings,4400
142,James Cook,BUF,RB,11,CLE,26,30,4.11,0.93,1,DraftKings,4400
142,Boston Scott,PHI,RB,11,IND,6,20,2.17,0.49,0,DraftKings,4400
152,Dalton Schultz,DAL,TE,11,MIN,23,26,10.52,2.45,12,DraftKings,4300
152,Parris Campbell,IND,WR,11,PHI,3,8,10.44,2.43,11,DraftKings,4300
152,Malik Davis,DAL,RB,11,MIN,23,5,1.98,0.46,0,DraftKings,4300
152,Zack Moss,IND,RB,11,PHI,3,21,1.37,0.32,0,DraftKings,4300
152,Dwayne Washington,NO,RB,11,LAR,9,10,1.31,0.3,0,DraftKings,4300
152,Hunter Renfrow,LV,WR,11,DEN,1,1,0,0,0,DraftKings,4300
158,Pat Freiermuth,PIT,TE,11,CIN,10,11,10.56,2.51,6,DraftKings,4200
158,DJ Chark,DET,WR,11,NYG,12,3,6.71,1.6,2,DraftKings,4200
158,Trestan Ebner,CHI,RB,11,ATL,31,23,3.08,0.73,1,DraftKings,4200
158,Ty Johnson,NYJ,RB,11,NE,8,3,1.29,0.31,0,DraftKings,4200
158,Corey Davis,NYJ,WR,11,NE,8,5,0,0,0,DraftKings,4200
163,Nico Collins,HOU,WR,11,WAS,15,24,9.5,2.32,8,DraftKings,4100
163,Cole Kmet,CHI,TE,11,ATL,31,20,9.07,2.21,4,DraftKings,4100
163,DeVante Parker,NE,WR,11,NYJ,5,7,6.74,1.64,1,DraftKings,4100
163,Tre'Quan Smith,NO,WR,11,LAR,9,16,3.1,0.76,0,DraftKings,4100
