Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,14,DET,32,28,25.18,2.8,19,DraftKings,9000
2,Christian McCaffrey,SF,RB,14,TB,9,4,18.72,2.2,11,DraftKings,8500
3,Josh Allen,BUF,QB,14,NYJ,4,8,23.62,2.85,8,DraftKings,8300
3,Stefon Diggs,BUF,WR,14,NYJ,4,3,20.8,2.51,11,DraftKings,8300
5,Jalen Hurts,PHI,QB,14,NYG,16,10,23.47,2.9,7,DraftKings,8100
6,Patrick Mahomes,KC,QB,14,DEN,2,3,22.79,2.85,6,DraftKings,8000
6,A.J. Brown,PHI,WR,14,NYG,16,7,17.44,2.18,5,DraftKings,8000
6,Saquon Barkley,NYG,RB,14,PHI,3,20,15.44,1.93,8,DraftKings,8000
9,Ja'Marr Chase,CIN,WR,14,CLE,20,19,18.65,2.36,15,DraftKings,7900
9,Derrick Henry,TEN,RB,14,JAX,23,19,17.13,2.17,22,DraftKings,7900
11,Amon-Ra St. Brown,DET,WR,14,MIN,30,30,18.83,2.41,30,DraftKings,7800
11,Nick Chubb,CLE,RB,14,CIN,10,15,14.63,1.88,4,DraftKings,7800
13,Travis Kelce,KC,TE,14,DEN,2,14,19.1,2.51,10,DraftKings,7600
14,CeeDee Lamb,DAL,WR,14,HOU,18,4,19.39,2.59,15,DraftKings,7500
15,Lamar Jackson,BAL,QB,14,PIT,25,24,0,0,0,DraftKings,7400
16,Dalvin Cook,MIN,RB,14,DET,32,17,16.3,2.23,16,DraftKings,7300
17,DK Metcalf,SEA,WR,14,CAR,15,13,15.98,2.25,10,DraftKings,7100
18,Joe Burrow,CIN,QB,14,CLE,20,11,21.76,3.11,10,DraftKings,7000
18,Tee Higgins,CIN,WR,14,CLE,20,19,15.57,2.22,9,DraftKings,7000
20,Joe Mixon,CIN,RB,14,CLE,20,30,16.7,2.42,24,DraftKings,6900
21,Kenneth Walker III,SEA,RB,14,CAR,15,26,0,0,0,DraftKings,6800
22,Chris Godwin,TB,WR,14,SF,1,24,15.09,2.25,6,DraftKings,6700
22,Tony Pollard,DAL,RB,14,HOU,18,32,14.27,2.13,23,DraftKings,6700
24,Christian Kirk,JAX,WR,14,TEN,22,32,15.23,2.31,7,DraftKings,6600
25,Dak Prescott,DAL,QB,14,HOU,18,2,19.28,2.97,7,DraftKings,6500
