Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Christian McCaffrey,SF,RB,18,ARI,29,28,20.04,2.15,18,DraftKings,9300
2,Justin Jefferson,MIN,WR,18,CHI,25,20,16.37,1.8,10,DraftKings,9100
3,Austin Ekeler,LAC,RB,18,DEN,5,22,16.83,1.89,5,DraftKings,8900
4,Tyreek Hill,MIA,WR,18,NYJ,3,2,16.43,1.91,10,DraftKings,8600
5,Josh Allen,BUF,QB,18,NE,null,null,23.41,2.79,14,DraftKings,8400
5,Ja'Marr Chase,CIN,WR,18,BAL,null,null,19.14,2.28,18,DraftKings,8400
7,Jalen Hurts,PHI,QB,18,NYG,21,19,23.62,2.88,21,DraftKings,8200
7,CeeDee Lamb,DAL,WR,18,WAS,11,21,18.06,2.2,7,DraftKings,8200
9,A.J. Brown,PHI,WR,18,NYG,21,10,17.65,2.21,14,DraftKings,8000
9,Saquon Barkley,NYG,RB,18,PHI,4,17,0,0,0,DraftKings,8000
11,Stefon Diggs,BUF,WR,18,NE,null,null,17.83,2.26,18,DraftKings,7900
12,Justin Fields,CHI,QB,18,MIN,32,28,0,0,0,DraftKings,7700
12,DeAndre Hopkins,ARI,WR,18,SF,1,27,0,0,0,DraftKings,7700
14,Tee Higgins,CIN,WR,18,BAL,null,null,16.02,2.11,6,DraftKings,7600
15,DeVonta Smith,PHI,WR,18,NYG,21,10,14.73,1.96,10,DraftKings,7500
15,Nick Chubb,CLE,RB,18,PIT,17,11,12.89,1.72,7,DraftKings,7500
17,Mike Evans,TB,WR,18,ATL,27,25,11.59,1.57,3,DraftKings,7400
18,Joe Burrow,CIN,QB,18,BAL,null,null,20.97,2.87,10,DraftKings,7300
18,Dalvin Cook,MIN,RB,18,CHI,25,31,13.64,1.87,6,DraftKings,7300
18,Jaylen Waddle,MIA,WR,18,NYJ,3,2,12.8,1.75,2,DraftKings,7300
21,Chris Godwin,TB,WR,18,ATL,27,25,11.19,1.55,2,DraftKings,7200
22,Joe Mixon,CIN,RB,18,BAL,null,null,15.24,2.15,11,DraftKings,7100
22,Lamar Jackson,BAL,QB,18,CIN,10,6,0,0,0,DraftKings,7100
24,Tony Pollard,DAL,RB,18,WAS,11,6,13.37,1.91,3,DraftKings,7000
25,Keenan Allen,LAC,WR,18,DEN,5,1,13.93,2.02,2,DraftKings,6900
26,Justin Herbert,LAC,QB,18,DEN,5,2,15.98,2.35,1,DraftKings,6800
26,Brandon Aiyuk,SF,WR,18,ARI,29,6,13.01,1.91,5,DraftKings,6800
26,James Conner,ARI,RB,18,SF,1,1,0,0,0,DraftKings,6800
29,DK Metcalf,SEA,WR,18,LAR,16,17,14.77,2.2,12,DraftKings,6700
29,Rhamondre Stevenson,NE,RB,18,BUF,2,9,13.44,2.01,7,DraftKings,6700
29,Tua Tagovailoa,MIA,QB,18,NYJ,3,12,0,0,0,DraftKings,6700
32,Dak Prescott,DAL,QB,18,WAS,11,20,18.57,2.81,3,DraftKings,6600
32,Alvin Kamara,NO,RB,18,CAR,22,18,14.95,2.27,11,DraftKings,6600
32,Mike Williams,LAC,WR,18,DEN,5,1,12.56,1.9,2,DraftKings,6600
35,Kirk Cousins,MIN,QB,18,CHI,25,26,15.94,2.45,3,DraftKings,6500
35,David Montgomery,CHI,RB,18,MIN,32,21,13.07,2.01,6,DraftKings,6500
37,Kenneth Walker III,SEA,RB,18,LAR,16,20,14.13,2.21,25,DraftKings,6400
37,Tyler Lockett,SEA,WR,18,LAR,16,17,13.16,2.06,8,DraftKings,6400
37,Tom Brady,TB,QB,18,ATL,27,21,9.84,1.54,3,DraftKings,6400
40,Jerry Jeudy,DEN,WR,18,LAC,15,5,13.36,2.12,7,DraftKings,6300
40,Ezekiel Elliott,DAL,RB,18,WAS,11,6,11.96,1.9,2,DraftKings,6300
42,Cam Akers,LAR,RB,18,SEA,24,30,13.92,2.25,14,DraftKings,6200
42,Chris Olave,NO,WR,18,CAR,22,28,11.89,1.92,13,DraftKings,6200
44,Najee Harris,PIT,RB,18,CLE,13,29,14.29,2.34,14,DraftKings,6100
44,Michael Pittman Jr.,IND,WR,18,HOU,19,3,13.29,2.18,6,DraftKings,6100
44,DJ Moore,CAR,WR,18,NO,7,12,12.69,2.08,14,DraftKings,6100
47,Geno Smith,SEA,QB,18,LAR,16,9,18.42,3.07,9,DraftKings,6000
47,Amari Cooper,CLE,WR,18,PIT,17,26,13.51,2.25,11,DraftKings,6000
47,George Kittle,SF,TE,18,ARI,29,31,12.76,2.13,6,DraftKings,6000
47,Raheem Mostert,MIA,RB,18,NYJ,3,10,10.62,1.77,1,DraftKings,6000
47,Deebo Samuel,SF,WR,18,ARI,29,6,10.48,1.75,3,DraftKings,6000
52,Miles Sanders,PHI,RB,18,NYG,21,23,13.27,2.25,18,DraftKings,5900
52,Terry McLaurin,WAS,WR,18,DAL,9,29,12.38,2.1,4,DraftKings,5900
52,Daniel Jones,NYG,QB,18,PHI,4,5,9.1,1.54,0,DraftKings,5900
55,Garrett Wilson,NYJ,WR,18,MIA,28,13,13.92,2.4,16,DraftKings,5800
