Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsDraftKings,FantasyPointsPerDollarRatioDraftKings,ProjectedOwnershipPercentage,Operator,OperatorSalary
1,Justin Jefferson,MIN,WR,16,NYG,19,11,25.92,2.79,19,DraftKings,9300
2,Christian McCaffrey,SF,RB,16,WAS,7,7,21.06,2.39,28,DraftKings,8800
3,Derrick Henry,TEN,RB,16,HOU,20,32,22.97,2.67,27,DraftKings,8600
4,Josh Allen,BUF,QB,16,CHI,17,24,23.75,2.79,6,DraftKings,8500
4,Stefon Diggs,BUF,WR,16,CHI,17,22,17.53,2.06,5,DraftKings,8500
6,Patrick Mahomes,KC,QB,16,SEA,27,18,27.28,3.25,10,DraftKings,8400
7,Ja'Marr Chase,CIN,WR,16,NE,6,8,18.59,2.24,11,DraftKings,8300
7,Jalen Hurts,PHI,QB,16,DAL,8,6,0,0,0,DraftKings,8300
9,A.J. Brown,PHI,WR,16,DAL,8,28,16.8,2.07,10,DraftKings,8100
10,Travis Kelce,KC,TE,16,SEA,27,32,18.77,2.35,13,DraftKings,8000
11,Saquon Barkley,NYG,RB,16,MIN,31,19,16.78,2.12,19,DraftKings,7900
12,Amon-Ra St. Brown,DET,WR,16,CAR,15,21,17.57,2.25,15,DraftKings,7800
13,Nick Chubb,CLE,RB,16,NO,12,18,14.67,1.91,4,DraftKings,7700
14,Justin Fields,CHI,QB,16,BUF,5,4,19.23,2.56,3,DraftKings,7500
14,CeeDee Lamb,DAL,WR,16,PHI,3,7,16.83,2.24,15,DraftKings,7500
16,Dalvin Cook,MIN,RB,16,NYG,19,24,16.26,2.26,21,DraftKings,7200
16,Lamar Jackson,BAL,QB,16,ATL,29,23,0,0,0,DraftKings,7200
18,DK Metcalf,SEA,WR,16,KC,24,26,16.2,2.28,16,DraftKings,7100
18,Rhamondre Stevenson,NE,RB,16,CIN,10,10,15.59,2.2,15,DraftKings,7100
20,Joe Burrow,CIN,QB,16,NE,6,12,19.58,2.8,7,DraftKings,7000
20,Tee Higgins,CIN,WR,16,NE,6,8,14.31,2.04,7,DraftKings,7000
20,Tony Pollard,DAL,RB,16,PHI,3,17,13.75,1.96,10,DraftKings,7000
23,Joe Mixon,CIN,RB,16,NE,6,2,13.99,2.03,8,DraftKings,6900
24,Alvin Kamara,NO,RB,16,CLE,18,30,14.68,2.16,9,DraftKings,6800
24,Tyler Lockett,SEA,WR,16,KC,24,26,0,0,0,DraftKings,6800
26,DeVonta Smith,PHI,WR,16,DAL,8,28,13.37,2.03,9,DraftKings,6600
27,David Montgomery,CHI,RB,16,BUF,5,12,12.04,1.85,2,DraftKings,6500
28,Kenneth Walker III,SEA,RB,16,KC,24,13,13.21,2.06,13,DraftKings,6400
29,Kirk Cousins,MIN,QB,16,NYG,19,14,18.68,2.97,13,DraftKings,6300
29,Brandon Aiyuk,SF,WR,16,WAS,7,16,12.13,1.93,3,DraftKings,6300
31,Terry McLaurin,WAS,WR,16,SF,1,19,12.93,2.09,10,DraftKings,6200
31,Miles Sanders,PHI,RB,16,DAL,8,5,12.77,2.06,10,DraftKings,6200
33,Dak Prescott,DAL,QB,16,PHI,3,2,17.93,2.94,7,DraftKings,6100
33,Chris Olave,NO,WR,16,CLE,18,17,0,0,0,DraftKings,6100
35,Deshaun Watson,CLE,QB,16,NO,12,17,15.31,2.55,1,DraftKings,6000
35,Ezekiel Elliott,DAL,RB,16,PHI,3,17,11.96,1.99,5,DraftKings,6000
35,Deebo Samuel,SF,WR,16,WAS,7,16,0,0,0,DraftKings,6000
38,Jerick McKinnon,KC,RB,16,SEA,27,31,14.09,2.39,13,DraftKings,5900
38,Amari Cooper,CLE,WR,16,NO,12,14,11.44,1.94,3,DraftKings,5900
40,Geno Smith,SEA,QB,16,KC,24,29,18.34,3.16,7,DraftKings,5800
40,JuJu Smith-Schuster,KC,WR,16,SEA,27,3,15.41,2.66,12,DraftKings,5800
40,J.K. Dobbins,BAL,RB,16,ATL,29,21,12.25,2.11,7,DraftKings,5800
40,Cordarrelle Patterson,ATL,RB,16,BAL,9,4,9.27,1.6,1,DraftKings,5800
44,Isiah Pacheco,KC,RB,16,SEA,27,31,11.21,1.97,11,DraftKings,5700
45,Daniel Jones,NYG,QB,16,MIN,31,27,17.88,3.19,15,DraftKings,5600
45,Damien Harris,NE,RB,16,CIN,10,10,0,0,0,DraftKings,5600
47,Brock Purdy,SF,QB,16,WAS,7,16,15.71,2.86,3,DraftKings,5500
47,DJ Moore,CAR,WR,16,DET,32,31,12.76,2.32,23,DraftKings,5500
47,D'Andre Swift,DET,RB,16,CAR,15,22,12.69,2.31,9,DraftKings,5500
