player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Forrest Lamp,11793,G,LAC,12,100.0,0,27,50.8,58.3,45.4,10,17,532,100.0,100.0,97.1,0,29,2,906,0,906,0,906,568,568,0,0,338,0
Dan Feeney,11826,C,LAC,12,100.0,0,27,45.3,48.4,45.2,4,19,532,100.0,100.0,97.3,2,26,3,906,906,0,0,906,568,568,0,0,338,0
Connor Williams,46216,G,DAL,12,100.0,0,9,69.0,66.7,68.4,2,19,554,100.0,100.0,97.6,3,24,3,884,0,884,0,884,577,577,0,0,307,0
Chris Lindstrom,46692,G,ATL,12,100.0,0,2,77.2,75.5,74.5,6,11,511,100.0,100.0,97.7,1,20,3,860,0,0,0,860,543,543,860,0,317,0
Jake Matthews,8641,T,ATL,12,100.0,0,2,73.0,82.1,56.6,5,17,511,100.0,100.0,97.3,3,25,3,851,0,0,850,851,543,543,0,0,308,1
Austin Corbett,46290,G,LA,12,100.0,0,26,73.4,60.2,75.0,4,13,478,100.0,100.0,98.0,1,18,1,850,0,0,0,850,498,498,850,0,352,0
Austin Blythe,10882,C,LA,12,100.0,0,26,73.4,63.6,74.0,5,8,478,100.0,100.0,98.4,1,14,1,850,850,0,0,850,498,498,0,0,352,0
Rob Havenstein,9490,T,LA,12,100.0,0,26,82.0,71.4,84.8,4,13,478,100.0,100.0,97.6,3,20,3,850,0,0,0,850,498,498,0,850,352,0
Alex Mack,4944,C,ATL,12,100.0,0,2,68.0,56.3,73.2,7,12,510,100.0,100.0,97.9,3,20,1,850,850,0,0,850,542,542,0,0,308,0
Kelvin Beachum,7229,T,ARZ,12,100.0,0,1,71.2,77.7,63.9,3,14,476,100.0,100.0,98.0,4,18,1,848,0,0,1,848,515,515,1,843,333,3
D.J. Humphries,9457,T,ARZ,12,100.0,0,1,86.6,78.2,90.5,2,14,476,100.0,100.0,97.7,6,19,3,847,0,0,845,847,515,515,0,0,332,2
Alejandro Villanueva,9091,T,PIT,12,99.9,0,25,76.5,80.1,62.8,9,19,502,99.8,99.8,96.8,2,30,2,840,0,0,835,841,540,541,0,0,300,6
Mark Glowinski,9567,G,IND,12,100.0,1,14,67.1,60.6,65.7,5,20,448,100.0,100.0,97.0,2,26,1,839,0,0,0,839,481,481,839,0,358,0
Matt Feiler,9289,G,PIT,12,100.0,0,25,66.3,71.7,60.5,3,10,503,100.0,100.0,98.3,2,15,2,838,0,837,0,838,541,541,0,1,297,0
Jason Kelce,6343,C,PHI,12,100.0,0,24,74.9,61.3,81.7,3,7,530,100.0,100.0,98.3,4,14,4,833,831,0,0,833,568,568,0,0,265,0
Quenton Nelson,12954,G,IND,12,100.0,3,14,76.9,79.4,73.7,3,7,448,100.0,100.0,98.7,8,11,1,833,0,833,0,833,481,481,0,0,352,0
Sam Tevi,11945,T,LAC,11,100.0,0,27,55.8,59.5,47.5,7,16,473,100.0,100.0,97.1,4,25,2,828,0,0,820,828,507,507,0,0,321,8
Eric Fisher,7783,T,KC,12,99.9,0,16,78.3,72.2,74.2,6,20,521,99.8,99.8,97.1,3,28,2,821,0,0,820,822,555,556,0,0,266,2
Erik McCoy,37347,C,NO,12,100.0,1,20,65.8,54.8,67.2,2,11,427,100.0,100.0,98.5,3,13,0,816,816,0,0,816,449,449,0,0,367,0
