player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Connor Williams,46216,G,DAL,6,100.0,0,9,66.1,75.2,57.0,0,8,311,100.0,100.0,98.4,0,9,1,472,0,472,0,472,324,324,0,0,148,0
Trey Hopkins,9276,C,CIN,6,100.0,1,7,64.9,81.4,56.9,1,3,282,100.0,100.0,99.3,3,4,0,448,448,0,0,448,295,295,0,0,153,0
Bobby Hart,9659,T,CIN,6,100.0,0,7,66.0,62.2,69.1,4,16,282,100.0,100.0,95.4,2,23,3,448,0,0,0,448,295,295,0,448,153,0
Jonah Williams,41651,T,CIN,6,100.0,0,7,74.7,77.9,62.0,2,11,282,100.0,100.0,97.3,1,14,1,448,0,0,448,448,295,295,0,0,153,0
Michael Jordan,28021,G,CIN,6,100.0,0,7,56.3,45.3,61.8,7,11,282,100.0,100.0,96.8,1,18,0,448,0,448,0,448,295,295,0,0,153,0
Alex Mack,4944,C,ATL,6,100.0,0,2,70.0,70.3,69.3,3,6,265,100.0,100.0,97.9,1,10,1,437,437,0,0,437,278,278,0,0,159,0
Jake Matthews,8641,T,ATL,6,100.0,0,2,72.4,80.0,62.0,3,8,265,100.0,100.0,97.9,3,11,0,437,0,0,436,437,278,278,0,0,159,1
Chris Lindstrom,46692,G,ATL,6,100.0,0,2,69.1,70.9,65.9,4,5,265,100.0,100.0,97.2,0,12,3,437,0,0,0,437,278,278,437,0,159,0
Jason Kelce,6343,C,PHI,6,100.0,0,24,72.7,66.2,73.3,1,5,274,100.0,100.0,97.8,1,9,3,424,422,0,0,424,291,291,0,0,133,0
Nate Herbig,28844,G,PHI,6,100.0,0,24,62.3,70.3,59.0,0,8,274,100.0,100.0,97.8,3,10,2,424,2,282,0,424,291,291,140,0,133,0
Eric Fisher,7783,T,KC,6,99.8,0,16,78.5,76.0,71.2,3,15,253,99.6,99.6,96.0,1,19,1,421,0,0,422,422,271,272,0,0,150,0
Kelvin Beachum,7229,T,ARZ,6,100.0,0,1,68.0,73.1,64.7,2,8,230,100.0,100.0,97.8,3,10,0,418,0,0,1,418,248,248,0,416,170,1
D.J. Humphries,9457,T,ARZ,6,100.0,0,1,78.0,65.5,84.1,1,8,230,100.0,100.0,97.2,2,11,2,417,0,0,416,417,248,248,0,0,169,1
Laken Tomlinson,9461,G,SF,6,99.8,0,28,73.2,65.2,72.2,5,7,229,100.0,99.6,96.1,0,15,3,411,0,410,0,412,243,244,0,0,168,0
Tristan Wirfs,64818,T,TB,6,100.0,0,30,74.2,76.9,69.9,5,6,236,100.0,100.0,97.2,3,12,1,410,0,0,0,410,254,254,0,410,156,0
Ali Marpet,9494,G,TB,6,100.0,0,30,87.7,84.7,82.8,3,2,236,100.0,100.0,98.9,0,5,0,410,0,410,0,410,254,254,0,0,156,0
Alex Cappa,66578,G,TB,6,100.0,2,30,65.7,70.0,59.4,6,4,236,100.0,100.0,97.9,2,10,0,410,0,0,0,410,254,254,410,0,156,0
Mike McGlinchey,46275,T,SF,6,100.0,0,28,78.2,60.0,87.7,7,6,228,100.0,100.0,96.7,1,14,1,407,0,0,0,407,243,243,0,405,164,0
Charles Leno Jr.,8880,T,CHI,6,100.0,0,6,68.0,72.0,58.9,4,11,255,100.0,100.0,96.7,2,16,1,403,0,0,402,403,266,266,0,0,137,1
Germain Ifedi,10665,G,CHI,6,100.0,0,6,67.7,63.5,65.7,3,8,255,100.0,100.0,97.5,1,12,1,403,0,0,0,403,266,266,403,0,137,0
Cody Whitehair,10690,C,CHI,6,100.0,0,6,68.1,41.1,78.5,1,13,255,100.0,100.0,96.9,0,15,1,403,403,0,0,403,266,266,0,0,137,0
Daniel Brunskill,34807,C,SF,6,100.0,0,28,57.3,52.3,58.8,4,8,227,100.0,100.0,96.0,2,15,3,403,0,0,0,403,242,242,401,0,161,0
Bobby Massie,7112,T,CHI,6,99.8,1,6,72.9,75.7,59.8,2,9,254,99.6,99.6,97.0,1,13,2,402,0,0,0,403,265,266,0,403,137,0
Greg Van Roten,7746,G,NYJ,6,100.0,0,22,66.3,72.3,58.8,1,13,249,100.0,100.0,96.8,0,15,1,402,0,0,0,402,268,268,402,0,134,0
Ryan Jensen,7985,C,TB,6,100.0,0,30,66.1,65.5,70.1,3,4,234,100.0,100.0,98.1,3,8,1,401,401,0,0,401,252,252,0,0,149,0
Taylor Moton,11819,T,CAR,6,100.0,0,5,79.8,72.7,80.0,0,5,235,100.0,100.0,98.5,1,6,1,400,0,0,0,400,247,247,0,400,153,0
Donovan Smith,9467,T,TB,6,100.0,1,30,70.8,67.5,77.6,4,7,234,100.0,100.0,96.4,8,14,3,400,0,0,400,400,252,252,0,0,148,0
John Miller,9514,G,CAR,6,100.0,1,5,58.5,62.9,55.6,2,5,235,100.0,100.0,97.7,3,9,2,400,0,0,0,400,247,247,400,0,153,0
J.C. Tretter,7904,C,CLV,6,100.0,0,8,76.6,85.0,70.7,0,2,198,100.0,100.0,99.0,1,3,1,399,399,0,0,399,210,210,0,0,189,0
Joel Bitonio,8670,G,CLV,6,100.0,0,8,77.6,83.6,72.3,1,5,198,100.0,100.0,98.0,0,7,1,399,0,399,0,399,210,210,0,0,189,0
Jawaan Taylor,41665,T,JAX,6,100.0,1,15,62.6,58.0,63.0,3,18,274,100.0,100.0,95.1,2,24,3,398,0,0,0,398,287,287,0,398,111,0
Chase Roullier,11954,C,WAS,6,100.0,1,32,65.4,81.5,59.9,1,6,251,100.0,100.0,98.6,3,7,0,398,398,0,0,398,263,263,0,0,135,0
