player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jonah Williams,41651,T,CIN,2,100.0,0,7,68.3,65.1,66.5,1,6,110,100.0,100.0,96.8,1,7,0,160,0,0,160,160,117,117,0,0,43,0
Michael Jordan,28021,G,CIN,2,100.0,0,7,54.6,46.2,57.5,1,6,110,100.0,100.0,96.8,0,7,0,160,0,160,0,160,117,117,0,0,43,0
Trey Hopkins,9276,C,CIN,2,100.0,1,7,63.2,71.8,57.5,1,3,110,100.0,100.0,98.2,1,4,0,160,160,0,0,160,117,117,0,0,43,0
Bobby Hart,9659,T,CIN,2,100.0,0,7,64.9,60.1,71.4,2,6,110,100.0,100.0,95.5,1,9,1,160,0,0,0,160,117,117,0,160,43,0
Kelvin Beachum,7229,T,ARZ,2,100.0,0,1,66.5,69.1,65.1,0,5,93,100.0,100.0,97.3,1,5,0,159,0,0,1,159,99,99,0,158,60,0
J.R. Sweezy,7209,G,ARZ,2,100.0,0,1,41.0,26.5,47.2,0,5,93,100.0,100.0,97.3,1,5,0,159,0,0,0,159,99,99,159,0,60,0
Justin Pugh,7800,G,ARZ,2,100.0,0,1,55.8,83.3,51.8,0,1,93,100.0,100.0,99.5,2,1,0,159,0,159,0,159,99,99,0,0,60,0
D.J. Humphries,9457,T,ARZ,2,100.0,0,1,58.7,56.4,56.1,1,5,93,100.0,100.0,96.8,0,6,0,158,0,0,158,158,99,99,0,0,59,0
Dan Feeney,11826,C,LAC,2,100.0,0,27,64.4,77.1,59.7,0,0,71,100.0,100.0,100.0,0,0,0,157,157,0,0,157,79,79,0,0,78,0
Forrest Lamp,11793,G,LAC,2,100.0,0,27,68.6,73.4,64.1,2,0,71,100.0,100.0,98.6,0,2,0,157,0,157,0,157,79,79,0,0,78,0
Sam Tevi,11945,T,LAC,2,100.0,0,27,64.2,45.2,71.0,0,4,71,100.0,100.0,97.2,1,4,0,157,0,0,154,157,79,79,0,0,78,3
Terence Steele,39461,T,DAL,2,100.0,1,9,50.8,57.9,51.4,1,5,94,100.0,100.0,95.7,3,7,1,154,0,0,0,154,99,99,0,154,55,0
Alex Mack,4944,C,ATL,2,100.0,0,2,64.1,62.1,63.5,1,1,98,100.0,100.0,98.0,0,3,1,154,154,0,0,154,104,104,0,0,50,0
Joe Looney,7117,C,DAL,2,100.0,1,9,62.9,69.4,58.9,1,1,94,100.0,100.0,98.9,1,2,0,154,153,1,0,154,99,99,0,0,55,0
Chris Lindstrom,46692,G,ATL,2,100.0,0,2,57.6,70.3,49.2,2,3,98,100.0,100.0,97.4,0,5,0,154,0,0,0,154,104,104,154,0,50,0
Zack Martin,8651,G,DAL,2,100.0,0,9,67.6,55.7,69.2,1,3,94,100.0,100.0,96.8,0,5,1,154,0,0,0,154,99,99,154,0,55,0
Jake Matthews,8641,T,ATL,2,100.0,0,2,74.3,79.5,68.9,1,3,98,100.0,100.0,98.0,1,4,0,154,0,0,153,154,104,104,0,0,50,1
Connor Williams,46216,G,DAL,2,100.0,0,9,52.8,55.3,50.5,0,5,93,100.0,100.0,97.3,0,5,0,153,0,153,0,153,98,98,0,0,55,0
Elgton Jenkins,46298,G,GB,2,100.0,0,12,68.2,89.3,56.1,0,0,77,100.0,100.0,100.0,0,0,0,151,0,119,0,151,84,84,0,32,67,0
Dion Dawkins,11818,T,BUF,2,100.0,0,4,71.7,76.4,62.7,1,2,90,100.0,100.0,98.3,0,3,0,148,0,0,148,148,96,96,0,0,52,0
