player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Forrest Lamp,11793,G,LAC,11,100.0,0,27,51.5,65.5,43.3,8,13,477,100.0,100.0,97.4,0,23,2,834,0,834,0,834,512,512,0,0,322,0
Dan Feeney,11826,C,LAC,11,100.0,0,27,45.1,50.7,44.3,2,16,477,100.0,100.0,97.5,2,21,3,834,834,0,0,834,512,512,0,0,322,0
Sam Tevi,11945,T,LAC,11,100.0,0,27,55.8,59.5,47.5,7,16,473,100.0,100.0,97.1,4,25,2,828,0,0,820,828,507,507,0,0,321,8
Tristan Wirfs,64818,T,TB,12,100.0,0,30,78.6,79.1,71.9,7,11,494,100.0,100.0,98.0,3,19,1,810,0,0,0,810,530,530,0,810,280,0
Alex Cappa,66578,G,TB,12,100.0,2,30,64.0,65.6,58.4,11,11,494,100.0,100.0,97.8,2,22,0,807,0,0,0,807,530,530,807,0,277,0
Connor Williams,46216,G,DAL,11,100.0,0,9,70.6,65.9,70.0,2,17,505,100.0,100.0,97.5,2,22,3,805,0,805,0,805,526,526,0,0,279,0
Ryan Jensen,7985,C,TB,12,100.0,0,30,62.6,60.0,66.7,4,10,492,100.0,100.0,98.0,4,17,3,798,654,144,0,798,528,528,0,0,270,0
Chris Lindstrom,46692,G,ATL,11,100.0,0,2,75.4,73.5,73.3,6,10,469,100.0,100.0,97.7,1,19,3,793,0,0,0,793,497,497,793,0,296,0
Donovan Smith,9467,T,TB,12,100.0,1,30,68.7,66.9,68.7,8,20,489,100.0,100.0,96.1,9,33,5,792,0,0,792,792,525,525,0,0,267,0
Kelvin Beachum,7229,T,ARZ,11,100.0,0,1,71.0,78.2,63.8,3,13,435,100.0,100.0,97.9,4,17,1,784,0,0,1,784,471,471,1,779,313,3
Jake Matthews,8641,T,ATL,11,100.0,0,2,72.7,82.6,56.2,4,16,469,100.0,100.0,97.4,3,22,2,784,0,0,783,784,497,497,0,0,287,1
D.J. Humphries,9457,T,ARZ,11,100.0,0,1,85.5,78.6,89.6,2,13,435,100.0,100.0,97.8,6,17,2,783,0,0,781,783,471,471,0,0,312,2
Alex Mack,4944,C,ATL,11,100.0,0,2,69.0,56.3,74.6,7,11,468,100.0,100.0,97.9,3,19,1,783,783,0,0,783,496,496,0,0,287,0
Jason Kelce,6343,C,PHI,11,100.0,0,24,72.7,58.2,80.1,3,7,489,100.0,100.0,98.2,4,14,4,771,769,0,0,771,525,525,0,0,246,0
Mark Glowinski,9567,G,IND,11,100.0,1,14,68.3,65.4,65.1,5,18,410,100.0,100.0,97.0,2,24,1,770,0,0,0,770,443,443,770,0,327,0
Alejandro Villanueva,9091,T,PIT,11,99.9,0,25,77.2,80.1,63.4,9,16,449,99.8,99.8,96.8,1,27,2,769,0,0,764,770,483,484,0,0,286,6
Rob Havenstein,9490,T,LA,11,100.0,0,26,80.7,71.2,81.5,2,13,430,100.0,100.0,97.6,2,18,3,768,0,0,0,768,447,447,0,768,321,0
Austin Corbett,46290,G,LA,11,100.0,0,26,71.5,58.1,73.4,3,13,430,100.0,100.0,97.9,1,17,1,768,0,0,0,768,447,447,768,0,321,0
Austin Blythe,10882,C,LA,11,100.0,0,26,72.4,61.4,73.4,5,8,430,100.0,100.0,98.3,1,14,1,768,768,0,0,768,447,447,0,0,321,0
Matt Feiler,9289,G,PIT,11,100.0,0,25,66.8,76.4,59.0,1,8,450,100.0,100.0,98.6,2,11,2,767,0,766,0,767,484,484,0,1,283,0
Taylor Moton,11819,T,CAR,12,100.0,1,5,83.1,80.1,77.4,0,9,457,100.0,100.0,98.6,2,11,2,767,0,0,0,767,487,487,0,767,280,0
Matt Paradis,8841,C,CAR,12,100.0,0,5,72.8,78.0,67.3,1,5,455,100.0,100.0,99.1,1,7,1,765,765,0,0,765,485,485,0,0,280,0
