player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Dan Feeney,11826,C,LAC,14,100.0,0,27,46.6,51.3,45.5,5,22,612,100.0,100.0,97.3,2,30,3,1045,1045,0,0,1045,652,652,0,0,393,0
Forrest Lamp,11793,G,LAC,14,100.0,0,27,51.0,61.2,45.1,12,18,612,100.0,100.0,97.2,1,32,2,1045,0,1045,0,1045,652,652,0,0,393,0
D.J. Humphries,9457,T,ARZ,14,100.0,0,1,87.9,78.3,91.0,2,18,560,100.0,100.0,97.7,6,23,3,994,0,0,992,994,600,600,0,0,394,2
Connor Williams,46216,G,DAL,14,100.0,0,9,70.8,67.4,71.4,2,21,619,100.0,100.0,97.7,4,26,3,993,0,993,0,993,643,643,0,0,350,0
Kelvin Beachum,7229,T,ARZ,14,100.0,0,1,70.4,77.6,62.5,3,17,558,100.0,100.0,98.0,5,21,1,991,0,0,1,991,598,598,1,986,393,3
Jason Kelce,6343,C,PHI,14,100.0,0,24,73.1,62.6,82.4,3,9,618,100.0,100.0,98.4,8,16,4,985,983,0,0,985,662,662,0,0,323,0
Chris Lindstrom,46692,G,ATL,14,100.0,0,2,75.8,77.7,71.1,6,13,600,100.0,100.0,97.9,1,22,3,982,0,0,0,982,634,634,982,0,348,0
Eric Fisher,7783,T,KC,14,99.9,0,16,78.3,74.3,71.6,8,22,614,99.8,99.8,97.1,3,33,3,981,0,0,980,982,654,655,0,0,327,2
Jake Matthews,8641,T,ATL,14,100.0,0,2,74.4,83.5,56.6,6,18,600,100.0,100.0,97.5,3,27,3,973,0,0,972,973,634,634,0,0,339,1
Austin Blythe,10882,C,LA,14,100.0,0,26,70.1,50.0,75.0,6,15,543,100.0,100.0,97.5,1,24,3,972,972,0,0,972,565,565,0,0,407,0
Alex Mack,4944,C,ATL,14,100.0,0,2,65.9,56.4,70.2,7,17,599,100.0,100.0,97.8,3,25,1,972,972,0,0,972,633,633,0,0,339,0
Austin Corbett,46290,G,LA,14,100.0,0,26,72.0,59.7,73.2,5,16,543,100.0,100.0,97.9,2,22,1,972,0,0,0,972,565,565,972,0,407,0
Rob Havenstein,9490,T,LA,14,100.0,0,26,81.9,71.7,84.3,4,14,543,100.0,100.0,97.8,3,21,3,972,0,0,0,972,565,565,0,972,407,0
Laken Tomlinson,9461,G,SF,14,99.9,0,28,78.6,65.1,79.6,13,12,549,100.0,99.8,97.2,2,28,3,971,0,970,0,972,578,579,0,0,393,0
Mike McGlinchey,46275,T,SF,14,100.0,0,28,78.6,59.1,89.5,10,18,549,100.0,100.0,96.7,4,32,4,969,0,0,0,969,579,579,0,967,390,0
Sam Tevi,11945,T,LAC,13,100.0,0,27,53.7,59.1,43.6,8,19,553,100.0,100.0,97.2,4,29,2,967,0,0,958,967,591,591,0,0,376,9
Daniel Brunskill,34807,C,SF,14,100.0,0,28,61.3,50.3,64.7,6,17,548,100.0,100.0,97.4,3,26,3,965,424,2,0,965,578,578,537,0,387,0
Alejandro Villanueva,9091,T,PIT,14,99.9,1,25,72.2,75.3,59.1,12,24,579,99.8,99.8,96.4,3,39,3,962,0,0,957,963,622,623,0,0,340,6
Chase Roullier,11954,C,WAS,14,100.0,1,32,77.1,82.7,74.2,3,10,581,100.0,100.0,98.7,5,14,1,955,955,0,0,955,609,609,0,0,346,0
Mark Glowinski,9567,G,IND,14,100.0,1,14,68.2,64.0,65.4,5,20,506,100.0,100.0,97.3,2,26,1,954,0,0,0,954,542,542,954,0,412,0
Rodney Hudson,6207,C,LV,14,100.0,0,23,73.6,70.0,72.7,0,11,525,100.0,100.0,99.0,1,11,0,949,949,0,0,949,562,562,0,0,387,0
Nate Davis,46808,G,TEN,14,100.0,0,31,68.3,57.9,69.4,7,14,470,100.0,100.0,97.8,5,21,0,948,0,0,0,948,500,500,947,0,448,0
Quenton Nelson,12954,G,IND,14,100.0,3,14,80.0,81.3,77.3,4,7,506,100.0,100.0,98.7,9,12,1,946,0,938,8,946,542,542,0,0,404,0
Riley Reiff,7029,T,MIN,14,100.0,0,18,72.9,76.9,62.2,7,11,483,100.0,100.0,97.9,1,19,1,939,0,0,937,939,520,520,0,0,419,1
Dakota Dozier,8772,G,MIN,14,100.0,0,18,45.8,38.9,52.4,7,27,483,100.0,100.0,95.2,7,40,6,939,0,938,0,939,520,520,0,0,419,0
Garrett Bradbury,46013,C,MIN,14,100.0,1,18,63.0,49.3,67.9,6,12,483,100.0,100.0,97.5,4,21,3,938,938,0,0,938,519,519,0,0,419,0
