player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Connor Williams,46216,G,DAL,8,100.0,0,9,68.7,72.7,64.1,0,12,389,100.0,100.0,98.2,1,13,1,608,0,608,0,608,405,405,0,0,203,0
Jake Matthews,8641,T,ATL,8,100.0,0,2,69.1,77.9,56.4,4,12,345,100.0,100.0,97.4,3,17,1,582,0,0,581,582,364,364,0,0,218,1
Chris Lindstrom,46692,G,ATL,8,100.0,0,2,75.7,71.9,73.7,4,7,345,100.0,100.0,97.5,0,14,3,582,0,0,0,582,364,364,582,0,218,0
Alex Mack,4944,C,ATL,8,100.0,0,2,65.5,66.3,66.0,3,8,344,100.0,100.0,98.1,2,12,1,581,581,0,0,581,363,363,0,0,218,0
Nate Herbig,28844,G,PHI,8,100.0,0,24,64.0,64.1,63.7,0,15,357,100.0,100.0,97.3,3,17,2,569,2,346,0,569,383,383,221,0,186,0
Jason Kelce,6343,C,PHI,8,100.0,0,24,75.5,64.5,79.7,1,7,357,100.0,100.0,98.0,2,11,3,569,567,0,0,569,383,383,0,0,186,0
Austin Corbett,46290,G,LA,8,100.0,0,26,69.0,57.5,70.6,1,10,301,100.0,100.0,97.8,1,12,1,564,0,0,0,564,316,316,564,0,248,0
Austin Blythe,10882,C,LA,8,100.0,0,26,68.0,57.0,69.2,4,6,301,100.0,100.0,98.0,0,11,1,564,564,0,0,564,316,316,0,0,248,0
Rob Havenstein,9490,T,LA,8,100.0,0,26,80.8,68.3,84.1,2,9,301,100.0,100.0,97.5,1,13,2,564,0,0,0,564,316,316,0,564,248,0
Andrew Whitworth,3000,T,LA,8,100.0,0,26,86.3,89.8,80.3,0,6,301,100.0,100.0,99.0,5,6,0,564,0,0,564,564,316,316,0,0,248,0
Ali Marpet,9494,G,TB,8,100.0,0,30,84.7,78.9,81.6,4,3,321,100.0,100.0,98.9,0,7,0,552,0,552,0,552,346,346,0,0,206,0
Tristan Wirfs,64818,T,TB,8,100.0,0,30,72.9,78.2,63.9,5,8,321,100.0,100.0,97.7,3,14,1,552,0,0,0,552,346,346,0,552,206,0
Alex Cappa,66578,G,TB,8,100.0,2,30,62.3,70.5,53.9,6,7,321,100.0,100.0,98.0,2,13,0,552,0,0,0,552,346,346,552,0,206,0
Laken Tomlinson,9461,G,SF,8,99.8,0,28,77.5,62.3,78.4,8,8,301,100.0,99.7,96.3,0,19,3,547,0,546,0,548,317,318,0,0,230,0
Ryan Jensen,7985,C,TB,8,100.0,0,30,68.0,64.6,72.0,3,4,319,100.0,100.0,98.3,3,9,2,543,543,0,0,543,344,344,0,0,199,0
Mike McGlinchey,46275,T,SF,8,100.0,0,28,78.2,62.2,85.3,7,7,300,100.0,100.0,97.0,2,16,2,543,0,0,0,543,317,317,0,541,226,0
Donovan Smith,9467,T,TB,8,100.0,1,30,69.6,68.0,72.0,6,8,319,100.0,100.0,96.6,8,18,4,542,0,0,542,542,344,344,0,0,198,0
Daniel Brunskill,34807,C,SF,8,100.0,0,28,55.7,50.2,57.0,4,9,299,100.0,100.0,96.8,2,16,3,539,0,0,0,539,316,316,537,0,223,0
Eric Fisher,7783,T,KC,8,99.8,0,16,81.7,77.6,75.3,3,16,328,99.7,99.7,96.8,1,20,1,538,0,0,537,539,346,347,0,0,192,2
Germain Ifedi,10665,G,CHI,8,100.0,0,6,64.5,60.5,62.5,3,11,345,100.0,100.0,97.7,2,15,1,536,0,0,0,536,358,358,536,0,178,0
Charles Leno Jr.,8880,T,CHI,8,100.0,0,6,67.5,69.5,59.4,5,17,345,100.0,100.0,96.2,2,24,2,536,0,0,535,536,358,358,0,0,178,1
