player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Zack Martin,8651,G,DAL,4,100.0,0,9,84.8,70.5,88.8,2,4,218,100.0,100.0,98.2,0,7,1,318,0,0,0,318,226,226,277,41,92,0
Connor Williams,46216,G,DAL,4,100.0,0,9,61.7,70.1,53.3,0,8,217,100.0,100.0,97.7,0,9,1,317,0,317,0,317,225,225,0,0,92,0
Trey Hopkins,9276,C,CIN,4,100.0,1,7,60.8,77.0,53.9,1,3,201,100.0,100.0,99.0,3,4,0,308,308,0,0,308,212,212,0,0,96,0
Michael Jordan,28021,G,CIN,4,100.0,0,7,54.3,47.3,56.1,2,9,201,100.0,100.0,97.3,0,11,0,308,0,308,0,308,212,212,0,0,96,0
Jonah Williams,41651,T,CIN,4,100.0,0,7,71.5,76.0,57.9,1,7,201,100.0,100.0,97.5,1,9,1,308,0,0,308,308,212,212,0,0,96,0
Bobby Hart,9659,T,CIN,4,100.0,0,7,65.2,53.9,75.7,4,14,201,100.0,100.0,94.5,1,20,2,308,0,0,0,308,212,212,0,308,96,0
Jason Kelce,6343,C,PHI,4,100.0,0,24,69.6,68.9,67.6,1,2,185,100.0,100.0,98.1,1,5,2,293,293,0,0,293,194,194,0,0,99,0
Nate Herbig,28844,G,PHI,4,100.0,0,24,65.3,74.1,60.4,0,6,185,100.0,100.0,97.8,1,7,1,293,0,153,0,293,194,194,140,0,99,0
Chris Lindstrom,46692,G,ATL,4,100.0,0,2,63.6,62.1,63.6,4,5,183,100.0,100.0,96.4,0,11,2,292,0,0,0,292,194,194,292,0,98,0
Alex Mack,4944,C,ATL,4,100.0,0,2,65.1,69.5,64.0,1,3,183,100.0,100.0,98.4,1,5,1,292,292,0,0,292,194,194,0,0,98,0
Jake Matthews,8641,T,ATL,4,100.0,0,2,69.7,81.3,57.6,2,5,183,100.0,100.0,98.1,2,7,0,292,0,0,291,292,194,194,0,0,98,1
Forrest Lamp,11793,G,LAC,4,100.0,0,27,62.2,74.3,55.1,4,0,152,100.0,100.0,98.7,0,4,0,288,0,288,0,288,168,168,0,0,120,0
Dan Feeney,11826,C,LAC,4,100.0,0,27,52.7,57.9,52.6,0,5,152,100.0,100.0,97.7,1,6,1,288,288,0,0,288,168,168,0,0,120,0
Sam Tevi,11945,T,LAC,4,100.0,0,27,60.6,65.4,52.4,2,4,151,100.0,100.0,98.0,2,6,0,287,0,0,283,287,167,167,0,0,120,4
Kelvin Beachum,7229,T,ARZ,4,100.0,0,1,65.5,69.5,63.2,2,8,165,100.0,100.0,97.0,2,10,0,281,0,0,1,281,175,175,0,279,106,1
