player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Wan'Dale Robinson,101735,WR,NYG,1,13,0,21,9.0,0,66.7,0.0,0,1,0.0,0,2,0,72.1,71.2,0,15,0.0,0,15,4,93.3,14,77.8,6,42.9,0,29,14,3.5,7.3,2.07,0,7.4,1,71.4,,0,0,16.7,1,3,0,46.3,76.5,0,19,0.0,0,17,5,94.1,16,103.9,7,43.8,0,71,41,8.2,14.2,4.44
Amari Cooper,9437,WR,CLV,1,13,0,8,19.2,0,60.0,66.7,2,3,0.0,0,3,0,70.5,92.5,0,25,0.0,0,12,3,83.3,10,143.8,5,50.0,1,64,3,1.0,21.3,6.4,0,11.1,0,57.1,0.0,0,2,0.0,0,3,0,72.1,69.5,0,16,0.0,0,28,4,92.9,26,74.7,7,26.9,0,42,17,4.3,10.5,1.62
Pat Freiermuth,84085,TE,PIT,1,12,0,25,15.7,0,0.0,0.0,0,1,,0,0,0,,48.2,0,0,0.0,0,11,0,81.8,9,39.6,3,33.3,0,0,0,,,0.0,0,6.3,1,87.5,100.0,1,1,0.0,0,3,0,75.6,76.6,0,13,0.0,0,26,7,92.3,24,93.8,8,33.3,0,52,13,1.9,7.4,2.17
DeAndre Hopkins,7808,WR,ARZ,1,12,0,1,13.3,0,33.3,0.0,0,1,0.0,0,1,0,64.7,81.0,0,16,0.0,0,5,1,100.0,5,52.1,3,60.0,0,16,0,0.0,16.0,3.2,0,9.1,1,85.7,50.0,1,2,0.0,0,5,0,74.6,75.3,0,17,0.0,0,27,6,100.0,27,104.8,7,25.9,0,64,16,2.7,10.7,2.37
Allen Lazard,48135,WR,GB,1,11,0,12,17.0,0,60.0,100.0,1,1,0.0,0,3,0,70.5,79.8,0,23,0.0,0,13,3,92.3,12,90.4,5,41.7,0,46,3,1.0,15.3,3.83,0,14.7,0,33.3,0.0,0,2,0.0,0,0,0,68.3,55.2,0,9,0.0,0,23,2,100.0,23,42.4,6,26.1,0,11,3,1.5,5.5,0.48
Tee Higgins,61211,WR,CIN,1,11,0,7,11.3,1,100.0,,0,0,0.0,0,6,0,75.6,90.2,0,33,0.0,0,23,7,100.0,23,118.8,7,30.4,0,120,41,5.9,17.1,5.22,0,11.0,0,50.0,50.0,1,2,0.0,0,2,0,68.3,71.1,0,16,0.0,0,13,2,100.0,13,72.9,4,30.8,0,28,5,2.5,14.0,2.15
Davante Adams,8688,WR,LV,1,11,0,23,6.0,2,100.0,,0,0,0.0,0,1,0,68.3,77.4,0,21,0.0,0,8,2,100.0,8,118.8,2,25.0,0,25,13,6.5,12.5,3.13,0,14.4,0,57.1,100.0,1,1,20.0,1,4,0,42.1,80.0,0,35,0.0,0,24,4,87.5,21,139.9,7,33.3,1,85,16,4.0,21.3,4.05
Joshua Palmer,62979,WR,LAC,1,10,0,27,11.6,0,60.0,33.3,1,3,0.0,0,2,0,70.5,82.6,0,11,0.0,0,11,3,100.0,11,110.8,5,45.5,1,23,10,3.3,7.7,2.09,0,11.8,1,100.0,100.0,1,1,0.0,0,3,0,73.4,77.2,0,50,0.0,0,21,5,100.0,21,158.3,5,23.8,1,83,24,4.8,16.6,3.95
Greg Dortch,42237,WR,ARZ,1,10,0,1,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,1.5,4,100.0,100.0,1,1,0.0,0,2,0,76.5,67.7,0,47,0.0,0,34,8,100.0,34,117.7,8,23.5,0,98,86,10.8,12.3,2.88
Travis Kelce,7844,TE,KC,1,10,0,16,5.5,2,66.7,,0,0,0.0,0,3,0,72.1,92.9,0,32,5.9,1,17,4,88.2,15,149.3,6,40.0,2,77,57,14.3,19.3,5.13,0,7.0,0,33.3,,0,0,0.0,0,1,0,64.7,85.7,0,34,11.1,1,9,1,77.8,7,77.1,3,42.9,0,34,25,25.0,34.0,4.86
DeVonta Smith,61100,WR,PHI,1,9,0,24,10.3,0,83.3,50.0,1,2,0.0,0,2,0,73.4,80.1,0,24,0.0,0,19,5,84.2,16,113.9,6,37.5,0,68,13,2.6,13.6,4.25,0,19.7,0,33.3,0.0,0,2,0.0,0,0,0,64.7,54.1,0,10,0.0,0,13,1,92.3,12,43.8,3,25.0,0,10,2,2.0,10.0,0.83
Deebo Samuel,48274,WR,SF,1,9,0,28,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.1,0,4,0.0,0,5,1,100.0,5,83.3,1,20.0,0,4,0,0.0,4.0,0.8,0,2.9,2,75.0,0.0,0,2,14.3,1,3,0,52.1,77.7,0,19,0.0,0,17,6,94.1,16,92.2,8,50.0,0,53,42,7.0,8.8,3.31
