player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
A.J. Brown,48327,WR,PHI,1,16,0,24,16.0,2,66.7,50.0,1,2,0.0,0,2,0,72.1,83.5,0,68,0.0,0,13,4,100.0,13,109.7,6,46.2,0,95,41,10.3,23.8,7.31,0,16.3,0,44.4,50.0,1,2,20.0,1,3,0,41.6,67.4,1,29,0.0,0,28,4,96.4,27,30.1,9,33.3,0,66,16,4.0,16.5,2.44
Justin Jefferson,61398,WR,MIN,1,16,0,18,10.0,0,33.3,0.0,0,1,0.0,0,0,0,64.7,54.2,0,7,0.0,0,12,1,91.7,11,42.4,3,27.3,0,7,2,2.0,7.0,0.64,0,6.3,1,83.3,66.7,2,3,0.0,0,6,0,78.0,79.3,0,20,0.0,0,43,10,95.3,41,104.2,12,29.3,0,108,46,4.6,10.8,2.63
K.J. Osborn,23503,WR,MIN,1,15,0,18,2.7,1,66.7,0.0,0,1,0.0,0,2,0,68.3,73.4,0,15,0.0,0,11,2,90.9,10,120.8,3,30.0,1,17,16,8.0,8.5,1.7,0,12.1,1,66.7,100.0,1,1,0.0,0,5,0,74.6,76.6,0,63,0.0,0,39,6,97.4,38,109.7,9,23.7,0,122,71,11.8,20.3,3.21
Michael Pittman Jr.,29049,WR,IND,1,14,0,14,10.0,0,57.1,0.0,0,1,20.0,1,2,0,41.6,64.4,0,15,0.0,0,14,4,100.0,14,65.2,7,50.0,0,26,9,2.3,6.5,1.86,0,5.5,0,100.0,,0,0,0.0,0,1,0,68.3,63.5,0,14,0.0,0,14,2,100.0,14,93.8,2,14.3,0,13,2,1.0,6.5,0.93
Ja'Marr Chase,84270,WR,CIN,1,13,0,7,13.8,0,0.0,0.0,0,2,,0,0,0,,52.6,1,0,0.0,0,10,0,90.0,9,0.0,4,44.4,0,0,0,,,0.0,0,6.4,1,71.4,33.3,1,3,16.7,1,1,0,45.8,58.5,0,9,0.0,0,30,5,96.7,29,83.6,7,24.1,0,37,24,4.8,7.4,1.28
Tyreek Hill,10799,WR,MIA,1,12,0,17,9.8,0,50.0,0.0,0,2,0.0,0,1,0,68.3,72.3,0,20,0.0,0,10,2,90.0,9,107.3,4,44.4,1,23,0,0.0,11.5,2.56,0,7.9,1,85.7,100.0,1,1,0.0,0,3,0,74.6,76.5,0,14,0.0,0,15,6,100.0,15,95.8,7,46.7,0,49,4,0.7,8.2,3.27
Russell Gage,44771,WR,TB,1,12,0,30,12.0,0,0.0,,0,0,,0,0,0,,53.6,0,0,0.0,0,7,0,85.7,6,39.6,1,16.7,0,0,0,,,0.0,0,6.9,0,75.0,66.7,2,3,14.3,1,4,0,49.7,77.0,0,14,0.0,0,19,6,94.7,18,92.2,8,44.4,0,53,6,1.0,8.8,2.94
Drake London,86519,WR,ATL,1,11,0,2,5.0,0,100.0,100.0,1,1,0.0,0,2,0,70.5,82.1,0,12,0.0,0,10,3,80.0,8,106.9,3,37.5,0,29,14,4.7,9.7,3.63,0,11.7,0,33.3,0.0,0,2,0.0,0,1,1,68.3,49.6,0,12,0.0,0,18,2,88.9,16,46.5,6,37.5,0,24,10,5.0,12.0,1.5
JuJu Smith-Schuster,11817,WR,KC,1,10,0,16,5.0,0,100.0,,0,0,0.0,0,0,0,68.3,56.4,0,7,0.0,0,12,2,100.0,12,89.6,2,16.7,0,11,1,0.5,5.5,0.92,0,7.4,0,100.0,,0,0,0.0,0,4,1,76.5,72.8,0,19,0.0,0,21,8,100.0,21,106.8,8,38.1,0,77,18,2.3,9.6,3.67
Evan Engram,11778,TE,JAX,1,10,0,15,1.0,0,100.0,,0,0,0.0,0,1,0,64.7,67.7,0,13,0.0,0,10,1,100.0,10,118.8,1,10.0,0,13,12,12.0,13.0,1.3,0,3.6,2,87.5,100.0,1,1,0.0,0,0,0,75.6,63.2,0,10,6.9,2,29,7,93.1,27,92.2,8,29.6,0,49,39,5.6,7.0,1.81
Christian Kirk,47546,WR,JAX,1,10,0,15,14.0,0,80.0,0.0,0,1,20.0,1,3,0,41.6,85.4,0,30,0.0,0,11,4,100.0,11,118.8,5,45.5,0,70,17,4.3,17.5,6.36,0,12.6,0,40.0,0.0,0,1,0.0,0,2,0,68.3,63.1,1,15,0.0,0,31,2,100.0,31,14.2,5,16.1,0,22,0,0.0,11.0,0.71
Diontae Johnson,33441,WR,PIT,1,10,0,25,8.3,0,100.0,100.0,1,1,0.0,0,3,0,70.5,90.1,0,19,0.0,0,6,3,100.0,6,116.7,3,50.0,0,36,11,3.7,12.0,6.0,0,6.3,4,100.0,,0,0,0.0,0,3,0,75.6,83.1,0,18,0.0,0,15,7,100.0,15,103.6,7,46.7,0,62,18,2.6,8.9,4.13
Travis Kelce,7844,TE,KC,1,10,0,16,2.0,0,100.0,,0,0,0.0,0,2,0,68.3,74.8,0,18,0.0,0,10,2,100.0,10,118.8,2,20.0,0,32,28,14.0,16.0,3.2,0,6.6,1,100.0,100.0,1,1,0.0,0,5,0,75.6,84.8,0,14,4.5,1,22,7,95.5,21,106.0,7,33.3,0,66,20,2.9,9.4,3.14
D.K. Metcalf,47864,WR,SEA,1,9,0,29,5.0,1,66.7,0.0,0,1,0.0,0,0,0,70.5,57.9,0,9,0.0,0,10,2,80.0,8,70.1,3,37.5,0,9,6,3.0,4.5,1.13,0,5.5,0,83.3,66.7,2,3,0.0,0,2,0,73.4,63.2,0,13,0.0,0,34,5,100.0,34,98.6,6,17.6,0,46,15,3.0,9.2,1.35
Noah Brown,11993,WR,DAL,1,9,0,9,13.6,0,40.0,0.0,0,1,33.3,1,2,0,29.9,62.1,1,14,0.0,0,13,2,92.3,12,47.9,5,41.7,1,15,2,1.0,7.5,1.25,0,7.3,0,100.0,,0,0,0.0,0,2,0,70.5,72.4,0,13,0.0,0,13,3,100.0,13,147.9,3,23.1,1,30,10,3.3,10.0,2.31
Davante Adams,8688,WR,LV,1,9,0,23,13.3,0,0.0,,0,0,100.0,1,0,0,27.9,45.2,0,0,0.0,0,14,0,92.9,13,39.6,3,23.1,0,0,0,,,0.0,0,11.2,0,66.7,0.0,0,1,0.0,0,1,0,72.1,64.2,1,11,0.0,0,27,4,96.3,26,37.5,6,23.1,0,28,9,2.3,7.0,1.08
