player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Marquise Brown,61568,WR,ARZ,1,8.0,0,82.4,100.0,2,2,0,0.0,0,7,1,0,80.6,72.7,76.6,,75.5,0.0,0,0,20,0.0,0,60,0,14,98.3,59,18.3,11,101.0,17,0,81.7,49,140,62,4.4,10.0,2.37
Mark Andrews,47436,TE,BLT,1,11.3,1,61.5,100.0,2,2,0,11.1,1,6,3,0,54.5,70.1,87.3,,88.7,29.0,9,0,25,0.0,0,31,0,8,100.0,31,58.1,18,121.5,13,2,12.9,4,89,41,5.1,11.1,2.87
Russell Gage,44771,WR,TB,1,5.2,0,92.3,100.0,1,1,0,0.0,0,5,30,1,79.4,20.9,68.2,,67.3,0.0,0,0,15,0.0,0,42,0,12,90.5,38,76.2,32,120.2,13,1,23.8,10,87,35,2.9,7.3,2.29
Chris Olave,84355,WR,NO,1,15.3,1,75.0,50.0,2,4,1,0.0,0,5,20,0,78.0,71.1,86.0,,88.0,0.0,0,2,49,0.0,0,43,2,9,90.7,39,11.6,5,76.0,12,0,88.4,38,147,32,3.6,16.3,3.77
DeVonta Smith,61100,WR,PHI,1,17.4,1,66.7,40.0,2,5,0,0.0,0,7,24,0,76.5,71.3,92.5,,91.9,0.0,0,0,45,0.0,0,40,0,8,95.0,38,15.0,6,137.5,12,1,85.0,34,169,65,8.1,21.1,4.45
CeeDee Lamb,61570,WR,DAL,1,11.4,0,66.7,50.0,1,2,0,20.0,2,6,9,0,35.7,70.1,74.2,,74.4,0.0,0,0,26,0.0,0,31,0,8,100.0,31,38.7,12,115.6,12,1,61.3,19,87,33,4.1,10.9,2.81
Diontae Johnson,33441,WR,PIT,1,14.4,0,66.7,0.0,0,2,0,11.1,1,4,25,0,35.3,70.1,70.1,,69.4,0.0,0,0,16,0.0,0,37,0,8,89.2,33,5.4,2,86.8,12,0,94.6,35,84,4,0.5,10.5,2.55
D.K. Metcalf,47864,WR,SEA,1,14.1,0,41.7,33.3,2,6,0,0.0,0,4,29,0,73.4,68.0,72.4,,71.9,0.0,0,0,18,0.0,0,45,0,5,97.8,44,15.6,7,86.8,12,1,84.4,38,64,11,2.2,12.8,1.45
Stefon Diggs,9579,WR,BUF,1,8.4,0,63.6,0.0,0,2,0,0.0,0,4,4,0,75.6,69.5,69.5,,68.5,0.0,0,0,28,0.0,0,54,0,7,98.1,53,44.4,24,83.1,11,0,55.6,30,74,37,5.3,10.6,1.4
Amari Cooper,9437,WR,CLV,1,12.3,0,63.6,50.0,1,2,0,12.5,1,4,8,0,52.1,69.5,66.3,,70.9,0.0,0,0,32,0.0,0,33,1,7,97.0,32,24.2,8,123.7,11,1,75.8,25,101,28,4.0,14.4,3.16
