player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeVonta Smith,61100,WR,PHI,1,8.0,0,69.2,100.0,1,1,0,0.0,0,5,24,0,77.3,70.6,72.2,,71.5,0.0,0,0,28,0.0,0,38,0,9,97.4,37,13.2,5,96.6,13,0,86.8,33,115,57,6.3,12.8,3.11
CeeDee Lamb,61570,WR,DAL,1,8.1,3,91.7,,0,0,0,0.0,0,4,9,0,78.7,71.5,70.9,,70.3,2.1,1,0,34,0.0,0,47,0,11,89.4,42,76.6,36,101.4,12,0,21.3,10,100,48,4.4,9.1,2.38
T.J. Hockenson,40912,TE,MIN,1,8.1,0,58.3,50.0,3,6,0,0.0,0,3,18,0,75.6,69.5,73.0,70.2,70.3,42.9,15,1,13,2.9,1,35,0,7,94.3,33,37.1,13,36.5,12,0,20.0,7,59,16,2.3,8.4,1.79
Brandon Aiyuk,84109,WR,SF,1,10.3,0,75.0,66.7,2,3,0,10.0,1,8,28,0,56.7,71.3,78.6,,79.9,0.0,0,0,23,0.0,0,37,0,9,91.9,34,13.5,5,127.4,12,1,86.5,32,101,22,2.4,11.2,2.97
Mike Evans,8642,WR,TB,1,19.0,0,83.3,66.7,2,3,0,0.0,0,6,30,0,78.0,71.1,90.3,,89.5,0.0,0,0,63,0.0,0,48,0,10,87.5,42,27.1,13,158.3,12,3,72.9,35,207,46,4.6,20.7,4.93
Davante Adams,8688,WR,LV,1,18.1,0,63.6,50.0,1,2,0,12.5,1,4,23,0,52.5,69.5,78.1,,79.9,0.0,0,2,60,0.0,0,40,0,7,92.5,37,32.5,13,107.2,11,2,67.5,27,153,44,6.3,21.9,4.14
Trey McBride,75916,TE,ARZ,1,9.4,0,70.0,0.0,0,1,0,0.0,0,5,1,0,75.6,69.5,73.3,75.8,74.6,39.1,18,0,26,10.9,5,46,0,7,84.8,39,32.6,15,126.3,10,1,15.2,7,78,23,3.3,11.1,2.0
Garrett Wilson,97405,WR,NYJ,1,13.7,0,30.0,50.0,1,2,0,0.0,0,1,22,0,70.5,65.8,55.8,,55.6,0.0,0,1,8,0.0,0,51,0,3,98.0,50,23.5,12,0.0,10,0,76.5,39,18,2,0.7,6.0,0.36
Greg Dortch,42237,WR,ARZ,1,9.7,0,40.0,0.0,0,4,0,0.0,0,0,1,0,72.1,67.0,54.2,,56.4,0.0,0,0,11,0.0,0,41,0,4,90.2,37,78.0,32,47.9,10,0,22.0,9,15,7,1.8,3.8,0.41
Dalton Schultz,47304,TE,DAL,1,5.2,2,70.0,,0,0,0,0.0,0,4,9,0,76.5,70.1,78.7,76.8,79.5,54.3,25,1,13,6.5,3,46,0,7,82.6,38,43.5,20,83.7,10,2,0.0,0,56,28,4.0,8.0,1.47
Travis Kelce,7844,TE,KC,1,5.8,0,70.0,0.0,0,2,0,0.0,0,4,16,0,75.6,69.5,68.5,65.9,68.4,11.9,5,0,12,2.4,1,42,0,7,95.2,40,38.1,16,78.3,10,0,50.0,21,43,22,3.1,6.1,1.08
Chris Godwin,11839,WR,TB,1,5.6,5,100.0,100.0,1,1,0,0.0,0,5,30,1,78.0,19.8,72.3,,73.2,0.0,0,0,24,0.0,0,48,1,9,89.6,43,68.8,33,118.8,9,0,31.3,15,120,70,7.8,13.3,2.79
Mike Williams,11762,WR,LAC,1,13.7,0,77.8,100.0,1,1,0,0.0,0,4,27,0,75.6,69.5,85.3,,83.6,0.0,0,0,26,0.0,0,30,0,7,100.0,30,10.0,3,110.2,9,0,90.0,27,94,38,5.4,13.4,3.13
D.J. Moore,48267,WR,CAR,1,14.0,1,66.7,100.0,2,2,0,0.0,0,5,5,0,74.6,68.8,77.3,,76.5,0.0,0,0,47,0.0,0,45,1,6,91.1,41,22.2,10,146.8,9,1,77.8,35,117,28,4.7,19.5,2.85
A.J. Brown,48327,WR,PHI,1,12.3,0,44.4,50.0,1,2,0,0.0,0,1,24,0,72.1,67.0,65.8,,65.1,0.0,0,1,78,0.0,0,39,0,4,97.4,38,30.8,12,81.5,9,1,69.2,27,97,52,13.0,24.3,2.55
Mark Andrews,47436,TE,BLT,1,7.2,0,100.0,,0,0,0,0.0,0,6,3,0,77.3,70.6,87.4,,86.1,14.8,4,0,19,0.0,0,27,0,9,92.6,25,70.4,19,113.0,9,0,14.8,4,100,35,3.9,11.1,4.0
Marquise Brown,61568,WR,ARZ,1,12.6,0,66.7,100.0,2,2,0,14.3,1,3,1,0,49.2,68.8,62.4,,61.8,0.0,0,0,19,0.0,0,45,0,6,91.1,41,22.2,10,85.9,9,0,75.6,34,61,24,4.0,10.2,1.49
Jerry Jeudy,61103,WR,DEN,1,2.0,0,87.5,,0,0,0,0.0,0,3,10,0,75.6,69.5,61.5,,61.7,0.0,0,1,11,0.0,0,44,0,7,93.2,41,59.1,26,46.9,8,0,40.9,18,38,39,5.6,5.4,0.93
Cordarrelle Patterson,7810,HB,ATL,1,1.1,1,75.0,50.0,1,2,0,0.0,0,2,2,0,74.6,74.5,73.7,79.1,84.0,0.0,0,0,16,14.3,3,21,0,6,85.7,18,19.0,4,86.5,8,0,14.3,3,42,36,6.0,7.0,2.33
Christian McCaffrey,11763,HB,SF,1,1.4,1,75.0,,0,0,0,14.3,1,3,28,0,52.1,78.1,74.6,77.1,72.2,9.1,3,0,38,9.1,3,33,0,6,81.8,27,3.0,1,102.1,8,0,3.0,1,72,71,11.8,12.0,2.67
Robert Woods,7822,WR,TEN,1,9.4,0,62.5,,0,0,0,16.7,1,4,31,0,45.8,71.1,68.8,,64.6,2.9,1,1,10,0.0,0,34,0,5,100.0,34,23.5,8,74.5,8,1,73.5,25,39,9,1.8,7.8,1.15
