player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Austin Ekeler,12164,HB,LAC,1,0.1,1,73.3,,0,0,0,8.3,1,4,27,0,61.8,74.4,65.8,47.1,76.0,0.0,0,0,12,17.1,7,41,0,11,78.0,32,9.8,4,102.1,15,1,2.4,1,60,76,6.9,5.5,1.88
Zay Jones,11792,WR,JAX,1,8.6,2,78.6,,0,0,0,0.0,0,7,15,0,79.4,71.9,83.6,,87.0,0.0,0,0,29,0.0,0,41,0,11,95.1,39,24.4,10,109.8,14,0,75.6,31,145,45,4.1,13.2,3.72
Stefon Diggs,9579,WR,BUF,1,8.9,2,57.1,100.0,1,1,0,27.3,3,6,4,0,28.8,70.1,60.1,,59.8,0.0,0,1,36,0.0,0,48,0,8,93.8,45,22.9,11,66.7,14,1,77.1,37,77,20,2.5,9.6,1.71
D.K. Metcalf,47864,WR,SEA,1,7.4,0,78.6,50.0,1,2,0,0.0,0,4,29,0,78.7,71.5,65.9,,65.1,0.0,0,0,24,0.0,0,43,0,11,95.3,41,18.6,8,93.5,14,0,81.4,35,90,30,2.7,8.2,2.2
Chris Godwin,11839,WR,TB,1,6.5,0,92.3,100.0,2,2,0,0.0,0,6,30,0,79.4,71.9,70.5,,70.4,0.0,0,0,23,0.0,0,47,0,12,93.6,44,68.1,32,127.6,13,1,31.9,15,110,51,4.3,9.2,2.5
Michael Pittman Jr.,29049,WR,IND,1,7.5,1,63.6,75.0,3,4,0,12.5,1,4,14,0,52.5,69.5,65.3,,63.1,0.0,0,1,28,0.0,0,41,0,7,95.1,39,19.5,8,70.6,11,1,80.5,33,61,9,1.3,8.7,1.56
Justin Jefferson,61398,WR,MIN,1,9.8,0,81.8,50.0,2,4,0,0.0,0,5,18,0,78.0,71.6,86.1,,86.1,0.0,0,0,37,0.0,0,40,1,9,92.5,37,27.5,11,149.1,11,1,72.5,29,139,40,4.4,15.4,3.76
Amari Cooper,9437,WR,CLV,1,13.2,3,63.6,100.0,2,2,0,12.5,1,4,8,0,52.1,69.5,67.7,,67.0,0.0,0,0,45,0.0,0,44,0,7,97.7,43,38.6,17,90.7,11,0,61.4,27,94,36,5.1,13.4,2.19
Adam Thielen,8288,WR,MIN,1,4.9,0,90.0,0.0,0,1,0,0.0,0,4,18,0,77.3,70.6,70.6,,73.1,0.0,0,0,16,0.0,0,38,0,9,94.7,36,26.3,10,125.4,10,1,73.7,28,61,25,2.8,6.8,1.69
CeeDee Lamb,61570,WR,DAL,1,16.4,0,60.0,50.0,3,6,0,0.0,0,5,9,0,76.5,72.4,91.5,,92.2,0.0,0,1,25,0.0,0,34,1,6,85.3,29,58.8,20,56.7,10,0,41.2,14,106,19,3.2,17.7,3.66
Jaylen Waddle,84088,WR,MIA,1,16.7,0,50.0,50.0,1,2,0,28.6,2,4,17,0,29.2,68.0,63.1,,60.8,0.0,0,0,34,0.0,0,42,0,5,92.9,39,26.2,11,79.2,10,0,73.8,31,85,13,2.6,17.0,2.18
