player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Davante Adams,8688,WR,LV,1,17,0,23,10.5,0,50.0,100.0,1,1,0.0,0,1,0,64.7,69.3,0,11,0.0,0,6,1,100.0,6,66.7,2,33.3,0,11,6,6.0,11.0,1.83,0,11.2,0,61.5,100.0,1,1,11.1,1,5,0,54.5,86.8,0,38,0.0,0,28,8,100.0,28,133.3,13,46.4,2,126,53,6.6,15.8,4.5
Travis Kelce,7844,TE,KC,1,17,0,16,11.2,0,40.0,0.0,0,1,0.0,0,2,0,68.3,71.4,0,18,4.2,1,24,2,83.3,20,60.4,5,25.0,0,30,13,6.5,15.0,1.5,0,4.0,3,72.7,100.0,1,1,11.1,1,5,0,56.7,84.8,1,23,2.4,1,42,8,88.1,37,53.6,11,29.7,0,76,36,4.5,9.5,2.05
JuJu Smith-Schuster,11817,WR,KC,1,12,0,16,1.5,0,100.0,,0,0,0.0,0,1,0,68.3,59.1,0,5,0.0,0,22,2,95.5,21,81.3,2,9.5,0,7,4,2.0,3.5,0.33,0,7.3,0,77.8,0.0,0,1,12.5,1,4,0,52.1,68.2,0,17,0.0,0,42,7,92.9,39,100.0,9,23.1,0,72,27,3.9,10.3,1.85
Rondale Moore,62890,WR,ARZ,1,10,0,1,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,4.3,1,87.5,,0,0,12.5,1,3,0,52.1,64.2,0,18,0.0,0,30,7,100.0,30,96.9,8,26.7,0,58,29,4.1,8.3,1.93
Allen Lazard,48135,WR,GB,1,10,0,12,12.8,0,40.0,33.3,1,3,0.0,0,2,0,68.3,71.9,1,47,0.0,0,18,2,88.9,16,41.7,5,31.3,0,55,30,15.0,27.5,3.44,0,18.8,0,40.0,50.0,1,2,0.0,0,2,0,68.3,68.7,0,20,0.0,0,27,2,92.6,25,101.7,5,20.0,1,32,1,0.5,16.0,1.28
Stefon Diggs,9579,WR,BUF,1,10,0,4,6.3,1,100.0,100.0,1,1,0.0,0,3,0,70.5,89.0,0,17,0.0,0,6,3,100.0,6,118.1,3,50.0,0,37,18,6.0,12.3,6.17,0,27.3,0,33.3,0.0,0,1,0.0,0,2,0,68.3,71.6,0,42,0.0,0,20,2,100.0,20,68.8,6,30.0,0,56,6,3.0,28.0,2.8
Justin Jefferson,61398,WR,MIN,1,10,0,18,23.0,0,100.0,100.0,1,1,0.0,0,2,0,68.3,80.7,0,47,0.0,0,12,2,100.0,12,118.8,2,16.7,0,64,18,9.0,32.0,5.33,0,14.0,0,75.0,0.0,0,1,0.0,0,1,0,70.5,67.0,1,16,0.0,0,22,3,95.5,21,57.3,4,19.0,0,31,8,2.7,10.3,1.48
Mike Evans,8642,WR,TB,1,10,0,30,4.0,0,100.0,,0,0,0.0,0,0,0,64.7,57.3,0,4,0.0,0,5,1,100.0,5,83.3,1,20.0,0,4,0,0.0,4.0,0.8,0,8.6,0,42.9,50.0,1,2,40.0,2,2,0,28.0,47.8,0,10,0.0,0,39,3,94.9,37,51.5,7,18.9,0,23,3,1.0,7.7,0.62
Chris Godwin,11839,WR,TB,1,10,0,30,9.0,0,100.0,,0,0,0.0,0,1,0,64.7,69.6,0,9,0.0,0,5,1,100.0,5,104.2,1,20.0,0,9,0,0.0,9.0,1.8,0,3.0,0,62.5,50.0,1,2,0.0,0,1,0,73.4,52.5,0,7,0.0,0,42,5,95.2,40,66.7,8,20.0,0,20,9,1.8,4.0,0.5
Amon-Ra St. Brown,84470,WR,DET,1,9,0,11,3.0,0,0.0,,0,0,,0,0,0,,55.4,0,0,0.0,0,5,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,0,10.1,1,50.0,0.0,0,1,0.0,0,3,0,72.1,77.3,1,25,0.0,0,22,4,90.9,20,32.8,8,40.0,0,55,17,4.3,13.8,2.75
Joshua Palmer,62979,WR,LAC,1,9,0,27,10.5,0,100.0,100.0,1,1,0.0,0,2,0,68.3,81.7,0,22,0.0,0,10,2,100.0,10,118.8,2,20.0,0,30,9,4.5,15.0,3.0,0,8.9,0,85.7,100.0,1,1,14.3,1,3,0,52.1,69.3,1,25,0.0,0,33,6,97.0,32,72.3,7,21.9,0,76,19,3.2,12.7,2.38
Garrett Wilson,97405,WR,NYJ,1,9,0,22,8.5,0,75.0,0.0,0,1,0.0,0,1,0,70.5,66.6,0,24,0.0,0,17,3,100.0,17,100.0,4,23.5,0,34,15,5.0,11.3,2.0,0,8.8,1,100.0,,0,0,0.0,0,2,0,72.1,90.5,0,19,0.0,0,9,4,100.0,9,118.8,4,44.4,0,51,16,4.0,12.8,5.67
