player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeVonta Smith,61100,WR,PHI,1,13,0,24,8.4,0,60.0,100.0,1,1,0.0,0,2,0,70.5,73.5,0,15,0.0,0,12,3,91.7,11,79.6,5,45.5,0,33,18,6.0,11.0,3.0,0,8.8,0,66.7,,0,0,0.0,0,2,0,72.1,68.2,0,28,0.0,0,22,4,100.0,22,89.6,6,27.3,0,46,12,3.0,11.5,2.09
CeeDee Lamb,61570,WR,DAL,1,12,0,9,10.0,1,100.0,,0,0,0.0,0,2,0,72.1,77.0,0,34,0.0,0,14,4,92.9,13,118.8,4,30.8,0,53,13,3.3,13.3,4.08,0,6.1,2,85.7,,0,0,0.0,0,1,0,74.6,59.9,0,13,0.0,0,28,6,89.3,25,85.7,7,28.0,0,32,34,5.7,5.3,1.28
T.J. Hockenson,40912,TE,MIN,1,12,0,18,9.3,0,33.3,,0,0,0.0,0,0,0,64.7,58.4,0,8,0.0,0,5,1,100.0,5,42.4,3,60.0,0,8,1,1.0,8.0,1.6,0,9.8,0,60.0,50.0,2,4,0.0,0,2,0,70.5,62.2,1,13,5.9,1,17,3,88.2,15,30.0,5,33.3,0,21,0,0.0,7.0,1.4
Brandon Aiyuk,84109,WR,SF,1,12,0,28,11.5,0,66.7,50.0,1,2,0.0,0,4,0,72.1,85.5,0,23,0.0,0,13,4,92.3,12,134.7,6,50.0,1,54,16,4.0,13.5,4.5,0,9.0,0,80.0,100.0,1,1,20.0,1,3,0,41.6,66.4,0,13,0.0,0,20,4,90.0,18,95.8,5,27.8,0,35,4,1.0,8.8,1.94
Mike Evans,8642,WR,TB,1,12,0,30,10.3,0,66.7,100.0,1,1,0.0,0,1,0,68.3,77.4,0,13,0.0,0,8,2,75.0,6,85.4,3,50.0,0,20,8,4.0,10.0,3.33,0,19.6,0,87.5,50.0,1,2,0.0,0,4,0,75.6,82.6,0,63,0.0,0,30,7,90.0,27,158.3,8,29.6,2,130,21,3.0,18.6,4.81
Davante Adams,8688,WR,LV,1,11,0,23,20.5,0,50.0,,0,0,0.0,0,1,0,64.7,79.8,0,4,0.0,0,6,1,83.3,5,95.8,2,40.0,1,4,0,0.0,4.0,0.8,0,17.4,0,62.5,50.0,1,2,16.7,1,2,0,46.3,76.1,2,60,0.0,0,25,5,92.0,23,106.3,8,34.8,1,122,36,7.2,24.4,5.3
Trey McBride,75916,TE,ARZ,1,10,0,1,7.5,0,50.0,0.0,0,1,0.0,0,2,0,68.3,66.0,0,14,0.0,0,16,2,87.5,14,102.1,4,28.6,1,18,7,3.5,9.0,1.29,0,10.7,0,83.3,,0,0,0.0,0,3,0,73.4,79.0,0,26,14.8,4,27,5,85.2,23,108.3,6,26.1,0,60,16,3.2,12.0,2.61
Garrett Wilson,97405,WR,NYJ,1,10,0,22,15.6,0,40.0,100.0,1,1,0.0,0,1,0,68.3,65.6,0,8,0.0,0,11,2,100.0,11,47.9,5,45.5,0,13,2,1.0,6.5,1.18,0,10.3,0,25.0,,0,0,0.0,0,0,0,64.7,53.3,1,5,0.0,0,22,1,100.0,22,0.0,4,18.2,0,5,0,0.0,5.0,0.23
Greg Dortch,42237,WR,ARZ,1,10,0,1,20.0,0,25.0,0.0,0,2,0.0,0,0,0,64.7,63.1,0,11,0.0,0,14,1,85.7,12,39.6,4,33.3,0,11,2,2.0,11.0,0.92,0,3.6,0,40.0,0.0,0,2,0.0,0,0,0,68.3,52.9,0,3,0.0,0,25,2,92.0,23,47.9,5,21.7,0,3,3,1.5,1.5,0.13
Dalton Schultz,47304,TE,DAL,1,10,0,9,6.0,1,50.0,,0,0,0.0,0,0,0,64.7,52.0,1,6,6.7,1,15,1,86.7,13,16.7,2,15.4,0,6,4,4.0,6.0,0.46,0,2.8,0,66.7,,0,0,0.0,0,2,0,72.1,68.1,0,13,8.0,2,25,4,80.0,20,116.0,6,30.0,1,27,17,4.3,6.8,1.35
