player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Justin Jefferson,61398,WR,MIN,1,15.5,1,73.3,100.0,1,1,0,0.0,0,8,18,0,78.7,71.5,91.1,,90.6,0.0,0,0,47,0.0,0,46,0,11,93.5,43,37.0,17,115.3,15,0,60.9,28,223,59,5.4,20.3,5.19
Ja'Marr Chase,84270,WR,CIN,1,9.0,0,66.7,0.0,0,3,0,0.0,0,7,7,0,78.7,72.0,91.6,,91.3,0.0,0,1,20,0.0,0,44,0,10,84.1,37,20.5,9,85.1,15,1,79.5,35,119,23,2.3,11.9,3.22
Evan Engram,11778,TE,JAX,1,5.4,0,78.6,50.0,2,4,0,0.0,0,8,15,0,78.7,71.5,92.5,62.9,92.1,47.5,19,0,25,5.0,2,40,1,11,90.0,36,25.0,10,154.5,14,2,27.5,11,162,105,9.5,14.7,4.5
Keenan Allen,7857,WR,LAC,1,4.2,0,92.3,100.0,1,1,0,0.0,0,6,27,0,79.4,71.9,75.4,66.3,73.3,0.0,0,0,18,1.9,1,54,0,12,94.4,51,51.9,28,96.2,13,0,48.1,26,92,49,4.1,7.7,1.8
Donovan Peoples-Jones,61439,WR,CLV,1,18.9,0,61.5,33.3,1,3,0,11.1,1,4,8,0,54.5,75.0,63.0,,64.7,0.0,0,1,28,0.0,0,51,0,8,96.1,49,19.6,10,57.9,13,0,80.4,41,114,13,1.6,14.3,2.33
DeAndre Hopkins,7808,WR,ARZ,1,12.5,1,63.6,0.0,0,1,0,0.0,0,4,1,1,76.5,16.6,61.8,,61.5,0.0,0,1,23,0.0,0,51,0,7,90.2,46,29.4,15,47.2,11,0,70.6,36,79,28,4.0,11.3,1.72
JuJu Smith-Schuster,11817,WR,KC,1,7.0,2,81.8,0.0,0,1,0,0.0,0,4,16,0,77.3,70.6,67.8,,67.4,0.0,0,1,20,0.0,0,38,0,9,100.0,38,23.7,9,87.1,11,1,76.3,29,74,33,3.7,8.2,1.95
Chris Moore,10741,WR,HST,1,7.5,2,90.9,50.0,1,2,0,0.0,0,5,13,0,78.0,71.1,85.7,,87.3,10.7,3,0,36,0.0,0,28,0,10,96.4,27,25.0,7,113.6,11,0,64.3,18,124,48,4.8,12.4,4.59
Zay Jones,11792,WR,JAX,1,12.3,1,72.7,33.3,1,3,0,20.0,2,5,15,0,35.3,70.1,72.5,62.3,70.0,0.0,0,0,20,2.3,1,44,0,8,90.9,40,27.3,12,122.2,11,1,72.7,32,77,17,2.1,9.6,1.93
Dalton Schultz,47304,TE,DAL,1,9.6,0,60.0,100.0,1,1,0,25.0,2,5,9,0,29.7,68.8,64.9,14.8,62.0,39.0,16,1,22,9.8,4,41,0,6,90.2,37,31.7,13,48.8,10,0,26.8,11,87,42,7.0,14.5,2.35
Tyreek Hill,10799,WR,MIA,1,15.7,0,40.0,33.3,1,3,0,20.0,1,2,17,0,41.6,67.0,66.8,,63.9,0.0,0,0,60,0.0,0,27,0,4,92.6,25,51.9,14,102.5,10,1,48.1,13,81,48,12.0,20.3,3.24
D.K. Metcalf,47864,WR,SEA,1,17.6,0,50.0,100.0,2,2,0,16.7,1,4,29,0,45.8,68.0,68.6,,67.7,0.0,0,1,25,0.0,0,41,0,5,97.6,40,14.6,6,67.1,10,1,85.4,35,71,12,2.4,14.2,1.78
Tutu Atwell,77965,WR,LA,1,13.1,1,55.6,100.0,1,1,0,0.0,0,2,26,0,73.4,70.0,74.5,,76.9,0.0,0,0,22,0.0,0,29,0,5,89.7,26,62.1,18,71.5,9,0,37.9,11,50,12,2.4,10.0,1.92
Travis Kelce,7844,TE,KC,1,11.7,0,44.4,0.0,0,1,0,20.0,1,3,16,0,41.6,67.0,62.0,,64.1,25.0,9,1,37,0.0,0,36,0,4,100.0,36,44.4,16,32.4,9,0,30.6,11,71,43,10.8,17.8,1.97
Chris Godwin,11839,WR,TB,1,6.6,0,55.6,33.3,1,3,0,28.6,2,3,30,0,29.2,68.0,55.2,,56.0,0.0,0,0,32,0.0,0,53,1,5,96.2,51,86.8,46,73.4,9,0,13.2,7,54,17,3.4,10.8,1.06
Nelson Agholor,9453,WR,NE,1,8.3,1,55.6,33.3,1,3,0,28.6,2,2,19,0,29.2,68.0,50.5,62.3,53.2,0.0,0,0,13,2.6,1,39,0,5,94.9,37,23.1,9,63.2,9,0,76.9,30,32,14,2.8,6.4,0.86
Elijah Moore,84302,WR,NYJ,1,11.4,1,66.7,,0,0,0,0.0,0,3,22,0,74.6,68.8,61.6,,63.6,0.0,0,0,24,0.0,0,47,0,6,100.0,47,63.8,30,85.4,9,0,36.2,17,60,9,1.5,10.0,1.28
Jerry Jeudy,61103,WR,DEN,1,11.0,0,88.9,,0,0,0,0.0,0,4,10,0,76.5,70.1,75.8,,74.5,0.0,0,1,18,0.0,0,46,0,8,95.7,44,19.6,9,100.5,9,3,80.4,37,73,29,3.6,9.1,1.66
Julio Jones,6158,WR,TB,1,10.6,0,62.5,33.3,1,3,0,0.0,0,2,30,0,73.4,68.0,61.2,,59.3,0.0,0,0,15,0.0,0,40,0,5,97.5,39,30.0,12,74.0,8,0,70.0,28,38,18,3.6,7.6,0.97
Austin Ekeler,12164,HB,LAC,1,-3.3,1,100.0,,0,0,0,0.0,0,2,27,0,76.5,77.0,62.0,28.5,80.4,0.0,0,0,21,22.6,7,31,0,8,74.2,23,6.5,2,97.4,8,0,0.0,0,59,85,10.6,7.4,2.57
Tyler Lockett,9502,WR,SEA,1,13.8,1,62.5,50.0,1,2,0,0.0,0,4,29,0,73.4,69.7,76.1,,74.6,0.0,0,1,23,0.0,0,42,0,5,97.6,41,40.5,17,85.4,8,1,59.5,25,60,2,0.4,12.0,1.46
Nick Westbrook-Ikhine,47861,WR,TEN,1,13.8,0,37.5,25.0,1,4,0,25.0,1,3,31,0,41.6,67.0,56.3,,57.3,0.0,0,1,13,0.0,0,48,0,3,91.7,44,70.8,34,45.8,8,1,29.2,14,23,4,1.3,7.7,0.52
T.J. Hockenson,40912,TE,MIN,1,8.3,1,75.0,0.0,0,1,0,14.3,1,3,18,1,49.2,68.8,58.4,21.0,60.0,50.0,23,0,21,8.7,4,46,0,6,87.0,40,23.9,11,104.7,8,0,26.1,12,77,26,4.3,12.8,1.93
DeVonta Smith,61100,WR,PHI,1,11.3,1,62.5,66.7,2,3,0,16.7,1,3,24,0,45.8,68.0,62.6,,62.1,0.0,0,0,41,0.0,0,37,0,5,94.6,35,56.8,21,127.1,8,1,43.2,16,64,33,6.6,12.8,1.83
Marquise Brown,61568,WR,ARZ,1,10.6,1,50.0,,0,0,0,20.0,1,2,1,0,45.8,68.0,59.3,,57.2,0.0,0,0,16,0.0,0,55,1,4,89.1,49,61.8,34,60.9,8,0,36.4,20,33,12,3.0,8.3,0.67
Diontae Johnson,33441,WR,PIT,1,17.1,1,75.0,100.0,1,1,1,0.0,0,4,25,0,74.6,68.8,80.1,,78.7,0.0,0,1,37,0.0,0,35,1,6,94.3,33,28.6,10,67.7,8,0,71.4,25,82,16,2.7,13.7,2.48
Richie James Jr.,28991,WR,NYG,1,6.4,0,87.5,,0,0,0,0.0,0,2,21,0,75.6,69.5,61.6,,62.0,0.0,0,0,19,0.0,0,42,0,7,97.6,41,71.4,30,138.5,8,1,28.6,12,62,16,2.3,8.9,1.51
Bennett Skowronek,27948,WR,LA,1,9.9,0,87.5,100.0,2,2,0,0.0,0,5,26,0,75.6,69.5,75.3,81.8,73.3,0.0,0,0,32,13.6,6,44,0,7,84.1,37,29.5,13,113.0,8,0,70.5,31,89,19,2.7,12.7,2.41
Jerick McKinnon,8731,HB,KC,1,2.1,0,75.0,,0,0,0,0.0,0,4,16,0,74.6,73.6,66.9,22.2,90.3,3.6,1,0,56,14.3,4,28,0,6,85.7,24,3.6,1,156.3,8,2,3.6,1,113,122,20.3,18.8,4.71
David Njoku,11784,TE,CLV,1,3.5,1,87.5,,0,0,0,0.0,0,4,8,0,75.6,69.5,67.7,60.1,68.0,50.0,25,0,14,8.0,4,50,0,7,88.0,44,48.0,24,137.0,8,1,2.0,1,59,36,5.1,8.4,1.34
Adam Thielen,8288,WR,MIN,1,10.3,1,87.5,,0,0,0,0.0,0,4,18,0,76.5,70.1,69.6,48.8,71.1,0.0,0,0,23,2.2,1,45,0,7,91.1,41,28.9,13,140.1,8,1,71.1,32,65,27,3.9,9.3,1.59
Mike Evans,8642,WR,TB,1,11.1,1,50.0,,0,0,0,0.0,0,3,30,0,73.4,68.0,70.4,,69.4,0.0,0,2,20,0.0,0,51,1,4,96.1,49,9.8,5,27.1,8,0,90.2,46,44,4,1.0,11.0,0.9
Dawson Knox,35883,TE,BUF,1,8.9,0,57.1,0.0,0,2,0,20.0,1,1,4,0,41.6,67.0,59.6,,56.2,24.2,8,0,24,0.0,0,33,0,4,93.9,31,63.6,21,113.7,7,1,6.1,2,41,21,5.3,10.3,1.32
Garrett Wilson,97405,WR,NYJ,1,11.6,2,85.7,100.0,2,2,0,0.0,0,6,22,0,74.6,68.8,72.8,,72.4,0.0,0,0,16,0.0,0,51,0,6,100.0,51,37.3,19,113.1,7,0,62.7,32,78,21,3.5,13.0,1.53
Robert Woods,7822,WR,TEN,1,8.3,0,71.4,50.0,1,2,0,0.0,0,2,31,0,73.4,68.0,64.2,,66.6,0.0,0,0,18,0.0,0,44,1,5,90.9,40,15.9,7,90.8,7,0,84.1,37,49,7,1.4,9.8,1.23
D.J. Chark Jr.,47702,WR,DET,1,10.9,0,85.7,,0,0,0,0.0,0,5,11,0,74.6,68.8,76.7,,76.7,0.0,0,0,48,0.0,0,37,0,6,100.0,37,32.4,12,158.3,7,1,67.6,25,94,30,5.0,15.7,2.54
Greg Dulcich,84068,TE,DEN,1,13.6,1,42.9,50.0,1,2,0,25.0,1,0,10,0,36.2,65.8,50.4,71.1,50.2,27.9,12,0,23,4.7,2,43,0,3,90.7,39,58.1,25,62.8,7,0,14.0,6,42,18,6.0,14.0,1.08
Christian Kirk,47546,WR,JAX,1,6.4,0,71.4,0.0,0,1,0,0.0,0,1,15,0,73.4,68.0,57.1,,59.1,0.0,0,0,23,0.0,0,46,0,5,93.5,43,67.4,31,88.4,7,0,32.6,15,45,32,6.4,9.0,1.05
Davante Adams,8688,WR,LV,1,19.4,0,42.9,66.7,2,3,0,0.0,0,2,23,0,70.5,65.8,78.6,,79.0,0.0,0,1,35,0.0,0,25,0,3,96.0,24,40.0,10,40.5,7,0,60.0,15,71,2,0.7,23.7,2.96
Leonard Fournette,11759,HB,TB,1,0.6,1,85.7,100.0,1,1,0,14.3,1,2,30,0,49.2,72.0,60.3,59.4,54.9,0.0,0,0,9,12.5,4,32,0,6,87.5,28,0.0,0,86.3,7,0,3.1,1,33,31,5.2,5.5,1.18
James Conner,11860,HB,ARZ,1,-0.6,2,85.7,,0,0,0,0.0,0,0,1,0,74.6,76.6,69.2,75.9,60.8,0.0,0,0,9,20.0,11,55,0,6,74.5,41,1.8,1,84.5,7,0,5.5,3,30,32,5.3,5.0,0.73
Tyler Conklin,47124,TE,NYJ,1,4.6,0,71.4,,0,0,0,0.0,0,0,22,0,73.4,68.0,42.2,0.0,50.8,61.0,25,0,7,12.2,5,41,0,5,87.8,36,26.8,11,78.3,7,0,12.2,5,28,14,2.8,5.6,0.78
Amon-Ra St. Brown,84470,WR,DET,1,8.1,0,85.7,50.0,1,2,0,0.0,0,3,11,0,74.6,69.8,72.1,,69.6,2.7,1,0,25,0.0,0,37,0,6,100.0,37,67.6,25,107.1,7,0,29.7,11,68,16,2.7,11.3,1.84
Josh Reynolds,11872,WR,DET,1,14.0,1,83.3,,0,0,0,0.0,0,4,11,0,73.4,68.0,66.8,,67.9,0.0,0,0,18,0.0,0,28,0,5,100.0,28,32.1,9,141.7,6,1,67.9,19,51,10,2.0,10.2,1.82
Trey McBride,75916,TE,ARZ,1,8.2,0,50.0,50.0,1,2,0,0.0,0,1,1,0,70.5,65.8,63.9,79.7,61.2,59.0,23,0,15,12.8,5,39,0,3,79.5,31,15.4,6,63.2,6,0,2.6,1,28,8,2.7,9.3,0.9
Pat Freiermuth,84085,TE,PIT,1,8.8,0,50.0,50.0,1,2,0,0.0,0,3,25,0,70.5,65.8,77.5,70.8,75.4,39.1,9,2,14,8.7,2,23,0,3,87.0,20,47.8,11,66.7,6,1,13.0,3,33,9,3.0,11.0,1.65
Kendall Hinton,34045,WR,DEN,1,3.8,0,83.3,,0,0,0,16.7,1,3,10,0,45.8,68.0,59.5,,59.3,0.0,0,0,14,0.0,0,49,0,5,93.9,46,69.4,34,93.1,6,0,30.6,15,38,18,3.6,7.6,0.83
Isaiah Hodgins,52130,WR,NYG,1,13.8,0,66.7,50.0,1,2,0,0.0,0,3,21,0,73.4,68.0,70.9,,69.7,0.0,0,0,15,0.0,0,40,0,4,95.0,38,15.0,6,123.6,6,1,85.0,34,38,11,2.8,9.5,1.0
Josh Palmer,62979,WR,LAC,1,15.3,0,66.7,0.0,0,1,0,0.0,0,2,27,0,72.1,68.7,61.5,,59.5,0.0,0,0,18,0.0,0,47,0,4,95.7,45,29.8,14,94.4,6,0,70.2,33,53,0,0.0,13.3,1.18
