player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Justin Jefferson,61398,WR,MIN,1,6.8,2,92.3,100.0,1,1,0,0.0,0,9,18,0,80.0,72.7,86.4,,86.2,0.0,0,0,31,0.0,0,48,0,12,89.6,43,27.1,13,116.0,13,0,70.8,34,154,63,5.3,12.8,3.58
Mike Williams,11762,WR,LAC,1,9.0,0,76.9,40.0,2,5,0,0.0,0,6,27,0,78.0,71.1,86.4,,84.6,0.0,0,0,38,0.0,0,35,0,10,94.3,33,17.1,6,109.1,13,0,82.9,29,134,50,5.0,13.4,4.06
Diontae Johnson,33441,WR,PIT,1,13.6,1,41.7,0.0,0,2,0,16.7,1,2,25,0,45.8,68.0,56.2,,55.9,0.0,0,1,23,0.0,0,55,0,5,94.5,52,5.5,3,22.9,12,0,94.5,52,60,12,2.4,12.0,1.15
Stefon Diggs,9579,WR,BUF,1,11.0,2,72.7,0.0,0,1,0,0.0,0,5,4,0,76.5,70.1,80.7,,81.3,0.0,0,0,41,0.0,0,33,1,8,97.0,32,30.3,10,131.6,11,1,69.7,23,102,67,8.4,12.8,3.19
Amari Cooper,9437,WR,CLV,1,11.9,0,63.6,50.0,1,2,0,0.0,0,6,8,0,75.6,69.5,77.6,,76.9,0.0,0,1,20,0.0,0,36,0,7,94.4,34,22.2,8,76.3,11,1,77.8,28,76,6,0.9,10.9,2.24
Marvin Jones Jr.,7158,WR,JAX,1,15.6,0,63.6,,0,0,0,0.0,0,5,15,0,75.6,69.5,74.6,,73.7,0.0,0,1,37,0.0,0,44,0,7,97.7,43,4.5,2,56.6,11,0,95.5,42,104,30,4.3,14.9,2.42
Christian McCaffrey,11763,HB,CAR,1,-0.1,2,63.6,0.0,0,1,0,12.5,1,2,5,0,52.1,76.8,57.1,15.8,54.0,0.0,0,1,12,4.7,2,43,0,7,90.7,39,11.6,5,36.2,11,0,0.0,0,50,52,7.4,7.1,1.28
Randall Cobb,6216,WR,GB,1,10.5,1,63.6,0.0,0,2,0,0.0,0,4,12,0,75.6,69.5,83.7,36.3,82.2,0.0,0,0,35,3.2,1,31,0,7,93.5,29,83.9,26,92.6,11,0,16.1,5,99,61,8.7,14.1,3.41
DeVonta Smith,61100,WR,PHI,1,2.9,2,90.9,,0,0,0,9.1,1,5,24,0,58.5,71.1,69.9,,69.0,0.0,0,0,22,0.0,0,41,0,10,97.6,40,24.4,10,99.6,11,0,75.6,31,87,66,6.6,8.7,2.18
Evan Engram,11778,TE,JAX,1,12.8,0,60.0,,0,0,0,14.3,1,2,15,0,49.2,68.8,65.0,72.6,61.9,27.3,12,0,28,4.5,2,44,0,6,93.2,41,56.8,25,80.8,10,0,15.9,7,69,17,2.8,11.5,1.68
Leonard Fournette,11759,HB,TB,1,-0.9,6,100.0,,0,0,0,0.0,0,5,30,0,78.0,77.3,71.5,3.1,91.2,0.0,0,0,21,0.0,0,31,0,10,93.5,29,3.2,1,134.6,10,1,0.0,0,83,92,9.2,8.3,2.86
Courtland Sutton,48164,WR,DEN,1,15.6,0,50.0,50.0,1,2,0,16.7,1,2,10,0,45.8,68.0,55.8,,55.7,0.0,0,0,51,0.0,0,44,0,5,97.7,43,9.1,4,74.6,10,0,90.9,40,74,12,2.4,14.8,1.72
Tyler Higbee,10744,TE,LA,1,3.6,1,70.0,0.0,0,1,0,12.5,1,3,26,0,52.1,69.5,59.7,50.9,62.4,48.9,23,0,10,19.1,9,47,0,7,78.7,37,27.7,13,79.6,10,0,23.4,11,46,18,2.6,6.6,1.24
Zach Ertz,7816,TE,ARZ,1,8.3,0,60.0,50.0,1,2,0,0.0,0,4,1,0,74.6,68.8,67.8,,69.5,19.5,8,0,11,0.0,0,41,0,6,100.0,41,65.9,27,72.1,10,0,9.8,4,48,18,3.0,8.0,1.17
Marquise Brown,61568,WR,ARZ,1,9.1,2,80.0,0.0,0,1,0,11.1,1,5,1,0,54.5,70.1,73.3,,77.1,0.0,0,1,25,0.0,0,44,0,8,100.0,44,18.2,8,92.9,10,1,81.8,36,78,38,4.8,9.8,1.77
