player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Austin Ekeler,12164,HB,LAC,1,15,0,27,,0,,,0,0,,0,0,0,,56.7,0,0,50.0,2,4,0,25.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.1,1,75.0,,0,0,10.0,1,2,0,58.5,71.2,0,12,15.2,5,33,9,81.8,27,81.6,12,44.4,0,49,63,7.0,5.4,1.81
Zay Jones,11792,WR,JAX,1,14,0,15,2.5,0,100.0,,0,0,0.0,0,2,0,70.5,82.5,0,8,0.0,0,9,2,77.8,7,95.8,2,28.6,0,14,9,4.5,7.0,2.0,0,7.9,2,66.7,,0,0,0.0,0,3,0,74.6,74.3,0,27,0.0,0,24,6,100.0,24,90.5,9,37.5,0,71,21,3.5,11.8,2.96
Stefon Diggs,9579,WR,BUF,1,14,0,4,14.2,1,20.0,100.0,1,1,75.0,3,1,0,25.2,45.7,0,36,0.0,0,13,1,92.3,12,57.1,5,41.7,0,36,3,3.0,36.0,3.0,0,5.7,1,85.7,,0,0,0.0,0,4,0,74.6,66.0,0,12,0.0,0,26,6,92.3,24,88.1,7,29.2,0,36,16,2.7,6.0,1.5
D.K. Metcalf,47864,WR,SEA,1,14,0,29,10.5,0,75.0,,0,0,0.0,0,2,0,70.5,77.2,0,24,0.0,0,6,3,83.3,5,104.2,4,80.0,0,38,8,2.7,12.7,7.6,0,3.1,0,100.0,100.0,1,1,0.0,0,2,0,75.6,60.2,0,13,0.0,0,30,7,96.7,29,92.9,7,24.1,0,44,22,3.1,6.3,1.52
Chris Godwin,11839,WR,TB,1,13,0,30,9.5,0,100.0,100.0,2,2,0.0,0,2,0,68.3,74.8,0,14,0.0,0,9,2,88.9,8,156.3,2,25.0,1,24,5,2.5,12.0,3.0,0,4.7,0,88.9,,0,0,0.0,0,2,0,76.5,60.9,0,22,0.0,0,27,8,92.6,25,92.6,9,36.0,0,56,39,4.9,7.0,2.24
Michael Pittman Jr.,29049,WR,IND,1,11,0,14,4.3,0,25.0,0.0,0,1,50.0,1,0,0,28.9,37.3,1,3,0.0,0,13,1,100.0,13,0.0,4,30.8,0,3,0,0.0,3.0,0.23,0,5.4,1,80.0,100.0,2,2,0.0,0,2,0,72.1,68.9,0,10,0.0,0,17,4,94.1,16,86.7,5,31.3,0,24,8,2.0,6.0,1.5
Justin Jefferson,61398,WR,MIN,1,11,0,18,12.3,0,66.7,50.0,1,2,0.0,0,1,0,70.5,78.6,0,37,0.0,0,13,2,92.3,12,109.7,3,25.0,0,40,7,3.5,20.0,3.33,0,9.4,0,85.7,50.0,1,2,0.0,0,3,0,74.6,80.3,0,36,0.0,0,24,6,91.7,22,118.8,7,31.8,0,93,32,5.3,15.5,4.23
Amari Cooper,9437,WR,CLV,1,11,0,8,24.0,0,100.0,,0,0,0.0,0,1,0,64.7,81.8,0,45,0.0,0,5,1,100.0,5,118.8,1,20.0,0,45,21,21.0,45.0,9.0,0,12.1,3,60.0,100.0,2,2,14.3,1,3,0,49.2,64.1,0,17,0.0,0,30,6,100.0,30,72.5,10,33.3,0,49,15,2.5,8.2,1.63
Adam Thielen,8288,WR,MIN,1,10,0,18,9.5,0,100.0,,0,0,0.0,0,1,0,68.3,71.2,0,15,0.0,0,12,2,91.7,11,129.2,2,18.2,1,11,1,0.5,5.5,1.0,0,3.9,0,85.7,0.0,0,1,0.0,0,3,0,74.6,71.8,0,16,0.0,0,23,6,95.7,22,92.3,7,31.8,0,43,20,3.3,7.2,1.95
CeeDee Lamb,61570,WR,DAL,1,10,0,9,17.2,0,66.7,66.7,2,3,0.0,0,4,0,74.6,94.2,0,23,0.0,0,18,4,77.8,14,108.3,6,42.9,0,73,15,3.8,18.3,5.21,0,14.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,71.3,0,25,0.0,0,13,2,92.3,12,118.8,2,16.7,0,33,4,2.0,16.5,2.75
