player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,ARZ,1,14,0,1,9.6,0,60.0,50.0,1,2,25.0,1,1,0,36.2,56.3,0,17,0.0,0,11,3,81.8,9,75.4,5,55.6,0,28,10,3.3,9.3,3.11,0,9.0,0,77.8,100.0,1,1,0.0,0,3,1,75.6,70.6,0,18,0.0,0,18,7,94.4,17,101.4,9,52.9,0,75,7,1.0,10.7,4.41
Tyreek Hill,10799,WR,MIA,1,13,0,17,23.3,0,66.7,50.0,1,2,0.0,0,1,0,68.3,81.8,0,21,0.0,0,9,2,100.0,9,99.3,3,33.3,0,30,2,1.0,15.0,3.33,0,10.2,0,50.0,0.0,0,1,0.0,0,2,0,73.4,64.4,0,17,0.0,0,23,5,100.0,23,61.2,10,43.5,0,42,12,2.4,8.4,1.83
Mike Evans,8642,WR,TB,1,13,0,30,5.0,0,100.0,100.0,1,1,0.0,0,0,0,64.7,56.4,0,5,0.0,0,6,1,83.3,5,87.5,1,20.0,0,5,0,0.0,5.0,1.0,0,15.1,0,70.0,100.0,2,2,12.5,1,4,0,52.1,74.0,0,20,0.0,0,33,7,100.0,33,94.2,10,30.3,0,81,3,0.4,11.6,2.45
Chris Godwin,11839,WR,TB,1,12,0,30,8.5,0,50.0,,0,0,0.0,0,0,0,68.3,67.5,0,2,0.0,0,7,1,85.7,6,56.3,2,33.3,0,2,1,1.0,2.0,0.33,0,5.6,0,66.7,100.0,1,1,14.3,1,2,0,49.2,57.7,0,10,0.0,0,33,6,100.0,33,76.6,9,27.3,0,41,34,5.7,6.8,1.24
Chris Olave,84355,WR,NO,1,12,0,20,17.0,1,50.0,,0,0,0.0,0,2,0,68.3,78.3,0,41,0.0,0,14,2,100.0,14,95.8,4,28.6,0,56,26,13.0,28.0,4.0,0,13.0,0,66.7,0.0,0,1,0.0,0,2,0,72.1,65.4,1,15,0.0,0,25,4,96.0,24,49.3,6,25.0,0,45,7,1.8,11.3,1.88
Austin Ekeler,12164,HB,LAC,1,12,0,27,,0,,,0,0,,0,0,0,,57.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-2.0,0,100.0,,0,0,0.0,0,1,0,68.3,60.5,0,10,10.5,2,19,2,89.5,17,100.0,2,11.8,0,16,20,10.0,8.0,0.94
Jerry Jeudy,61103,WR,DEN,1,11,0,10,7.8,1,100.0,100.0,1,1,0.0,0,2,0,72.1,81.9,0,45,0.0,0,14,4,92.9,13,118.8,4,30.8,0,64,33,8.3,16.0,4.92,0,15.0,0,33.3,50.0,1,2,33.3,1,2,0,29.9,59.5,0,17,0.0,0,23,2,95.7,22,49.3,6,27.3,0,28,-1,-0.5,14.0,1.27
Parris Campbell,47940,WR,IND,1,11,0,14,8.3,0,66.7,,0,0,0.0,0,2,0,68.3,67.7,1,11,0.0,0,18,2,100.0,18,78.5,3,16.7,1,15,1,0.5,7.5,0.83,0,2.6,1,100.0,,0,0,0.0,0,2,0,75.6,70.0,0,11,0.0,0,28,7,100.0,28,94.0,7,25.0,0,46,28,4.0,6.6,1.64
DJ Moore,48267,WR,CAR,1,10,0,5,4.3,0,100.0,100.0,1,1,0.0,0,2,0,70.5,69.2,0,10,0.0,0,6,3,100.0,6,94.4,3,50.0,0,20,7,2.3,6.7,3.33,0,12.3,0,57.1,,0,0,0.0,0,2,0,72.1,84.1,0,21,0.0,0,14,4,100.0,14,118.5,7,50.0,1,49,7,1.8,12.3,3.5
Ja'Marr Chase,84270,WR,CIN,1,10,0,7,15.4,0,100.0,100.0,1,1,0.0,0,5,0,73.4,94.3,0,41,0.0,0,12,5,91.7,11,158.3,5,45.5,2,107,30,6.0,21.4,9.73,0,6.8,0,60.0,0.0,0,1,0.0,0,1,0,70.5,57.0,0,13,0.0,0,32,3,96.9,31,71.3,5,16.1,0,23,6,2.0,7.7,0.74
