player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,1,17,0,26,7.4,0,60.0,75.0,3,4,0.0,0,2,0,70.5,61.2,1,10,0.0,0,17,3,100.0,17,31.7,5,29.4,0,23,0,0.0,7.7,1.35,0,3.0,2,100.0,,0,0,0.0,0,6,0,77.3,81.6,0,14,0.0,0,32,9,100.0,32,105.1,9,28.1,0,83,56,6.2,9.2,2.59
Tyler Higbee,10744,TE,LA,1,14,0,26,3.3,1,25.0,,0,0,0.0,0,1,0,64.7,60.6,0,7,6.3,1,16,1,93.8,15,39.6,4,26.7,0,7,10,10.0,7.0,0.47,0,4.0,0,87.5,,0,0,0.0,0,1,0,75.6,62.9,0,10,7.1,2,28,7,92.9,26,91.1,8,30.8,0,47,21,3.0,6.7,1.81
Tyreek Hill,10799,WR,MIA,1,14,0,17,40.0,0,0.0,0.0,0,1,,0,0,0,,54.8,1,0,0.0,0,7,0,85.7,6,0.0,1,16.7,0,0,0,,,0.0,0,12.7,0,81.8,100.0,1,1,0.0,0,5,0,77.3,86.4,0,64,0.0,0,24,9,100.0,24,118.8,11,45.8,0,149,56,6.2,16.6,6.21
Justin Jefferson,61398,WR,MIN,1,13,0,18,14.5,0,100.0,,0,0,0.0,0,1,0,70.5,70.7,0,39,0.0,0,14,2,85.7,12,118.8,2,16.7,0,41,12,6.0,20.5,3.42,0,10.0,0,80.0,0.0,0,1,11.1,1,4,0,54.5,76.0,0,41,0.0,0,26,8,92.3,24,110.8,10,41.7,0,106,38,4.8,13.3,4.42
Davante Adams,8688,WR,LV,1,13,0,23,5.3,0,66.7,50.0,1,2,0.0,0,0,0,68.3,67.3,0,7,0.0,0,8,2,100.0,8,71.5,3,37.5,0,10,-2,-1.0,5.0,1.25,0,9.2,1,77.8,66.7,2,3,0.0,0,4,0,75.6,90.7,0,20,0.0,0,21,7,95.2,20,108.8,9,45.0,0,91,37,5.3,13.0,4.55
T.J. Hockenson,40912,TE,DET,1,11,0,11,13.2,0,83.3,50.0,1,2,0.0,0,5,0,73.4,90.9,0,32,0.0,0,18,5,94.4,17,158.3,6,35.3,2,84,32,6.4,16.8,4.94,0,17.0,0,0.0,,0,0,,0,0,0,,50.7,1,0,9.1,1,11,0,81.8,9,0.0,1,11.1,0,0,0,,,0.0
Mike Williams,11762,WR,LAC,1,10,0,27,10.7,0,85.7,100.0,1,1,0.0,0,4,0,74.6,81.0,0,50,0.0,0,16,6,100.0,16,118.8,7,43.8,0,109,61,10.2,18.2,6.81,0,13.0,0,0.0,,0,0,,0,0,0,,52.3,0,0,0.0,0,16,0,100.0,16,39.6,1,6.3,0,0,0,,,0.0
Chris Godwin,11839,WR,TB,1,10,0,30,19.0,0,0.0,,0,0,,0,0,0,,51.3,0,0,0.0,0,14,0,100.0,14,39.6,1,7.1,0,0,0,,,0.0,0,4.1,0,75.0,66.7,2,3,0.0,0,2,0,74.6,70.1,0,12,0.0,0,27,6,92.6,25,89.6,8,32.0,0,48,23,3.8,8.0,1.92
Mike Evans,8642,WR,TB,1,10,0,30,8.8,1,100.0,100.0,2,2,0.0,0,3,0,72.1,90.4,0,16,0.0,0,16,4,100.0,16,146.9,4,25.0,1,39,13,3.3,9.8,2.44,0,20.4,0,80.0,50.0,1,2,0.0,0,3,0,72.1,77.8,0,30,0.0,0,26,4,92.3,24,158.3,5,20.8,1,64,4,1.0,16.0,2.67
D.K. Metcalf,47864,WR,SEA,1,10,0,29,9.8,0,75.0,0.0,0,1,0.0,0,2,0,70.5,75.1,0,54,0.0,0,15,3,93.3,14,116.7,4,28.6,0,68,38,12.7,22.7,4.86,0,14.0,0,66.7,100.0,1,1,33.3,1,2,0,30.0,74.3,0,26,0.0,0,8,2,100.0,8,109.7,3,37.5,0,47,7,3.5,23.5,5.88
Travis Kelce,7844,TE,KC,1,10,0,16,4.0,0,100.0,,0,0,0.0,0,1,0,64.7,66.7,0,5,0.0,0,8,1,87.5,7,87.5,1,14.3,0,5,1,1.0,5.0,0.71,0,6.4,0,87.5,0.0,0,1,0.0,0,6,0,75.6,91.7,0,22,0.0,0,22,7,100.0,22,148.4,8,36.4,1,81,35,5.0,11.6,3.68
Christian McCaffrey,11763,HB,CAR,1,9,0,5,-1.0,0,100.0,,0,0,0.0,0,0,0,64.7,61.0,0,3,25.0,1,4,1,75.0,3,79.2,1,33.3,0,3,4,4.0,3.0,1.0,0,1.7,4,100.0,100.0,1,1,0.0,0,2,0,74.6,88.5,0,34,4.0,1,25,6,96.0,24,152.8,6,25.0,1,67,57,9.5,11.2,2.79
Adam Thielen,8288,WR,MIN,1,9,0,18,11.5,0,100.0,,0,0,0.0,0,2,0,68.3,69.2,0,15,0.0,0,14,2,85.7,12,118.8,2,16.7,0,25,2,1.0,12.5,2.08,0,7.3,0,83.3,0.0,0,1,0.0,0,3,0,73.4,66.9,0,16,0.0,0,27,5,92.6,25,98.6,6,24.0,0,46,10,2.0,9.2,1.84
