player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Antonio Gibson,78050,HB,WAS,1,29,7,1,15.3,17,0,111,0,1,7,91,69.7,2,8,32,0,5,80.4,73.1,78.0,,54.8,74.1,70.2,60.0,17,0,35,7,18,35,0,0,7,36,0,111,91,3.14,3.8,1.94,24
Joe Mixon,11803,HB,CIN,1,28,3,2,34.5,57,0,165,0,0,3,134,44.9,2,11,7,0,11,79.5,74.0,75.9,,76.5,59.9,73.9,,32,0,-2,4,18,28,0,0,4,32,2,165,134,4.79,5.9,-0.11,15
Elijah Mitchell,57272,HB,SF,1,27,3,1,11.3,15,0,133,0,0,3,82,28.5,4,7,28,0,6,79.6,70.5,76.9,,,68.9,68.3,59.9,15,0,35,5,15,33,0,0,6,32,1,133,82,3.04,4.9,2.33,21
Josh Jacobs,45953,HB,LV,1,22,3,1,24.1,21,0,87,1,1,3,49,37.1,2,4,23,0,5,78.9,59.9,76.5,,78.7,41.8,62.9,59.6,21,0,25,2,22,31,0,0,4,24,1,87,49,2.23,4.0,1.14,17
A.J. Dillon,57165,HB,GB,1,20,5,0,0.0,0,0,69,0,1,5,61,73.2,0,4,12,0,8,77.9,77.4,77.9,,74.6,75.3,75.0,60.0,8,0,21,5,18,22,0,0,5,25,0,69,61,3.05,3.5,1.17,12
D'Onta Foreman,11844,HB,TEN,1,19,2,1,27.5,30,0,109,0,0,2,60,31.6,3,3,31,1,9,25.4,46.5,73.0,,68.8,56.3,47.8,60.0,30,0,3,1,9,21,0,0,1,20,0,109,60,3.16,5.7,0.33,10
David Montgomery,45719,HB,CHI,1,17,4,0,0.0,0,0,46,0,0,4,35,41.2,1,3,6,0,3,76.7,61.4,78.9,,68.1,62.6,60.1,60.0,12,0,28,3,32,20,0,0,3,20,0,46,35,2.06,2.7,0.88,13
Melvin Gordon III,9448,HB,DEN,1,17,3,1,19.3,16,0,83,0,0,3,65,63.7,2,4,10,0,4,76.7,73.5,74.8,,73.0,58.3,72.3,,16,0,5,1,7,18,0,0,1,18,0,83,65,3.82,4.9,0.71,13
James Robinson,22425,HB,JAX,1,17,3,0,0.0,0,0,86,0,1,3,53,62.4,1,4,15,1,8,25.7,56.8,76.4,,71.7,67.0,54.1,60.0,12,0,29,3,16,19,0,0,4,20,0,86,53,3.12,5.1,1.81,9
Leonard Fournette,11759,HB,TB,1,17,5,1,28.0,28,0,100,1,1,5,69,101.5,3,8,30,0,16,77.4,71.8,76.2,,75.6,55.6,76.7,60.0,28,0,31,7,29,21,0,0,8,24,3,100,69,4.06,5.9,1.07,0
Lamar Jackson,46416,QB,BLT,1,13,0,0,0.0,0,0,39,0,0,0,15,0.0,2,5,3,0,9,81.4,41.7,79.8,35.3,,,61.6,60.0,13,0,0,0,0,40,29,4,0,13,0,68,19,1.12,4.0,,0
Tony Jones Jr.,40498,HB,NO,1,16,1,0,0.0,0,0,27,0,0,1,32,12.5,1,3,20,0,7,76.2,54.8,71.4,,76.2,57.6,55.2,,11,0,0,0,3,17,0,0,0,16,0,27,32,2.0,1.7,0.0,9
Tevin Coleman,9506,HB,NYJ,1,16,3,1,28.4,19,0,67,0,0,3,47,49.0,1,4,22,0,8,76.6,76.4,76.8,,35.9,61.0,76.9,55.4,19,0,3,2,7,21,0,0,3,18,0,67,47,2.94,4.2,0.43,8
Myles Gaskin,45914,HB,MIA,1,16,3,0,0.0,0,0,49,0,0,3,42,43.8,0,3,17,0,8,76.2,71.0,75.2,,78.5,73.0,67.2,,8,0,3,2,16,16,0,0,2,18,2,49,42,2.63,3.1,0.19,6
Jonathan Taylor,57488,HB,IND,1,16,2,2,36.1,30,0,83,0,2,2,60,75.0,4,6,14,0,5,76.6,73.0,78.4,,80.4,65.3,73.0,60.0,15,0,14,4,24,17,0,0,5,20,1,83,60,3.75,5.2,0.58,11
Devonta Freeman,8738,HB,BLT,1,16,2,0,0.0,0,0,52,0,0,2,21,15.4,0,4,3,0,8,76.4,60.4,76.3,,75.3,55.9,60.9,59.5,8,0,8,1,15,22,0,0,1,17,0,52,21,1.31,3.3,0.53,7
Darrell Henderson,41193,HB,LA,1,16,1,0,0.0,0,0,55,0,0,1,34,10.6,0,4,26,0,2,76.6,56.8,78.9,,,54.7,59.0,60.0,7,0,18,4,32,17,0,0,4,20,0,55,34,2.13,3.4,0.56,14
Cordarrelle Patterson,7810,HB,ATL,1,16,2,2,42.6,46,0,108,0,1,2,65,67.7,4,5,2,0,4,76.2,82.8,75.3,,,75.0,78.0,,27,0,27,2,13,16,0,0,3,18,2,108,65,4.06,6.8,2.08,12
Jamaal Williams,11889,HB,DET,1,15,2,1,29.2,19,0,65,0,0,2,35,23.3,1,3,11,0,6,76.5,55.7,0.0,,69.2,76.8,53.8,,19,1,18,5,14,15,0,0,5,20,0,65,35,2.33,4.3,1.29,8
Devin Singletary,40485,HB,BUF,1,15,9,1,34.1,15,0,44,0,0,9,52,195.0,2,4,4,0,7,75.7,65.5,77.5,,79.3,53.9,67.4,60.0,15,0,4,1,22,17,0,0,2,16,0,44,52,3.47,2.9,0.18,7
Boston Scott,39462,HB,PHI,1,15,1,0,0.0,0,0,64,0,0,1,32,12.5,1,4,24,1,6,24.2,67.0,76.3,,52.1,60.4,67.4,59.4,12,0,8,2,12,19,0,0,3,17,1,64,32,2.13,4.3,0.67,9
Javonte Williams,77803,HB,DEN,1,14,4,0,0.0,0,0,54,0,1,4,40,84.0,2,5,10,0,7,75.8,68.0,77.4,,81.4,77.3,62.5,60.0,12,0,57,3,15,15,0,0,4,17,1,54,40,2.86,3.9,3.8,7
Saquon Barkley,45791,HB,NYG,1,13,0,1,80.0,32,0,40,0,0,0,47,0.0,1,1,21,0,3,75.6,56.7,78.9,,82.6,56.6,56.2,56.5,32,0,13,4,24,21,0,0,5,17,0,40,47,3.62,3.1,0.54,8
Rex Burkhead,7971,HB,HST,1,12,0,0,0.0,0,0,27,0,0,0,24,0.0,1,1,13,0,10,75.0,63.5,74.9,,27.8,90.7,54.2,60.0,10,0,27,3,17,13,0,0,3,15,0,27,24,2.0,2.3,1.59,2
Dontrell Hilliard,45691,HB,TEN,1,12,5,2,64.9,85,0,131,0,0,5,87,278.8,3,4,31,1,3,23.9,71.1,78.1,,53.7,52.5,74.5,60.0,68,0,2,1,15,14,0,0,2,13,1,131,87,7.25,10.9,0.13,6
Phillip Lindsay,12660,HB,MIA,1,12,2,0,0.0,0,0,42,0,0,2,41,56.9,0,1,17,0,6,74.3,62.8,70.3,,19.1,,64.8,60.0,9,0,0,0,0,13,0,0,0,12,0,42,41,3.42,3.5,,6
Austin Ekeler,12164,HB,LAC,1,12,2,0,0.0,0,0,31,2,0,2,26,24.1,0,1,27,0,7,75.9,58.7,76.8,,72.8,52.7,61.5,,6,0,68,6,31,12,0,0,8,18,0,31,26,2.17,2.6,2.19,5
Damien Harris,35134,HB,NE,1,11,0,0,0.0,0,0,40,0,0,0,22,0.0,1,2,19,0,9,74.5,65.2,73.2,,73.0,62.8,64.0,60.0,14,0,12,1,7,13,0,0,1,12,1,40,22,2.0,3.6,1.71,2
Aaron Jones,11937,HB,GB,1,10,2,0,0.0,0,1,23,0,0,2,24,48.0,0,0,12,0,2,73.8,54.6,78.8,,52.8,50.4,57.2,,8,1,0,0,21,11,0,0,0,10,0,23,24,2.4,2.3,0.0,8
David Johnson,9519,HB,HST,1,10,1,0,0.0,0,0,39,0,1,1,27,45.0,0,2,13,0,4,73.9,61.9,74.7,,16.9,66.8,62.7,,7,0,16,2,8,10,0,0,3,12,0,39,27,2.7,3.9,2.0,6
Tony Pollard,27126,HB,DAL,1,10,2,0,0.0,0,0,36,0,0,2,27,38.6,1,4,9,0,3,76.5,71.7,75.5,,,62.5,73.8,,12,0,32,4,19,11,0,0,4,14,0,36,27,2.7,3.6,1.68,5
Christian McCaffrey,11763,HB,CAR,1,10,1,1,42.9,15,0,35,0,0,1,25,25.0,1,1,5,0,4,73.3,58.2,75.2,,80.9,56.6,57.6,59.4,15,0,0,0,3,13,0,0,1,10,0,35,25,2.5,3.5,0.0,6
Dalvin Cook,11796,HB,MIN,1,10,2,1,76.9,30,0,39,0,2,2,34,85.0,1,2,18,1,0,74.5,68.0,75.4,,78.1,92.3,49.7,,30,0,64,6,14,10,0,0,7,16,0,39,34,3.4,3.9,4.57,9
Daniel Jones,39395,QB,NYG,1,7,1,0,0.0,0,0,14,0,0,1,12,24.5,1,2,21,0,1,79.9,66.2,78.7,65.4,,,61.8,60.0,14,0,0,0,0,24,16,2,0,7,0,30,13,1.44,3.3,,2
Austin Walter,45038,HB,NYJ,1,9,0,0,0.0,0,0,38,0,0,0,12,0.0,2,3,22,0,4,72.7,60.8,74.9,,,55.2,61.7,60.0,13,0,0,0,5,10,0,0,1,9,1,38,12,1.33,4.2,0.0,5
Rhamondre Stevenson,98689,HB,NE,1,9,3,1,41.3,19,0,46,0,0,3,40,148.1,2,2,19,0,6,72.7,64.6,72.5,,77.7,55.2,64.1,60.0,19,0,0,0,6,11,0,0,1,9,0,46,40,4.44,5.1,0.0,3
Ezekiel Elliott,10638,HB,DAL,1,9,0,0,0.0,0,0,25,0,0,0,18,0.0,0,2,9,0,4,74.5,59.6,78.5,,76.7,61.0,60.5,51.2,8,0,24,6,31,12,0,0,8,15,1,25,18,2.0,2.8,0.77,5
Matt Breida,12271,HB,BUF,1,9,1,0,0.0,0,0,26,0,0,1,15,15.2,0,1,4,0,6,73.4,67.3,73.4,,,68.8,65.7,60.0,9,0,29,2,9,11,0,0,2,11,0,26,15,1.67,2.9,3.22,3
Miles Sanders,40555,HB,PHI,1,9,0,1,42.2,27,0,64,0,0,0,21,0.0,2,2,24,0,4,73.1,69.0,74.3,,,57.5,70.2,59.3,27,0,0,1,9,12,0,0,1,10,0,64,21,2.33,7.1,0.0,5
Jalen Hurts,40291,QB,PHI,1,6,2,1,23.4,18,0,63,0,0,0,27,0.0,5,5,24,0,4,79.9,56.3,79.0,46.2,,,77.9,60.0,18,0,0,0,0,31,14,2,0,6,0,77,35,4.38,9.6,,2
Latavius Murray,7962,HB,BLT,1,8,0,0,0.0,0,0,14,0,0,0,6,0.0,0,2,3,0,3,72.1,56.3,77.2,,40.7,52.3,55.9,73.6,4,0,0,0,17,16,0,0,0,8,0,14,6,0.75,1.8,0.0,5
Najee Harris,57121,HB,PIT,1,8,0,0,0.0,0,0,23,1,2,0,17,38.6,0,0,25,0,2,73.2,50.9,76.2,,77.9,46.2,53.0,,5,0,14,3,24,8,0,0,5,11,0,23,17,2.13,2.9,0.58,5
Nick Chubb,45783,HB,CLV,1,8,0,0,0.0,0,0,16,0,1,0,14,17.5,0,0,8,0,4,73.4,48.9,74.1,,76.4,59.2,45.5,,5,0,23,2,19,9,0,0,4,10,0,16,14,1.75,2.0,1.21,4
Josh Allen,46601,QB,BUF,1,4,5,0,0.0,0,0,18,0,0,2,3,37.5,1,4,4,0,3,79.6,78.0,78.8,74.7,,,69.8,60.0,10,0,0,0,0,25,25,4,0,4,0,43,30,3.75,5.4,,1
Ronald Jones,34001,HB,TB,1,7,2,0,0.0,0,0,37,0,0,2,26,106.1,1,3,30,0,7,71.4,79.3,71.2,,,56.2,78.6,,11,0,0,0,4,7,0,0,0,7,1,37,26,3.71,5.3,0.0,0
Kenyan Drake,10707,HB,LV,1,7,0,0,0.0,0,0,25,0,1,0,13,20.6,0,1,23,0,3,72.3,51.5,71.5,,,71.9,47.6,,4,0,5,2,8,7,0,0,2,9,0,25,13,1.86,3.6,0.63,4
J.D. McKissic,11047,HB,WAS,1,7,0,0,0.0,0,0,30,0,1,0,14,16.7,1,2,32,0,4,73.3,72.8,78.0,,44.7,72.8,70.0,59.8,10,0,26,5,16,12,0,0,5,12,1,30,14,2.0,4.3,1.63,3
Alexander Mattison,45817,HB,MIN,1,7,1,0,0.0,0,0,21,1,0,1,20,31.7,0,1,18,0,3,73.1,52.9,74.4,,76.0,31.5,61.1,,7,0,7,2,13,7,0,0,3,9,1,21,20,2.86,3.0,0.54,4
Alex Collins,10805,HB,SEA,1,7,1,0,0.0,0,0,14,0,0,1,14,25.0,0,0,29,1,1,19.2,40.8,73.3,,57.7,25.6,53.4,,7,0,13,1,8,7,0,0,1,8,0,14,14,2.0,2.0,1.63,6
Kareem Hunt,11841,HB,CLV,1,7,1,0,0.0,0,0,20,0,0,1,21,42.9,0,1,8,0,3,71.4,54.3,74.0,,56.0,52.1,56.0,60.0,9,0,0,0,12,8,0,0,0,7,0,20,21,3.0,2.9,0.0,3
Andy Dalton,6187,QB,CHI,1,3,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,6,0,0,80.3,70.6,79.3,68.0,,,67.6,60.1,9,0,0,0,0,25,17,3,0,3,0,11,2,0.33,1.8,,0
Ty Montgomery,9527,WR,NO,1,6,1,0,0.0,0,0,14,1,0,1,16,24.2,0,0,20,0,3,72.8,56.3,74.8,,10.0,54.8,61.4,60.0,8,0,31,5,19,8,0,0,6,11,0,14,16,2.67,2.3,1.63,2
Deebo Samuel,48274,WR,SF,1,6,4,2,104.5,69,0,66,0,0,4,62,590.5,2,2,28,0,3,71.1,65.4,0.0,,69.7,59.8,74.5,57.2,49,1,12,1,21,22,0,0,4,7,2,66,62,10.33,11.0,0.57,3
Carlos Hyde,8692,HB,JAX,1,6,1,0,0.0,0,0,16,1,0,1,13,36.1,0,1,15,0,3,70.6,49.9,78.2,,75.4,34.1,60.0,60.0,8,0,0,0,21,9,0,0,1,6,0,16,13,2.17,2.7,0.0,3
Ty Johnson,45769,HB,NYJ,1,6,0,1,57.1,24,0,42,0,0,0,14,0.0,2,1,22,0,3,71.4,65.1,76.1,,75.3,54.1,67.6,60.0,24,0,0,0,10,9,0,0,1,6,0,42,14,2.33,7.0,0.0,2
Chris Evans,27303,HB,CIN,1,5,1,0,0.0,0,0,23,0,0,1,27,90.0,1,1,7,0,0,71.1,66.9,70.9,,74.6,76.4,56.3,,13,0,5,1,1,6,0,0,1,6,0,23,27,5.4,4.6,5.0,4
Trevor Lawrence,77632,QB,JAX,1,4,0,0,0.0,0,0,29,0,0,0,3,0.0,2,2,15,1,0,32.2,65.4,79.5,57.0,,,87.2,60.0,10,0,0,0,0,28,10,1,0,4,0,39,3,0.6,7.8,,4
Ryan Tannehill,7014,QB,TEN,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,1,3,31,1,0,76.9,54.8,78.5,47.2,,,73.5,60.2,11,0,0,0,0,30,23,3,0,2,0,24,9,1.8,4.8,,0
Mike Davis,9559,HB,ATL,1,5,0,0,0.0,0,0,16,0,0,0,9,0.0,0,0,2,0,3,71.4,65.6,74.3,,53.4,69.2,65.0,60.0,6,0,25,3,13,8,0,0,4,8,0,16,9,1.8,3.2,1.92,2
Salvon Ahmed,57472,HB,MIA,1,5,0,1,94.1,16,0,17,0,0,0,9,0.0,1,2,17,0,3,70.3,70.1,72.5,,,75.1,62.3,59.2,16,0,9,1,6,7,0,0,1,6,0,17,9,1.8,3.4,1.5,2
Tua Tagovailoa,60326,QB,MIA,1,3,0,0,,0,0,-2,0,0,0,0,0.0,0,1,17,2,0,21.3,61.1,79.6,62.4,,,52.9,60.6,2,0,0,0,0,38,2,1,0,3,0,0,0,0.0,0.0,,0
Wayne Gallman,11895,HB,ATL,1,4,0,1,78.9,15,0,19,0,0,0,12,0.0,1,1,2,0,0,68.6,51.7,66.9,,,59.7,53.5,,15,0,0,0,1,4,0,0,0,4,0,19,12,3.0,4.8,0.0,4
Matt Ryan,4317,QB,ATL,1,3,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,2,0,0,78.5,45.3,78.8,45.9,,,54.7,60.0,7,0,0,0,0,28,7,1,0,3,0,6,0,0.0,1.5,,0
Taylor Heinicke,9896,QB,WAS,1,2,1,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,32,0,0,79.6,66.2,0.0,66.8,,,61.7,60.0,3,1,0,0,0,43,5,2,0,2,0,3,10,2.5,0.8,,0
Justin Herbert,28237,QB,LAC,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,2,2,27,0,0,81.3,55.7,79.3,51.6,,,74.8,60.0,13,0,0,0,0,13,36,4,0,0,0,36,10,2.5,9.0,,0
Khalil Herbert,41668,HB,CHI,1,4,0,0,0.0,0,0,9,0,0,0,10,0.0,0,0,6,0,1,70.1,57.8,70.1,,26.9,56.3,60.3,60.0,5,0,0,0,4,5,0,0,0,4,0,9,10,2.5,2.3,0.0,3
Devontae Booker,10770,HB,NYG,1,3,0,0,0.0,0,0,10,0,0,0,6,0.0,0,1,21,0,1,68.2,64.8,72.5,,72.4,72.1,60.8,,6,0,17,1,5,3,0,0,1,4,0,10,6,2.0,3.3,3.4,2
Sony Michel,27589,HB,LA,1,3,0,0,0.0,0,0,14,0,0,0,6,0.0,0,1,26,0,1,73.0,67.6,71.4,,,63.9,66.9,,7,0,11,1,9,3,0,0,1,4,0,14,6,2.0,4.7,1.22,2
Samaje Perine,11869,HB,CIN,1,3,0,0,0.0,0,0,3,0,0,0,9,0.0,0,0,7,0,2,68.2,56.1,70.6,,,66.3,53.1,60.0,4,0,12,1,6,4,0,0,1,4,0,3,9,3.0,1.0,2.0,1
Jimmy Garoppolo,8697,QB,SF,1,3,0,0,,0,0,0,0,0,0,1,0.0,0,1,28,0,0,78.0,69.2,79.4,66.6,,60.0,65.7,60.0,2,0,0,0,0,40,0,0,0,3,0,0,1,0.33,0.0,,0
DeeJay Dallas,55632,HB,SEA,1,3,1,0,0.0,0,0,4,0,0,1,7,29.2,0,0,29,0,2,71.9,53.3,77.7,,19.9,62.2,50.0,,3,0,27,5,22,3,0,0,5,8,0,4,7,2.33,1.3,1.23,1
Khari Blasingame,44889,FB,TEN,1,3,0,0,0.0,0,0,6,0,0,0,8,0.0,0,1,31,1,3,14.4,30.9,69.2,,74.6,59.5,36.9,,3,0,0,0,1,3,0,0,0,3,0,6,8,2.67,2.0,0.0,0
Cam Newton,6153,QB,CAR,1,3,0,0,0.0,0,0,5,0,0,0,5,0.0,0,2,5,0,1,76.8,37.6,0.0,35.8,,,66.7,60.2,2,1,0,0,0,17,0,0,0,3,1,5,5,1.67,1.7,,2
Carson Wentz,10636,QB,IND,1,1,2,0,0.0,0,0,3,0,0,0,1,0.0,1,2,14,1,0,31.5,79.6,79.3,79.8,,,57.1,60.0,16,0,0,0,0,18,18,2,0,1,0,21,15,5.0,7.0,,0
D'Andre Swift,57212,HB,DET,1,3,0,0,,0,0,0,0,1,0,4,22.2,0,1,11,1,0,18.2,43.7,74.5,,,27.8,56.4,,4,0,9,3,6,4,0,0,3,6,0,0,4,1.33,0.0,1.5,3
Trevor Siemian,9683,QB,NO,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,20,0,0,78.4,50.8,78.6,50.3,,,59.4,60.0,2,0,0,0,0,25,2,1,0,2,0,3,3,1.0,1.0,,0
