player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,29,5,1,11.5,15,0,130,0,0,5,96,57.1,4,8,31,0,14,79.7,64.4,74.8,,29.6,55.3,63.5,72.6,15,0,0,0,8,35,0,0,0,29,3,130,96,3.31,4.5,0.0,15
Alexander Mattison,45817,HB,MIN,1,25,7,1,42.5,48,0,113,0,3,7,108,135.0,2,4,18,1,5,27.4,63.2,73.6,,68.8,86.3,57.7,,48,0,40,7,16,27,0,0,7,32,0,113,108,4.32,4.5,2.5,20
Chuba Hubbard,57373,HB,CAR,1,24,3,1,25.7,26,0,101,1,1,3,77,44.3,2,5,5,0,5,78.8,67.9,76.2,,21.6,65.0,68.5,60.0,26,0,33,5,17,25,0,0,6,29,0,101,77,3.21,4.2,1.94,18
Najee Harris,57121,HB,PIT,1,23,3,2,31.1,38,0,122,0,0,3,74,38.6,3,5,25,0,8,78.4,67.6,76.3,,55.2,77.0,63.6,60.0,20,0,20,2,13,25,0,0,5,25,1,122,74,3.22,5.3,1.54,13
Ezekiel Elliott,10638,HB,DAL,1,21,1,1,13.6,15,0,110,0,0,1,71,14.7,5,6,9,0,10,77.8,72.6,77.9,,41.4,60.7,74.7,60.0,15,0,2,2,19,23,0,0,3,23,1,110,71,3.38,5.2,0.11,11
Nick Chubb,45783,HB,CLV,1,21,10,3,59.6,96,0,161,0,0,10,134,290.0,4,6,8,0,5,77.5,66.3,74.6,,77.3,54.5,67.0,,52,0,9,1,14,21,0,0,1,22,1,161,134,6.38,7.7,0.64,16
Antonio Gibson,78050,HB,WAS,1,20,1,1,26.7,16,0,60,0,0,1,50,11.4,1,6,32,0,8,77.9,70.2,77.3,,78.1,62.5,69.1,60.0,16,0,12,2,19,23,0,0,2,22,2,60,50,2.5,3.0,0.63,11
Khalil Herbert,41668,HB,CHI,1,18,2,0,0.0,0,0,75,0,0,2,48,29.6,1,4,6,0,3,76.5,64.4,73.9,,81.1,54.5,64.0,60.0,11,0,0,0,7,21,0,0,0,18,0,75,48,2.67,4.2,0.0,14
James Robinson,22425,HB,JAX,1,18,7,1,38.9,58,0,149,0,0,7,126,257.9,4,7,15,0,7,76.9,85.9,76.9,,72.0,58.3,88.3,62.9,58,0,-2,1,20,22,0,0,1,19,1,149,126,7.0,8.3,-0.1,9
Trey Lance,91399,QB,SF,1,12,0,0,0.0,0,0,44,0,0,0,20,0.0,3,3,28,0,8,81.3,66.3,79.1,65.9,,,62.5,60.0,15,0,0,0,0,27,45,5,0,12,0,89,62,3.65,5.2,,1
Darrell Henderson,41193,HB,LA,1,17,2,1,35.4,29,0,82,0,0,2,51,33.3,3,5,26,0,3,76.4,64.3,75.9,,34.6,55.0,68.2,,29,0,17,1,23,17,0,0,2,18,1,82,51,3.0,4.8,0.74,13
Austin Ekeler,12164,HB,LAC,1,17,4,0,0.0,0,0,66,0,2,4,45,72.2,0,5,27,2,8,19.3,52.3,78.6,,78.1,27.9,65.7,,9,0,53,5,28,18,0,0,5,22,2,66,45,2.65,3.9,1.89,7
