player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,28,4,1,16.8,19,0,113,0,2,4,84,58.1,3,7,31,0,15,79.6,68.6,73.9,,78.6,80.8,62.9,60.0,19,0,31,3,15,30,0,0,3,31,0,113,84,3.0,4.0,2.07,13
Alexander Mattison,45817,HB,MIN,1,26,5,1,21.4,24,0,112,0,1,5,57,41.1,3,6,18,0,6,79.5,63.8,75.3,,78.7,74.2,59.8,60.0,24,0,59,6,19,28,0,0,7,32,0,112,57,2.19,4.3,3.11,20
Alvin Kamara,11822,HB,NO,1,24,6,0,0.0,0,0,89,0,0,6,60,55.6,1,4,20,0,4,78.6,68.3,77.5,,0.0,80.2,66.6,59.4,11,0,29,3,18,33,0,0,3,27,0,89,60,2.5,3.7,1.61,19
Peyton Barber,10927,HB,LV,1,23,3,2,41.4,46,0,111,1,0,3,99,49.7,3,7,23,1,12,27.6,68.9,74.7,,84.1,44.1,70.9,60.0,27,0,31,3,15,27,0,0,5,26,1,111,99,4.3,4.8,2.07,11
Nick Chubb,45783,HB,CLV,1,22,3,0,0.0,0,0,84,0,0,3,66,40.9,2,4,8,0,14,77.9,67.7,76.1,,62.5,53.5,68.5,,14,0,0,0,13,23,0,0,0,22,0,84,66,3.0,3.8,0.0,8
Sony Michel,27589,HB,LA,1,20,7,1,22.4,15,0,67,0,0,7,51,77.6,2,5,26,0,9,77.6,63.2,80.7,,78.5,55.1,65.1,60.0,15,0,12,3,22,22,0,0,4,23,0,67,51,2.55,3.4,0.55,11
Aaron Jones,11937,HB,GB,1,19,5,0,0.0,0,0,82,0,0,5,48,60.2,3,4,12,1,5,25.7,55.9,80.3,,80.3,34.0,65.4,,12,0,14,2,20,19,0,0,2,21,1,82,48,2.53,4.3,0.7,13
Melvin Gordon III,9448,HB,DEN,1,18,3,0,0.0,0,0,60,0,1,3,49,57.3,2,5,10,0,9,76.7,77.0,75.0,,74.1,69.6,75.1,60.0,10,0,21,1,16,19,0,0,1,19,1,60,49,2.72,3.3,1.31,9
Joe Mixon,11803,HB,CIN,1,18,4,1,30.0,27,0,90,0,0,4,73,85.4,3,3,7,0,2,77.0,70.5,76.1,,75.8,55.6,70.6,60.0,27,0,4,1,9,23,0,0,1,19,0,90,73,4.06,5.0,0.44,16
Clyde Edwards-Helaire,57279,HB,KC,1,17,6,0,0.0,0,0,100,0,0,6,58,107.7,3,5,16,1,2,25.0,59.3,0.0,,65.3,58.2,62.4,,14,1,9,2,25,17,0,0,2,19,0,100,58,3.41,5.9,0.36,15
Ezekiel Elliott,10638,HB,DAL,1,17,3,0,0.0,0,0,95,0,0,3,58,51.2,2,6,9,0,4,77.6,77.5,79.2,,,58.7,81.6,60.0,13,0,21,3,24,27,0,0,3,20,2,95,58,3.41,5.6,0.88,10
