player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,1,28,4,0,0.0,0,0,68,0,0,4,66,33.7,0,4,31,1,12,28.9,45.9,75.8,,37.4,36.1,52.2,60.0,9,0,0,0,15,32,0,0,1,28,0,68,66,2.36,2.4,0.0,16
Najee Harris,57121,HB,PIT,1,26,4,0,0.0,0,0,91,0,1,4,67,44.4,1,6,25,0,14,79.2,65.4,78.1,,82.7,59.2,64.7,60.0,11,0,29,3,23,30,0,0,3,29,1,91,67,2.58,3.5,1.26,12
Chuba Hubbard,57373,HB,CAR,1,24,2,0,0.0,0,0,82,0,0,2,56,18.7,0,5,5,1,13,27.4,56.1,75.3,,77.1,56.4,56.3,60.0,9,0,9,1,9,28,0,0,1,25,1,82,56,2.33,3.4,1.0,11
Khalil Herbert,41668,HB,CHI,1,23,4,1,30.6,22,0,72,0,1,4,51,44.3,1,4,6,0,1,78.3,68.5,76.9,,78.1,61.7,68.3,60.0,22,0,-4,2,26,25,0,0,2,25,0,72,51,2.22,3.1,-0.15,21
Damien Harris,35134,HB,NE,1,23,4,0,0.0,0,0,80,0,0,4,55,41.6,1,3,19,0,19,78.2,80.5,74.1,,79.1,52.8,78.6,60.0,10,0,0,0,11,25,0,0,1,23,1,80,55,2.39,3.5,0.0,4
Alvin Kamara,11822,HB,NO,1,19,4,1,24.6,15,0,61,0,0,4,53,50.7,2,3,20,0,8,77.6,52.5,78.7,,22.2,56.4,55.6,60.0,15,0,15,3,21,22,0,0,4,22,1,61,53,2.79,3.2,0.71,10
Elijah Mitchell,57272,HB,SF,1,18,2,3,67.9,93,0,137,0,0,2,135,83.3,5,6,28,0,7,76.5,69.6,76.0,,,50.9,72.8,60.0,39,0,0,0,14,22,0,0,0,18,1,137,135,7.5,7.6,0.0,11
Dalvin Cook,11796,HB,MIN,1,18,6,2,43.6,34,0,78,0,0,6,54,100.0,2,3,18,0,4,76.5,63.0,75.4,,80.9,50.5,64.7,60.0,19,0,0,0,21,20,0,0,2,18,0,78,54,3.0,4.3,0.0,13
Ezekiel Elliott,10638,HB,DAL,1,16,1,0,0.0,0,0,50,0,3,1,32,40.0,0,1,9,0,6,76.6,51.1,78.8,,45.8,66.8,46.2,,8,0,23,4,30,16,0,0,6,20,0,50,32,2.0,3.1,0.77,10
Jonathan Taylor,57488,HB,IND,1,16,4,0,0.0,0,0,70,0,1,4,41,67.4,2,7,14,0,7,76.7,79.4,0.0,,32.6,67.6,88.1,60.0,12,1,52,3,36,18,0,0,4,19,1,70,41,2.56,4.4,1.44,9
A.J. Dillon,57165,HB,GB,1,16,3,0,0.0,0,0,78,0,0,3,61,71.5,1,6,12,0,4,75.8,80.3,74.7,,56.5,52.7,80.5,60.0,12,0,0,0,8,17,0,0,0,16,0,78,61,3.81,4.9,0.0,11
Nick Chubb,45783,HB,CLV,1,16,1,1,34.4,21,0,61,0,1,1,52,38.2,3,4,8,0,11,76.0,56.2,73.0,,78.5,62.6,54.5,,21,0,8,1,12,16,0,0,1,17,0,61,52,3.25,3.8,0.67,5
Devontae Booker,10770,HB,NYG,1,15,0,0,0.0,0,0,60,1,2,0,34,22.7,3,3,21,0,8,76.8,57.0,77.9,,57.2,56.3,60.9,35.4,14,0,65,5,26,18,0,0,6,20,0,60,34,2.27,4.0,2.5,6
Aaron Jones,11937,HB,GB,1,15,2,1,27.1,16,0,59,1,2,2,31,37.6,2,4,12,0,3,76.8,72.6,77.7,,77.7,61.1,76.0,58.3,16,0,51,7,25,19,0,0,11,22,1,59,31,2.07,3.9,2.04,11
Michael Carter,57337,HB,NYJ,1,15,5,1,23.4,18,0,77,2,5,5,38,105.6,1,4,22,0,10,77.1,72.2,77.6,,63.2,67.6,73.7,60.0,18,0,95,9,32,21,0,0,13,24,1,77,38,2.53,5.1,2.97,5
Joe Mixon,11803,HB,CIN,1,14,2,0,0.0,0,0,33,0,1,2,29,34.5,0,2,7,0,4,76.0,67.5,76.4,,52.2,69.3,65.7,60.0,8,0,58,4,22,16,0,0,5,18,1,33,29,2.07,2.4,2.64,10
Darrell Henderson,41193,HB,LA,1,14,4,3,55.6,50,0,90,0,0,4,37,70.5,4,5,26,0,8,75.3,75.3,78.5,,80.6,52.0,80.2,60.0,19,0,3,1,21,16,0,0,2,15,1,90,37,2.64,6.4,0.14,6
Kenneth Gainwell,77737,HB,PHI,1,13,5,0,0.0,0,0,27,0,0,5,37,109.5,0,2,24,0,1,74.7,54.5,74.8,,,55.8,59.5,44.2,8,0,0,0,6,14,0,0,0,13,0,27,37,2.85,2.1,0.0,12
Darrel Williams,13014,HB,KC,1,13,0,0,0.0,0,0,49,0,0,0,28,0.0,1,4,16,0,3,76.0,54.9,80.5,,10.0,67.6,50.8,,12,0,61,6,35,13,0,0,6,19,0,49,28,2.15,3.8,1.74,10
Boston Scott,39462,HB,PHI,1,12,1,1,31.7,19,0,60,1,0,1,29,20.1,1,5,24,0,2,74.7,63.6,76.3,,78.1,29.2,70.5,60.0,19,0,0,0,9,17,0,0,1,12,2,60,29,2.42,5.0,0.0,10
D'Andre Swift,57212,HB,DET,1,12,1,0,0.0,0,0,27,0,0,1,28,13.7,0,1,11,1,6,24.3,37.7,0.0,,5.2,38.8,47.4,60.0,7,1,24,5,27,13,0,0,5,17,0,27,28,2.33,2.3,0.89,3
Myles Gaskin,45914,HB,MIA,1,12,0,0,0.0,0,0,36,0,1,0,22,12.2,0,2,17,0,6,75.0,71.4,77.2,,79.2,79.7,63.1,60.0,7,0,19,3,20,14,0,0,4,15,0,36,22,1.83,3.0,0.95,6
Jordan Howard,10784,HB,PHI,1,12,2,0,0.0,0,0,57,0,0,2,44,61.1,2,6,24,0,1,74.3,75.7,72.1,,,58.0,73.2,60.0,10,0,0,0,2,14,0,0,0,12,2,57,44,3.67,4.8,0.0,11
Jaret Patterson,77745,HB,WAS,1,11,2,0,0.0,0,0,46,0,0,2,35,57.9,1,3,32,0,4,73.8,53.6,73.2,,80.7,58.2,53.5,,13,0,0,0,2,11,0,0,1,11,0,46,35,3.18,4.2,0.0,7
Austin Ekeler,12164,HB,LAC,1,11,2,1,43.8,28,0,64,1,1,2,48,77.0,1,4,27,0,5,75.7,66.3,75.9,,24.6,58.9,72.5,60.0,28,0,60,6,27,13,0,0,10,17,1,64,48,4.36,5.8,2.22,6
Derrick Gore,32342,HB,KC,1,11,1,0,0.0,0,0,48,0,0,1,19,15.7,1,5,16,0,8,74.3,70.5,72.6,,,55.0,69.9,,10,0,0,0,4,12,0,0,0,11,1,48,19,1.73,4.4,0.0,3
Alex Collins,10805,HB,SEA,1,10,2,0,0.0,0,0,44,0,0,2,30,60.0,1,3,29,0,3,73.3,58.4,74.1,,66.0,53.8,59.5,60.0,12,0,0,0,8,11,0,0,0,10,0,44,30,3.0,4.4,0.0,7
Justin Fields,82118,QB,CHI,1,2,4,0,0.0,0,0,14,0,0,0,0,0.0,5,5,6,2,1,28.9,76.7,79.3,65.7,,,85.6,60.0,22,0,0,0,0,28,89,8,0,2,1,103,83,8.3,10.3,,1
Melvin Gordon III,9448,HB,DEN,1,10,5,0,0.0,0,0,47,0,0,5,39,150.0,1,3,10,1,1,20.9,60.5,75.1,,73.2,67.1,57.9,60.0,11,0,15,3,16,12,0,0,3,13,1,47,39,3.9,4.7,0.94,9
Mike Davis,9559,HB,ATL,1,9,0,1,40.9,18,0,44,0,1,0,21,16.7,1,1,2,0,1,74.3,57.1,74.1,,32.5,70.2,56.0,,18,0,22,5,14,9,0,0,5,14,0,44,21,2.33,4.9,1.57,8
Carlos Hyde,8692,HB,JAX,1,9,1,0,0.0,0,0,32,0,1,1,21,31.1,0,1,15,0,1,74.9,60.0,78.5,,9.0,64.3,63.8,60.0,7,0,40,6,36,11,0,0,6,15,0,32,21,2.33,3.6,1.11,8
