player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Alvin Kamara,11822,HB,NO,1,27,8,1,13.3,16,0,120,0,0,8,78,74.6,3,7,20,0,16,79.2,74.0,76.6,,,71.4,71.2,58.9,16,0,25,4,18,33,0,0,5,31,1,120,78,2.89,4.4,1.39,8
Dalvin Cook,11796,HB,MIN,1,27,5,5,53.7,110,0,205,1,0,5,95,62.8,6,8,18,0,10,79.0,74.0,75.5,,63.0,42.5,79.0,60.0,30,0,17,1,20,28,0,0,3,28,2,205,95,3.52,7.6,0.85,16
Melvin Gordon III,9448,HB,DEN,1,24,6,1,14.4,16,0,111,0,0,6,71,74.0,5,9,10,0,9,78.4,80.1,73.7,,74.1,54.1,78.0,,16,0,0,0,8,25,0,0,0,24,2,111,71,2.96,4.6,0.0,14
Najee Harris,57121,HB,PIT,1,20,4,1,24.5,23,0,94,0,1,4,81,88.0,3,6,25,0,7,77.7,60.0,81.1,,26.4,58.7,65.2,60.0,23,0,10,3,29,22,0,0,3,23,1,94,81,4.05,4.7,0.34,13
Sony Michel,27589,HB,LA,1,20,5,1,24.1,19,0,79,0,0,5,60,75.0,3,4,26,0,7,77.1,62.6,78.1,,86.9,47.9,65.3,60.0,19,0,0,0,24,21,0,0,1,20,0,79,60,3.0,4.0,0.0,13
Leonard Fournette,11759,HB,TB,1,19,3,2,60.2,68,0,113,1,0,3,90,61.8,2,5,30,0,17,77.5,53.2,77.7,,26.3,47.5,59.5,60.0,47,0,19,4,31,24,0,0,6,23,1,113,90,4.74,5.9,0.61,2
Joe Mixon,11803,HB,CIN,1,18,1,1,29.3,17,0,58,0,1,1,51,28.3,1,3,7,0,6,76.9,61.5,77.1,,80.3,64.2,59.4,60.0,17,0,10,2,15,21,0,0,2,20,0,58,51,2.83,3.2,0.67,9
Nick Chubb,45783,HB,CLV,1,17,5,1,25.4,15,0,59,0,0,5,53,77.9,2,3,8,0,16,77.0,70.6,74.9,,79.6,58.6,71.0,60.0,15,0,6,3,17,19,0,0,4,20,0,59,53,3.12,3.5,0.35,1
Cordarrelle Patterson,7810,HB,ATL,1,16,2,0,0.0,0,0,58,0,0,2,41,28.5,2,3,2,0,4,76.4,61.8,75.0,,69.4,62.1,60.7,60.0,11,0,1,2,11,20,0,0,4,18,1,58,41,2.56,3.6,0.09,12
Rashaad Penny,27414,HB,SEA,1,16,5,2,57.7,79,0,137,0,0,5,113,207.7,3,4,29,0,7,76.0,76.7,75.9,,79.7,54.1,77.7,60.0,47,0,1,1,13,18,0,0,1,17,2,137,113,7.06,8.6,0.08,9
