"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","277","3","44","47","8","26","0.47","77","2.2","81.1","-4","Fred Warner","75","230","492","12","0.21","85","0.95","90.9"
"Kyle Pitts","78","246","363","2","14","58","28","20","0.31","62","1.51","67.7","3","Deion Jones","73","227","120","14","0.16","71","0.61","59.2"
"Isaiah Likely","76","241","185","3","38","56","6","12","0.24","82","1.15","55.4","-28","Foyesade Oluokun","74","230","481","14","0.25","84","0.92","81.3"
"Dalton Kincaid","75","240","376","2","20","59","19","19","0.33","86","1.32","66.3","-2","Markquese Bell","75","205","264","13","0.18","74","0.82","84.6"
"Stephen Sullivan","77","245","93","3","21","40","40","15","0.18","57","0.97","67","-20","Andre Smith","72","240","25","16","0.16","50","0.76","66.8"
"Cole Kmet","78","260","356","13","41","48","10","20","0.41","85","1.54","73","-22","Grant Delpit","75","208","374","8","0.12","81","0.5","70.7"
"Tanner Hudson","77","239","129","","26","50","23","26","0.46","85","1.93","77.2","-2","Ivan Pace Jr.","70","231","228","13","0.16","86","0.52","79.6"
"David Njoku","76","246","428","9","53","38","9","21","0.33","66","1.4","65.3","15","Tremaine Edmunds","77","250","370","12","0.23","83","0.83","53.9"
"Jake Ferguson","77","244","386","4","47","42","10","18","0.36","72","1.48","73.9","17","Terrel Bernard","73","224","415","13","0.23","79","1.04","67.4"
"Adam Trautman","77","253","300","13","46","36","18","9","0.17","70","0.5","52.1","-17","Alex Anzalone","75","238","415","13","0.18","73","0.84","69.6"
"Sam LaPorta","75","245","399","7","43","28","28","23","0.43","73","1.76","74.3","17","Josey Jewell","74","236","292","10","0.18","83","0.93","70.4"
"Tucker Kraft","77","259","175","14","69","21","10","10","0.21","82","0.91","60.9","-4","K.J. Britt","72","235","39","3","0.03","100","0.08","72.2"
"Brevin Jordan","75","245","99","9","61","26","13","14","0.34","86","1.62","67.8","-28","Jack Gibbens","75","242","251","9","0.13","77","0.67","69.9"
"Andrew Ogletree","77","260","116","11","61","33","5","16","0.31","50","1.27","70.5","3","Mykal Walker","75","230","94","18","0.44","71","1.21","49.7"
"Evan Engram","75","240","461","3","23","56","21","22","0.38","84","1.54","72.1","5","Patrick Queen","72","230","475","12","0.2","82","0.87","76.1"
"Travis Kelce","77","250","402","3","27","52","20","25","0.5","81","2.23","85.6","55","Ja'Whaun Bentley","74","250","330","10","0.2","82","0.95","71.3"
"Davis Allen","78","245","37","21","79","11","11","16","0.45","83","1.51","61.9","10","Khaleke Hudson","72","220","51","18","0.55","78","1.75","55.7"
"Gerald Everett","75","250","240","9","52","35","12","18","0.34","77","1.22","65.2","17","Robert Spillane","73","229","443","11","0.2","80","0.95","76.4"
"Michael Mayer","76","265","251","17","60","30","10","13","0.22","70","1.06","56.7","0","Eric Kendricks","72","232","336","13","0.22","80","1.15","68.4"
"Durham Smythe","78","246","301","16","35","44","18","9","0.13","77","0.64","50.5","-42","C.J. Mosley","74","231","442","11","0.18","79","0.83","82.9"
"T.J. Hockenson","77","248","458","5","51","38","12","25","0.43","75","1.83","77.4","21","Logan Wilson","74","245","470","13","0.25","78","1.07","61.7"
"Hunter Henry","77","258","344","6","42","49","8","15","0.29","66","1.03","65","8","Nick Bolton","71","237","156","11","0.17","76","0.89","69"
"Juwan Johnson","76","231","224","6","26","58","15","16","0.18","57","0.68","48.7","-4","Isaiah Simmons","76","238","156","13","0.2","80","0.94","70.1"
"Daniel Bellinger","77","253","213","23","56","25","11","8","0.15","88","0.76","48.9","-44","Tyrann Mathieu","69","190","461","6","0.12","57","0.47","76.4"
"Tyler Conklin","75","254","348","8","35","54","11","18","0.28","74","1.45","66.7","-8","Duke Riley","73","227","92","14","0.2","77","0.96","71.4"
"Dallas Goedert","77","256","332","4","39","50","11","17","0.3","75","1.33","72.8","19","Jordyn Brooks","73","245","345","17","0.28","85","1.31","63.4"
"Pat Freiermuth","77","258","189","7","51","42","7","19","0.31","69","1.2","72.8","26","Ronnie Harrison","75","214","38","16","0.15","50","0.71","66.1"
"Noah Fant","76","249","249","10","46","36","12","12","0.23","77","1.36","65.4","-2","Zach Cunningham","75","230","430","13","0.16","71","0.67","70.2"
"George Kittle","76","250","361","9","62","29","8","20","0.47","75","2.25","89","68","Josh Woods","73","230","237","11","0.24","78","0.78","37"
"Cade Otton","77","247","432","10","39","44","15","13","0.23","73","0.84","53.2","-4","Isaiah McDuffie","73","227","224","10","0.15","86","0.67","60.7"
"Chigoziem Okonkwo","75","238","304","9","26","56","12","19","0.25","69","1.18","58.3","-30","Blake Cashman","73","237","303","16","0.21","70","0.86","87.9"
"Logan Thomas","78","250","410","5","20","54","27","15","0.26","71","1.03","61.3","3","Troy Reeder","75","245","55","18","0.44","80","1.87","54.3"
