"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","31","","35","58","6","32","0.26","60","0.68","51.8","-27","Micah McFadden","74","232","13","8","0.08","100","","74.7"
"Kyle Pitts","78","246","20","","20","55","25","15","0.32","67","2.2","79.4","-23","Quay Walker","76","241","27","15","0.24","75","1.33","92.1"
"Isaiah Likely","76","241","23","","52","43","4","4","0.06","100","0.17","35.2","-72","Dax Hill","72","191","32","9","0.05","33","0.19","75.3"
"Dawson Knox","76","254","39","5","20","63","15","10","0.14","75","0.64","44.4","-1","Robert Spillane","73","229","35","9","0.14","100","0.54","71.4"
"Hayden Hurst","76","245","27","","41","44","15","26","0.56","71","1.52","70.8","-6","Tyrann Mathieu","69","190","39","13","0.17","40","1.21","61.8"
"Cole Kmet","78","260","43","10","21","60","15","16","0.22","71","1.02","55.5","-49","Lavonte David","73","233","44","16","0.22","100","0.64","72.5"
"Irv Smith Jr.","74","240","24","","50","21","21","21","0.2","60","0.71","41.9","-19","Patrick Queen","72","230","45","20","0.27","67","1.33","72.3"
"David Njoku","76","246","24","17","59","34","7","12","0.18","67","1","63.5","-8","Cole Holcomb","73","240","25","8","0.13","50","0.88","50.3"
"Jake Ferguson","77","244","14","7","67","13","20","43","0.22","33","0.79","69","11","C.J. Mosley","74","231","46","7","0.11","100","0.46","65.7"
"Adam Trautman","77","253","23","12","65","15","19","22","0.37","100","1.48","56.5","-49","Jamin Davis","75","234","16","12","0.18","100","0.56","73.8"
"Sam LaPorta","75","245","26","16","45","13","42","19","0.34","100","1.5","67.8","21","Jordyn Brooks","73","245","15","13","0.27","100","1.4","55.4"
"Luke Musgrave","78","253","24","8","42","42","15","17","0.33","75","2.08","62.9","15","Troy Andersen","76","235","37","11","0.19","100","0.86","53.5"
"Dalton Schultz","77","244","49","","35","51","8","8","0.05","50","0.08","46.7","-45","Zaire Franklin","72","235","33","18","0.23","83","0.82","92.3"
"Andrew Ogletree","77","260","9","","100","","","22","0.33","50","2.22","67.9","-8","Christian Harris","73","226","18","11","0.17","100","0.56","43.4"
"Evan Engram","75","240","31","","26","39","35","16","0.32","100","1.58","68.4","19","Willie Gay","74","243","13","23","0.48","67","3.23","50.3"
"Travis Kelce","77","250","","","","","","","","","","","18","Foyesade Oluokun","74","230","40","12","0.13","80","0.32","76"
"Tyler Higbee","78","255","31","14","53","33","14","10","0.25","100","1.58","70.7","8","Fred Warner","75","230","47","17","0.27","75","1.45","64.4"
"Gerald Everett","75","250","23","12","42","42","12","13","0.18","67","0.91","61.9","24","Azeez Al-Shaair","74","228","36","6","0.09","100","0.33","53.2"
"Michael Mayer","76","265","9","18","100","","","","","","","42.6","3","Terrel Bernard","73","224","24","8","0.25","100","1.62","44.8"
"Durham Smythe","78","246","42","9","41","41","15","14","0.18","50","1.05","63.2","-13","Kyle Dugger","74","222","34","6","0.11","100","0.5","61.2"
"T.J. Hockenson","77","248","36","3","57","41","3","22","0.32","100","0.97","74","42","Christian Elliss","75","231","23","9","0.1","50","0.52","38.6"
"Hunter Henry","77","258","42","2","30","65","5","14","0.4","83","1.33","72.2","42","Jerome Baker","74","225","39","15","0.31","83","1.77","38.9"
"Juwan Johnson","76","231","31","","19","58","23","16","0.21","60","1.16","61.4","2","Frankie Luvu","75","235","14","57","1.36","88","4.36","61"
"Darren Waller","78","245","23","4","21","46","29","22","0.29","60","1.57","64","40","Josh Woods","73","230","20","10","0.38","50","0.35","26.1"
"Tyler Conklin","75","254","19","","63","21","16","5","0.06","100","0.11","66.5","15","Damone Clark","75","240","23","13","0.16","100","0.26","51.1"
"Dallas Goedert","77","256","35","5","46","51","3","3","","","","48.9","-13","Jordan Hicks","73","236","30","10","0.14","67","0.73","69.7"
"Pat Freiermuth","77","258","26","4","81","19","","15","0.28","25","0.12","52.9","-38","Grant Delpit","75","208","33","21","0.16","57","0.42","91.6"
"Noah Fant","76","249","14","","29","50","21","","","","","55.1","-9","Alex Anzalone","75","238","38","11","0.13","75","0.47","62.7"
"George Kittle","76","250","26","10","59","24","17","23","0.19","50","0.73","57.9","5","Ernest Jones","74","230","24","17","0.16","75","0.38","65.8"
"Cade Otton","77","247","29","19","44","39","14","10","0.13","67","0.66","42","-13","T.J. Edwards","73","242","30","20","0.6","67","2.63","50.5"
"Chigoziem Okonkwo","75","238","30","9","30","48","18","7","","","","47.4","14","Kenneth Murray Jr.","74","241","38","13","0.26","80","1.5","29.4"
"Logan Thomas","78","250","31","9","29","35","35","23","0.27","57","1.39","55.1","-42","Josey Jewell","74","236","24","","","","","77.9"
