"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","252","3","44","47","7","25","0.42","75","2.07","79.6","24","Mykal Walker","75","230","56","11","0.23","67","0.52","58.5"
"Kyle Pitts","78","246","294","2","14","59","27","19","0.3","65","1.5","68.5","-24","C.J. Mosley","74","231","385","11","0.2","80","0.9","84.3"
"Hayden Hurst","76","245","224","2","37","45","18","13","0.19","60","0.82","44","-25","SirVocea Dennis","72","226","46","13","0.22","83","1.07","60.1"
"Tanner Hudson","77","239","109","","27","48","26","24","0.38","85","1.77","71.4","-11","Foyesade Oluokun","74","230","406","15","0.25","84","0.96","83.1"
"David Njoku","76","246","356","9","50","41","9","21","0.32","67","1.38","65.6","4","Troy Reeder","75","245","33","21","0.59","86","2.3","58.4"
"Jake Ferguson","77","244","318","5","49","42","9","18","0.33","71","1.32","71.4","23","Jordyn Brooks","73","245","308","18","0.27","83","1.26","66.7"
"Adam Trautman","77","253","269","12","44","37","19","9","0.15","70","0.46","47.8","-62","Blake Cashman","73","237","261","16","0.21","69","0.8","90.5"
"Sam LaPorta","75","245","345","8","44","29","27","22","0.4","71","1.56","71.3","-5","Demario Davis","74","248","343","10","0.13","61","0.37","85.9"
"Tucker Kraft","77","259","109","13","71","21","8","7","0.17","88","0.53","50.1","-9","Drue Tranquill","74","234","257","15","0.21","79","0.96","66.9"
"Dalton Schultz","77","244","317","8","47","38","11","18","0.36","69","1.44","72.1","10","Josey Jewell","74","236","236","10","0.17","83","0.9","69.1"
"Will Mallory","76","239","64","","34","50","16","14","0.24","67","1.42","65.5","-4","Jack Gibbens","75","242","206","6","0.11","77","0.57","74"
"Evan Engram","75","240","371","2","21","55","24","21","0.32","81","1.43","66","16","Logan Wilson","74","245","386","13","0.24","78","1.1","60"
"Travis Kelce","77","250","324","3","26","53","20","27","0.53","81","2.26","83","62","Quay Walker","76","241","266","15","0.26","82","1.12","61.8"
"Tyler Higbee","78","255","347","8","56","27","17","14","0.22","68","0.96","58.1","-7","Grant Delpit","75","208","305","8","0.11","84","0.46","71.7"
"Gerald Everett","75","250","185","10","51","34","13","17","0.35","81","1.14","65.9","19","Ja'Whaun Bentley","74","250","271","11","0.22","81","1.08","69.4"
"Durham Smythe","78","246","258","17","37","42","18","9","0.14","78","0.69","51","-26","Jamin Davis","75","234","344","13","0.27","76","1.24","67.5"
"Hunter Henry","77","258","295","6","42","50","8","16","0.26","65","1.01","63.1","13","Eric Kendricks","72","232","282","14","0.25","82","1.32","64"
"Juwan Johnson","76","231","192","6","24","62","13","15","0.2","62","0.74","52.9","18","Jack Campbell","77","243","172","16","0.36","82","1.58","51.8"
"Tyler Conklin","75","254","294","6","33","57","10","17","0.27","80","1.41","63.8","7","Nate Landman","75","235","230","14","0.27","82","1.05","73.1"
"Jack Stoll","76","247","86","18","79","16","4","8","0.08","57","0.31","46.9","-46","Dre Greenlaw","72","230","371","17","0.26","64","0.85","69.3"
"Pat Freiermuth","77","258","133","10","56","37","7","19","0.36","72","1.35","72.6","43","Josh Woods","73","230","210","10","0.25","82","0.75","40.7"
"Noah Fant","76","249","203","10","47","35","11","12","0.22","79","1.29","64.6","7","Donovan Wilson","72","204","243","7","0.14","75","0.44","60.1"
"George Kittle","76","250","303","9","61","30","8","20","0.47","77","2.2","87.3","21","Nicholas Morrow","72","216","305","10","0.13","70","0.59","76.7"
"Cade Otton","77","247","375","10","40","43","16","13","0.24","76","0.93","53.9","9","Kamu Grugier-Hill","74","220","115","13","0.26","80","0.99","50.7"
"Chigoziem Okonkwo","75","238","247","10","28","51","13","19","0.23","68","1.02","54.5","-10","E.J. Speed","75","227","218","15","0.16","66","0.68","65.1"
"Logan Thomas","78","250","391","5","20","54","26","16","0.27","73","1.08","61.1","-14","Jerome Baker","74","225","347","13","0.24","87","0.87","66.7"
