"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","112","1","29","59","12","27","0.3","67","1.21","51.8","-18","Germaine Pratt","75","250","105","9","0.11","67","0.52","61.9"
"Kyle Pitts","78","246","127","1","12","58","30","16","0.18","55","0.95","60.8","-5","Christian Harris","73","226","86","13","0.19","82","0.88","55.9"
"Mark Andrews","77","247","89","5","17","79","3","20","0.54","78","1.8","70.8","-3","Cole Holcomb","73","240","125","8","0.16","80","0.92","64.4"
"Dawson Knox","76","254","101","8","37","48","13","12","0.2","67","0.57","49.3","3","Foyesade Oluokun","74","230","143","12","0.18","82","0.82","67.5"
"Hayden Hurst","76","245","117","1","32","46","22","13","0.2","67","0.68","48.2","-7","Malcolm Rodriguez","71","234","37","22","0.26","62","1.27","43.8"
"Cole Kmet","78","260","111","10","35","52","11","22","0.44","75","1.7","71.9","-30","Jamin Davis","75","234","83","16","0.23","85","1.02","67.9"
"Irv Smith Jr.","74","240","58","","43","29","24","16","0.13","56","0.47","40.9","7","Ezekiel Turner","74","214","19","11","0.19","100","0.89","52.8"
"Jake Ferguson","77","244","88","10","66","24","7","27","0.43","71","1.67","77.7","9","Fred Warner","75","230","163","13","0.2","73","1.04","71"
"Adam Trautman","77","253","112","10","46","35","19","8","0.07","56","0.3","43.9","-33","C.J. Mosley","74","231","145","12","0.2","72","1.11","65.7"
"Sam LaPorta","75","245","105","11","45","22","33","26","0.5","81","2.3","78.8","33","Kamu Grugier-Hill","74","220","55","13","0.24","100","1.15","53.7"
"Luke Musgrave","78","253","98","9","44","50","6","16","0.25","75","1.28","61.1","3","Divine Deablo","75","223","100","11","0.21","82","0.62","64.3"
"Dalton Schultz","77","244","123","8","44","43","8","13","0.2","62","0.72","54.3","-24","Nate Landman","75","235","43","7","0.1","100","0.33","76.6"
"Kylen Granson","74","242","108","2","39","53","6","18","0.24","58","0.81","53.9","-58","Jack Gibbens","75","242","89","4","0.03","50","0.09","83.2"
"Evan Engram","75","240","140","1","23","49","27","21","0.34","86","1.66","72.1","3","Terrel Bernard","73","224","111","17","0.29","79","1.52","68.3"
"Travis Kelce","77","250","84","7","28","46","24","31","0.53","65","1.85","73.9","36","Ivan Pace Jr.","70","231","58","7","0.11","100","0.43","79.1"
"Tyler Higbee","78","255","158","8","49","34","18","15","0.23","70","1.24","66.1","-2","Zach Cunningham","75","230","144","15","0.17","76","0.58","70.3"
"Austin Hooper","76","254","87","5","57","33","11","6","0.1","80","0.59","54.5","-11","Quay Walker","76","241","118","19","0.29","86","1.29","67.7"
"Durham Smythe","78","246","109","12","41","46","11","13","0.21","79","1.13","53.4","-32","Isaiah Simmons","76","238","37","16","0.23","83","0.97","73.1"
"T.J. Hockenson","77","248","140","5","58","32","10","21","0.41","83","1.45","72.7","19","Drue Tranquill","74","234","82","15","0.23","83","1.1","68"
"Hunter Henry","77","258","133","1","33","59","7","17","0.35","74","1.32","71.6","-5","Demario Davis","74","248","142","6","0.09","56","0.15","82.5"
"Jimmy Graham","79","265","40","5","21","62","17","3","0.2","100","0.2","58.6","-35","Ja'Whaun Bentley","74","250","117","9","0.09","60","0.43","69.9"
"Darren Waller","78","245","133","8","36","40","23","17","0.23","68","1.15","64.1","-2","David Long Jr.","71","227","79","13","0.44","100","2.38","63.7"
"Tyler Conklin","75","254","99","9","42","46","12","17","0.27","76","1.37","64.8","16","Drew Sanders","76","233","43","14","0.45","100","1.67","39.3"
"Dallas Goedert","77","256","140","5","38","49","13","14","0.16","68","0.63","62.3","0","Ernest Jones","74","230","112","12","0.15","62","0.76","72.1"
"Darnell Washington","78","264","40","18","90","8","2","3","0.05","100","0.25","51.5","-41","Patrick Queen","72","230","149","13","0.22","74","0.87","72.4"
"George Kittle","76","250","103","12","57","32","9","18","0.28","74","1.44","76.5","27","Jayron Kearse","76","215","122","10","0.16","75","0.89","52.6"
"Chigoziem Okonkwo","75","238","92","15","35","44","14","14","0.19","77","0.77","52.2","-16","Zaire Franklin","72","235","151","15","0.25","87","1.18","68.5"
"Logan Thomas","78","250","92","7","23","45","31","14","0.28","69","1.15","62.6","-10","Tremaine Edmunds","77","250","126","14","0.34","94","1.09","55.1"
