"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Kylen Granson","74","242","260","4","43","44","11","17","0.26","65","1.28","57.7","-27","Divine Deablo","75","223","358","14","0.22","78","0.76","67.6"
"Evan Engram","75","240","546","3","25","55","20","22","0.36","81","1.51","70.9","30","Kamu Grugier-Hill","74","220","129","12","0.23","81","0.88","50.1"
"Travis Kelce","77","250","487","3","28","50","21","23","0.45","80","1.99","79.3","53","Logan Wilson","74","245","531","14","0.26","79","1.17","63.1"
"Tyler Higbee","78","255","422","8","57","28","15","14","0.23","69","1.03","57.5","-10","Isaiah Simmons","76","238","176","11","0.17","80","0.83","74.3"
"Gerald Everett","75","250","296","8","52","34","12","20","0.34","77","1.27","66.2","18","Josey Jewell","74","236","336","11","0.2","86","0.93","67.2"
"Austin Hooper","76","254","201","16","61","28","10","11","0.17","78","0.83","53","-28","E.J. Speed","75","227","308","17","0.2","69","0.82","63.2"
"Durham Smythe","78","246","349","16","34","46","17","10","0.16","83","0.81","52.9","-35","Patrick Queen","72","230","562","11","0.18","80","0.77","77.8"
"Johnny Mundt","76","233","50","7","67","17","17","20","0.31","80","1.5","67.7","28","Quay Walker","76","241","362","13","0.25","83","1.14","57.5"
"Mike Gesicki","78","245","288","1","9","72","19","12","0.2","71","0.7","54.8","-32","Terrel Bernard","73","224","484","12","0.22","78","0.97","65.4"
"Juwan Johnson","76","231","269","8","26","60","14","16","0.25","59","0.88","52.5","-9","Devin White","72","237","391","11","0.18","70","0.85","46.7"
"Darren Waller","78","245","297","6","26","53","20","20","0.32","70","1.54","68.5","21","Troy Reeder","75","245","68","15","0.36","80","1.51","51"
"Tyler Conklin","75","254","419","8","34","56","10","18","0.26","72","1.34","66.5","-16","Ronnie Hickman Jr.","72","209","161","4","0.06","50","0.03","82.8"
"Dallas Goedert","77","256","403","3","37","51","12","18","0.3","73","1.34","73.1","23","Owen Pappoe","72","225","18","17","0.27","67","1.61","60.7"
"Pat Freiermuth","77","258","238","6","46","46","7","16","0.27","69","1.02","66.1","12","Devin Bush","71","234","70","20","0.26","71","1.14","67.4"
"Noah Fant","76","249","301","10","45","38","11","12","0.21","75","1.18","59.6","12","Mykal Walker","75","230","126","17","0.53","73","1.67","51.1"
"George Kittle","76","250","432","7","62","28","8","20","0.46","73","2.29","88.7","31","Khaleke Hudson","72","220","126","22","0.4","75","1.34","68"
"Cade Otton","77","247","498","9","39","43","16","12","0.22","74","0.84","53.6","-20","Tyrann Mathieu","69","190","541","6","0.11","58","0.45","78.6"
"Chigoziem Okonkwo","75","238","357","9","27","57","10","19","0.28","73","1.28","62.8","5","Christian Harris","73","226","344","16","0.25","78","1.03","58.7"
"Logan Thomas","78","250","473","5","19","55","26","15","0.26","73","0.99","58.2","-13","Dre Greenlaw","72","230","499","17","0.26","68","0.99","66.4"
"Trey McBride","75","246","347","3","41","51","7","27","0.46","78","2.14","78.8","20","Shaquille Leonard","74","230","255","10","0.15","84","0.73","61.4"
"Kyle Pitts","78","246","408","2","15","57","28","19","0.32","63","1.56","69.7","11","Tremaine Edmunds","77","250","453","13","0.26","82","0.99","54.5"
"Isaiah Likely","76","241","247","2","40","55","5","13","0.29","81","1.37","61.9","-20","Duke Riley","73","227","155","13","0.18","75","0.88","80.2"
"Dalton Kincaid","75","240","401","1","20","59","19","19","0.31","83","1.25","64.7","16","Ja'Whaun Bentley","74","250","396","10","0.19","82","0.87","67.1"
"Tommy Tremble","76","250","211","8","50","36","14","12","0.26","77","0.84","58.8","-28","Foyesade Oluokun","74","230","544","14","0.24","84","0.92","80.5"
"Cole Kmet","78","260","403","13","41","48","10","21","0.43","83","1.68","75","-18","Nate Landman","75","235","315","14","0.24","76","0.97","75"
"Tanner Hudson","77","239","180","1","27","51","23","22","0.39","85","1.68","75.9","28","Nick Bolton","71","237","198","12","0.17","75","0.79","69.4"
"David Njoku","76","246","498","9","54","36","10","22","0.37","67","1.5","66.2","-11","C.J. Mosley","74","231","505","11","0.18","80","0.8","78.3"
"Jake Ferguson","77","244","455","5","46","44","9","18","0.34","73","1.45","71.7","20","Alex Anzalone","75","238","474","13","0.18","74","0.86","69.6"
"Adam Trautman","77","253","324","14","48","35","17","10","0.17","62","0.54","52","-16","Eric Kendricks","72","232","383","13","0.22","80","1.11","66.6"
"Sam LaPorta","75","245","459","9","45","26","28","22","0.45","74","1.69","75.7","2","Markquese Bell","75","205","301","14","0.18","69","0.86","81.5"
"Tucker Kraft","77","259","240","11","65","25","10","12","0.26","73","1.15","63.8","-22","Ivan Pace Jr.","70","231","275","12","0.16","85","0.55","75.4"
"Dalton Schultz","77","244","388","7","49","36","11","19","0.36","71","1.48","72.5","16","Otis Reese IV","75","214","13","15","0.37","100","2.15","64.2"
