"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","166","1","29","59","12","23","0.28","63","1.01","52","-29","Jordyn Brooks","73","245","147","13","0.18","84","0.69","69"
"Kyle Pitts","78","246","185","1","13","61","26","19","0.29","61","1.36","67.2","-10","Lavonte David","73","233","190","16","0.23","81","0.96","59.2"
"Mark Andrews","77","247","166","3","12","81","6","20","0.43","71","1.77","71.1","-14","Alex Anzalone","75","238","239","14","0.18","73","0.84","76.4"
"Dawson Knox","76","254","153","8","37","45","13","16","0.19","58","0.6","48.6","-2","Ja'Whaun Bentley","74","250","165","10","0.15","62","0.5","70.8"
"Cole Kmet","78","260","158","12","42","46","11","20","0.42","78","1.52","69.5","-28","Robert Spillane","73","229","186","11","0.18","81","0.92","70"
"David Njoku","76","246","158","8","54","40","5","14","0.22","86","1.03","62.1","-16","Zaire Franklin","72","235","219","15","0.24","88","1.08","62.2"
"Greg Dulcich","76","245","20","9","36","59","5","20","0.28","75","1.25","66.8","-4","Quay Walker","76","241","125","19","0.32","88","1.47","64.3"
"Sam LaPorta","75","245","168","11","49","23","27","25","0.47","69","1.93","75.5","-5","Patrick Queen","72","230","208","10","0.17","71","0.65","79.9"
"Luke Musgrave","78","253","122","9","46","49","6","19","0.28","78","1.3","59.4","-10","Josey Jewell","74","236","124","10","0.21","85","1.21","68.5"
"Kylen Granson","74","242","154","1","38","49","12","16","0.25","64","1.1","56.6","-53","Grant Delpit","75","208","145","9","0.09","77","0.26","76.4"
"Evan Engram","75","240","210","2","22","49","28","20","0.31","86","1.43","70.4","-13","Demario Davis","74","248","195","8","0.09","53","0.15","86.1"
"Travis Kelce","77","250","144","5","26","53","20","32","0.62","78","2.4","83.2","50","Eric Kendricks","72","232","96","10","0.18","70","1.05","63.3"
"Tyler Higbee","78","255","221","6","47","31","22","13","0.2","69","1.06","62.8","-3","Cole Holcomb","73","240","160","7","0.14","75","0.84","67.6"
"Gerald Everett","75","250","108","11","52","30","14","18","0.32","84","1.14","65.8","8","Nick Bolton","71","237","95","9","0.12","67","0.59","71"
"Michael Mayer","76","265","89","15","60","24","15","12","0.22","73","1.3","61.4","-7","Tremaine Edmunds","77","250","206","13","0.25","85","0.85","51.2"
"Durham Smythe","78","246","159","13","41","44","14","9","0.15","79","0.77","51.5","-29","Zach Cunningham","75","230","205","14","0.18","79","0.71","62.1"
"T.J. Hockenson","77","248","204","6","53","36","11","23","0.38","78","1.49","65.4","0","Fred Warner","75","230","220","13","0.19","75","0.99","77"
"Hunter Henry","77","258","176","3","37","55","7","16","0.27","64","1.04","64.8","5","Terrel Bernard","73","224","192","14","0.22","78","1.14","64.2"
"Taysom Hill","74","221","86","3","27","40","28","15","0.2","85","0.76","64.6","-34","Foyesade Oluokun","74","230","230","14","0.18","81","0.71","78.1"
"Darren Waller","78","245","212","7","29","50","21","19","0.26","70","1.33","67.4","-7","Jamin Davis","75","234","147","14","0.21","71","1.05","72"
"Dallas Goedert","77","256","216","4","37","52","11","17","0.26","72","1.14","67.2","2","David Long Jr.","71","227","134","12","0.34","94","1.81","68.9"
"Pat Freiermuth","77","258","97","5","68","28","4","13","0.26","62","0.55","53.8","-14","Ernest Jones","74","230","165","12","0.16","68","0.81","77"
"Noah Fant","76","249","78","11","52","28","12","15","0.36","92","2.17","74.5","42","Josh Woods","73","230","72","8","0.16","50","0.32","28.6"
"George Kittle","76","250","157","10","61","31","7","15","0.37","75","1.38","77.6","11","Ivan Pace Jr.","70","231","77","13","0.17","80","0.64","76.9"
"Cade Otton","77","247","153","13","45","37","14","11","0.19","76","0.68","47.4","-27","Nate Landman","75","235","92","12","0.25","82","0.86","70.8"
"Logan Thomas","78","250","158","7","20","50","30","16","0.31","76","1.17","65.4","-27","Bobby Okereke","73","235","163","10","0.13","56","0.78","75.4"
