"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Kyle Pitts","78","246","322","2","13","59","28","20","0.3","63","1.53","67.6","7","SirVocea Dennis","72","226","46","13","0.22","83","1.07","60.1"
"Isaiah Likely","76","241","137","4","42","52","6","11","0.19","87","0.94","55.9","6","Troy Reeder","75","245","45","22","0.54","80","2.29","50.4"
"Dalton Kincaid","75","240","334","1","21","58","19","19","0.35","88","1.42","67.9","20","Drue Tranquill","74","234","259","15","0.21","79","0.95","66.9"
"Ian Thomas","76","260","68","16","78","12","9","9","0.13","67","0.75","59.9","-56","Demario Davis","74","248","368","9","0.12","61","0.34","86.2"
"Cole Kmet","78","260","323","13","40","49","10","20","0.42","85","1.49","73.7","-1","Jack Campbell","77","243","189","16","0.35","81","1.53","55.8"
"Tanner Hudson","77","239","119","","27","48","25","25","0.41","87","1.92","75.5","15","E.J. Speed","75","227","250","15","0.17","65","0.71","60.2"
"David Njoku","76","246","390","9","52","39","9","21","0.3","65","1.31","64.1","-24","Foyesade Oluokun","74","230","437","15","0.25","83","0.92","82.4"
"Jake Ferguson","77","244","354","5","48","42","9","18","0.36","73","1.41","73.6","39","Christian Elliss","75","231","63","11","0.19","71","1.06","52.1"
"Adam Trautman","77","253","285","12","44","37","19","8","0.15","71","0.46","47.3","-40","Eric Kendricks","72","232","306","14","0.24","81","1.25","66.8"
"Sam LaPorta","75","245","365","8","43","29","28","24","0.46","74","1.86","74.9","29","Tremaine Edmunds","77","250","335","12","0.24","83","0.84","53.6"
"Tucker Kraft","77","259","138","15","69","23","8","9","0.18","77","0.69","55.6","-4","Isaiah Simmons","76","238","144","13","0.2","79","0.98","68.5"
"Brevin Jordan","75","245","73","10","59","30","10","15","0.38","82","1.7","68.2","-42","C.J. Mosley","74","231","415","11","0.19","80","0.88","82.4"
"Kylen Granson","74","242","212","5","41","48","10","15","0.24","65","1.17","56.2","-7","Logan Wilson","74","245","429","12","0.23","79","1.08","60.7"
"Evan Engram","75","240","413","2","22","56","22","21","0.34","83","1.49","68.3","2","Grant Delpit","75","208","339","8","0.12","85","0.48","70.1"
"Travis Kelce","77","250","362","3","27","52","20","25","0.51","81","2.25","82.7","51","Terrel Bernard","73","224","376","13","0.23","82","1.08","69.9"
"Tyler Higbee","78","255","375","8","57","27","16","14","0.22","67","0.98","57.3","-12","Patrick Queen","72","230","437","13","0.21","82","0.94","74.7"
"Gerald Everett","75","250","207","10","53","33","12","17","0.35","81","1.23","66.2","23","Josey Jewell","74","236","260","10","0.17","84","0.94","70.7"
"Michael Mayer","76","265","224","17","61","29","10","14","0.24","71","1.12","58.3","2","Ivan Pace Jr.","70","231","194","13","0.17","88","0.56","70.9"
"Durham Smythe","78","246","275","16","36","43","19","8","0.13","78","0.65","49.6","-38","Jack Gibbens","75","242","228","7","0.12","76","0.62","79.6"
"T.J. Hockenson","77","248","415","5","53","36","11","25","0.45","76","1.9","79.5","13","Robert Spillane","73","229","402","11","0.19","79","0.91","79.1"
"Hunter Henry","77","258","319","6","42","50","8","16","0.25","64","0.98","63.6","21","Mykal Walker","75","230","79","15","0.27","67","0.95","52.4"
"Juwan Johnson","76","231","211","6","25","59","15","15","0.18","56","0.67","49.2","10","Deion Jones","73","227","108","13","0.17","71","0.82","56.4"
"Daniel Bellinger","77","253","193","23","56","23","12","8","0.14","87","0.76","47.5","-37","Quay Walker","76","241","303","14","0.23","80","1.01","62.2"
"Tyler Conklin","75","254","322","8","34","55","11","18","0.27","72","1.39","64","-12","Blake Cashman","73","237","295","16","0.21","70","0.8","90"
"Dallas Goedert","77","256","306","4","38","50","11","17","0.3","73","1.34","71.5","2","Markquese Bell","75","205","245","14","0.19","74","0.89","80.4"
"Pat Freiermuth","77","258","154","8","54","39","7","18","0.35","75","1.36","74.6","15","Ja'Whaun Bentley","74","250","297","10","0.2","81","0.98","70.9"
"Noah Fant","76","249","228","10","48","34","12","12","0.23","79","1.33","65.6","-8","Dre Greenlaw","72","230","399","17","0.25","65","0.84","71.6"
"George Kittle","76","250","333","9","62","29","8","20","0.46","76","2.21","87.6","34","Jordyn Brooks","73","245","324","17","0.27","84","1.25","66.5"
"Cade Otton","77","247","404","10","40","43","15","12","0.22","76","0.86","53.1","7","Andre Smith","72","240","8","12","0.28","100","1.5","57.5"
"Chigoziem Okonkwo","75","238","272","10","28","53","12","19","0.24","67","1.15","55.9","-24","Duke Riley","73","227","54","15","0.18","75","0.72","75.5"
