"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","147","4","46","42","8","27","0.43","72","1.95","69.1","0","Nate Landman","75","235","186","14","0.27","77","0.94","78.7"
"Kyle Pitts","78","246","260","1","11","62","27","19","0.3","64","1.5","69.5","25","Josh Woods","73","230","138","10","0.19","71","0.7","43"
"Mark Andrews","77","247","251","2","11","80","9","22","0.5","75","1.9","78.4","-3","Grant Delpit","75","208","234","8","0.08","79","0.21","77.7"
"Dalton Kincaid","75","240","244","","22","55","21","18","0.33","91","1.39","68.7","23","Josey Jewell","74","236","178","10","0.17","82","0.96","68.2"
"Hayden Hurst","76","245","199","2","35","45","19","13","0.2","62","0.85","46.9","-25","Jack Sanborn","74","234","106","18","0.35","95","1.77","65.2"
"Cole Kmet","78","260","246","12","41","50","8","20","0.44","84","1.52","70.5","-5","Deion Jones","73","227","51","10","0.17","80","0.94","57"
"Irv Smith Jr.","74","240","163","1","45","31","22","12","0.17","68","0.5","43.3","5","Denzel Perryman","71","240","97","14","0.23","79","1.12","62.3"
"David Njoku","76","246","240","11","51","39","9","18","0.32","74","1.33","71.6","-11","Patrick Queen","72","230","320","12","0.2","76","0.9","72"
"Jake Ferguson","77","244","224","5","51","39","10","19","0.37","76","1.46","73.5","27","Xavier McKinney","72","201","289","7","0.08","60","0.4","68.6"
"Adam Trautman","77","253","205","12","45","36","19","9","0.12","61","0.34","43.7","-28","Terrel Bernard","73","224","282","15","0.24","78","1.25","67"
"Sam LaPorta","75","245","246","9","47","27","26","24","0.45","73","1.76","73","10","Eric Kendricks","72","232","195","14","0.23","81","1.17","74.6"
"Luke Musgrave","78","253","206","9","50","42","7","17","0.28","77","1.21","60.4","9","Kwon Alexander","73","227","176","16","0.21","64","1.08","59.5"
"Dalton Schultz","77","244","227","6","47","39","12","21","0.41","70","1.54","67.9","11","Logan Wilson","74","245","283","15","0.28","79","1.17","56.9"
"Andrew Ogletree","77","260","97","11","61","33","6","15","0.37","60","1.52","77.7","17","Ja'Whaun Bentley","74","250","244","12","0.23","80","1.09","66.7"
"Evan Engram","75","240","273","1","19","53","26","22","0.35","86","1.62","71.5","-1","Fred Warner","75","230","300","15","0.24","82","1.2","81.1"
"Gerald Everett","75","250","139","11","52","31","14","18","0.36","84","1.2","64.5","20","Alex Anzalone","75","238","291","13","0.18","74","0.82","72.7"
"Michael Mayer","76","265","150","15","62","25","12","13","0.19","68","1.06","61.5","-15","C.J. Mosley","74","231","288","11","0.18","79","0.88","87.8"
"T.J. Hockenson","77","248","318","6","53","36","12","25","0.42","77","1.72","73","-3","Demario Davis","74","248","286","9","0.11","68","0.3","89.9"
"Hunter Henry","77","258","247","5","40","52","7","17","0.29","66","1.12","66.9","26","Segun Olubi","74","225","49","10","0.07","40","0.24","56.6"
"Juwan Johnson","76","231","128","4","22","60","16","15","0.22","68","0.74","52.7","-5","Ivan Pace Jr.","70","231","94","13","0.15","83","0.45","74.1"
"Daniel Bellinger","77","253","117","27","59","21","9","7","0.12","88","0.56","45.5","-1","Donovan Wilson","72","204","140","8","0.16","82","0.54","49"
"Tyler Conklin","75","254","217","6","34","56","10","15","0.25","79","1.35","61.6","-7","Robert Spillane","73","229","281","11","0.16","77","0.79","73.4"
"Connor Heyward","72","230","130","5","71","22","5","16","0.19","67","0.81","56.4","0","Isaiah McDuffie","73","227","126","10","0.18","92","0.8","63.4"
"Noah Fant","76","249","130","12","52","27","12","13","0.28","82","1.74","72.7","9","Jamin Davis","75","234","252","13","0.26","71","1.19","67.5"
"George Kittle","76","250","221","9","63","29","7","19","0.43","76","2","84.9","22","Devin Lloyd","75","235","250","14","0.23","68","0.95","75.3"
"Cade Otton","77","247","267","10","41","40","17","14","0.26","74","0.92","55","-12","Jack Gibbens","75","242","175","7","0.12","83","0.67","72.1"
"Chigoziem Okonkwo","75","238","199","11","31","50","11","18","0.21","69","0.87","55.8","-15","Lavonte David","73","233","298","15","0.22","83","0.95","71.5"
"Logan Thomas","78","250","277","6","21","52","28","16","0.3","73","1.12","64.4","-15","Jordyn Brooks","73","245","219","16","0.25","83","1.1","70.7"
