"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","142","1","30","58","12","24","0.3","65","1.03","51.6","-30","Ernest Jones","74","230","143","12","0.17","71","0.87","73.2"
"Kyle Pitts","78","246","152","1","12","59","28","20","0.26","60","1.37","65.1","-10","Jamin Davis","75","234","105","15","0.22","75","1.1","64.8"
"Mark Andrews","77","247","133","4","14","78","7","21","0.45","71","1.69","67.6","-5","Jack Gibbens","75","242","106","7","0.09","71","0.43","70.1"
"Dawson Knox","76","254","130","7","36","48","13","14","0.19","61","0.58","45.6","3","Bobby Okereke","73","235","135","8","0.14","64","0.86","67.2"
"Hayden Hurst","76","245","145","1","32","49","20","12","0.2","72","0.69","48.2","-39","David Long Jr.","71","227","114","12","0.37","100","1.98","71.4"
"Cole Kmet","78","260","134","11","37","50","11","22","0.48","79","1.72","71.8","-33","Ivan Pace Jr.","70","231","74","9","0.14","86","0.54","76.4"
"Irv Smith Jr.","74","240","90","2","50","26","22","10","0.09","56","0.3","40.7","-19","Jordyn Brooks","73","245","121","13","0.17","81","0.64","72.5"
"David Njoku","76","246","127","7","53","41","6","14","0.23","89","1.09","56.2","-38","Fred Warner","75","230","185","14","0.21","76","1.08","73"
"Jake Ferguson","77","244","110","9","59","31","9","25","0.4","74","1.59","75.9","34","Eric Kendricks","72","232","68","13","0.25","78","1.49","50.1"
"Adam Trautman","77","253","146","9","44","36","20","10","0.14","64","0.41","45.5","-49","Nick Bolton","71","237","69","12","0.17","75","0.81","61.6"
"Sam LaPorta","75","245","129","12","50","21","29","24","0.56","81","2.24","78.7","13","Lavonte David","73","233","146","16","0.21","87","0.76","63.2"
"Dalton Schultz","77","244","147","7","43","44","9","18","0.3","65","1.05","57.9","-35","Demario Davis","74","248","168","8","0.1","57","0.18","88.5"
"Kylen Granson","74","242","120","2","36","54","7","18","0.24","59","0.86","55.5","-47","Foyesade Oluokun","74","230","177","12","0.18","82","0.75","67.5"
"Evan Engram","75","240","179","2","23","49","27","20","0.31","83","1.45","69.9","19","E.J. Speed","75","227","105","17","0.2","61","0.92","53.8"
"Travis Kelce","77","250","107","5","29","47","22","35","0.63","73","2.07","77.3","36","Josey Jewell","74","236","93","9","0.16","75","0.99","74.1"
"Tyler Higbee","78","255","196","6","46","33","21","13","0.2","69","1.1","64.4","40","Josh Woods","73","230","53","9","0.21","60","0.43","26.7"
"Gerald Everett","75","250","82","13","56","28","12","17","0.29","93","1.3","71.6","15","Markquese Bell","75","205","61","13","0.2","88","0.82","71.5"
"Austin Hooper","76","254","103","8","58","31","11","7","0.12","86","0.6","51.7","-35","Ja'Whaun Bentley","74","250","142","11","0.17","67","0.58","66.6"
"Durham Smythe","78","246","138","11","40","45","14","10","0.17","79","0.89","51.3","-20","Kamu Grugier-Hill","74","220","65","11","0.2","100","0.97","57.7"
"T.J. Hockenson","77","248","175","6","54","35","11","22","0.39","79","1.45","66.9","25","Tremaine Edmunds","77","250","176","12","0.27","91","0.9","52.5"
"Hunter Henry","77","258","156","3","35","57","7","16","0.3","68","1.13","68.5","9","Robert Spillane","73","229","152","10","0.14","73","0.69","72.2"
"Jimmy Graham","79","265","48","4","24","58","18","4","0.16","50","0.17","53.8","-14","Henry To'oTo'o","73","228","137","22","0.42","87","1.91","49.4"
"Darren Waller","78","245","175","7","31","46","23","19","0.27","70","1.37","68.5","-8","Terrel Bernard","73","224","152","15","0.25","78","1.36","71.7"
"Tyler Conklin","75","254","121","8","40","48","11","17","0.31","81","1.68","69","-5","Zach Cunningham","75","230","175","13","0.15","77","0.55","64.2"
"Dallas Goedert","77","256","178","5","37","51","12","16","0.27","75","1.15","67.5","-7","C.J. Mosley","74","231","185","12","0.21","78","1.09","75.6"
"Noah Fant","76","249","60","13","55","25","13","18","0.43","91","2.67","77.8","6","Germaine Pratt","75","250","136","9","0.11","67","0.49","66"
"George Kittle","76","250","127","11","62","29","8","17","0.44","77","1.69","79.4","-9","Grant Delpit","75","208","114","11","0.11","75","0.32","85.7"
"Cade Otton","77","247","116","14","45","36","15","13","0.23","80","0.77","49.1","-27","Derrick Barnes","72","240","111","7","0.12","100","0.46","70.8"
"Chigoziem Okonkwo","75","238","116","14","36","45","12","18","0.22","71","0.9","53","-20","Patrick Queen","72","230","181","11","0.18","70","0.71","75.1"
"Logan Thomas","78","250","139","5","19","50","31","17","0.35","75","1.32","65","-13","Nate Landman","75","235","75","11","0.15","75","0.69","65.7"
