"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","127","4","48","42","8","27","0.45","74","2.09","72.1","-3","Grant Delpit","75","208","210","8","0.08","75","0.18","74.4"
"Kyle Pitts","78","246","233","1","11","60","29","19","0.29","62","1.43","68","-6","Ivan Pace Jr.","70","231","85","12","0.15","80","0.58","77.4"
"Mark Andrews","77","247","222","3","10","80","9","20","0.49","71","1.79","75.6","6","Jordyn Brooks","73","245","195","15","0.22","83","0.97","71.2"
"Dalton Kincaid","75","240","201","","23","50","24","16","0.31","91","1.28","65.4","32","Germaine Pratt","75","250","209","13","0.22","79","1.13","55.7"
"Hayden Hurst","76","245","179","2","37","43","20","13","0.18","61","0.65","44.5","-20","Zaire Franklin","72","235","278","15","0.28","86","1.28","59.7"
"Cole Kmet","78","260","214","13","40","51","8","20","0.4","83","1.49","68.8","-41","Demario Davis","74","248","254","9","0.11","64","0.26","89.5"
"Irv Smith Jr.","74","240","141","1","43","31","24","11","0.11","67","0.4","38.1","-25","Tyrel Dodson","72","237","73","8","0.14","83","0.75","82.8"
"David Njoku","76","246","220","9","53","38","8","17","0.29","76","1.33","71.3","18","Josh Woods","73","230","112","10","0.18","64","0.67","44"
"Jake Ferguson","77","244","177","7","54","35","9","18","0.34","78","1.34","70.6","24","Nakobe Dean","71","231","112","12","0.22","100","1.07","59.7"
"Luke Musgrave","78","253","181","9","49","44","7","17","0.24","77","1.09","58.4","-2","Ernest Jones","74","230","213","11","0.16","75","0.78","71.4"
"Dalton Schultz","77","244","190","6","45","42","10","19","0.33","64","1.16","62.5","-4","Lavonte David","73","233","256","15","0.2","79","0.79","71.4"
"Kylen Granson","74","242","154","1","38","49","12","16","0.25","64","1.1","56.6","-23","Deion Jones","73","227","45","9","0.15","75","0.82","57.3"
"Travis Kelce","77","250","218","4","27","51","19","31","0.63","81","2.67","88.7","53","David Long Jr.","71","227","173","11","0.28","89","1.47","77"
"Tyler Higbee","78","255","273","7","53","28","19","14","0.2","67","1.05","60.2","-3","Quay Walker","76","241","183","15","0.25","89","1.15","66.8"
"Donald Parham Jr.","80","237","107","16","48","39","13","18","0.44","68","0.97","59","-27","C.J. Mosley","74","231","253","11","0.17","79","0.83","86.2"
"Michael Mayer","76","265","135","15","62","24","13","13","0.19","65","1.1","63.6","20","Xavier McKinney","72","201","267","7","0.08","56","0.38","67"
"Durham Smythe","78","246","210","16","39","43","16","8","0.14","82","0.72","50.9","-18","Drue Tranquill","74","234","170","15","0.22","77","1.04","62.6"
"T.J. Hockenson","77","248","276","6","55","34","11","24","0.43","80","1.73","71.4","25","Nate Landman","75","235","145","14","0.29","81","0.92","74.8"
"Hunter Henry","77","258","208","4","41","52","7","16","0.28","68","1.14","66.3","13","Jamin Davis","75","234","209","13","0.27","74","1.2","67.9"
"Juwan Johnson","76","231","103","4","22","61","15","14","0.14","57","0.64","51.5","17","Tremaine Edmunds","77","250","277","12","0.22","84","0.81","53.1"
"Darren Waller","78","245","250","6","28","51","21","20","0.32","72","1.53","68.9","6","Robert Spillane","73","229","242","11","0.18","81","0.86","73"
"C.J. Uzomah","77","271","75","18","71","19","10","9","0.2","71","0.55","73.5","-15","Eric Kendricks","72","232","156","13","0.23","85","1.22","71.8"
"Dallas Goedert","77","256","282","4","38","51","10","17","0.29","73","1.28","69.6","-10","Markquese Bell","75","205","106","17","0.22","78","0.92","88.9"
"Connor Heyward","72","230","110","6","73","20","5","16","0.19","67","0.81","61.6","3","Jack Gibbens","75","242","155","7","0.13","82","0.7","69.6"
"Noah Fant","76","249","116","11","52","28","12","14","0.32","88","1.95","75.2","5","Patrick Queen","72","230","294","12","0.19","74","0.8","72.3"
"Cade Otton","77","247","236","11","40","41","17","12","0.19","76","0.74","51.4","-8","Denzel Perryman","71","240","79","13","0.21","80","1.06","67.6"
"Chigoziem Okonkwo","75","238","162","12","33","45","12","19","0.22","68","0.9","55.2","-6","Cole Holcomb","73","240","205","11","0.17","73","0.94","64"
"Logan Thomas","78","250","234","7","20","51","29","17","0.32","74","1.2","66.1","-11","Ja'Whaun Bentley","74","250","205","12","0.21","76","0.91","66.3"
