"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","75","246","212","3","44","46","8","26","0.44","75","2.17","80.3","29","Troy Reeder","75","245","20","25","0.79","80","2.9","61.5"
"Kyle Pitts","78","246","278","2","14","60","27","20","0.3","64","1.51","67.7","-21","Demario Davis","74","248","322","9","0.11","68","0.31","89.2"
"Isaiah Likely","76","241","107","4","50","46","4","10","0.17","82","0.83","52","-33","Eric Kendricks","72","232","250","14","0.26","83","1.39","65.6"
"Dalton Kincaid","75","240","296","","22","55","21","20","0.36","88","1.47","68.6","5","Nicholas Morrow","72","216","263","8","0.11","77","0.44","82.7"
"Hayden Hurst","76","245","224","2","37","45","18","13","0.19","60","0.82","44","-36","Jack Gibbens","75","242","194","7","0.11","77","0.61","72.8"
"Cole Kmet","78","260","291","13","41","50","8","20","0.42","83","1.51","72","-21","Ivan Pace Jr.","70","231","159","14","0.18","86","0.61","76.1"
"Tanner Hudson","77","239","97","","24","47","29","23","0.37","82","1.8","72.5","15","Mykal Walker","75","230","34","6","","","","59.9"
"David Njoku","76","246","316","10","50","41","9","21","0.32","67","1.37","67.8","-5","Josey Jewell","74","236","209","11","0.19","86","1.02","65.2"
"Jake Ferguson","77","244","290","6","50","40","9","18","0.35","74","1.33","71.6","21","Jamin Davis","75","234","327","13","0.27","74","1.21","69.1"
"Adam Trautman","77","253","251","11","42","39","19","9","0.13","68","0.47","47.7","-50","Grant Delpit","75","208","285","9","0.12","84","0.49","73.1"
"Sam LaPorta","75","245","305","8","44","29","27","23","0.4","72","1.61","73.3","23","Quay Walker","76","241","222","14","0.28","88","1.25","63.1"
"Luke Musgrave","78","253","269","8","50","41","8","16","0.27","75","1.27","63.2","-4","Alex Anzalone","75","238","351","13","0.17","71","0.77","79.8"
"Dalton Schultz","77","244","295","8","47","38","12","19","0.39","70","1.54","73.1","-5","Foyesade Oluokun","74","230","366","15","0.23","87","0.88","85.4"
"Mo Alie-Cox","77","267","80","22","81","17","2","11","0.23","56","0.9","61.5","-2","Lavonte David","73","233","355","16","0.23","81","1.02","66.1"
"Evan Engram","75","240","338","1","20","54","25","21","0.32","83","1.43","68.5","-4","Blake Cashman","73","237","227","17","0.23","69","0.88","87.4"
"Travis Kelce","77","250","292","4","27","52","19","27","0.54","81","2.2","80.7","51","Robert Spillane","73","229","364","10","0.16","76","0.83","81.8"
"Tyler Higbee","78","255","323","8","57","26","17","13","0.18","64","0.94","56.4","20","Josh Woods","73","230","178","11","0.19","79","0.75","46.1"
"Donald Parham Jr.","80","237","166","13","51","35","15","17","0.37","68","1.08","60.9","-1","Patrick Queen","72","230","396","12","0.22","82","1","66.1"
"Michael Mayer","76","265","203","15","62","28","10","14","0.24","71","1.1","58.2","12","Drue Tranquill","74","234","226","16","0.23","78","1.04","58.8"
"Durham Smythe","78","246","234","17","38","43","16","9","0.14","85","0.72","52.6","-44","C.J. Mosley","74","231","353","12","0.2","80","0.94","87"
"T.J. Hockenson","77","248","385","5","53","36","11","26","0.45","76","1.91","79.7","41","Tremaine Edmunds","77","250","302","12","0.25","84","0.88","52.4"
"Hunter Henry","77","258","274","5","41","52","7","17","0.28","65","1.09","64.5","-2","Bobby Okereke","73","235","350","9","0.18","76","0.77","80.7"
"Juwan Johnson","76","231","158","6","23","60","15","14","0.19","64","0.61","49.3","-11","Nate Landman","75","235","218","14","0.27","81","1","77.5"
"Daniel Bellinger","77","253","170","23","55","24","11","8","0.15","86","0.81","46.9","-18","Mack Wilson Sr.","73","246","66","6","0.11","100","0.52","68.4"
"Tyler Conklin","75","254","269","7","34","57","9","16","0.27","80","1.42","63.2","0","Jerome Baker","74","225","321","12","0.24","90","0.89","61.5"
"Jack Stoll","76","247","73","18","79","17","4","7","0.06","60","0.18","42.1","-49","Terrel Bernard","73","224","342","14","0.25","81","1.18","69.7"
"Pat Freiermuth","77","258","110","9","61","34","5","13","0.25","64","0.55","56","6","Logan Wilson","74","245","352","13","0.24","77","1.07","59.5"
"Noah Fant","76","249","181","11","49","33","10","12","0.22","77","1.3","65.5","-22","Fred Warner","75","230","383","14","0.22","85","1.04","88.2"
"George Kittle","76","250","276","8","61","30","8","20","0.5","78","2.35","89.7","34","Jordyn Brooks","73","245","283","17","0.25","83","1.12","67.4"
"Cade Otton","77","247","341","10","40","43","15","13","0.24","74","0.89","53.2","1","Zaire Franklin","72","235","312","16","0.28","84","1.27","61.3"
"Chigoziem Okonkwo","75","238","231","10","29","52","12","18","0.21","67","0.89","52.8","5","Deion Jones","73","227","90","12","0.2","82","0.98","48.6"
"Logan Thomas","78","250","358","5","20","53","27","16","0.28","74","1.14","62","-3","Donovan Wilson","72","204","195","7","0.16","79","0.45","56.6"
