"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","55","2","34","54","12","33","0.36","67","1.4","56.9","-22","Jayron Kearse","76","215","65","5","0.07","67","0.37","68.1"
"Kyle Pitts","78","246","55","","11","51","38","13","0.18","57","1.07","62.6","-5","Alex Anzalone","75","238","77","12","0.19","89","0.88","56.6"
"Mark Andrews","77","247","33","3","12","85","","24","0.47","62","1.36","62.7","-22","Zaire Franklin","72","235","83","14","0.22","83","1.01","78.8"
"Dawson Knox","76","254","63","7","29","53","15","14","0.25","67","0.56","47.1","-6","Jamin Davis","75","234","37","11","0.16","75","0.81","72.4"
"Hayden Hurst","76","245","51","","39","37","24","20","0.39","80","1.2","56.6","-21","Jordyn Brooks","73","245","45","24","0.37","91","1.49","63.6"
"Cole Kmet","78","260","64","11","36","50","11","20","0.27","69","1.28","63.6","-29","Willie Gay","74","243","34","18","0.22","50","1.35","61.4"
"Irv Smith Jr.","74","240","58","","43","29","24","16","0.13","56","0.47","40.9","-9","Ernest Jones","74","230","47","13","0.21","83","1.06","63.7"
"David Njoku","76","246","68","9","56","35","9","10","0.19","86","1.06","56","-43","Jack Gibbens","75","242","41","2","0.04","100","0.15","81.3"
"Jake Ferguson","77","244","33","13","68","21","11","30","0.4","50","0.67","74.8","18","Krys Barnes","74","229","39","8","0.28","100","0.46","67.8"
"Adam Trautman","77","253","52","16","53","26","21","12","0.16","83","0.65","53.9","-29","David Long Jr.","71","227","37","8","0.24","100","1.57","71.8"
"Sam LaPorta","75","245","56","12","38","27","36","20","0.36","91","1.82","76.5","10","Nate Landman","75","235","19","","","","","77.5"
"Luke Musgrave","78","253","46","8","46","42","12","15","0.27","71","1.63","65.4","-27","Demario Davis","74","248","65","3","0.02","50","0.09","89.8"
"Dalton Schultz","77","244","88","2","39","44","11","12","0.11","55","0.43","47.7","-33","Foyesade Oluokun","74","230","84","10","0.11","75","0.4","72.8"
"Kylen Granson","74","242","59","2","47","43","8","17","0.31","70","0.93","57.3","-38","Patrick Queen","72","230","80","15","0.22","75","1.06","80.7"
"Evan Engram","75","240","70","","23","43","34","19","0.31","85","1.51","76.3","34","Christian Harris","73","226","31","16","0.26","100","1.03","42.4"
"Travis Kelce","77","250","26","7","36","50","14","35","0.48","44","1","58.7","27","Tremaine Edmunds","77","250","63","14","0.26","100","1.16","66.5"
"Tyler Higbee","78","255","83","9","47","33","20","11","0.15","67","0.73","57.4","-15","Germaine Pratt","75","250","55","5","0.1","100","0.44","70.9"
"Gerald Everett","75","250","38","12","51","33","9","16","0.31","83","1.79","70.4","8","Ivan Pace Jr.","70","231","31","6","0.1","100","0.35","82.8"
"Austin Hooper","76","254","30","","63","27","10","10","0.23","100","1.33","64.2","3","Cole Holcomb","73","240","63","6","0.08","50","0.48","67.9"
"Durham Smythe","78","246","74","6","33","52","13","12","0.17","67","0.91","57","-43","Josey Jewell","74","236","59","8","0.11","60","0.56","86.1"
"T.J. Hockenson","77","248","73","5","62","34","4","22","0.51","94","1.38","77.5","34","Nick Niemann","75","244","21","10","0.09","50","0.38","55.4"
"Hunter Henry","77","258","85","1","31","63","6","15","0.4","85","1.27","68.6","-3","C.J. Mosley","74","231","84","8","0.15","86","0.77","74"
"Juwan Johnson","76","231","61","3","22","57","17","13","0.16","62","0.8","54.3","-35","Quay Walker","76","241","60","17","0.3","90","1.52","86.2"
"Darren Waller","78","245","62","5","31","42","26","19","0.33","75","1.81","73","-4","Fred Warner","75","230","102","13","0.18","69","0.9","71.6"
"Tyler Conklin","75","254","48","2","35","49","16","12","0.23","100","1.08","63.5","-9","Marte Mapu","75","230","14","14","0.4","100","2.57","63.4"
"Dallas Goedert","77","256","62","7","39","51","10","13","0.13","75","0.35","57.5","5","Lavonte David","73","233","75","20","0.3","87","1.23","53.9"
"Pat Freiermuth","77","258","54","5","81","18","2","9","0.16","40","0.09","50.4","-5","Robert Spillane","73","229","68","12","0.2","88","1.01","68.8"
"Noah Fant","76","249","32","6","50","35","12","12","0.3","100","1.75","67","-10","Kamu Grugier-Hill","74","220","28","4","0.05","100","0.18","75.3"
"George Kittle","76","250","50","11","55","32","12","18","0.22","67","0.98","74.5","27","Micah McFadden","74","232","25","20","0.6","100","1.6","58.5"
"Cade Otton","77","247","58","18","44","38","15","16","0.24","89","1.03","54.2","-18","Zach Cunningham","75","230","88","22","0.24","74","0.85","64.5"
"Chigoziem Okonkwo","75","238","49","11","38","44","15","12","0.15","67","0.71","59.6","-44","Grant Delpit","75","208","62","15","0.12","67","0.23","92.4"
"John Bates","78","259","23","18","64","25","11","17","0.33","75","2","61.2","-24","Terrel Bernard","73","224","47","15","0.31","86","1.79","48.2"
