"offPlayer","offHeightInches","offWeight","offRoutes","offBlockPct","offInline","offSlot","offWide","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defHeightInches","defWeight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","77","250","186","1","31","56","13","23","0.28","64","1.01","50.8","-33","Patrick Queen","72","230","255","11","0.17","74","0.69","78.4"
"Kyle Pitts","78","246","206","1","12","59","29","20","0.3","61","1.45","67","-24","Jack Gibbens","75","242","128","5","0.07","71","0.36","75.7"
"Mark Andrews","77","247","193","3","12","80","8","21","0.49","70","1.85","74.2","33","Josh Woods","73","230","96","9","0.15","56","0.39","35.7"
"Dalton Kincaid","75","240","162","1","21","53","23","16","0.27","96","1.19","62.4","2","Lavonte David","73","233","218","16","0.21","80","0.82","70"
"Hayden Hurst","76","245","165","1","34","46","20","13","0.19","67","0.7","47.7","-12","Henry To'oTo'o","73","228","177","19","0.35","82","1.62","44.1"
"Cole Kmet","78","260","182","14","42","47","9","18","0.37","78","1.32","66","-34","Eric Kendricks","72","232","126","11","0.2","79","1.09","70.3"
"Irv Smith Jr.","74","240","115","2","44","29","25","10","0.08","55","0.28","39.2","-34","Fred Warner","75","230","263","13","0.21","77","1.05","81.6"
"David Njoku","76","246","192","9","53","39","8","16","0.24","80","1.12","66","-22","Jordyn Brooks","73","245","167","16","0.21","81","0.84","68"
"Jake Ferguson","77","244","142","8","56","34","8","20","0.32","75","1.34","70.1","8","Ernest Jones","74","230","182","12","0.17","71","0.85","74.5"
"Adam Trautman","77","253","183","10","45","36","20","10","0.13","61","0.38","43.5","-48","Drue Tranquill","74","234","142","16","0.23","74","1.11","60.3"
"Sam LaPorta","75","245","211","9","46","27","27","23","0.43","71","1.79","72.5","10","Robert Spillane","73","229","210","11","0.18","83","0.9","71.5"
"Luke Musgrave","78","253","145","9","48","43","8","19","0.28","79","1.3","59.2","-17","Ivan Pace Jr.","70","231","78","13","0.17","80","0.63","78.3"
"Dalton Schultz","77","244","168","7","43","44","9","20","0.36","64","1.28","63.2","6","Kamu Grugier-Hill","74","220","79","10","0.26","100","0.84","49.2"
"Kylen Granson","74","242","154","1","38","49","12","16","0.25","64","1.1","56.6","-62","Demario Davis","74","248","213","8","0.09","56","0.15","88.1"
"Evan Engram","75","240","243","2","21","51","27","20","0.31","84","1.42","69.4","5","Cole Holcomb","73","240","177","10","0.16","71","0.95","64.8"
"Travis Kelce","77","250","180","4","26","53","19","33","0.69","81","2.92","88.2","56","Josey Jewell","74","236","147","9","0.18","85","1.02","66.3"
"Tyler Higbee","78","255","245","7","51","29","20","13","0.18","66","0.98","61","-25","Markquese Bell","75","205","82","16","0.24","85","1.05","82.3"
"Gerald Everett","75","250","117","13","53","29","14","20","0.39","83","1.27","67.1","35","Tremaine Edmunds","77","250","248","12","0.24","84","0.88","52"
"Michael Mayer","76","265","113","16","60","24","16","13","0.2","67","1.14","61.7","-6","Alex Anzalone","75","238","270","13","0.18","74","0.8","76.9"
"Durham Smythe","78","246","185","15","37","44","17","8","0.13","79","0.66","49.8","-30","Ja'Whaun Bentley","74","250","195","11","0.2","73","0.83","63.6"
"T.J. Hockenson","77","248","241","7","55","34","11","24","0.41","82","1.62","70.3","13","Quay Walker","76","241","152","18","0.3","89","1.39","64.3"
"Mike Gesicki","78","245","144","1","10","73","17","15","0.26","77","1.03","67","-11","David Long Jr.","71","227","152","12","0.32","94","1.67","72.1"
"Taysom Hill","74","221","128","2","21","52","24","14","0.21","83","0.9","66.6","-16","Zaire Franklin","72","235","253","14","0.24","86","1.14","59.7"
"Darren Waller","78","245","242","7","28","51","20","20","0.33","73","1.57","70.6","-18","C.J. Mosley","74","231","232","12","0.18","78","0.91","85.8"
"Tyler Conklin","75","254","149","8","38","51","12","17","0.29","80","1.52","65.7","-17","Bobby Okereke","73","235","202","9","0.14","63","0.8","77.5"
"Dallas Goedert","77","256","246","4","38","51","11","17","0.31","76","1.32","70.4","1","Jamin Davis","75","234","177","14","0.29","75","1.21","71"
"Connor Heyward","72","230","70","8","68","25","4","17","0.19","58","0.93","65.1","-18","Foyesade Oluokun","74","230","277","16","0.23","84","0.92","83.8"
"Noah Fant","76","249","94","11","54","26","13","14","0.33","92","2.06","75.7","-6","Grant Delpit","75","208","173","9","0.08","73","0.18","72.2"
"George Kittle","76","250","186","10","63","29","7","17","0.38","74","1.58","81.9","28","Germaine Pratt","75","250","176","11","0.17","80","0.78","60.3"
"Cade Otton","77","247","191","12","44","37","16","12","0.2","78","0.77","51.3","-21","Terrel Bernard","73","224","225","15","0.25","79","1.32","63.9"
"Chigoziem Okonkwo","75","238","138","13","35","46","13","18","0.21","68","0.88","55","-24","Nate Landman","75","235","125","14","0.25","78","0.87","78.2"
"Logan Thomas","78","250","189","8","20","50","31","16","0.31","74","1.25","66.3","-15","Zach Cunningham","75","230","239","14","0.19","76","0.78","62"
