,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Michael Mayer,,0,TE,TE1,2700,LV,@ CHI,4,20.25,4.5,0,5.4,0,0,0,0,0,0,0,0,0,2.52,0.0857,2.52,1.75,22.54,0.07,0,0,0,0,0,0,4.42,4.42,0,0,13.42,4.42,4.42,0,100,,17,1.6,23,34,34,60,198,198,,,,,,,,,,,2.75,2,29,,,,,,,,
Taysom Hill,,0,TE,QB2,3700,NO,vs JAC,6,20.25,7.6,9.3,5.1,0,0,0,0,0,0.2019,5.06,27.19,0.28,5.06,0,0,0,0,0,0,0,0,0,0,0,4.4,4.4,0,0,19.6,4.4,4.4,0,100,,1,1.2,13,35,35,50,199,199,3.55,2.3,28.54,0.1,0.34,0.12,44.88,4.21,23.56,0.28,0.94,0.68,6.76,0.12,,,,,,,
Demario Douglas,!,0,WR,WR4,3000,NE,vs BUF,10,16.25,2.1,0,4.8,0,0,0,0,0,0,0,0,0,2.92,0.0922,2.92,1.74,23.63,0.05,0,0,0,0,0,0,4.4,4.4,0,1.25,8.6,4.4,4.4,0,100,,56,1.5,51,79,79,57,199,199,,,,,,,,0.2,1,,3.4,2,28.6,,,,,,,,
Isaiah Likely,,0,TE,TE2,2500,BAL,vs DET,26,22.25,6.1,6.7,2.1,0,0,0,0,0,0,0,0,0,2.93,0.1203,2.93,1.84,18.25,0.12,0,0,0,0,0,0,4.39,4.39,0,0,16.59,4.39,4.39,0,100,,0,1.8,25,36,36,62,200,200,,,,,,,,,,,3.76,2.29,23.82,0.18,,,,,,,
Mike Gesicki,,0,TE,TE2,2600,NE,vs BUF,5,16.25,6.8,5.8,4.9,0,0,0,0,0,0,0,0,0,2.82,0.0891,2.82,1.8,19.03,0.11,0,0,0,0,0,0,4.36,4.36,0,0,17.96,4.36,4.36,0,100,,11,1.7,24,37,37,61,201,201,0.01,,,,,,0.47,,,,4.64,2.93,32.87,0.21,,,,,,,
Andrew Ogletree,,0,TE,TE2,2500,IND,vs CLE,2,19,4.8,0,4.5,0,0,0,0,0,0,0,0,0,2.16,0.0764,2.16,1.4,17.26,0.19,0,0,0,0,0,0,4.27,4.27,0,0,13.87,4.27,4.27,0,100,,0,1.7,25,38,38,62,202,202,,,,,,,,,,,2.2,1.4,19,0.2,,,,,,,
Cedrick Wilson,,0,WR,WR3,3000,MIA,@ PHI,26,24.75,7.5,2,5.9,0,0,0,0,0,0,0,0,0,2.19,0.0604,2.19,1.58,20.08,0.11,0,0,0,0,0,0,4.25,4.25,0,0,19.25,4.25,4.25,0,100,,0,1.4,51,80,80,57,203,203,0.11,0.11,2.41,,0.02,0.02,13.59,0.13,0.15,,2.61,1.83,22.63,0.17,,,,,,,
Dolphins,,0,DST,DST1,2700,MIA,@ PHI,9,26.75,6.7,5.7,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,0.29,0.38,0.1,0,26.75,4.23,4.23,0,0,17.63,4.23,4.23,0,100,,0,1.6,14,25,25,60,204,204,,,,,,,,,,,,,,,2.17,0.85,0.43,0.21,0.03,24.28,369.16
Zach Evans,,0,RB,RB1,4000,LAR,vs PIT,6,23.25,0,0,1,0,0,0,0,0,0.3047,8.11,30.72,0.19,8.11,0,0,0,0,0,0,0,0,0,0,0,4.21,4.21,0,4.21,4.21,4.21,4.21,0,100,,0,1.1,34,45,45,47,205,205,,,,,,,,4,10,,,,,,,,,,,,
N'Keal Harry,,0,WR,WR4,3000,MIN,vs SF,30,18.5,3.8,4.1,0,0,0,0,0,0,0,0,0,0,2.63,0.0686,2.63,1.5,19.66,0.1,0,0,0,0,0,0,4.07,4.07,0,0,11.67,4.07,4.07,0,100,,19,1.4,51,81,81,57,206,206,,,,,,,,0.22,1.51,,3.24,1.78,19.86,0.14,,,,,,,
Cedric Tillman,!,0,WR,WR4,3000,CLE,@ IND,27,21,0,0,1.5,0,0,0,0,0,0,0,0,0,2.56,0.0834,2.56,1.45,18.41,0.11,0,0,0,0,0,0,3.95,3.95,0,3.95,3.95,3.95,3.95,0,100,,0,1.3,51,82,82,57,207,207,,,,,,,,,,,3,1,5,,,,,,,,
Ben Skowronek,,0,WR,WR4,3000,LAR,vs PIT,4,23.25,4.5,6,1.1,0,0,0,0,0,0,0,0,0,3.66,0.0979,3.66,2.06,18.57,0,0,0,0,0,0,0,3.92,3.92,0,0,12.92,3.92,3.92,0,100,,0,1.3,51,83,83,57,208,208,,,,,,,,0.07,0.93,0.03,2.87,1.73,17.4,,,,,,,,
Quentin Johnston,,0,WR,WR3,3800,LAC,@ KC,6,21.25,1.1,0,2.1,0,0,0,0,0,0,0,0,0,3.49,0.0881,3.49,1.77,17.5,0.06,0,0,0,0,0,0,3.88,3.88,0,2.23,6.08,3.88,3.88,0,100,,48,1,43,84,84,49,209,209,,,,,,,,,,,2.6,1.2,8.8,,,,,,,,
Justice Hill,,0,RB,RB2,4600,BAL,vs DET,20,22.25,3.7,2.9,8.9,0,0,0,0,0,0.1834,5.56,24.39,0.23,5.56,0,0,0,0,0,0,0,0,0,0,0,3.82,3.82,0,0,11.22,3.82,3.82,0,100,,0,0.8,28,46,46,41,210,210,,,,,,,,3.32,14.83,0.11,1,0.83,4.23,,,,,,,,
Falcons,,0,DST,DST1,2800,ATL,@ TB,23,20.25,5.5,4.6,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0.32,0.32,0,0,20.25,3.8,3.8,0,0,14.8,3.8,3.8,0,100,,0,1.4,13,26,26,59,211,211,,,,,,,,,,,,,,,1.74,0.73,0.46,0.16,0.02,23.32,360.59
Robert Tonyan,,0,TE,TE2,2500,CHI,vs LV,18,17.25,6.3,6.6,1.8,0,0,0,0,0,0,0,0,0,1.97,0.08,1.97,1.49,14.41,0.13,0,0,0,0,0,0,3.71,3.71,0,0,16.31,3.71,3.71,0,100,,5,1.5,25,39,39,62,212,212,,,,,,,,,,,3.1,2.41,25.02,0.29,,,,,,,
Amari Rodgers,,0,WR,WR4,3000,IND,vs CLE,3,19,3.1,2.7,0,0,0,0,0,0,0,0,0,0,2.43,0.0859,2.43,1.43,17.85,0.08,0,0,0,0,0,0,3.7,3.7,0,0,9.9,3.7,3.7,0,100,,0,1.2,51,85,85,57,213,213,,,,,,,,0.09,0.56,,1.06,0.63,7.78,0.03,,,,,,,
Harrison Bryant,!,0,TE,TE2,2500,CLE,@ IND,1,21,3.9,4.4,2.1,0,0,0,0,0,0,0,0,0,2.2,0.0718,2.2,1.49,12.33,0.15,0,0,0,0,0,0,3.62,3.62,0,0,11.42,3.62,3.62,0,100,,13,1.4,25,40,40,62,214,214,,,,,,,,0.09,0.32,,2.59,1.8,16.3,0.18,,,,,,,
Rashod Bateman,,0,WR,WR3,3600,BAL,vs DET,19,22.25,6.1,9.6,3.6,0,0,0,0,0,0,0,0,0,2.38,0.0979,2.38,1.53,16.02,0.04,0,0,0,0,0,0,3.37,3.37,0,0,15.57,3.37,3.37,0,100,,23,0.9,45,86,86,51,215,215,,,,,,,,,,,4.78,3.09,38.35,0.13,,,,,,,
Jake Bobo,,0,WR,WR4,3200,SEA,vs ARI,13,25.75,3.2,0,3.8,0,0,0,0,0,0,0,0,0,1.65,0.0446,1.65,1.05,12.85,0.17,0,0,0,0,0,0,3.36,3.36,0,0,9.76,3.36,3.36,0,100,,16,1.1,49,87,87,55,216,216,,,,,,,,,,,1.5,1,12.75,0.25,,,,,,,
Jalin Hyatt,,0,WR,WR3,3000,NYG,vs WAS,11,18.75,4,0,4.7,0,0,0,0,0,0,0,0,0,1.81,0.0655,1.81,1.27,18.4,0.04,0,0,0,0,0,0,3.35,3.35,0,0,11.35,3.35,3.35,0,100,,15,1.1,51,88,88,57,217,217,,,,,,,,,,,2.25,1.75,30,,,,,,,,
Brenton Strange,,0,TE,TE2,2500,JAC,@ NO,11,19.25,4.5,0,4.5,0,0,0,0,0,0,0,0,0,1.81,0.0585,1.81,1.2,11.36,0.16,0,0,0,0,0,0,3.3,3.3,0,0,12.3,3.3,3.3,0,100,,0,1.3,25,41,41,62,218,218,,,,,,,,,,,2,1.33,11.33,0.33,,,,,,,
Brycen Hopkins,,0,TE,TE2,2500,LAR,vs PIT,14,23.25,2.3,2.6,2.3,0,0,0,0,0,0,0,0,0,1.8,0.0483,1.8,1.27,18.08,0,0,0,0,0,0,0,3.08,3.08,0,0,7.68,3.08,3.08,0,100,,4,1.2,25,42,42,62,219,219,,,,,,,,,,,1.5,1,14.4,,,,,,,,
Joshua Kelley,,0,RB,RB2,5200,LAC,@ KC,14,21.25,4.1,5.4,5.9,0,0,0,0,0,0.3414,6.59,23.27,0.12,6.59,0,0,0,0,0,0,0,0,0,0,0,3.05,3.05,0,0,11.25,3.05,3.05,0,100,,20,0.6,22,47,47,35,220,220,,,,,,,,7.13,25.05,0.13,1.55,1.16,7.74,,,,,,,,
Daniel Bellinger,,0,TE,TE2,2500,NYG,vs WAS,31,18.75,4,6.7,1.2,0,0,0,0,0,0,0,0,0,1.83,0.0662,1.83,1.57,12.41,0.04,0,0,0,0,0,0,3.05,3.05,0,0,11.05,3.05,3.05,0,100,,20,1.2,25,43,43,62,220,220,,,,,,,,0.06,0.13,0.06,2.44,2.13,18.13,0.13,,,,,,,
Tyler Scott,,0,WR,WR3,3000,CHI,vs LV,15,17.25,0.8,0,2.5,0,0,0,0,0,0,0,0,0,2.39,0.097,2.39,1.35,12.54,0.05,0,0,0,0,0,0,2.9,2.9,0,1.7,4.5,2.9,2.9,0,100,,68,1,51,89,89,57,221,221,,,,,,,,0.5,4.75,,2.25,1.25,8,,,,,,,,
Brock Wright,,0,TE,TE2,2500,DET,@ BAL,15,19.25,1.7,0,3.3,0,0,0,0,0,0,0,0,0,1.78,0.0572,1.78,1.5,11.5,0.04,0,0,0,0,0,0,2.89,2.89,0,0.34,6.29,2.89,2.89,0,100,,23,1.2,25,44,44,62,222,222,,,,,,,,,,,1.6,1.4,8.4,,,,,,,,
Salvon Ahmed,,0,RB,RB2,4600,MIA,@ PHI,13,24.75,5.9,2.4,6.9,0,0,0,0,0,0.1607,3.67,15.29,0.21,3.67,0,0,0,0,0,0,0,0,0,0,0,2.79,2.79,0,0,14.59,2.79,2.79,0,100,,0,0.6,28,48,48,41,223,223,,,,,,,,5.88,22.27,0.19,1.73,1.15,8.65,,,,,,,,
Jameson Williams,,0,WR,WR3,3800,DET,@ BAL,14,19.25,5,2.5,7.8,0,0,0,0,0,0,0,0,0,1.61,0.0516,1.61,0.58,10.04,0.19,0,0,0,0,0,0,2.72,2.72,0,0,12.72,2.72,2.72,0,100,,0,0.7,43,90,90,49,224,224,,,,,,,,0.13,5,,1.88,0.63,12,0.25,,,,,,,
Tank Bigsby,,0,RB,RB2,4200,JAC,@ NO,15,19.25,2.7,0,3.4,0,0,0,0,0,0.1277,3.49,10.56,0.27,3.49,0,0,0,0,0,0,0,0,0,0,0,2.68,2.68,0,0,8.08,2.68,2.68,0,100,,21,0.6,32,49,49,45,225,225,,,,,,,,3.6,8.6,0.4,0.6,0.2,1.2,,,,,,,,
Jamal Agnew,,0,WR,WR4,3000,JAC,@ NO,1,19.25,5.4,4.7,1.9,0,0,0,0,0,0,0,0,0,1.51,0.0488,1.51,1.22,10.03,0.06,0,0,0,0,0,0,2.58,2.58,0,0,13.38,2.58,2.58,0,100,,0,0.9,51,91,91,57,226,226,,,,,,,,0.75,4.25,,1.8,1.4,12.05,0.15,,,,,,,
Khalil Shakir,,0,WR,WR3,3100,BUF,@ NE,21,24.25,4.1,3.2,2.8,0,0,0,0,0,0,0,0,0,1.25,0.0378,1.25,0.82,9.71,0.13,0,0,0,0,0,0,2.57,2.57,0,0,10.77,2.57,2.57,0,100,,0,0.8,50,92,92,56,227,227,,,,,,,,,,,1.67,0.93,13.4,0.13,,,,,,,
Darnell Washington,,0,TE,TE2,2500,PIT,@ LAR,7,20.25,1,0,1,0,0,0,0,0,0,0,0,0,1.75,0.0544,1.75,1.02,10.13,0.06,0,0,0,0,0,0,2.39,2.39,0,0.89,4.39,2.39,2.39,0,100,,0,1,25,45,45,62,228,228,,,,,,,,,,,1.5,0.5,5,,,,,,,,
Tre Tucker,,0,WR,WR3,3000,LV,@ CHI,23,20.25,2.7,0,4.4,0,0,0,0,0,0,0,0,0,1.32,0.0448,1.32,0.74,13.62,0.04,0,0,0,0,0,0,2.34,2.34,0,0,7.74,2.34,2.34,0,100,,39,0.8,51,93,93,57,229,229,,,,,,,,1,18,,1.33,0.67,19,,,,,,,,
Dyami Brown,,0,WR,WR4,3000,WAS,@ NYG,18,20.75,5.5,4,2.4,0,0,0,0,0,0,0,0,0,1.66,0.047,1.66,0.8,12.47,0.03,0,0,0,0,0,0,2.23,2.23,0,0,13.23,2.23,2.23,0,100,,0,0.7,51,94,94,57,230,230,,,,,,,,0.08,0.44,,2,0.92,15.8,0.08,,,,,,,
Zach Pascal,,0,WR,WR4,3000,ARI,@ SEA,7,18.75,6.6,2.4,1,0,0,0,0,0,0,0,0,0,1.63,0.0416,1.63,0.95,9.21,0.06,0,0,0,0,0,0,2.23,2.23,0,0,15.43,2.23,2.23,0,100,,0,0.7,51,94,94,57,230,230,0.03,,,,,,0.52,0.09,0.59,,3.55,2.11,25.71,0.2,,,,,,,
Ke'Shawn Vaughn,,0,RB,RB2,4400,TB,vs ATL,2,20.25,4.1,1.7,1.9,0,0,0,0,0,0.2307,5.5,17.88,0.07,5.5,0,0,0,0,0,0,0,0,0,0,0,2.21,2.21,0,0,10.41,2.21,2.21,0,100,,0,0.5,30,50,50,43,231,231,,,,,,,,4.7,18.35,0.1,1.25,0.65,4.1,0.05,,,,,,,
Derius Davis,,0,WR,WR4,3300,LAC,@ KC,6,21.25,3.1,0,2.5,0,0,0,0,0,0,0,0,0,1.22,0.0309,1.22,1.04,8.13,0.02,0,0,0,0,0,0,1.97,1.97,0,0,8.17,1.97,1.97,0,100,,0,0.6,48,95,95,54,232,232,,,,,,,,0.8,12.2,,0.8,0.8,4.8,,,,,,,,
Ty Montgomery,,0,WR,WR3,3000,NE,vs BUF,10,16.25,7.1,10.3,1.4,0,0,0,0,0,0,0,0,0,1.54,0.0486,1.54,1.02,7.5,0.02,0,0,0,0,0,0,1.89,1.89,0,0,16.09,1.89,1.89,0,100,,0,0.6,51,96,96,57,233,233,,,,,,,,3.46,15.37,0.11,2.67,1.88,14.69,0.05,,,,,,,
Keaontay Ingram,,0,RB,RB1,4900,ARI,@ SEA,7,18.75,3.3,1.8,2.6,0,0,0,0,0,0.2448,6.3,15.74,0.05,6.3,0,0,0,0,0,0,0,0,0,0,0,1.87,1.87,0,0,8.47,1.87,1.87,0,100,,0,0.4,25,51,51,38,234,234,,,,,,,,3.5,8.21,0.07,0.57,0.5,2.86,,,,,,,,
Velus Jones,,0,WR,WR4,3000,CHI,vs LV,15,17.25,4.1,3.7,0.9,0,0,0,0,0,0,0,0,0,1.1,0.0445,1.1,0.63,8.19,0.03,0,0,0,0,0,0,1.63,1.63,0,0,9.83,1.63,1.63,0,100,,0,0.5,51,97,97,57,235,235,,,,,,,,0.93,8.93,0.07,1.07,0.57,8,0.07,,,,,,,
Ray-Ray McCloud,,0,WR,WR4,3000,SF,@ MIN,25,25.5,3.6,3.4,1.5,0,0,0,0,0,0,0,0,0,1.2,0.0375,1.2,0.78,7.51,0.01,0,0,0,0,0,0,1.59,1.59,0,0,8.79,1.59,1.59,0,100,,0,0.5,51,98,98,57,236,236,,,,,,,,0.2,2.68,0.01,1.8,1.19,9.57,0.01,,,,,,,
Khadarel Hodge,,0,WR,WR3,3000,ATL,@ TB,29,18.25,3.2,3.2,2.1,0,0,0,0,0,0,0,0,0,0.86,0.033,0.86,0.55,6.9,0.02,0,0,0,0,0,0,1.36,1.36,0,0,7.76,1.36,1.36,0,100,,0,0.5,51,99,99,57,237,237,,,,,,,,0.02,,,1.78,1.02,14.72,0.02,,,,,,,
Keith Kirkwood,,0,WR,WR4,3000,NO,vs JAC,5,20.25,3.1,1.3,0.3,0,0,0,0,0,0,0,0,0,1.39,0.0499,1.39,0.54,5.28,0.04,0,0,0,0,0,0,1.31,1.31,0,0,7.51,1.31,1.31,0,100,,3,0.4,51,100,100,57,238,238,,,,,,,,,,,2.11,1.11,14.33,0.11,,,,,,,
Miles Boykin,,0,WR,WR4,3000,PIT,@ LAR,16,20.25,3.7,0.3,0.8,0,0,0,0,0,0,0,0,0,0.66,0.0204,0.66,0.39,3.8,0.04,0,0,0,0,0,0,1.01,1.01,0,0,8.41,1.01,1.01,0,100,,0,0.3,51,101,101,57,239,239,,,,,,,,,,,1.7,0.98,12.8,0.18,,,,,,,
Zamir White,,0,RB,RB2,4700,LV,@ CHI,28,20.25,1.1,0.6,1.8,0,0,0,0,0,0.0886,2.18,9.14,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0.91,0.91,0,0,3.11,0.91,0.91,0,100,,0,0.2,27,52,52,40,240,240,,,,,,,,1.8,7.4,,0.2,0.2,0.8,,,,,,,,
Jordan Mason,,0,RB,RB3,5300,SF,@ MIN,22,25.5,3.6,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,18,0,21,53,53,34,241,241,,,,,,,,4.92,28.85,0.23,0.15,0.08,1,,,,,,,,
Tyrod Taylor,,0,QB,QB2,5100,NYG,vs WAS,32,18.75,8.6,6.7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,21,26,26,36,241,241,23.94,14.72,164.49,0.37,2.4,0.9,84.8,5.3,29.88,0.27,0.03,0.01,0.06,,,,,,,,
Craig Reynolds,,0,RB,RB3,4900,DET,@ BAL,9,19.25,4.7,5.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,25,53,53,38,241,241,,,,,,,,6.06,25,0.06,1.29,1.18,11.59,,,,,,,,
Brian Hoyer,,0,QB,QB2,4900,LV,@ CHI,27,20.25,9.5,1.5,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,23,26,26,38,241,241,20.26,12.33,138.02,0.43,1.2,0.74,66.21,1.52,0.65,0.02,,,,,,,,,,,
Malik Cunningham,,0,QB,QB2,4800,NE,vs BUF,2,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,26,26,39,241,241,,,,,1,,,,,,,,,,,,,,,,
Mitchell Trubisky,,0,QB,QB2,4800,PIT,@ LAR,8,20.25,9.7,11.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,24,26,26,39,241,241,27.66,17.75,186.28,0.67,1.91,1.06,85.01,3.47,17.5,0.17,,,,,,,,,,,
Easton Stick,,0,QB,QB2,4800,LAC,@ KC,6,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,26,26,39,241,241,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
C.J. Beathard,,0,QB,QB2,4800,JAC,@ NO,3,19.25,8.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,24,26,26,39,241,241,20.48,12.08,141.84,0.56,1.88,0.72,70.82,2.36,9.16,0.16,,,,,,,,,,,
Tyler Huntley,,0,QB,QB2,4700,BAL,vs DET,15,22.25,9,10.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,1,0,25,26,26,40,241,241,19.06,12.5,109.63,0.44,1.56,0.31,61.52,6.38,28.88,0.19,,,,,,,,,,,
Teddy Bridgewater,,0,QB,QB2,4700,DET,@ BAL,4,19.25,8.6,9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,25,26,26,40,241,241,25.59,17.12,187.08,0.53,1.97,0.92,80.67,2.68,9.62,0.15,,,,,,,,,,,
Aidan O'Connell,,0,QB,QB3,4700,LV,@ CHI,27,20.25,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,26,26,40,241,241,39,24,238,1,7,,68.1,3,3,1,,,,,,,,,,,
Dorian Thompson-Robinson,,0,QB,QB2,4700,CLE,@ IND,28,21,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,26,26,40,241,241,36,19,121,3,4,,25.3,4,24,,,,,,,,,,,,
Brett Rypien,,0,QB,QB2,4700,LAR,vs PIT,16,23.25,5.1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,25,26,26,40,241,241,18.57,11.43,111.14,1.14,1.29,0.57,56.36,1.57,0.29,,,,,,,,,,,,
Drew Lock,,0,QB,QB2,4700,SEA,vs ARI,18,25.75,8.6,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,25,26,26,40,241,241,28.64,16.92,192.12,0.8,1.32,1,78.39,2.92,11.84,0.2,0.04,0.04,0.04,,,,,,,,
Jameis Winston,,0,QB,QB2,4700,NO,vs JAC,23,20.25,8.8,17.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,25,26,26,40,241,241,32.42,19.86,249.35,1.1,2.22,1.58,81.54,3.35,13.85,0.13,,,,,,,,,,,
Mike White,,0,QB,QB2,4700,MIA,@ PHI,26,24.75,10.1,16.9,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,25,26,26,40,241,241,31,19.3,221.2,1.3,1.3,0.9,63.97,1.5,0.3,0.1,,,,,,,,,,,
Sam Ehlinger,,0,QB,QB2,4600,IND,vs CLE,1,19,5.6,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,26,26,26,41,241,241,14.43,9.14,81.86,0.43,2,0.43,45.71,2.86,13.71,,,,,,,,,,,,
Kyle Allen,,0,QB,QB2,4600,BUF,@ NE,17,24.25,8.3,10.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,26,26,26,41,241,241,27.08,16.96,182.08,0.81,2.31,1,77.79,2.27,6.46,0.15,,,,,,,,,,,
Jacoby Brissett,,0,QB,QB2,4600,WAS,@ NYG,10,20.75,8.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,26,26,26,41,241,241,21.6,13.19,141.78,0.32,1.77,0.66,67.08,3.12,12.27,0.21,0.01,0.01,0.03,,,,,,,,
Taylor Heinicke,,0,QB,QB2,4600,ATL,@ TB,21,18.25,7.6,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,26,26,26,41,241,241,26.16,16.71,180.9,0.77,1.94,1.06,87.89,3.03,14.26,0.06,0.03,0.03,-0.06,,,,,,,,
Jarrett Stidham,,0,QB,QB2,4600,DEN,vs GB,5,22,9.1,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,26,26,41,241,241,11.91,7,84.18,0.64,1.09,0.55,50.5,2.09,8.09,,,,,,,,,,,,
Blaine Gabbert,,0,QB,QB2,4600,KC,vs LAC,7,26.25,8.2,5.2,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,26,26,26,41,241,241,19.33,11.54,126.62,0.64,1.67,0.72,63.82,3.1,11.49,0.08,0.03,0.03,-0.41,,,,,,,,
Marcus Mariota,,0,QB,QB2,4600,PHI,vs MIA,24,26.75,9.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,26,26,26,41,241,241,24.52,15.29,182.55,0.62,2.21,1.09,83.51,4.07,23.79,0.2,0.05,0.03,0.78,0.02,,,,,,,
Jaren Hall,,0,QB,QB2,4600,MIN,vs SF,25,18.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,26,26,41,241,241,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,0,QB,QB2,4500,CHI,vs LV,13,17.25,4.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,27,26,26,42,241,241,11.64,6.14,51.86,1,0.79,0.29,52.11,1.64,6.79,0.07,,,,,,,,,,,
Travis Homer,!,0,RB,RB3,4500,CHI,vs LV,27,17.25,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,29,53,53,42,241,241,,,,,,,,2.31,11.38,0.02,1.55,1.31,11.81,0.05,,,,,,,
Bailey Zappe,,0,QB,QB3,4500,NE,vs BUF,2,16.25,7,12.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,27,26,26,42,241,241,18.33,12,143.33,0.5,0.17,0.83,17.58,1.67,,,0.17,0.17,-1,,,,,,,,
Kyle Trask,,0,QB,QB2,4500,TB,vs ATL,19,20.25,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,27,26,26,42,241,241,9,3,23,,,,42.4,,,,,,,,,,,,,,
Samaje Perine,!,0,RB,RB3,4500,DEN,vs GB,21,22,6.9,9.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,1,0,29,53,53,42,241,241,,,,,,,,6.36,25.21,0.11,2.15,1.79,13.94,0.09,,,,,,,
Isaiah Spiller,,0,RB,RB3,4500,LAC,@ KC,14,21.25,1.8,1.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,29,53,53,42,241,241,,,,,,,,3,7.22,,0.56,0.56,3.11,,,,,,,,
Sam Darnold,,0,QB,QB2,4500,SF,@ MIN,12,25.5,8.5,15.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,27,26,26,42,241,241,29.43,17.58,196.13,0.92,2.38,1.02,74.93,3.22,12.33,0.2,,,,,,,,,,,
