,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Chase Brown,,0,RB,RB3,4000,CIN,@ JAC,4,15,0.8,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,0.33,1,,0.5,0.5,1.17,,,,,,,,
Chris Evans,,0,RB,RB4,4000,CIN,@ JAC,4,15,4.6,1.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,0.9,4.24,,1.05,0.9,8.95,0.14,,,,,,,
Tank Bigsby,,0,RB,RB3,4000,JAC,vs CIN,26,24,2.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,3.6,8.6,0.2,0.4,0.1,0.6,,,,,,,,
Brandon Allen,,0,QB,QB3,4000,SF,@ PHI,21,25.25,7.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,27,27,48,231,231,18.79,10.64,115.07,0.43,1.5,0.71,74.05,2.36,4.57,,0.07,,,,,,,,,,
Tyrion Davis-Price,,0,RB,RB4,4000,SF,@ PHI,15,25.25,1.2,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,35,54,54,48,231,231,,,,,,,,6.67,20,,0.33,,,,,,,,,,
Kyle Juszczyk,,0,RB,FB1,4000,SF,@ PHI,15,25.25,3.9,4.1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Rashaad Penny,,0,RB,RB4,4000,PHI,vs SF,9,22.25,9.9,11,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,8.14,46.07,0.31,0.88,0.67,5.4,0.02,,,,,,,
Boston Scott,,0,RB,RB3,4000,PHI,vs SF,9,22.25,7.1,3.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,5,21.68,0.27,1.52,1.22,9.37,0.02,,,,,,,
Isaiah Spiller,,0,RB,RB3,4000,LAC,@ NE,10,22.25,1.7,1.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,3,6.8,,0.6,0.6,3.3,,,,,,,,
JaMycal Hasty,,0,RB,RB4,4000,NE,vs LAC,17,17.25,4.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,3.16,12.81,0.13,2.03,1.56,9.88,0.03,,,,,,,
Jake Haener,,0,QB,QB4,4000,NO,vs DET,31,21.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,28,27,27,48,231,231,,,,,,,,,,,,,,,,,,,,,
Adam Prentice,,0,RB,FB1,4000,NO,vs DET,11,21.5,0.7,0.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Craig Reynolds,,0,RB,RB3,4000,DET,@ NO,22,25.5,4.6,5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,35,54,54,48,231,231,,,,,,,,6,25.75,0.05,1.2,1.1,10.9,,,,,,,,
Logan Woodside,,0,QB,QB3,4000,ATL,@ NYJ,1,17.25,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,27,27,48,231,231,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Israel Abanikanda,!,0,RB,RB3,4000,NYJ,vs ATL,13,16.25,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,1,11,,2,1,5,,,,,,,,
Nick Bawden,,0,RB,FB1,4000,NYJ,vs ATL,13,16.25,1.6,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,35,54,54,48,231,231,,,,,,,,0.11,0.11,0.11,1,0.78,5.56,,,,,,,,
Keith Smith,,0,RB,FB1,4000,ATL,@ NYJ,30,17.25,1.1,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Mason Rudolph,,0,QB,QB3,4000,PIT,vs ARI,29,23.5,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,28,27,27,48,231,231,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Godwin Igwebuike,,0,RB,RB3,4000,PIT,vs ARI,29,23.5,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,0.38,0.5,,0.13,0.13,0.38,,,,,,,,
Anthony McFarland,,0,RB,RB4,4000,PIT,vs ARI,29,23.5,1.9,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,35,54,54,48,231,231,,,,,,,,2.47,8.59,,0.88,0.65,5.12,,,,,,,,
John Wolford,,0,QB,QB3,4000,TB,vs CAR,2,19.75,5.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,28,27,27,48,231,231,20.8,12.2,125.2,1,2,0.2,48.84,3.2,17.4,,,,,,,,,,,,
Raheem Blackshear,,0,RB,RB3,4000,CAR,@ TB,2,16.75,4.5,4.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,2.27,7.13,0.2,1.13,1,8.93,,,,,,,,
Sean Tucker,,0,RB,RB3,4000,TB,vs CAR,24,19.75,1.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,5,7.67,,0.67,0.67,3,,,,,,,,
Ke'Shawn Vaughn,,0,RB,RB4,4000,TB,vs CAR,24,19.75,3.9,1.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,4.48,16.7,0.09,1.17,0.61,3.52,0.04,,,,,,,
Malik Willis,,0,QB,QB3,4000,TEN,vs IND,16,20.75,4.1,3.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,27,27,48,231,231,7.33,3.89,38.89,0.33,0.44,,14.49,3.56,16,0.11,,,,,,,,,,,
Tyler Goodson,,0,RB,RB3,4000,IND,@ TEN,21,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Skylar Thompson,,0,QB,QB3,4000,MIA,@ WAS,32,29.25,3.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,28,27,27,48,231,231,15,8.57,76.29,0.43,,0.14,,2,3,,,,,,,,,,,,
Alex Armah,,0,RB,FB1,4000,WAS,vs MIA,6,20.25,1.5,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,0.46,1.25,,0.5,0.33,0.92,0.04,,,,,,,
Alec Ingold,,0,RB,FB1,4000,MIA,@ WAS,8,29.25,3,3.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Ben DiNucci,,0,QB,QB3,4000,DEN,@ HOU,27,22.25,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,28,27,27,48,231,231,21.5,11.5,109.5,,3.5,,87.15,3,11,,,,,,,,,,,,
Case Keenum,,0,QB,QB3,4000,HOU,vs DEN,15,25.25,8.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,28,27,27,48,231,231,29.42,18.75,202.98,0.67,1.68,1.07,81.91,1.88,5.7,0.08,,,,,,,,,,,
Jaleel McLaughlin,,0,RB,RB3,4000,DEN,@ HOU,14,22.25,6.1,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,35,54,54,48,231,231,,,,,,,,4.27,25.55,0.09,1.91,1.73,7.55,0.18,,,,,,,
Dwayne Washington,,0,RB,RB4,4000,DEN,@ HOU,14,22.25,2.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,3.5,12.33,0.02,0.44,0.33,2.1,,,,,,,,
Michael Burton,,0,RB,FB1,4000,DEN,@ HOU,14,22.25,1.9,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Mike Boone,,0,RB,RB3,4000,HOU,vs DEN,27,25.25,5,3.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,2.54,13.15,0.1,0.85,0.61,4.54,,,,,,,,
Dare Ogunbowale,,0,RB,RB4,4000,HOU,vs DEN,27,25.25,4,3.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,2.24,7.34,0.07,1.95,1.34,9.62,0.02,,,,,,,
Andrew Beck,,0,RB,FB1,4000,HOU,vs DEN,27,25.25,2.3,1.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,,,,,,,,,,,,,,
Zach Evans,,0,RB,RB3,4000,LAR,vs CLE,25,21.75,0.4,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,35,54,54,48,231,231,,,,,,,,2.67,5.33,,,,,,,,,,,,
Pierre Strong,,0,RB,RB3,4000,CLE,@ LAR,16,18.75,4.5,6.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,54,54,48,231,231,,,,,,,,3.21,18.07,0.14,0.79,0.71,5.71,,,,,,,,
Kadarius Toney,,0,WR,WR5,3200,KC,@ GB,12,24.25,6.8,6.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,50,101,101,56,231,231,0.14,0.04,0.68,,0.04,,7.15,0.64,3.46,0.04,3.82,2.75,26.07,0.11,,,,,,,
Jamison Crowder,,0,WR,WR5,3100,WAS,vs MIA,20,20.25,7.9,3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,51,101,101,57,231,231,0.03,0.01,0.38,,0.01,0.01,2.12,0.15,0.73,,5.78,3.87,43.16,0.26,,,,,,,
Scotty Miller,,0,WR,WR5,3000,ATL,@ NYJ,25,17.25,5.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,0.16,1.65,0.02,2.84,1.67,20.49,0.12,,,,,,,
Randall Cobb,,0,WR,WR5,3000,NYJ,vs ATL,2,16.25,7.5,6.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,52,101,101,58,231,231,0.03,0.01,0.09,,,,1.34,0.37,1.21,,5.63,3.77,43.34,0.29,,,,,,,
Irvin Charles,,0,WR,WR6,3000,NYJ,vs ATL,2,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
Miles Boykin,,0,WR,WR5,3000,PIT,vs ARI,1,23.5,3.7,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,1.6,0.93,12.05,0.16,,,,,,,
Dan Chisena,,0,WR,WR5,3000,ARI,@ PIT,27,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
Terrace Marshall Jr.,,0,WR,WR5,3000,CAR,@ TB,30,16.75,4.1,6.4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,52,101,101,58,231,231,,,,,,,,,,,3.41,1.97,23.81,0.03,,,,,,,
Mike Strachan,,0,WR,WR6,3000,CAR,@ TB,30,16.75,2.5,1.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,1.75,0.75,16.25,,,,,,,,
David Moore,,0,WR,WR5,3000,TB,vs CAR,5,19.75,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2,0,52,101,101,58,231,231,,,,,,,,0.28,2.06,,3,1.7,25.96,0.28,,,,,,,
Ryan Miller,,0,WR,WR6,3000,TB,vs CAR,5,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
D.J. Montgomery,,0,WR,WR6,3000,IND,@ TEN,31,21.75,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,3,1.5,18,,,,,,,,
Juwann Winfree,,0,WR,WR5,3000,IND,@ TEN,31,21.75,2.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,2,1,8.33,,,,,,,,
Kyle Philips,,0,WR,WR5,3000,TEN,vs IND,14,20.75,4.3,3.5,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,2.91,1.91,22.18,,,,,,,,
Colton Dowell,,0,WR,WR6,3000,TEN,vs IND,14,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,0.5,,,,,,,,,,
Dyami Brown,,0,WR,WR6,3000,WAS,vs MIA,20,20.25,5.3,4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,0.1,0.35,,1.94,0.9,15.35,0.1,,,,,,,
Mitchell Tinsley,,0,WR,WR7,3000,WAS,vs MIA,20,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
River Cracraft,,0,WR,WR5,3000,MIA,@ WAS,32,29.25,3.5,3.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,1.32,0.88,10.96,0.12,,,,,,,
Chase Claypool,,0,WR,WR6,3000,MIA,@ WAS,32,29.25,8.4,7.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,52,101,101,58,231,231,0.02,0.02,0.02,,,0.02,2.28,0.63,3.29,0.04,5.94,3.31,43.27,0.25,,,,,,,
Chosen Anderson,,0,WR,WR7,3000,MIA,@ WAS,32,29.25,8,4.7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,52,101,101,58,231,231,,,,,,,,0.15,0.91,,6.26,3.5,46.87,0.28,,,,,,,
Brandon Johnson,,0,WR,WR5,3000,DEN,@ HOU,13,22.25,5.9,3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,2.45,1.27,14.91,0.36,,,,,,,
Cody Thompson,,0,WR,WR5,3000,SEA,@ DAL,9,19.25,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,0.25,0.25,2.5,,,,,,,,
John Metchie III,,0,WR,WR5,3000,HOU,vs DEN,10,25.25,0.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,70,0,52,101,101,58,231,231,,,,,,,,,,,1.63,1.38,16.13,,,,,,,,
Xavier Hutchinson,,0,WR,WR6,3000,HOU,vs DEN,10,25.25,1.4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,52,101,101,58,231,231,,,,,,,,0.57,6.29,,0.57,0.29,6.14,,,,,,,,
KaVontae Turpin,,0,WR,WR5,3000,DAL,vs SEA,28,28.25,3.9,0.2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,0.61,5.33,0.06,0.83,0.61,6.78,0.17,,,,,,,
Austin Trammell,,0,WR,WR6,3000,LAR,vs CLE,8,21.75,1.6,1.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,1,0.55,3.82,,,,,,,,
Richie James,,0,WR,WR6,3000,KC,@ GB,12,24.25,6.8,8.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,0.07,0.08,,2.22,1.6,21.07,0.12,,,,,,,
Ben Skowronek,,0,WR,WR5,3000,LAR,vs CLE,8,21.75,4.4,6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,0.09,0.76,0.03,2.59,1.59,15.91,0.03,,,,,,,
James Proche,,0,WR,WR5,3000,CLE,@ LAR,18,18.75,3.4,1.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,0.03,,,0.03,,,,,,,1.24,0.76,8.42,,,,,,,,
Malik Heath,,0,WR,WR5,3000,GB,vs KC,16,18.25,3.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,1.67,0.83,8.83,,,,,,,,
Samori Toure,,0,WR,WR6,3000,GB,vs KC,16,18.25,2.9,4.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,52,101,101,58,231,231,,,,,,,,,,,2.33,1.11,16,0.11,,,,,,,
Tucker Kraft,,0,TE,TE1,3000,GB,vs KC,16,18.25,3.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,20,39,39,58,231,231,,,,,,,,,,,1.13,0.88,7.25,0.13,,,,,,,
Parker Washington,,0,WR,WR5,3000,JAC,vs CIN,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
Elijah Cooks,,0,WR,WR6,3000,JAC,vs CIN,7,24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
Andrei Iosivas,,0,WR,WR5,3000,CIN,@ JAC,15,15,2.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,52,101,101,58,231,231,,,,,,,,,,,1.14,0.71,5.57,0.29,,,,,,,
Charlie Jones,,0,WR,WR6,3000,CIN,@ JAC,15,15,0.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,0.4,0.2,1.2,,,,,,,,
Ronnie Bell,,0,WR,WR5,3000,SF,@ PHI,26,25.25,3.7,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,0.83,0.67,8.5,0.17,,,,,,,
Chris Conley,,0,WR,WR6,3000,SF,@ PHI,26,25.25,5.4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,52,101,101,58,231,231,,,,,,,,0.01,0.03,,3.95,2.34,30.35,0.17,,,,,,,
Quez Watkins,,0,WR,WR5,3000,PHI,vs SF,29,22.25,4.8,5,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,52,101,101,58,231,231,,,,,,,,0.1,0.1,,3.25,2.18,28.2,0.13,,,,,,,
Britain Covey,,0,WR,WR6,3000,PHI,vs SF,29,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
Alex Erickson,,0,WR,WR5,3000,LAC,@ NE,22,22.25,4.1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,0.02,0.01,0.26,,,,2.31,0.18,0.77,,1.54,0.97,11.58,0.01,,,,,,,
Simi Fehoko,,0,WR,WR6,3000,LAC,@ NE,22,22.25,2.9,2.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,12,0,52,101,101,58,231,231,,,,,,,,,,,1.5,1,8.25,0.25,,,,,,,
Matt Slater,,0,WR,WR5,3000,NE,vs LAC,17,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,,,,,,,,,,,
Marquez Callaway,,0,WR,WR5,3000,NO,vs DET,11,21.5,5.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,52,101,101,58,231,231,,,,,,,,,,,3.97,2.31,29.69,0.19,,,,,,,
Donovan Peoples-Jones,,0,WR,WR5,3000,DET,@ NO,23,25.5,6.8,10.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,52,101,101,58,231,231,,,,,,,,0.02,0.04,,3.86,2.34,36.74,0.16,,,,,,,
Antoine Green,,0,WR,WR6,3000,DET,@ NO,23,25.5,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,52,101,101,58,231,231,,,,,,,,,,,1,0.5,1,,,,,,,,
Luke Schoonmaker,,0,TE,TE2,2500,DAL,vs SEA,28,28.25,3.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,39,39,63,231,231,,,,,,,,,,,1.44,0.67,5.44,0.22,,,,,,,
Will Dissly,,0,TE,TE3,2500,SEA,@ DAL,9,19.25,5.2,5.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,25,39,39,63,231,231,,,,,,,,0.02,0.12,,2.45,2,22.62,0.2,,,,,,,
