,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Trenton Irwin,,0,WR,WR4,3300,CIN,vs SEA,5,23.75,5.8,7,8.4,0,0,0,0,0,0,0,0,0,2.79,0.0787,2.79,1.95,23.1,0.27,0,0,0,0,0,0,5.88,5.88,0,0,17.48,5.88,5.88,0,100,,0,1.8,51,80,80,57,199,199,,,,,,,,0.06,0.65,,2.41,1.59,20.41,0.24,,,,,,,
Commanders,,0,DST,DST1,3100,WAS,@ ATL,28,21.75,5.2,6.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0.44,0.44,0,0.22,21.75,5.86,5.86,0,0,16.26,5.86,5.86,0,100,,21,1.9,10,17,17,59,200,200,,,,,,,,,,,,,,,2.58,0.77,0.54,0.14,0.03,23.07,354.66
Dolphins,,0,DST,DST1,3500,MIA,vs CAR,9,16.75,6.7,5.7,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.33,0.44,0.11,0,16.75,5.83,5.83,0,0,19.23,5.83,5.83,0,100,,0,1.7,6,18,18,55,201,201,,,,,,,,,,,,,,,2.15,0.85,0.43,0.21,0.03,24.35,369.7
Noah Brown,,0,WR,WR4,3000,HOU,vs NO,1,20.75,5,7.7,4.9,0,0,0,0,0,0,0,0,0,4.09,0.1112,4.09,2.4,27.01,0.11,0,0,0,0,0,0,5.76,5.76,0,0,15.76,5.76,5.76,0,100,,0,1.9,54,81,81,60,202,202,,,,,,,,0.04,0.07,,3.09,1.85,21.74,0.07,,,,,,,
Vikings,,0,DST,DST1,3000,MIN,@ CHI,27,20.25,5.9,6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0.43,0.43,0,0.11,20.25,5.62,5.62,0,0,17.42,5.62,5.62,0,100,,19,1.9,11,19,19,60,203,203,,,,,,,,,,,,,,,2.51,0.86,0.54,0.19,0.03,21.66,348.46
Skyy Moore,,0,WR,WR2,4000,KC,vs DEN,11,28.75,4.2,3.1,5.9,0,0,0,0,0,0,0,0,0,3.58,0.0888,3.58,2.2,26.22,0.12,0,0,0,0,0,0,5.54,5.54,0,0,13.94,5.54,5.54,0,100,,0,1.4,44,82,82,50,204,204,,,,,,,,0.3,2.35,,2.5,1.55,18.65,0.05,,,,,,,
Foster Moreau,,0,TE,TE1,2700,NO,@ HOU,12,21.75,4.4,6.2,5.8,0,0,0,0,0,0,0,0,0,2.6,0.0856,2.6,1.82,20.91,0.27,0,0,0,0,0,0,5.53,5.53,0,0,14.33,5.53,5.53,0,100,,24,2,24,34,34,63,205,205,,,,,,,,,0.04,,2.78,1.92,23.12,0.27,,,,,,,
Taysom Hill,,0,TE,QB3,3800,NO,@ HOU,12,21.75,7.7,9.3,3.7,0,0,0,0,0,0.1986,6.31,33.92,0.35,6.31,0,0,0,0,0,0,0,0,0,0,0,5.49,5.49,0,0,20.89,5.49,5.49,0,100,,0,1.4,13,35,35,52,206,206,3.58,2.32,28.84,0.1,0.35,0.12,44.17,4.25,23.83,0.28,0.85,0.6,6.23,0.12,,,,,,,
Jets,,0,DST,DST1,2800,NYJ,vs PHI,6,24.25,5.5,6.9,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0.47,0.47,0.28,0.19,24.25,5.45,5.45,0,0,16.45,5.45,5.45,0,100,,5,1.9,13,20,20,62,207,207,,,,,,,,,,,,,,,2.12,0.71,0.5,0.13,0.05,23.8,356.19
Isaiah McKenzie,,0,WR,WR4,3000,IND,@ JAC,14,20.25,6,8,1,0,0,0,0,0,0,0,0,0,3.53,0.0973,3.53,2.3,21.36,0.16,0,0,0,0,0,0,5.4,5.4,0,0,17.4,5.4,5.4,0,100,,0,1.8,54,83,83,60,208,208,0.01,0.01,0.15,,,0.01,1.9,0.59,2.85,0.05,2.66,1.8,16.88,0.13,,,,,,,
Tyquan Thornton,!,0,WR,WR3,3000,NE,@ LV,25,19.75,6,5.5,0,0,0,0,0,0,0,0,0,0,4.18,0.127,4.18,2,23.58,0.16,0,0,0,0,0,0,5.32,5.32,0,0,17.32,5.32,5.32,0,100,,0,1.8,54,84,84,60,209,209,,,,,,,,0.25,1.33,0.08,3.75,1.83,20.58,0.17,,,,,,,
Matt Breida,,0,RB,RB2,5100,NYG,@ BUF,12,14.25,6.7,3.5,5.8,0,0,0,0,0,0.2119,4.45,19.49,0.09,6.22,0.0563,1.77,1.45,9.86,0.06,0,0,0,0,0,0,5.29,5.29,0,0,18.69,5.29,5.29,0,100,,1,1,28,46,46,39,210,210,,,,,,,,6.73,31.35,0.11,1.72,1.36,10.8,0.07,,,,,,,
Elijah Moore,,0,WR,WR2,4300,CLE,vs SF,26,13.25,7.5,6.3,7.8,0,0,0,0,0,0,0,0,0,4.16,0.145,4.16,2.42,23.6,0.06,0,0,0,0,0,0,5.14,5.14,0,0,20.14,5.14,5.14,0,100,,17,1.2,41,85,85,47,211,211,,,,,,,,0.59,2.14,0.03,5.93,3.34,39.03,0.21,,,,,,,
Deonte Harty,,0,WR,WR4,3000,BUF,vs NYG,20,29.25,4.7,0.6,4.2,0,0,0,0,0,0,0,0,0,3.01,0.0826,3.01,2.19,24.35,0.08,0,0,0,0,0,0,5.11,5.11,0,0,14.51,5.11,5.11,0,100,,0,1.7,54,86,86,60,212,212,,,,,,,,0.39,2.72,,2.33,1.65,20.5,0.09,,,,,,,
Jauan Jennings,,0,WR,WR3,3600,SF,@ CLE,4,22.25,5.5,5.2,3.8,0,0,0,0,0,0,0,0,0,2.89,0.102,2.89,1.81,25.12,0.13,0,0,0,0,0,0,5.1,5.1,0,0,16.1,5.1,5.1,0,100,,0,1.4,48,87,87,54,213,213,,,,,,,,,,,3.12,1.94,24.21,0.18,,,,,,,
Tommy Tremble,,0,TE,TE2,2600,CAR,@ MIA,24,16.75,3.4,3.8,2.4,0,0,0,0,0,0,0,0,0,2.69,0.0829,2.69,1.76,14.16,0.32,0,0,0,0,0,0,5.1,5.1,0,0,11.9,5.1,5.1,0,100,,3,2,25,36,36,64,213,213,,,,,,,,0.09,0.33,0.03,2.12,1.24,11.21,0.15,,,,,,,
Van Jefferson,,0,WR,WR3,3200,ATL,vs WAS,9,21.75,5.2,7.9,4.8,0,0,0,0,0,0,0,0,0,3.15,0.1253,3.15,1.75,25.09,0.12,0,0,0,0,0,0,4.98,4.98,0,0,15.38,4.98,4.98,0,100,,26,1.6,52,88,88,58,214,214,,,,,,,,0.09,0.51,,4,2.24,33.31,0.22,,,,,,,
Raiders,,0,DST,DST1,3900,LV,vs NE,31,19.75,4.4,4.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.64,0.21,0,0.11,19.75,4.97,4.97,0,0,13.77,4.97,4.97,0,100,,0,1.3,2,21,21,51,215,215,,,,,,,,,,,,,,,1.68,0.61,0.46,0.07,0.02,25.38,364.17
Jonnu Smith,,0,TE,TE2,3400,ATL,vs WAS,26,21.75,5.3,4.3,11.1,0,0,0,0,0,0,0,0,0,2.96,0.1177,2.96,2.05,21.34,0.12,0,0,0,0,0,0,4.9,4.9,0,0,15.5,4.9,4.9,0,100,,13,1.4,17,37,37,56,216,216,,,,,,,,0.18,1.44,0.01,3.31,2.24,24.48,0.2,,,,,,,
John Bates,,0,TE,TE2,2500,WAS,@ ATL,2,20.75,3.3,3.4,4.1,0,0,0,0,0,0,0,0,0,2.95,0.0837,2.95,2.2,22.06,0.08,0,0,0,0,0,0,4.89,4.89,0,0,11.49,4.89,4.89,0,100,,20,2,26,38,38,65,217,217,,,,,,,,,,,2.38,1.75,18.33,0.08,,,,,,,
Eli Mitchell,!,0,RB,RB2,4700,SF,@ CLE,23,22.25,7.8,8.7,4.2,0,0,0,0,0,0.2762,7.11,34.41,0.24,7.11,0,0,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,20.48,4.88,4.88,0,100,,40,1,32,47,47,43,218,218,,,,,,,,14.89,71.89,0.39,1.56,1.39,8.11,0.06,,,,,,,
Braxton Berrios,,0,WR,WR4,3400,MIA,vs CAR,31,30.75,5.8,3.4,7.6,0,0,0,0,0,0,0,0,0,3.02,0.0808,3.02,2.02,21.46,0.11,0,0,0,0,0,0,4.83,4.83,0,0,16.43,4.83,4.83,0,100,,0,1.4,50,89,89,56,219,219,0.01,0.01,0.03,,,0.01,1.75,0.29,2.51,0.06,2.69,1.79,18.29,0.09,,,,,,,
Durham Smythe,,0,TE,TE1,2900,MIA,vs CAR,16,30.75,2.9,3.1,4.7,0,0,0,0,0,0,0,0,0,3.03,0.081,3.03,2.24,21.89,0.06,0,0,0,0,0,0,4.79,4.79,0,0.44,10.59,4.79,4.79,0,100,,15,1.7,22,39,39,61,220,220,,,,,,,,0.06,0.06,0.02,2.08,1.57,14.79,0.05,,,,,,,
Robert Tonyan,,0,TE,TE2,2500,CHI,vs MIN,25,20.25,6.3,6.6,1.7,0,0,0,0,0,0,0,0,0,2.47,0.0922,2.47,1.86,17.78,0.19,0,0,0,0,0,0,4.78,4.78,0,0,17.38,4.78,4.78,0,100,,6,1.9,26,40,40,65,221,221,,,,,,,,,,,3.14,2.43,25.26,0.29,,,,,,,
Laviska Shenault Jr.,,0,WR,WR4,3000,CAR,@ MIA,24,16.75,5.5,5.6,2,0,0,0,0,0,0,0,0,0,3.16,0.0975,3.16,2.41,20.63,0.05,0,0,0,0,0,0,4.77,4.77,0,0,15.77,4.77,4.77,0,100,,29,1.6,54,90,90,60,222,222,,,,,,,,1,5.21,0.02,4.53,3.19,31.98,0.13,,,,,,,
Mack Hollins,,0,WR,WR2,3300,ATL,vs WAS,9,21.75,5.7,9.2,4.7,0,0,0,0,0,0,0,0,0,3.3,0.1313,3.3,1.86,22.8,0.1,0,0,0,0,0,0,4.74,4.74,0,0,16.14,4.74,4.74,0,100,,0,1.4,51,91,91,57,223,223,0.01,0.01,0.06,,,,1.21,0.06,0.58,,3.07,1.78,23.07,0.14,,,,,,,
Joshua Kelley,,0,RB,RB2,5300,LAC,vs DAL,15,24.75,4.1,5.4,7.1,0,0,0,0,0,0.3652,9.82,35.49,0.19,9.82,0,0,0,0,0,0,0,0,0,0,0,4.69,4.69,0,0,12.89,4.69,4.69,0,100,,21,0.9,26,48,48,37,224,224,,,,,,,,7.3,25.68,0.14,1.54,1.16,7.89,,,,,,,,
Zach Charbonnet,,0,RB,RB2,4200,SEA,@ CIN,8,20.75,1.8,0,4.2,0,0,0,0,0,0.2015,4.79,21.37,0.07,6.58,0.0579,1.79,1.18,7.74,0.03,0,0,0,0,0,0,4.69,4.69,0,1.99,8.29,4.69,4.69,0,100,,57,1.1,37,48,48,48,224,224,,,,,,,,5.25,26,,1.75,1,5.5,,,,,,,,
Jalen Tolbert,,0,WR,WR4,3000,DAL,@ LAC,3,25.75,3.3,1.6,4.7,0,0,0,0,0,0,0,0,0,2.97,0.0819,2.97,2.11,21.98,0.06,0,0,0,0,0,0,4.67,4.67,0,0,11.27,4.67,4.67,0,100,,6,1.6,54,92,92,60,225,225,,,,,,,,,,,2.4,1.8,16.6,,,,,,,,
Will Dissly,,0,TE,TE2,2800,SEA,@ CIN,21,20.75,5.3,5.8,5.1,0,0,0,0,0,0,0,0,0,2.19,0.0707,2.19,1.84,19.94,0.14,0,0,0,0,0,0,4.67,4.67,0,0,15.27,4.67,4.67,0,100,,9,1.7,23,41,41,62,225,225,,,,,,,,0.02,0.13,,2.53,2.09,23.65,0.22,,,,,,,
Justice Hill,,0,RB,RB2,4800,BAL,@ TEN,4,23.75,3.7,2.9,9.5,0,0,0,0,0,0.1779,6.49,27.95,0.31,6.49,0,0,0,0,0,0,0,0,0,0,0,4.66,4.66,0,0,12.06,4.66,4.66,0,100,,0,1,31,49,49,42,226,226,,,,,,,,3.22,14.39,0.11,0.96,0.78,4.33,,,,,,,,
Rashod Bateman,,0,WR,WR3,4100,BAL,@ TEN,17,23.75,6.1,9.6,3.7,0,0,0,0,0,0,0,0,0,3.09,0.0962,3.09,2.02,21.76,0.07,0,0,0,0,0,0,4.62,4.62,0,0,16.82,4.62,4.62,0,100,,25,1.1,43,93,93,49,227,227,,,,,,,,,,,4.86,3.14,39.41,0.14,,,,,,,
Mike Gesicki,,0,TE,TE2,2600,NE,@ LV,11,19.75,6.9,5.8,4.7,0,0,0,0,0,0,0,0,0,3,0.0911,3,1.88,20.5,0.11,0,0,0,0,0,0,4.59,4.59,0,0,18.39,4.59,4.59,0,100,,9,1.8,25,42,42,64,228,228,0.01,,,,,,0.48,,,,4.66,2.93,32.93,0.22,,,,,,,
Randall Cobb,,0,WR,WR3,3000,NYJ,vs PHI,27,18.25,7.5,6.3,1,0,0,0,0,0,0,0,0,0,2.97,0.0969,2.97,1.92,19.99,0.11,0,0,0,0,0,0,4.58,4.58,0,0,19.58,4.58,4.58,0,100,,26,1.5,54,94,94,60,229,229,0.03,0.01,0.09,,,,1.35,0.37,1.23,,5.66,3.8,43.73,0.29,,,,,,,
Quentin Johnston,,0,WR,WR3,3900,LAC,vs DAL,32,24.75,0.5,0,2.6,0,0,0,0,0,0,0,0,0,3.55,0.0928,3.55,2.04,20.68,0.07,0,0,0,0,0,0,4.53,4.53,0,3.78,5.53,4.53,4.53,0,100,,81,1.2,45,95,95,51,230,230,,,,,,,,,,,2.75,1.5,11,,,,,,,,
Alexander Mattison,,0,RB,RB1,5600,MIN,@ CHI,28,23.25,7.1,5.2,12,0,0,0,0,0,0.383,8.12,33.83,0.19,8.12,0,0,0,0,0,0,0,0,0,0,0,4.52,4.52,0,0,18.72,4.52,4.52,0,100,,0,0.8,23,50,50,34,231,231,,,,,,,,7.18,29.83,0.17,1.62,1.29,9.27,0.08,,,,,,,
Brandon Powell,,0,WR,WR3,3000,MIN,@ CHI,13,23.25,3.8,2.8,1.9,0,0,0,0,0,0,0,0,0,3.36,0.0927,3.36,2.3,18.17,0.06,0,0,0,0,0,0,4.48,4.48,0,0,12.08,4.48,4.48,0,100,,0,1.5,54,96,96,60,232,232,,,,,,,,0.43,2.04,,1.51,1.06,8.2,0.04,,,,,,,
N'Keal Harry,,0,WR,WR4,3000,MIN,@ CHI,13,23.25,3.8,4.1,0,0,0,0,0,0,0,0,0,0,2.97,0.0818,2.97,1.68,21.36,0.11,0,0,0,0,0,0,4.48,4.48,0,0,12.08,4.48,4.48,0,100,,19,1.5,54,96,96,60,232,232,,,,,,,,0.22,1.51,,3.24,1.78,19.86,0.14,,,,,,,
Brock Wright,,0,TE,TE2,2500,DET,@ TB,28,22.75,1.9,0,4.1,0,0,0,0,0,0,0,0,0,2.75,0.0835,2.75,2.21,17.37,0.08,0,0,0,0,0,0,4.43,4.43,0,1.58,8.23,4.43,4.43,0,100,,21,1.8,26,43,43,65,233,233,,,,,,,,,,,1.75,1.5,8.75,,,,,,,,
Cardinals,,0,DST,DST1,2400,ARI,@ LAR,18,27.25,6.3,5.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0.75,0.38,0,0.09,27.25,4.43,4.43,0,0,17.03,4.43,4.43,0,100,,9,1.8,17,22,22,66,233,233,,,,,,,,,,,,,,,2.54,0.75,0.63,0.17,0.04,23.4,350.34
Jordan Akins,,0,TE,TE2,2500,CLE,vs SF,18,13.25,4.8,7.8,1.7,0,0,0,0,0,0,0,0,0,2.73,0.0953,2.73,1.88,19.66,0.09,0,0,0,0,0,0,4.39,4.39,0,0,13.99,4.39,4.39,0,100,,9,1.8,26,44,44,65,234,234,,,,,,,,0.03,0.1,,3.06,2.14,24.65,0.11,,,,,,,
Browns,,0,DST,DST1,2200,CLE,vs SF,1,22.25,5.3,6.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0.75,0.32,0,0,22.25,4.37,4.37,0,0,14.97,4.37,4.37,0,100,,4,2,19,23,23,68,235,235,,,,,,,,,,,,,,,2.17,0.71,0.49,0.1,0.02,24.24,355.62
Broncos,,0,DST,DST1,2300,DEN,@ KC,12,28.75,6,5.9,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0.88,0.44,0,0.18,28.75,4.3,4.3,0,0,16.3,4.3,4.3,0,100,,18,1.9,18,24,24,67,236,236,,,,,,,,,,,,,,,2.46,0.79,0.53,0.15,0.01,21.05,333.66
Cedrick Wilson,,0,WR,WR3,3000,MIA,vs CAR,31,30.75,7.5,2,5.9,0,0,0,0,0,0,0,0,0,2.18,0.0584,2.18,1.59,20.26,0.11,0,0,0,0,0,0,4.28,4.28,0,0,19.28,4.28,4.28,0,100,,0,1.4,54,97,97,60,237,237,0.11,0.11,2.41,,0.02,0.02,13.59,0.13,0.15,,2.61,1.83,22.63,0.17,,,,,,,
Jamal Agnew,,0,WR,WR4,3000,JAC,vs IND,16,23.25,5.4,4.7,2.3,0,0,0,0,0,0,0,0,0,2.44,0.0653,2.44,2,16.37,0.1,0,0,0,0,0,0,4.24,4.24,0,0,15.04,4.24,4.24,0,100,,0,1.4,54,98,98,60,238,238,,,,,,,,0.79,4.47,,1.89,1.47,12.68,0.16,,,,,,,
Ben Skowronek,,0,WR,WR4,3000,LAR,vs ARI,15,27.25,4.5,6,1.1,0,0,0,0,0,0,0,0,0,3.68,0.0915,3.68,2.07,19.82,0,0,0,0,0,0,0,4.05,4.05,0,0,13.05,4.05,4.05,0,100,,0,1.4,54,99,99,60,239,239,,,,,,,,0.07,0.93,0.03,2.87,1.73,17.4,,,,,,,,
Adam Trautman,,0,TE,TE2,2700,DEN,@ KC,22,18.75,4,3.7,4.2,0,0,0,0,0,0,0,0,0,2.32,0.0725,2.32,1.64,15.32,0.13,0,0,0,0,0,0,3.95,3.95,0,0,11.95,3.95,3.95,0,100,,9,1.5,24,45,45,63,240,240,,,,,,,,,,,2.5,1.82,18.45,0.13,,,,,,,
Giants,,0,DST,DST1,2100,NYG,@ BUF,7,29.25,5.9,6.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.37,0.28,0,0.28,29.25,3.94,3.94,0,0,15.74,3.94,3.94,0,100,,2,1.9,20,25,25,69,241,241,,,,,,,,,,,,,,,2.01,0.77,0.51,0.17,0.03,23.91,370.78
Craig Reynolds,,0,RB,RB2,4300,DET,@ TB,3,22.75,4.9,5.1,3.5,0,0,0,0,0,0.1782,5.53,26.46,0.2,5.53,0,0,0,0,0,0,0,0,0,0,0,3.85,3.85,0,0,13.65,3.85,3.85,0,100,,8,0.9,36,51,51,47,242,242,,,,,,,,5.81,25.63,0.06,1.25,1.13,10.56,,,,,,,,
Titans,,0,DST,DST1,3000,TEN,vs BAL,20,23.75,5.4,5.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0.57,0.38,0,0,23.75,3.79,3.79,0,0,14.59,3.79,3.79,0,100,,13,1.3,11,26,26,60,243,243,,,,,,,,,,,,,,,2.32,0.78,0.44,0.13,0.01,22.01,357.2
Bears,,0,DST,DST1,2500,CHI,vs MIN,10,23.25,6,3.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.91,0.34,0,0,23.25,3.74,3.74,0,0,15.74,3.74,3.74,0,100,,5,1.5,16,27,27,65,244,244,,,,,,,,,,,,,,,2.24,0.71,0.5,0.16,0.04,22.28,339.11
Kayshon Boutte,,0,WR,WR4,3000,NE,@ LV,25,19.75,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0.0784,2.58,1.36,17.28,0.1,0,0,0,0,0,0,3.69,3.69,0,3.69,3.69,3.69,3.69,0,100,,0,1.2,54,100,100,60,245,245,,,,,,,,,,,4,,,,,,,,,,
Teagan Quitoriano,,0,TE,TE2,2500,HOU,vs NO,8,20.75,3.8,4.3,1.8,0,0,0,0,0,0,0,0,0,1.77,0.0482,1.77,0.99,16.66,0.17,0,0,0,0,0,0,3.68,3.68,0,0,11.28,3.68,3.68,0,100,,0,1.5,26,46,46,65,246,246,,,,,,,,,,,1.7,0.9,14.6,0.2,,,,,,,
C.J. Uzomah,,0,TE,TE2,2500,NYJ,vs PHI,30,18.25,5.1,4,4.1,0,0,0,0,0,0,0,0,0,1.98,0.0646,1.98,1.44,13.32,0.14,0,0,0,0,0,0,3.61,3.61,0,0,13.81,3.61,3.61,0,100,,11,1.4,26,47,47,65,247,247,,,,,,,,,,,3.22,2.29,22.5,0.2,,,,,,,
Daniel Bellinger,,0,TE,TE2,2500,NYG,@ BUF,6,14.25,4,6.7,1.2,0,0,0,0,0,0,0,0,0,2.15,0.0682,2.15,1.87,14.51,0.04,0,0,0,0,0,0,3.56,3.56,0,0,11.56,3.56,3.56,0,100,,20,1.4,26,48,48,65,248,248,,,,,,,,0.06,0.13,0.06,2.44,2.13,18.13,0.13,,,,,,,
Ameer Abdullah,,0,RB,RB2,4000,LV,vs NE,9,21.75,5,3.4,2.2,0,0,0,0,0,0.0114,0.28,1.12,0,2.44,0.0655,2.16,1.55,12.37,0.07,0,0,0,0,0,0,3.32,3.32,0,0,13.32,3.32,3.32,0,100,,0,0.8,39,52,52,50,249,249,,,,,,,,3.95,15.31,0.06,1.99,1.44,10.75,0.08,,,,,,,
Falcons,,0,DST,DST1,3600,ATL,vs WAS,29,20.75,5.5,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.33,0.33,0,0,20.75,3.31,3.31,0,0,14.31,3.31,3.31,0,100,,0,0.9,5,28,28,54,250,250,,,,,,,,,,,,,,,1.71,0.73,0.47,0.16,0.02,23.32,361.8
Jalin Hyatt,,0,WR,WR4,3400,NYG,@ BUF,19,14.25,4.6,0,4.6,0,0,0,0,0,0,0,0,0,1.54,0.049,1.54,1.04,18.43,0.05,0,0,0,0,0,0,3.18,3.18,0,0,12.38,3.18,3.18,0,100,,0,0.9,50,101,101,56,251,251,,,,,,,,,,,1.67,1.33,33,,,,,,,,
Ronnie Bell,,0,WR,WR4,3100,SF,@ CLE,4,22.25,4.6,0,4,0,0,0,0,0,0,0,0,0,1.31,0.0461,1.31,0.86,10.4,0.19,0,0,0,0,0,0,3.04,3.04,0,0,12.24,3.04,3.04,0,100,,0,1,53,102,102,59,252,252,,,,,,,,,,,1.33,1,10.33,0.33,,,,,,,
Brycen Hopkins,,0,TE,TE2,2500,LAR,vs ARI,23,27.25,2.3,2.6,2.3,0,0,0,0,0,0,0,0,0,1.8,0.0449,1.8,1.23,17.97,0,0,0,0,0,0,0,3.03,3.03,0,0,7.63,3.03,3.03,0,100,,4,1.2,26,49,49,65,253,253,,,,,,,,,,,1.5,1,14.4,,,,,,,,
Rico Dowdle,,0,RB,RB2,4400,DAL,@ LAC,22,25.75,3.8,0,5.1,0,0,0,0,0,0.2361,7.8,29.37,0,7.8,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,10.54,2.94,2.94,0,100,,0,0.7,35,53,53,46,254,254,,,,,,,,2.91,10.82,,0.55,0.45,4.55,0.09,,,,,,,
Panthers,,0,DST,DST1,2000,CAR,@ MIA,2,30.75,6.2,5.9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0.53,0.09,0,0.09,30.75,2.9,2.9,0,0,15.3,2.9,2.9,0,100,,11,1.5,21,29,29,70,255,255,,,,,,,,,,,,,,,2.57,0.83,0.58,0.16,0.03,23.36,349.38
Tyler Scott,,0,WR,WR3,3000,CHI,vs MIN,29,20.25,0.8,0,2.3,0,0,0,0,0,0,0,0,0,2.07,0.0775,2.07,1.24,12.35,0.06,0,0,0,0,0,0,2.84,2.84,0,1.64,4.44,2.84,2.84,0,100,,65,0.9,54,103,103,60,256,256,,,,,,,,0.67,6.33,,1.67,1,6.67,,,,,,,,
Khalil Shakir,,0,WR,WR3,3200,BUF,vs NYG,20,29.25,4.3,3.2,2.9,0,0,0,0,0,0,0,0,0,1.39,0.0382,1.39,0.85,9.9,0.16,0,0,0,0,0,0,2.8,2.8,0,0,11.4,2.8,2.8,0,100,,0,0.9,52,104,104,58,257,257,,,,,,,,,,,1.71,0.93,13.43,0.14,,,,,,,
Tank Bigsby,,0,RB,RB2,4100,JAC,vs IND,27,23.25,2.9,0,3.8,0,0,0,0,0,0.1271,3.42,11.47,0.27,3.42,0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,0,0,8.57,2.77,2.77,0,100,,24,0.7,38,54,54,49,258,258,,,,,,,,3.75,10.25,0.5,0.5,,,,,,,,,,
Michael Mayer,,0,TE,TE1,2500,LV,vs NE,29,21.75,2.1,0,3,0,0,0,0,0,0,0,0,0,1.65,0.0501,1.65,1.05,12.89,0.06,0,0,0,0,0,0,2.7,2.7,0,0,6.9,2.7,2.7,0,100,,30,1.1,26,50,50,65,259,259,,,,,,,,,,,1.67,1,13.67,,,,,,,,
Jake Bobo,,0,WR,WR4,3000,SEA,@ CIN,18,20.75,3.3,0,2.9,0,0,0,0,0,0,0,0,0,1.3,0.0418,1.3,0.73,6.98,0.15,0,0,0,0,0,0,2.33,2.33,0,0,8.93,2.33,2.33,0,100,,0,0.8,54,105,105,60,260,260,,,,,,,,,,,1.33,0.67,2.67,0.33,,,,,,,
Derius Davis,,0,WR,WR4,3300,LAC,vs DAL,32,24.75,3.2,0,3.1,0,0,0,0,0,0,0,0,0,1.44,0.0377,1.44,1.15,9.81,0.03,0,0,0,0,0,0,2.31,2.31,0,0,8.71,2.31,2.31,0,100,,0,0.7,51,106,106,57,261,261,,,,,,,,1,15.25,,1,1,6,,,,,,,,
Zach Pascal,,0,WR,WR4,3000,ARI,@ LAR,8,20.25,6.7,2.4,1.2,0,0,0,0,0,0,0,0,0,1.6,0.041,1.6,0.96,9.32,0.07,0,0,0,0,0,0,2.31,2.31,0,0,15.71,2.31,2.31,0,100,,0,0.8,54,106,106,60,261,261,0.03,,,,,,0.53,0.09,0.59,,3.58,2.14,26.04,0.2,,,,,,,
Ty Montgomery,,0,WR,WR3,3000,NE,@ LV,25,19.75,7.1,10.3,1.3,0,0,0,0,0,0,0,0,0,1.81,0.0551,1.81,1.19,8.96,0.03,0,0,0,0,0,0,2.27,2.27,0,0,16.47,2.27,2.27,0,100,,0,0.8,54,107,107,60,262,262,,,,,,,,3.5,15.56,0.11,2.7,1.89,14.76,0.05,,,,,,,
Dyami Brown,,0,WR,WR4,3000,WAS,@ ATL,30,20.75,5.6,4,2.9,0,0,0,0,0,0,0,0,0,1.62,0.046,1.62,0.81,12.66,0.03,0,0,0,0,0,0,2.26,2.26,0,0,13.46,2.26,2.26,0,100,,0,0.8,54,108,108,60,263,263,,,,,,,,0.08,0.46,,2.04,0.96,16.46,0.08,,,,,,,
David Bell,,0,WR,WR4,3000,CLE,vs SF,26,13.25,2.4,1.4,2.8,0,0,0,0,0,0,0,0,0,1.72,0.0601,1.72,0.98,10.56,0.03,0,0,0,0,0,0,2.22,2.22,0,0,7.02,2.22,2.22,0,100,,0,0.7,54,109,109,60,264,264,,,,,,,,,,,2,1,11.25,,,,,,,,
Jameson Williams,,0,WR,WR3,3600,DET,@ TB,28,22.75,3.8,2.5,2.2,0,0,0,0,0,0,0,0,0,1.82,0.0553,1.82,0.58,7.16,0.13,0,0,0,0,0,0,2.08,2.08,0,0,9.68,2.08,2.08,0,100,,0,0.6,48,110,110,54,265,265,,,,,,,,0.14,5.71,,1.71,0.43,6.14,0.14,,,,,,,
