,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Teddy Bridgewater,,0,QB,QB2,4600,DET,@ LAC,25,25.25,8.6,9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,23,28,28,39,245,245,25.59,17.12,187.08,0.53,1.97,0.92,80.67,2.68,9.62,0.15,,,,,,,,,,,
Craig Reynolds,,0,RB,RB3,4600,DET,@ LAC,19,25.25,4.5,5.1,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,17,0,30,57,57,39,245,245,,,,,,,,6.32,27.11,0.05,1.26,1.16,11.47,,,,,,,,
Drew Lock,,0,QB,QB2,4600,SEA,vs WAS,32,24.75,8.6,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,23,28,28,39,245,245,28.64,16.92,192.12,0.8,1.32,1,78.39,2.92,11.84,0.2,0.04,0.04,0.04,,,,,,,,
Bailey Zappe,,0,QB,QB2,4500,NE,vs IND,18,20.75,7,12.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,24,28,28,40,245,245,18.33,12,143.33,0.5,0.17,0.83,17.58,1.67,,,0.17,0.17,-1,,,,,,,,
Sam Ehlinger,,0,QB,QB2,4500,IND,@ NE,10,21.75,5.6,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,24,28,28,40,245,245,14.43,9.14,81.86,0.43,2,0.43,45.71,2.86,13.71,,,,,,,,,,,,
Andy Dalton,,0,QB,QB2,4500,CAR,@ CHI,31,17.75,7.7,13.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,24,28,28,40,245,245,32.14,20.26,228.38,0.75,2.18,1.41,89.11,2.57,8.19,0.11,0.02,0.02,-0.07,,,,,,,,
Tim Boyle,,0,QB,QB2,4500,NYJ,@ LV,9,18.75,5.1,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,28,28,40,245,245,6.63,4.13,35.88,0.5,0.06,0.19,16.61,1.38,-0.31,,,,,,,,,,,,
Phillip Walker,,0,QB,QB2,4500,CLE,@ BAL,2,16.25,5.9,7.5,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,28,28,40,245,245,18.06,9.94,115.5,0.89,1.39,0.33,59.71,1.67,4.5,,0.06,,,,,,,,,,
Davis Mills,,0,QB,QB2,4500,HOU,@ CIN,27,21,7.6,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,24,28,28,40,245,245,31.18,19.82,206.5,0.89,2.21,1.18,82.78,1.79,5.43,0.07,,,,,,,,,,,
Cooper Rush,,0,QB,QB2,4500,DAL,vs NYG,7,27.75,6.8,7.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,28,28,40,245,245,12.22,7.28,83.67,0.22,0.61,0.44,80.44,1.5,0.22,,,,,,,,,,,,
Matt Barkley,,0,QB,QB2,4500,NYG,@ DAL,13,10.75,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,24,28,28,40,245,245,22.36,13,171.36,1.29,0.71,0.79,66.87,1.29,-0.71,,0.07,0.07,0.14,0.07,,,,,,,
Nathan Peterman,,0,QB,QB2,4400,CHI,vs CAR,4,20.75,4.6,3.1,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,28,28,41,245,245,10.87,5.73,48.4,0.93,0.8,0.27,48.63,1.67,6.07,0.07,,,,,,,,,,,
Sam Darnold,,0,QB,QB2,4400,SF,@ JAC,21,23.75,8.5,15.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,25,28,28,41,245,245,29.43,17.58,196.13,0.92,2.38,1.02,74.93,3.22,12.33,0.2,,,,,,,,,,,
Sean Clifford,,0,QB,QB2,4400,GB,@ PIT,26,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,28,28,41,245,245,,,,,,,,1,,,,,,,,,,,,,
Jacoby Brissett,,0,QB,QB2,4400,WAS,@ SEA,23,19.75,8.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,25,28,28,41,245,245,21.6,13.19,141.78,0.32,1.77,0.66,67.08,3.12,12.27,0.21,0.01,0.01,0.03,,,,,,,,
Cordarrelle Patterson,,0,RB,RB3,4200,ATL,@ ARI,26,22.75,7,12.4,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,34,57,57,43,245,245,0.01,,,,,,0.31,3.59,16.68,0.14,2.26,1.69,15.12,0.08,,,,,,,
Josh Johnson,,0,QB,QB3,4000,BAL,vs CLE,3,22.25,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,26,28,28,45,245,245,27,18.33,207,0.67,1,1.67,67.23,3,9.33,,,,,,,,,,,,
Dorian Thompson-Robinson,,0,QB,QB3,4000,CLE,@ BAL,2,16.25,1.9,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,28,28,45,245,245,18.5,10,65,1.5,2,,74.1,2,12,,,,,,,,,,,,
Trey Sermon,,0,RB,RB3,4000,IND,@ NE,12,21.75,4.1,1.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,5.11,21.44,0.11,0.56,0.33,2.89,,,,,,,,
Patrick Ricard,,0,RB,FB1,4000,BAL,vs CLE,4,22.25,1.7,1.3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Pierre Strong,!,0,RB,RB3,4000,CLE,@ BAL,2,16.25,4.7,6.8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,3.67,21,0.17,0.83,0.75,6.33,,,,,,,,
Raheem Blackshear,,0,RB,RB3,4000,CAR,@ CHI,9,17.75,4.7,4.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,2.46,7.69,0.23,1.23,1.08,9.85,,,,,,,,
Darrynton Evans,,0,RB,RB3,4000,CHI,vs CAR,32,20.75,4.4,3.6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,2,0,35,57,57,45,245,245,,,,,,,,4.46,17.31,0.08,1.31,0.92,9.23,0.08,,,,,,,
Case Keenum,,0,QB,QB3,4000,HOU,@ CIN,27,21,8.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,36,0,26,28,28,45,245,245,29.42,18.75,202.98,0.67,1.68,1.07,81.91,1.88,5.7,0.08,,,,,,,,,,,
Travis Homer,,0,RB,RB4,4000,CHI,vs CAR,32,20.75,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,2.2,10.86,0.02,1.5,1.25,11.27,0.05,,,,,,,
Dare Ogunbowale,,0,RB,RB3,4000,HOU,@ CIN,17,21,4,3.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,2.28,7.47,0.07,1.98,1.37,9.79,0.02,,,,,,,
Michael Carter,,0,RB,RB3,4000,NYJ,@ LV,31,18.75,6.6,7.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,35,57,57,45,245,245,,,,,,,,7.08,28.39,0.18,3.37,2.42,17.92,,,,,,,,
Israel Abanikanda,,0,RB,RB4,4000,NYJ,@ LV,31,18.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Nick Bawden,,0,RB,FB1,4000,NYJ,@ LV,31,18.75,1.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,35,57,57,45,245,245,,,,,,,,0.13,0.13,0.13,1,0.75,5.5,,,,,,,,
Brandon Bolden,,0,RB,RB4,4000,LV,vs NYJ,27,17.75,5.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,2.43,10.97,0.1,1.63,1.24,11.63,0.1,,,,,,,
Brandon Allen,,0,QB,QB3,4000,SF,@ JAC,21,23.75,7.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,28,28,45,245,245,18.79,10.64,115.07,0.43,1.5,0.71,74.05,2.36,4.57,,0.07,,,,,,,,,,
Tyrion Davis-Price,,0,RB,RB4,4000,SF,@ JAC,5,23.75,1.2,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,35,57,57,45,245,245,,,,,,,,6.67,20,,0.33,,,,,,,,,,
Kyle Juszczyk,,0,RB,FB1,4000,SF,@ JAC,5,23.75,3.9,4.1,3.3,0,0,0,0,0,0,0,0,0,1.38,0.0478,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Jakob Johnson,!,0,RB,FB1,4000,LV,vs NYJ,27,17.75,1.7,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
D'Ernest Johnson,,0,RB,RB3,4000,JAC,vs SF,7,20.75,6,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,3,15.46,0.06,0.84,0.68,4.88,,,,,,,,
Samaje Perine,,0,RB,RB3,4000,DEN,@ BUF,22,19.75,6.8,9.1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,1,0,35,57,57,45,245,245,,,,,,,,6.22,24.69,0.1,2.18,1.81,14.22,0.09,,,,,,,
Dwayne Washington,,0,RB,RB4,4000,DEN,@ BUF,22,19.75,2.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,3.65,12.87,0.02,0.46,0.35,2.2,,,,,,,,
Michael Burton,,0,RB,FB1,4000,DEN,@ BUF,22,19.75,1.9,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Jake Haener,,0,QB,QB4,4000,NO,@ MIN,12,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,26,28,28,45,245,245,,,,,,,,,,,,,,,,,,,,,
Ty Johnson,,0,RB,RB3,4000,BUF,vs DEN,28,26.75,5.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,3.78,16.82,0.07,2.38,1.56,12.15,0.05,,,,,,,
Sean Mannion,,0,QB,QB2,4000,MIN,vs NO,11,19.25,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,28,28,45,245,245,7.92,4.69,41.69,0.23,0.38,0.08,36.22,1.92,-0.23,,,,,,,,,,,,
Reggie Gilliam,,0,RB,FB1,4000,BUF,vs DEN,28,26.75,2.6,3.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,0.15,0.15,,0.9,0.7,5.55,0.1,,,,,,,
Adam Prentice,!,0,RB,FB1,4000,NO,@ MIN,10,21.25,0.7,0.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Kene Nwangwu,,0,RB,RB3,4000,MIN,vs NO,16,19.25,3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,0.92,3.13,,0.29,0.25,1.25,,,,,,,,
C.J. Ham,,0,RB,FB1,4000,MIN,vs NO,16,19.25,2.3,2.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Mason Rudolph,,0,QB,QB3,4000,PIT,vs GB,5,20.75,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,26,28,28,45,245,245,24,14.75,147.88,0.69,1,1,77.11,2.06,5.63,,,,,,,,,,,,
Godwin Igwebuike,,0,RB,RB4,4000,PIT,vs GB,24,20.75,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,0.38,0.5,,0.13,0.13,0.38,,,,,,,,
Anthony McFarland,,0,RB,RB3,4000,PIT,vs GB,24,20.75,1.9,6.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,17,0,35,57,57,45,245,245,,,,,,,,2.8,9.73,,1,0.73,5.8,,,,,,,,
Emanuel Wilson,,0,RB,RB3,4000,GB,@ PIT,15,17.75,1.7,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,35,57,57,45,245,245,,,,,,,,2.75,18.25,,0.75,0.75,3.5,,,,,,,,
John Wolford,,0,QB,QB3,4000,TB,vs TEN,15,20.25,5.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,26,28,28,45,245,245,20.8,12.2,125.2,1,2,0.2,48.84,3.2,17.4,,,,,,,,,,,,
Sean Tucker,,0,RB,RB4,4000,TB,vs TEN,13,20.25,1.9,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,5,7.67,,0.67,0.67,3,,,,,,,,
Ke'Shawn Vaughn,,0,RB,RB3,4000,TB,vs TEN,13,20.25,3.9,1.7,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,4.48,16.7,0.09,1.17,0.61,3.52,0.04,,,,,,,
Jonathan Ward,,0,RB,RB3,4000,TEN,@ TB,3,18.25,2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,0.74,3.05,,0.42,0.32,2.74,0.05,,,,,,,
Logan Woodside,,0,QB,QB3,4000,ATL,@ ARI,29,22.75,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,26,28,28,45,245,245,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Keith Smith,,0,RB,FB1,4000,ATL,@ ARI,26,22.75,1.1,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Tony Jones,,0,RB,RB3,4000,ARI,vs ATL,14,20.75,3.7,3.5,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,5.06,13.94,0.11,1.39,0.89,4.72,,,,,,,,
Isaiah Spiller,,0,RB,RB3,4000,LAC,vs DET,6,23.25,1.7,1.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,3,6.8,,0.6,0.6,3.3,,,,,,,,
Elijah Dotson,,0,RB,RB4,4000,LAC,vs DET,6,23.25,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,4,6,,2,2,13,,,,,,,,
Trey Lance,,0,QB,QB3,4000,DAL,vs NYG,7,27.75,7.4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,26,28,28,45,245,245,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Deuce Vaughn,,0,RB,RB3,4000,DAL,vs NYG,29,27.75,2.1,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,35,57,57,45,245,245,,,,,,,,5,10,,1.25,1.25,4.75,,,,,,,,
Hunter Luepke,,0,RB,FB1,4000,DAL,vs NYG,29,27.75,2.4,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,0.5,2.17,0.17,0.5,0.33,1.67,,,,,,,,
Jashaun Corbin,!,0,RB,RB3,4000,NYG,@ DAL,11,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
DeeJay Dallas,!,0,RB,RB3,4000,SEA,vs WAS,18,24.75,4.8,3.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,0.02,,,0.02,,,,2.18,9.1,0.08,1.37,1.2,7.78,0.02,,,,,,,
Kenny McIntosh,!,0,RB,RB4,4000,SEA,vs WAS,18,24.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,,,,,,,,,,,,,,
Chris Rodriguez Jr.,,0,RB,RB3,4000,WAS,@ SEA,21,19.75,1.3,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,35,57,57,45,245,245,,,,,,,,3.67,18,,,,,,,,,,,,
Alex Armah,,0,RB,FB1,4000,WAS,@ SEA,21,19.75,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,35,57,57,45,245,245,,,,,,,,0.48,1.3,,0.48,0.3,0.83,0.04,,,,,,,
Randall Cobb,,0,WR,WR5,3200,NYJ,@ LV,19,18.75,7.5,6.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,45,108,108,53,245,245,0.03,0.01,0.09,,,,1.34,0.37,1.21,,5.63,3.77,43.34,0.29,,,,,,,
Malik Heath,,0,WR,WR5,3000,GB,@ PIT,27,17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1.25,,,,,,,,,,
Samori Toure,,0,WR,WR6,3000,GB,@ PIT,27,17.75,2.9,4.8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,47,108,108,55,245,245,,,,,,,,,,,2.33,1.11,16,0.11,,,,,,,
Rakim Jarrett,,0,WR,WR5,3000,TB,vs TEN,31,20.25,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.17,,,1.17,0.5,3.17,,,,,,,,
Colton Dowell,,0,WR,WR5,3000,TEN,@ TB,30,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1,,,,,,,,,,
Frank Darby,,0,WR,WR5,3000,ATL,@ ARI,1,22.75,1.2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1.25,0.5,7.25,,,,,,,,
Greg Dortch,,0,WR,WR5,3000,ARI,vs ATL,2,20.75,6.7,7.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.26,2.19,,2.23,1.81,15.61,0.06,,,,,,,
Donovan Peoples-Jones,!,0,WR,WR5,3000,DET,@ LAC,17,25.25,6.7,10.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,47,108,108,55,245,245,,,,,,,,0.02,0.04,,3.92,2.39,37.49,0.16,,,,,,,
Antoine Green,,0,WR,WR6,3000,DET,@ LAC,17,25.25,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,1,0.5,1,,,,,,,,
Simi Fehoko,,0,WR,WR5,3000,LAC,vs DET,11,23.25,2.9,2.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,12,0,47,108,108,55,245,245,,,,,,,,,,,1.5,1,8.25,0.25,,,,,,,
KaVontae Turpin,!,0,WR,WR5,3000,DAL,vs NYG,24,27.75,3.7,0.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.63,5.19,0.06,0.69,0.5,4.88,0.13,,,,,,,
Jalen Brooks,,0,WR,WR6,3000,DAL,vs NYG,24,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Kayshon Boutte,,0,WR,WR5,3000,NE,vs IND,14,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,4,,,,,,,,,,
Matt Slater,,0,WR,WR6,3000,NE,vs IND,14,20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,,,,,,,,,,,
Sterling Shepard,,0,WR,WR5,3000,NYG,@ DAL,9,10.75,8,11.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,47,108,108,55,245,245,,,,,,,,0.28,2.22,0.01,6.94,4.57,50.95,0.27,,,,,,,
Juwann Winfree,,0,WR,WR5,3000,IND,@ NE,22,21.75,2.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,,,,2,1,8.33,,,,,,,,
Parris Campbell,!,0,WR,WR6,3000,NYG,@ DAL,9,10.75,5.6,8.8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,47,108,108,55,245,245,,,,,0.03,,,0.28,2.7,,4.25,2.88,27.08,0.13,,,,,,,
Gunner Olszewski,,0,WR,WR7,3000,NYG,@ DAL,9,10.75,1.9,0.9,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.25,1.29,,0.36,0.27,3.27,0.02,,,,,,,
DWayne Eskridge,,0,WR,WR5,3000,SEA,vs WAS,32,24.75,3.1,1.5,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,47,108,108,55,245,245,,,,,,,,0.37,3.37,,1.74,0.89,6.42,0.05,,,,,,,
