player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,1,26,5,1,15.3,15,0,98,0,0,5,55,40.7,2,5,23,0,9,78.9,70.2,0.0,,32.3,53.1,74.6,60.0,15,1,0,0,12,29,0,0,0,26,2,98,55,2.12,3.8,0.0,17
Aaron Jones,11937,HB,GB,1,21,2,0,0.0,0,0,65,0,3,2,46,43.8,0,3,12,1,6,26.6,55.2,77.5,,76.9,79.3,47.9,60.0,9,0,26,4,16,23,0,0,5,25,1,65,46,2.19,3.1,1.63,14
D'Onta Foreman,11844,HB,CHI,1,20,3,1,26.5,22,0,83,0,0,3,50,37.5,2,2,6,0,6,77.4,67.4,75.7,,79.5,53.1,67.8,59.7,22,0,0,0,11,25,0,0,0,20,0,83,50,2.5,4.2,0.0,14
Rachaad White,131633,HB,TB,1,20,1,1,21.9,16,0,73,0,1,1,43,17.9,3,7,30,0,8,77.7,65.4,77.6,,80.5,71.2,61.8,59.4,16,0,46,4,24,22,0,0,4,24,2,73,43,2.15,3.7,1.92,12
Jerome Ford,83601,HB,CLV,1,20,3,0,0.0,0,0,44,1,2,3,32,32.0,0,2,8,0,10,77.9,59.1,78.7,,79.0,54.5,59.3,,9,0,33,5,20,20,0,0,7,25,0,44,32,1.6,2.2,1.65,10
Brian Robinson,57120,HB,WAS,1,18,0,0,0.0,0,0,63,0,0,0,32,0.0,0,4,32,1,5,25.0,51.1,74.9,,84.3,55.2,50.2,60.0,9,0,4,1,16,20,0,0,2,19,1,63,32,1.78,3.5,0.25,13
D'Andre Swift,57212,HB,PHI,1,18,2,0,0.0,0,0,43,0,0,2,27,15.0,0,1,24,2,11,18.5,41.4,78.4,,79.2,61.7,38.5,60.0,8,0,31,2,14,20,0,0,2,20,0,43,27,1.5,2.4,2.21,7
Jonathan Taylor,57488,HB,IND,1,18,2,0,0.0,0,0,47,0,1,2,42,30.4,1,3,14,0,3,77.5,69.3,79.2,,50.7,77.0,64.9,60.0,13,0,22,5,21,19,0,0,5,23,0,47,42,2.33,2.6,1.05,15
Derrick Henry,10679,HB,TEN,1,17,3,1,20.0,15,0,75,0,1,3,54,63.5,2,5,31,0,7,77.3,77.2,75.1,,77.7,76.3,73.3,60.0,15,0,27,3,12,21,0,0,4,20,1,75,54,3.18,4.4,2.25,10
Najee Harris,57121,HB,PIT,1,16,1,1,36.2,25,0,69,1,2,1,45,46.9,2,4,25,0,8,76.2,58.5,75.7,,71.8,41.4,63.1,60.0,25,0,7,2,15,19,0,0,3,18,1,69,45,2.81,4.3,0.47,8
Saquon Barkley,45791,HB,NYG,1,16,0,1,28.9,26,0,90,0,0,0,34,0.0,2,4,21,0,3,76.4,76.1,76.6,,63.1,63.2,78.3,,26,0,23,3,25,16,0,0,4,19,0,90,34,2.13,5.6,0.92,12
Alexander Mattison,45817,HB,MIN,1,16,2,0,0.0,0,0,44,0,1,2,34,35.4,0,2,18,0,2,76.2,68.4,78.5,,69.2,87.9,59.6,60.0,8,0,49,2,23,17,0,0,2,18,0,44,34,2.13,2.8,2.13,14
Breece Hall,97636,HB,NYJ,1,16,3,0,0.0,0,0,50,0,1,3,39,48.8,1,2,22,0,7,76.9,71.6,77.4,,69.0,72.9,69.2,60.0,10,0,10,4,25,18,0,0,4,20,0,50,39,2.44,3.1,0.4,9
Isiah Pacheco,83747,HB,KC,1,16,1,0,0.0,0,0,66,0,0,1,42,16.4,0,4,16,0,2,75.8,62.1,79.6,,43.2,50.9,66.0,,9,0,0,0,18,16,0,0,1,16,0,66,42,2.63,4.1,0.0,14
Chuba Hubbard,57373,HB,CAR,1,16,4,1,34.5,20,0,58,0,0,4,56,70.0,1,4,5,1,8,29.0,61.0,78.7,,72.4,37.9,67.9,,20,0,9,4,29,16,0,0,7,20,0,58,56,3.5,3.6,0.31,8
Kareem Hunt,11841,HB,CLV,1,14,2,0,0.0,0,0,38,0,0,2,24,24.5,1,4,8,0,8,75.1,56.6,72.4,,,54.2,57.8,,10,0,0,0,7,14,0,0,1,14,1,38,24,1.71,2.7,0.0,6
Joe Mixon,11803,HB,CIN,1,14,2,0,0.0,0,0,37,0,0,2,38,28.6,1,4,7,0,10,76.1,61.3,78.8,,38.6,63.6,61.4,60.0,12,0,31,5,27,18,0,0,5,19,1,37,38,2.71,2.6,1.15,4
Austin Ekeler,12164,HB,LAC,1,14,5,1,42.6,20,0,47,3,0,5,43,96.0,1,3,27,0,6,75.8,48.4,77.3,,69.8,27.7,63.2,,20,0,23,2,22,14,0,0,5,16,2,47,43,3.07,3.4,1.05,8
Justice Hill,45865,HB,BLT,1,13,2,0,0.0,0,0,40,0,0,2,24,28.4,0,2,3,0,4,74.7,57.9,77.8,,,50.0,58.1,70.5,9,0,0,0,27,21,0,0,1,13,0,40,24,1.85,3.1,0.0,9
Devin Singletary,40485,HB,HST,1,13,1,0,0.0,0,0,26,0,0,1,20,10.3,0,0,13,0,6,75.5,58.0,77.7,,24.9,53.7,64.5,59.3,9,0,0,2,24,18,0,0,2,15,0,26,20,1.54,2.0,0.0,6
Raheem Mostert,9783,HB,MIA,1,12,3,2,51.8,44,0,85,1,0,3,50,104.2,3,4,17,1,2,22.9,61.8,74.9,,40.3,31.8,68.3,60.0,25,0,0,0,12,16,0,0,1,12,1,85,50,4.17,7.1,0.0,10
Tony Pollard,27126,HB,DAL,1,12,0,1,29.4,15,0,51,1,1,0,39,21.7,1,1,9,0,7,75.6,62.1,78.7,,83.2,57.3,62.1,60.0,15,0,12,3,30,17,0,0,5,15,0,51,39,3.25,4.3,0.4,4
Tyler Allgeier,83639,HB,ATL,1,12,4,0,0.0,0,0,39,0,0,4,40,95.2,1,3,2,0,4,74.8,71.7,72.4,,76.0,60.7,71.2,60.0,13,0,-9,2,9,13,0,0,3,14,1,39,40,3.33,3.3,-1.0,8
Royce Freeman,45747,HB,LA,1,12,1,0,0.0,0,0,32,0,0,1,26,18.1,0,2,26,0,9,73.8,58.5,74.8,,78.6,54.1,58.6,,7,0,0,0,9,11,0,0,0,12,0,32,26,2.17,2.7,0.0,2
Bijan Robinson,123126,HB,ATL,1,11,2,0,0.0,0,0,51,0,0,2,40,55.9,1,2,2,1,5,22.3,43.3,78.1,,71.1,53.1,39.5,,14,0,8,2,23,11,0,0,4,13,0,51,40,3.64,4.6,0.35,6
Jaylen Warren,98692,HB,PIT,1,11,5,2,42.5,37,0,87,0,1,5,50,194.8,4,5,25,0,5,74.6,91.1,77.4,,61.0,83.7,88.1,60.0,22,0,25,3,9,12,0,0,3,14,0,87,50,4.55,7.9,2.78,5
Taysom Hill,12112,TE,NO,1,11,1,0,0.0,0,0,52,0,0,1,33,20.0,2,4,20,0,9,75.1,75.9,77.6,70.7,,64.2,72.7,59.9,14,0,13,4,13,15,0,0,5,15,0,52,33,3.0,4.7,1.0,0
Darrell Henderson,41193,HB,LA,1,10,0,0,0.0,0,0,19,0,0,0,23,0.0,0,0,26,0,5,73.9,57.3,77.3,,83.2,57.6,55.3,60.0,6,0,16,2,16,11,0,0,2,12,0,19,23,2.3,1.9,1.0,5
Jalen Hurts,40291,QB,PHI,1,4,0,0,0.0,0,0,7,0,0,0,5,0.0,0,4,24,1,0,79.0,79.6,0.0,80.9,,,66.6,60.0,6,1,0,0,0,27,29,6,0,4,1,36,31,3.1,3.6,,0
