player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Kenneth Walker III,97199,HB,SEA,1,26,7,1,23.8,25,0,105,1,0,7,58,55.8,1,4,29,0,3,78.9,56.6,77.6,,73.5,43.3,60.9,60.0,25,0,6,2,17,28,0,0,3,28,0,105,58,2.23,4.0,0.35,22
Tyler Allgeier,83639,HB,ATL,1,21,1,0,0.0,0,0,59,0,0,1,60,11.9,1,5,2,0,6,77.8,62.2,72.7,,75.6,75.5,58.9,58.3,12,0,53,3,8,23,0,0,3,24,0,59,60,2.86,2.8,6.63,15
Saquon Barkley,45791,HB,NYG,1,21,4,0,0.0,0,0,78,0,2,4,51,60.7,1,3,21,1,6,26.7,62.0,78.0,,83.3,66.9,57.9,60.0,12,0,41,3,19,26,0,0,4,24,0,78,51,2.43,3.7,2.16,15
Darrell Henderson,41193,HB,LA,1,18,0,1,26.2,16,0,61,0,0,0,43,0.0,1,3,26,0,10,76.7,56.9,75.9,,36.4,53.2,60.4,,16,0,5,1,12,18,0,0,2,19,1,61,43,2.39,3.4,0.42,8
Jonathan Taylor,57488,HB,IND,1,18,1,1,32.0,24,0,75,1,0,1,65,17.2,1,4,14,0,11,77.0,67.0,76.5,,,58.3,68.1,,24,0,45,3,15,18,0,0,4,21,1,75,65,3.61,4.2,3.0,7
Zack Moss,40341,HB,IND,1,18,3,1,36.8,21,0,57,0,1,3,47,55.0,1,2,14,0,7,76.7,59.4,76.5,,83.0,64.5,56.9,60.0,21,0,5,1,10,19,0,0,1,19,0,57,47,2.61,3.2,0.5,11
Alvin Kamara,11822,HB,NO,1,17,2,2,51.6,32,0,62,1,3,2,25,25.4,3,4,20,0,6,78.2,63.3,76.8,,13.3,69.4,67.4,,17,0,91,12,39,17,0,0,14,29,0,62,25,1.47,3.6,2.33,10
D'Onta Foreman,11844,HB,CHI,1,16,4,0,0.0,0,0,89,1,2,4,51,100.7,3,6,6,0,4,76.4,70.3,74.3,,74.0,58.6,70.6,60.0,14,0,31,3,12,19,0,0,4,19,2,89,51,3.19,5.6,2.58,12
D'Andre Swift,57212,HB,PHI,1,15,2,1,35.5,22,0,62,0,1,2,36,40.0,1,5,24,0,5,76.1,67.2,80.6,,76.7,58.3,69.3,60.0,22,0,13,3,24,21,0,0,3,18,0,62,36,2.4,4.1,0.54,10
AJ Dillon,57165,HB,GB,1,15,4,1,24.6,15,0,61,0,2,4,60,141.2,1,1,12,0,7,75.9,70.2,76.4,,56.1,70.6,68.5,60.0,15,0,34,2,16,16,0,0,2,17,0,61,60,4.0,4.1,2.13,8
Javonte Williams,77803,HB,DEN,1,15,6,2,43.9,36,0,82,1,0,6,69,153.3,3,4,10,0,6,76.4,76.0,74.5,,76.5,38.0,81.2,60.0,21,0,14,3,12,17,0,0,4,18,0,82,69,4.6,5.5,1.17,9
Christian McCaffrey,11763,HB,SF,1,15,2,0,0.0,0,0,46,0,1,2,28,31.1,0,4,28,1,5,24.5,56.1,79.0,,11.1,68.7,55.3,59.8,9,0,51,3,29,20,0,0,3,18,1,46,28,1.87,3.1,1.76,9
Austin Ekeler,12164,HB,LAC,1,14,1,0,0.0,0,0,45,0,0,1,21,10.0,0,1,27,0,5,75.3,60.8,76.6,,78.4,53.1,63.2,60.0,6,0,1,1,21,16,0,0,1,15,0,45,21,1.5,3.2,0.05,9
Darrynton Evans,40692,HB,CHI,1,14,2,0,0.0,0,0,48,0,2,2,30,57.1,1,3,6,0,4,76.0,73.6,76.7,,74.2,63.6,72.2,60.0,11,0,6,1,13,19,0,0,2,15,0,48,30,2.14,3.4,0.46,10
Travis Etienne Jr.,57185,HB,JAX,1,14,3,1,32.1,17,0,53,0,0,3,35,44.1,2,4,15,0,7,75.8,64.8,78.8,,67.2,59.4,65.4,60.0,17,0,24,3,23,19,0,0,3,17,2,53,35,2.5,3.8,1.04,6
Najee Harris,57121,HB,PIT,1,14,5,0,0.0,0,0,53,0,2,5,31,91.2,1,3,25,1,7,24.5,67.5,74.9,,30.2,89.5,61.7,60.0,10,0,15,3,10,20,0,0,3,17,1,53,31,2.21,3.8,1.5,7
Gus Edwards,46027,HB,BLT,1,14,2,1,31.3,20,0,64,0,0,2,44,41.9,1,3,3,0,6,75.7,67.2,74.6,,4.4,72.7,68.2,60.0,20,0,80,1,9,18,0,0,1,15,1,64,44,3.14,4.6,8.89,8
Rachaad White,131633,HB,TB,1,13,1,0,0.0,0,0,34,0,6,1,26,73.7,1,1,30,0,5,76.3,61.7,81.0,,76.7,69.0,55.6,60.0,13,0,65,6,36,15,0,0,6,19,0,34,26,2.0,2.6,1.81,3
Emari Demercado,77763,HB,ARZ,1,13,1,1,31.0,18,0,58,0,0,1,36,16.3,2,2,1,0,9,75.6,61.7,77.9,,48.5,55.0,66.0,57.6,18,0,17,4,25,19,0,0,5,17,0,58,36,2.77,4.5,0.68,4
Isiah Pacheco,83747,HB,KC,1,13,1,0,0.0,0,0,32,0,1,1,21,19.0,0,1,16,0,4,75.6,73.5,76.2,,81.8,70.5,71.5,,6,0,28,4,18,13,0,0,4,17,0,32,21,1.62,2.5,1.56,8
James Cook,83666,HB,BUF,1,13,3,1,35.7,20,0,56,0,1,3,33,63.5,1,6,4,0,8,75.4,71.7,77.2,,27.0,90.2,59.9,,20,0,46,3,20,13,0,0,3,16,0,56,33,2.54,4.3,2.3,5
Royce Freeman,45747,HB,LA,1,12,4,1,22.7,15,0,66,0,0,4,46,127.8,2,4,26,0,4,74.3,78.9,75.7,,70.7,52.3,80.3,,15,0,0,0,7,12,0,0,0,12,0,66,46,3.83,5.5,0.0,8
Jalen Hurts,40291,QB,PHI,1,9,1,0,0.0,0,0,4,0,0,0,8,0.0,1,6,24,1,0,32.0,80.5,79.3,73.4,,,78.8,60.0,12,0,0,0,0,34,17,2,0,9,1,21,35,3.18,1.9,,2
Jahmyr Gibbs,122474,HB,DET,1,11,1,1,30.9,21,0,68,0,3,1,21,38.2,1,3,11,0,9,76.1,67.4,78.8,,67.8,69.0,66.4,,21,0,58,9,45,11,0,0,10,20,1,68,21,1.91,6.2,1.29,2
Josh Jacobs,45953,HB,LV,1,11,3,0,0.0,0,0,35,1,0,3,27,61.4,1,1,23,0,6,74.5,49.9,75.6,,59.8,29.9,57.3,60.0,11,0,6,1,18,13,0,0,4,12,0,35,27,2.45,3.2,0.33,3
Jerome Ford,83601,HB,CLV,1,11,0,1,93.2,69,0,74,1,2,0,16,22.4,1,1,8,0,6,74.4,71.6,76.3,,81.8,55.1,70.9,60.0,69,0,20,2,16,12,0,0,4,13,1,74,16,1.45,6.7,1.25,5
Ezekiel Elliott,10638,HB,NE,1,11,1,0,0.0,0,0,31,0,0,1,26,21.5,1,2,19,0,5,73.8,56.6,73.5,,32.2,55.8,60.0,60.0,10,0,0,0,4,12,0,0,1,11,1,31,26,2.36,2.8,0.0,6
Cam Akers,57206,HB,MIN,1,10,3,0,0.0,0,0,31,0,1,3,29,96.7,1,2,18,0,7,74.4,62.8,74.4,,74.8,74.7,58.6,,13,0,30,2,12,11,0,0,3,12,0,31,29,2.9,3.1,2.5,3
Kareem Hunt,11841,HB,CLV,1,10,0,0,0.0,0,0,31,0,0,0,18,0.0,1,3,8,0,5,73.3,63.8,74.8,,66.3,54.3,64.5,60.0,11,0,0,0,6,12,0,0,1,10,2,31,18,1.8,3.1,0.0,5
Cordarrelle Patterson,7810,HB,ATL,1,10,1,1,32.1,18,0,56,0,0,1,28,28.0,2,2,2,0,6,74.0,57.2,75.7,,,51.8,60.4,59.9,18,0,0,0,11,15,0,0,0,10,0,56,28,2.8,5.6,0.0,4
Rhamondre Stevenson,98689,HB,NE,1,9,2,0,0.0,0,0,34,0,1,2,24,53.3,1,1,19,0,4,74.5,65.6,75.8,,82.5,75.9,63.5,41.5,14,0,51,6,18,12,0,0,6,15,0,34,24,2.67,3.8,2.83,5
Raheem Mostert,9783,HB,MIA,1,9,1,2,80.0,36,0,45,0,1,1,41,91.1,2,3,17,0,2,73.1,77.0,75.4,,74.2,54.5,81.6,60.0,21,0,6,1,13,10,0,0,2,10,0,45,41,4.56,5.0,0.46,6
Lamar Jackson,46416,QB,BLT,1,4,2,0,0.0,0,1,15,0,0,0,0,0.0,1,3,3,1,2,79.1,89.7,78.5,89.2,,,67.0,60.0,10,1,0,0,0,21,21,5,0,4,1,36,21,2.33,4.0,,0
Trevor Lawrence,77632,QB,JAX,1,3,0,0,0.0,0,0,-4,0,0,0,0,0.0,2,3,15,0,0,78.9,73.7,78.5,69.7,,,70.7,60.0,26,0,0,0,0,21,63,5,0,3,0,59,6,0.75,7.4,,0
Pierre Strong Jr.,66619,HB,CLV,1,8,2,0,0.0,0,0,25,0,0,2,19,59.4,1,1,8,0,4,74.2,58.7,76.4,,44.4,53.6,61.3,60.0,13,0,0,0,7,10,0,0,0,8,0,25,19,2.38,3.1,0.0,4
Kenny Pickett,60515,QB,PIT,1,7,1,0,,0,0,-2,0,0,0,1,0.0,0,3,25,0,0,78.9,79.2,78.6,78.3,,,63.9,60.0,2,1,0,0,0,29,2,1,0,7,1,0,10,1.25,0.0,,0
Kenneth Gainwell,77737,HB,PHI,1,8,0,0,0.0,0,0,16,0,0,0,12,0.0,0,1,24,0,4,72.7,47.1,75.2,,24.5,55.5,51.2,60.0,5,0,0,0,7,13,0,0,0,8,1,16,12,1.5,2.0,0.0,4
Aaron Jones,11937,HB,GB,1,8,1,0,0.0,0,0,35,0,0,1,32,36.4,1,2,12,0,3,73.7,75.3,73.9,,,74.6,73.3,60.0,11,0,22,3,12,11,0,0,4,11,0,35,32,4.0,4.4,1.83,4
Alexander Mattison,45817,HB,MIN,1,8,2,1,48.7,19,0,39,0,0,2,28,70.0,2,1,18,0,1,72.9,59.9,76.9,,81.0,54.3,60.3,60.0,19,0,3,2,22,10,0,0,3,10,0,39,28,3.5,4.9,0.14,7
Brian Robinson,57120,HB,WAS,1,8,0,0,0.0,0,0,23,0,0,0,18,0.0,0,1,32,0,3,72.7,57.2,75.1,,30.0,52.8,62.6,,6,0,0,0,13,9,0,0,0,8,1,23,18,2.25,2.9,0.0,5
Tyrod Taylor,6332,QB,NYG,1,5,0,1,80.0,20,0,15,0,0,0,12,0.0,1,2,21,0,0,79.9,67.9,79.1,73.2,,,49.0,60.0,20,0,0,0,0,29,10,3,0,5,0,25,15,1.88,3.1,,0
Chris Rodriguez Jr.,83689,HB,WAS,1,7,1,0,0.0,0,0,31,0,0,1,31,63.3,0,1,32,0,4,71.4,65.3,78.6,,,59.9,64.6,60.0,9,0,0,0,1,8,0,0,0,7,0,31,31,4.43,4.4,0.0,3
Joshua Kelley,13750,HB,LAC,1,7,1,1,65.3,49,0,75,0,0,1,55,112.2,1,2,27,0,2,71.4,75.6,74.7,,78.6,53.6,77.1,60.0,49,0,0,0,11,9,0,0,0,7,1,75,55,7.86,10.7,0.0,5
Joshua Dobbs,11890,QB,ARZ,1,6,7,1,58.1,25,0,38,0,0,6,43,716.7,1,3,1,1,3,80.3,66.3,79.1,61.2,,,72.1,60.0,25,0,0,0,0,24,5,1,0,6,1,43,58,8.29,6.1,,3
Josh Allen,46601,QB,BUF,1,3,0,0,0.0,0,0,3,0,0,0,0,0.0,0,2,4,1,0,81.0,65.3,0.0,67.0,,,58.9,60.0,7,1,0,0,0,21,14,4,0,3,1,17,7,1.0,2.4,,0
Jaylen Warren,98692,HB,PIT,1,6,2,0,0.0,0,1,32,1,0,2,19,90.5,1,1,25,0,1,71.1,49.3,76.3,,47.8,40.4,60.6,60.0,13,1,-1,1,7,11,0,0,2,7,1,32,19,3.17,5.3,-0.14,5
Desmond Ridder,55086,QB,ATL,1,4,0,0,0.0,0,0,14,0,0,0,3,0.0,2,4,2,3,2,16.2,63.2,0.0,77.7,,,33.3,60.0,19,1,0,0,0,36,24,2,0,4,1,38,3,0.5,6.3,,1
Geno Smith,7820,QB,SEA,1,4,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,29,1,0,27.3,72.2,78.7,77.8,,,43.7,60.3,5,0,0,0,0,30,10,2,0,4,0,10,3,0.5,1.7,,0
Taysom Hill,12112,TE,NO,1,5,1,0,0.0,0,0,18,0,0,1,8,17.8,0,3,20,0,4,71.8,67.0,78.4,,,62.8,65.5,80.4,6,0,50,4,42,8,0,0,5,9,1,18,8,1.6,3.6,1.19,1
Jamaal Williams,11889,HB,NO,1,5,1,0,0.0,0,0,14,0,0,1,11,44.0,0,0,20,0,2,69.7,59.6,75.9,,58.9,55.4,61.9,60.0,4,0,0,0,7,8,0,0,0,5,0,14,11,2.2,2.8,0.0,3
Brock Purdy,77672,QB,SF,1,3,0,0,0.0,0,0,1,0,0,0,1,0.0,1,2,28,0,0,78.6,65.3,0.0,61.9,,,74.4,60.0,17,1,0,0,0,20,18,2,0,3,0,19,27,5.4,3.8,,0
Jaleel McLaughlin,138346,HB,DEN,1,5,2,1,51.1,23,0,45,0,1,2,19,190.0,2,1,10,0,0,70.3,71.2,71.4,,,58.2,70.9,60.0,23,0,1,1,4,6,0,0,2,6,0,45,19,3.8,9.0,0.25,4
