player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
D'Andre Swift,57212,HB,PHI,1,28,9,1,24.6,43,0,175,0,1,9,93,107.1,3,10,24,0,1,79.6,76.2,0.0,,17.3,61.3,82.5,60.0,43,1,6,3,17,34,0,0,3,31,1,175,93,3.32,6.3,0.35,27
Tony Pollard,27126,HB,DAL,1,25,2,1,31.9,23,0,72,0,1,2,59,22.1,1,3,9,0,17,79.7,71.1,76.3,,76.5,82.4,64.9,60.0,23,0,37,7,21,30,0,0,8,32,0,72,59,2.36,2.9,1.76,8
Derrick Henry,10679,HB,TEN,1,25,0,1,28.8,23,0,80,0,0,0,67,0.0,1,5,31,0,18,78.8,66.9,74.8,,78.3,66.5,64.7,59.5,23,0,15,3,13,28,0,0,3,28,1,80,67,2.68,3.2,1.15,7
James Conner,11860,HB,ARZ,1,23,9,3,56.6,60,0,106,0,0,9,76,129.3,4,7,1,0,10,77.9,71.2,76.7,,84.4,52.7,69.9,60.0,22,0,0,0,12,25,0,0,0,23,1,106,76,3.3,4.6,0.0,13
Christian McCaffrey,11763,HB,SF,1,20,7,1,44.0,51,0,116,0,0,7,99,150.7,2,4,28,0,8,77.8,65.5,80.2,,14.6,72.9,65.6,33.6,51,0,19,3,26,27,0,0,3,23,1,116,99,4.95,5.8,0.73,12
Bijan Robinson,123126,HB,ATL,1,19,6,1,15.3,19,0,124,1,0,6,84,115.3,5,9,2,0,5,77.5,88.2,79.0,,,63.5,91.3,59.9,19,0,48,4,30,27,0,0,5,23,0,124,84,4.42,6.5,1.6,13
Brian Robinson,57120,HB,WAS,1,18,6,2,48.3,42,0,87,0,1,6,66,128.3,4,8,32,0,6,77.1,76.8,77.1,,17.9,71.9,76.5,,27,0,42,2,16,19,0,0,2,20,2,87,66,3.67,4.8,2.63,12
Zack Moss,40341,HB,IND,1,18,7,0,0.0,0,0,88,0,0,7,51,90.2,2,4,14,0,3,77.2,63.6,79.2,,6.1,55.1,70.4,60.0,11,0,19,4,32,21,0,0,4,22,1,88,51,2.83,4.9,0.59,15
Raheem Mostert,9783,HB,MIA,1,18,3,1,35.5,43,0,121,0,1,3,63,73.7,3,5,17,0,8,76.7,74.7,76.2,,80.5,55.0,77.1,60.0,43,0,6,1,20,22,0,0,1,19,2,121,63,3.5,6.7,0.3,10
Saquon Barkley,45791,HB,NYG,1,17,5,1,25.4,16,0,63,1,1,5,58,89.0,2,5,21,0,4,77.2,70.7,78.4,,80.6,67.0,70.7,59.6,16,0,29,6,38,22,0,0,7,23,1,63,58,3.41,3.7,0.76,12
James Cook,83666,HB,BUF,1,17,5,2,42.3,52,0,123,0,1,5,84,141.2,3,3,4,0,10,77.2,72.5,77.1,,47.4,64.5,73.6,60.0,36,0,36,4,22,19,0,0,4,21,0,123,84,4.94,7.2,1.64,3
Kenneth Walker III,97199,HB,SEA,1,17,5,0,0.0,0,0,43,0,1,5,42,82.4,2,5,29,0,1,76.4,59.5,76.9,,82.7,59.5,57.6,,14,0,11,1,15,17,0,0,1,18,2,43,42,2.47,2.5,0.73,14
Rachaad White,131633,HB,TB,1,17,6,0,0.0,0,0,73,0,1,6,56,104.8,1,6,30,0,8,77.3,81.9,77.7,,29.1,76.7,81.8,60.0,13,0,30,5,26,22,0,0,5,22,1,73,56,3.29,4.3,1.15,8
Jerome Ford,83601,HB,CLV,1,16,2,1,65.1,69,0,106,1,0,2,111,73.0,1,3,8,0,7,76.7,78.1,76.4,,79.4,56.0,82.3,60.0,69,0,25,3,19,19,0,0,4,19,0,106,111,6.94,6.6,1.32,9
David Montgomery,45719,HB,DET,1,16,7,2,46.3,31,0,67,0,0,7,49,126.1,2,3,11,1,11,24.6,63.3,76.6,,73.0,64.2,61.6,60.0,16,0,7,1,11,17,0,0,1,17,1,67,49,3.06,4.2,0.64,5
Tyler Allgeier,83639,HB,ATL,1,16,1,0,0.0,0,0,48,0,0,1,48,18.8,1,3,2,0,4,75.8,58.2,74.7,,82.1,53.3,57.6,60.0,10,0,0,0,10,18,0,0,0,16,0,48,48,3.0,3.0,0.0,12
