player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
David Montgomery,45719,HB,DET,1,32,8,1,13.2,16,0,121,0,1,8,93,76.9,3,9,11,0,14,80.3,80.2,74.8,,78.2,62.6,78.3,,16,0,20,2,16,33,0,0,2,34,3,121,93,2.91,3.8,1.25,18
Kyren Williams,97118,HB,LA,1,25,3,1,19.4,20,0,103,0,0,3,55,23.6,2,6,26,1,18,27.9,60.2,79.3,,29.4,59.1,62.0,,20,0,24,3,27,25,0,0,3,28,2,103,55,2.2,4.1,0.89,7
Dameon Pierce,83659,HB,HST,1,24,6,0,0.0,0,0,81,0,0,6,52,52.0,3,4,13,0,10,78.4,70.6,76.1,,74.9,71.3,67.3,60.0,13,0,27,1,11,25,0,0,2,25,0,81,52,2.17,3.4,2.45,14
Derrick Henry,10679,HB,TEN,1,22,9,3,50.0,61,0,122,0,1,9,97,191.7,4,7,31,0,17,78.2,89.8,76.2,70.4,69.4,63.3,85.9,60.0,29,0,11,1,13,24,0,0,1,23,1,122,97,4.41,5.5,0.85,5
Travis Etienne Jr.,57185,HB,JAX,1,20,1,0,0.0,0,0,55,0,0,1,42,9.1,0,1,15,0,7,77.6,51.3,79.3,,67.5,65.9,46.3,60.0,7,0,17,3,25,21,0,0,3,23,0,55,42,2.1,2.8,0.68,13
Isiah Pacheco,83747,HB,KC,1,20,5,2,56.5,65,0,115,0,0,5,107,116.3,4,5,16,0,10,77.6,73.9,77.0,,27.8,76.4,72.6,60.0,48,0,43,3,15,23,0,0,3,23,1,115,107,5.35,5.8,2.87,10
Christian McCaffrey,11763,HB,SF,1,20,6,2,32.1,34,0,106,0,0,6,54,60.0,5,8,28,0,8,77.9,91.0,76.3,,12.8,96.0,74.0,59.1,18,0,71,7,19,25,0,0,8,27,3,106,54,2.7,5.3,3.74,11
Khalil Herbert,41668,HB,CHI,1,18,7,2,43.7,45,0,103,0,3,7,65,164.1,2,5,6,0,6,77.2,85.3,77.7,,79.7,90.6,80.2,48.8,24,0,19,4,24,25,0,0,5,22,0,103,65,3.61,5.7,0.79,12
Zack Moss,40341,HB,IND,1,18,3,1,28.6,20,0,70,1,0,3,53,49.1,2,3,14,0,7,77.0,60.6,79.0,,84.7,39.6,63.9,59.1,20,0,0,0,16,25,0,0,1,18,0,70,53,2.94,3.9,0.0,11
Joshua Kelley,13750,HB,LAC,1,17,3,1,33.8,22,0,65,0,0,3,58,60.2,3,3,27,0,10,76.2,58.1,76.0,,17.0,53.1,64.7,60.0,22,0,0,0,11,20,0,0,0,17,0,65,58,3.41,3.8,0.0,6
Josh Jacobs,45953,HB,LV,1,17,2,0,0.0,0,0,58,0,3,2,24,28.2,0,4,23,0,13,77.8,71.6,76.3,,24.8,83.7,69.2,60.0,9,0,81,8,19,21,0,0,10,25,1,58,24,1.41,3.4,4.26,4
Kenneth Walker III,97199,HB,SEA,1,17,5,2,59.5,47,0,79,0,0,5,68,117.6,2,4,29,0,5,76.5,75.6,76.6,,26.9,52.7,79.6,60.0,31,0,0,0,14,19,0,0,0,17,1,79,68,4.0,4.6,0.0,10
Alexander Mattison,45817,HB,MIN,1,17,4,1,17.9,17,0,95,0,0,4,58,75.8,3,3,18,0,11,76.4,62.9,74.1,,40.1,56.0,64.6,,17,0,3,1,9,17,0,0,1,18,0,95,58,3.41,5.6,0.33,6
Gus Edwards,46027,HB,BLT,1,15,5,1,33.3,16,0,48,0,0,5,54,105.9,1,1,3,0,11,75.5,67.2,79.2,,84.2,59.2,65.4,64.0,16,0,1,2,15,18,0,0,2,17,0,48,54,3.6,3.2,0.07,2
Rachaad White,131633,HB,TB,1,15,2,0,0.0,0,0,56,0,2,2,32,47.4,2,4,30,0,5,76.1,62.3,77.1,,80.1,58.7,63.2,57.1,11,0,22,3,28,15,0,0,3,18,0,56,32,2.13,3.7,0.79,10
Bijan Robinson,123126,HB,ATL,1,14,2,2,56.2,59,0,105,0,1,2,35,39.5,3,5,2,0,7,76.3,65.6,0.0,,28.7,71.8,64.8,,38,1,32,5,25,14,0,0,5,19,0,105,35,2.5,7.5,1.28,7
Chuba Hubbard,57373,HB,CAR,1,14,4,0,0.0,0,0,41,0,1,4,43,96.0,0,4,5,0,4,75.5,67.4,75.6,,29.9,67.9,70.3,,7,0,12,2,12,14,0,0,2,16,0,41,43,3.07,2.9,1.0,10
Joe Mixon,11803,HB,CIN,1,14,0,0,0.0,0,1,67,0,0,0,26,0.0,2,4,7,0,11,75.7,63.1,0.0,,80.3,59.7,65.3,60.0,13,1,9,1,19,16,0,0,1,15,0,67,26,1.86,4.8,0.47,3
Rhamondre Stevenson,98689,HB,NE,1,14,2,0,0.0,0,0,30,0,0,2,22,19.6,0,1,19,0,7,75.5,60.7,75.6,,79.8,57.1,60.3,,8,0,10,2,17,14,0,0,3,16,0,30,22,1.57,2.1,0.59,6
D'Andre Swift,57212,HB,PHI,1,14,1,0,0.0,0,0,56,0,1,1,28,22.2,0,1,24,0,4,76.0,65.7,81.5,,41.1,60.5,68.1,60.0,8,0,23,4,20,18,0,0,4,18,1,56,28,2.0,4.0,1.15,10
Najee Harris,57121,HB,PIT,1,14,5,2,53.5,38,0,71,0,2,5,55,183.3,2,3,25,0,5,75.3,65.0,74.5,,66.3,69.5,62.7,,23,0,32,1,14,14,0,0,2,15,0,71,55,3.93,5.1,2.29,7
Brian Robinson,57120,HB,WAS,1,14,2,1,33.3,15,0,45,0,0,2,23,20.5,1,3,32,1,1,23.7,45.3,80.5,,47.7,57.1,44.9,60.0,15,0,6,2,15,17,0,0,2,16,1,45,23,1.64,3.2,0.4,12
Matt Breida,12271,HB,NYG,1,14,0,0,0.0,0,0,30,0,1,0,17,6.4,0,2,21,0,6,76.1,56.1,79.1,,30.9,69.5,52.6,59.6,5,0,48,5,30,19,0,0,5,19,0,30,17,1.21,2.1,1.6,7
Miles Sanders,40555,HB,CAR,1,13,0,0,0.0,0,0,19,0,3,0,22,31.7,0,1,5,0,5,75.4,55.2,76.7,,81.3,83.6,44.9,,6,0,13,3,11,13,0,0,3,16,0,19,22,1.69,1.5,1.18,8
Joshua Dobbs,11890,QB,ARZ,1,7,0,0,0.0,0,0,15,0,0,0,6,0.0,1,5,1,1,3,38.8,65.1,79.4,63.3,,,64.5,60.0,12,0,0,0,0,22,33,5,0,7,0,48,14,1.17,4.0,,1
James Cook,83666,HB,BUF,1,12,0,0,0.0,0,0,29,0,1,0,17,10.9,0,2,4,0,6,74.5,65.8,76.0,,0.0,69.7,69.4,60.0,8,0,48,1,9,13,0,0,1,13,1,29,17,1.42,2.4,5.33,6
Justin Herbert,28237,QB,LAC,1,7,3,0,0.0,0,0,-10,0,0,0,0,0.0,2,3,27,0,0,29.3,67.1,78.9,60.0,,,73.7,60.0,15,0,0,0,0,32,37,5,0,7,2,27,26,2.17,2.3,,0
Tony Pollard,27126,HB,DAL,1,11,0,1,34.0,16,0,47,0,0,0,25,0.0,1,2,9,0,5,74.6,58.1,76.0,,54.4,63.0,56.8,60.0,16,0,13,3,15,13,0,0,3,14,0,47,25,2.27,4.3,0.87,6
James Conner,11860,HB,ARZ,1,11,2,0,0.0,0,0,52,0,1,2,41,93.2,1,1,1,0,5,74.9,68.8,78.3,,83.7,54.1,70.7,58.3,11,0,4,1,17,20,0,0,2,12,0,52,41,3.73,4.7,0.24,6
Alvin Kamara,11822,HB,NO,1,11,0,0,0.0,0,0,51,0,2,0,32,24.2,1,2,20,0,0,76.7,64.7,79.4,,47.8,71.3,58.9,60.0,13,0,33,13,30,14,0,0,14,24,0,51,32,2.91,4.6,1.1,11
Daniel Jones,39395,QB,NYG,1,4,0,0,0.0,0,0,11,0,0,0,5,0.0,3,4,21,2,1,24.0,40.4,79.4,31.3,,58.9,69.1,60.0,17,0,0,0,1,21,55,6,0,4,0,66,15,1.5,6.6,0.0,2
Anthony Richardson,124393,QB,IND,1,7,0,1,41.1,23,0,35,0,0,0,11,0.0,1,3,14,2,5,17.8,54.3,78.9,60.3,,,45.2,60.0,23,0,0,0,0,29,21,3,0,7,1,56,12,1.2,5.6,,1
Ke'Shawn Vaughn,45866,HB,TB,1,9,1,0,0.0,0,0,16,0,0,1,23,25.6,0,0,30,0,4,73.6,58.9,73.2,,,57.3,59.3,60.0,8,0,3,1,7,14,0,0,1,10,0,16,23,2.56,1.8,0.43,5
Jalen Hurts,40291,QB,PHI,1,6,1,0,0.0,0,0,6,0,0,0,5,0.0,1,4,24,0,0,81.0,80.4,79.4,75.7,,,74.6,60.0,24,1,0,0,0,26,28,3,0,6,0,34,38,4.22,3.8,,1
Jerome Ford,83601,HB,CLV,1,9,1,0,0.0,0,0,26,0,0,1,15,11.9,2,2,8,0,4,74.9,61.5,78.3,,17.7,58.7,66.7,60.0,10,0,19,5,27,11,0,0,6,14,0,26,15,1.67,2.9,0.7,5
Ronnie Rivers,57208,HB,LA,1,9,2,0,0.0,0,0,47,0,0,2,25,50.5,0,2,26,0,7,73.9,80.7,73.0,,78.6,60.3,80.8,,9,0,10,2,8,10,0,0,2,11,0,47,25,2.78,5.2,1.25,2
Lamar Jackson,46416,QB,BLT,1,6,1,0,0.0,0,0,20,0,0,0,7,0.0,1,3,3,2,4,20.7,70.7,78.5,81.8,,,43.5,60.0,10,0,0,0,0,26,7,3,0,6,2,27,10,1.11,3.0,,1
Baker Mayfield,46518,QB,TB,1,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,1,2,30,0,0,79.8,68.0,0.0,62.2,,57.6,79.7,60.0,10,2,0,0,1,29,34,5,0,3,0,31,5,0.63,3.9,0.0,0
Trevor Lawrence,77632,QB,JAX,1,4,1,0,0.0,0,0,3,0,0,0,1,0.0,2,3,15,0,0,79.6,70.6,79.0,67.8,,,67.0,60.0,22,0,0,0,0,28,39,4,0,4,0,42,11,1.38,5.3,,1
Jaylen Warren,98692,HB,PIT,1,8,3,1,62.1,18,0,29,0,3,3,9,48.2,1,2,25,1,3,22.5,54.5,77.6,,76.6,63.6,49.4,60.0,18,0,26,6,15,10,0,0,6,14,0,29,9,1.13,3.6,1.73,4
Jahmyr Gibbs,122474,HB,DET,1,8,0,0,0.0,0,0,40,1,0,0,21,0.0,0,2,11,0,5,73.5,59.5,75.8,,7.5,58.3,63.9,59.5,9,0,11,4,14,14,0,0,5,12,0,40,21,2.63,5.0,0.79,2
De'Von Achane,124305,HB,MIA,1,8,5,2,69.3,70,0,101,0,1,5,72,490.9,3,4,17,0,1,73.2,80.6,77.8,,,63.2,90.0,60.0,55,0,19,3,28,10,0,0,4,11,2,101,72,9.0,12.6,0.68,6
Jaleel McLaughlin,138346,HB,DEN,1,7,6,1,43.1,31,0,72,0,1,6,56,560.0,3,3,10,0,2,72.7,87.3,73.8,,5.1,70.1,90.1,,31,0,32,3,8,7,0,0,3,10,0,72,56,8.0,10.3,4.0,4
Raheem Mostert,9783,HB,MIA,1,7,2,0,0.0,0,0,9,0,1,2,12,51.4,0,1,17,2,5,14.0,43.4,79.2,,73.0,51.7,41.3,,6,0,36,3,16,8,0,0,4,10,0,9,12,1.71,1.3,2.25,2
Patrick Mahomes,11765,QB,KC,1,3,0,0,0.0,0,0,0,0,0,0,0,0.0,2,3,16,1,0,29.1,52.5,79.3,48.4,,,65.9,60.1,25,0,0,0,0,31,51,4,0,3,0,51,1,0.14,7.3,,1
Devin Singletary,40485,HB,HST,1,7,2,0,0.0,0,0,25,0,0,2,12,42.9,0,1,13,0,2,73.2,68.4,75.2,69.5,73.6,59.0,64.6,59.6,9,0,11,1,12,10,0,0,1,8,0,25,12,1.71,3.6,0.92,5
Tyler Allgeier,83639,HB,ATL,1,7,3,0,0.0,0,0,16,0,0,3,17,91.1,0,1,2,0,4,71.9,67.9,70.4,,73.1,59.7,67.6,,9,0,-4,1,7,7,0,0,2,8,0,16,17,2.43,2.3,-0.57,3
Deuce Vaughn,122624,HB,DAL,1,7,0,0,0.0,0,0,8,0,0,0,12,0.0,0,0,9,0,3,73.1,38.1,73.9,,17.7,61.6,43.2,60.0,3,0,2,1,5,13,0,0,1,8,0,8,12,1.71,1.1,0.4,4
Antonio Gibson,78050,HB,WAS,1,6,1,0,0.0,0,0,19,0,0,1,18,42.9,1,1,32,1,2,19.4,51.1,76.7,,23.7,59.5,51.7,,10,0,7,1,20,6,0,0,1,7,0,19,18,3.0,3.2,0.35,4
Samaje Perine,11869,HB,DEN,1,6,0,0,0.0,0,0,12,0,1,0,4,8.3,0,1,10,0,3,71.6,55.1,75.1,,48.3,63.7,52.7,60.0,5,0,23,2,11,8,0,0,2,8,0,12,4,0.67,2.0,2.09,3
Sam Howell,97599,QB,WAS,1,0,4,0,0.0,0,0,0,0,0,0,,100.0,1,2,32,0,0,81.0,74.0,79.7,74.8,,,56.8,60.1,20,0,0,0,0,23,40,6,0,0,0,40,18,3.0,6.7,,0
Damien Harris,35134,HB,BUF,1,6,2,0,0.0,0,0,29,0,0,2,24,133.3,0,3,4,0,4,71.4,81.1,71.4,,73.1,57.2,77.7,60.0,8,0,0,0,2,11,0,0,0,6,0,29,24,4.0,4.8,0.0,2
Ezekiel Elliott,10638,HB,NE,1,6,0,0,0.0,0,0,16,0,0,0,15,0.0,0,1,19,0,4,71.6,60.3,74.9,,,57.5,61.8,60.0,9,0,6,2,15,7,0,0,3,8,0,16,15,2.5,2.7,0.4,2
Ryan Tannehill,7014,QB,TEN,1,3,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,31,2,1,37.4,67.5,79.1,69.3,,58.8,55.2,60.0,7,0,0,0,1,31,11,3,0,3,0,11,18,3.0,1.8,0.0,1
Breece Hall,97636,HB,NYJ,1,6,1,1,76.8,43,0,56,0,0,1,40,74.1,2,2,22,0,4,72.0,66.9,74.4,,76.9,59.0,69.0,60.0,43,0,13,3,17,7,0,0,3,9,0,56,40,6.67,9.3,0.76,2
Roschon Johnson,99467,HB,CHI,1,5,0,0,0.0,0,0,13,0,0,0,5,0.0,0,0,6,0,1,70.3,56.0,75.8,,70.1,58.4,55.3,,7,0,2,1,9,5,0,0,1,6,0,13,5,1.0,2.6,0.22,4
Isaiah Spiller,99146,HB,LAC,1,5,1,0,0.0,0,0,12,0,2,1,8,68.6,0,0,27,0,2,70.9,57.7,74.3,,13.2,77.2,55.6,,4,0,15,2,8,5,0,0,2,7,0,12,8,1.6,2.4,1.88,2
Cam Akers,57206,HB,MIN,1,5,0,0,0.0,0,0,40,0,0,0,17,0.0,1,1,18,0,2,70.9,78.7,72.2,,72.6,70.8,76.0,60.0,10,0,11,2,6,6,0,0,2,7,0,40,17,3.4,8.0,1.83,3
AJ Dillon,57165,HB,GB,1,5,0,0,0.0,0,0,11,0,0,0,9,0.0,0,1,12,0,3,69.7,56.3,78.4,,79.1,50.3,58.0,60.0,6,0,0,0,28,6,0,0,1,5,0,11,9,1.8,2.2,0.0,2
Kareem Hunt,11841,HB,CLV,1,5,0,0,0.0,0,0,12,0,0,0,15,0.0,0,1,8,0,2,69.7,65.8,74.7,,75.6,51.9,67.0,60.0,6,0,0,0,7,6,0,0,0,5,0,12,15,3.0,2.4,0.0,3
Aaron Jones,11937,HB,GB,1,5,0,0,0.0,0,0,18,1,1,0,8,26.7,0,0,12,0,3,70.9,54.5,75.3,,,36.3,63.7,60.0,9,0,-4,1,12,7,0,0,2,6,0,18,8,1.6,3.6,-0.33,2
Zach Charbonnet,97630,HB,SEA,1,5,3,1,48.4,15,0,31,0,0,3,15,150.0,1,1,29,0,1,71.1,74.6,74.0,,74.6,58.9,74.7,60.0,15,0,9,1,5,7,0,0,2,6,0,31,15,3.0,6.2,1.8,4
Tyjae Spears,97195,HB,TEN,1,5,2,1,55.0,22,0,40,0,1,2,36,270.0,2,1,31,0,3,72.3,66.4,77.2,,81.5,76.2,59.7,40.6,22,0,18,3,17,12,0,0,4,8,0,40,36,7.2,8.0,1.06,2
Justin Fields,82118,QB,CHI,1,3,1,0,0.0,0,0,-2,0,0,0,4,0.0,1,1,6,1,3,29.4,82.4,79.5,82.7,,,58.9,60.1,20,1,0,0,0,30,23,2,0,3,0,21,9,1.8,4.2,,0
Pierre Strong Jr.,66619,HB,CLV,1,5,2,1,81.6,40,0,49,0,0,2,46,368.0,1,1,8,0,0,69.7,76.3,71.6,,73.4,56.3,74.7,,40,0,0,0,3,5,0,0,0,5,0,49,46,9.2,9.8,0.0,4
Dalvin Cook,11796,HB,NYJ,1,5,0,0,0.0,0,0,16,0,0,0,11,0.0,0,0,22,0,2,70.3,50.0,73.0,,74.9,59.2,48.9,60.0,5,0,2,1,5,7,0,0,1,6,0,16,11,2.2,3.2,0.4,3
C.J. Stroud,129759,QB,HST,1,2,1,0,0.0,0,0,1,0,0,0,0,0.0,1,3,13,0,0,78.6,79.7,79.4,75.0,61.3,,73.8,60.0,11,1,0,0,0,36,15,2,0,2,0,16,7,1.75,4.0,,0
Taysom Hill,12112,TE,NO,1,3,1,0,0.0,0,0,6,0,0,0,2,0.0,0,1,20,0,2,71.0,58.5,77.9,58.2,,52.7,66.3,61.0,4,0,7,1,18,10,4,1,1,4,0,10,14,3.5,2.5,0.39,0
Josh Allen,46601,QB,BUF,1,2,0,0,0.0,0,0,10,0,0,0,0,0.0,1,1,4,0,1,77.9,91.1,78.0,91.3,,,59.0,60.0,11,0,0,0,0,20,7,2,0,2,1,17,2,0.5,4.3,,0
