player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Kyren Williams,97118,HB,LA,1,27,4,1,17.8,27,0,152,1,0,4,86,39.8,5,11,26,2,19,22.1,62.9,78.1,,68.9,28.7,72.7,,27,0,3,5,24,28,0,0,7,32,1,152,86,3.19,5.6,0.13,8
Devin Singletary,40485,HB,HST,1,26,5,1,15.7,19,0,121,0,1,5,79,60.8,3,6,13,0,9,79.3,85.7,77.0,,63.2,68.7,85.3,59.8,19,0,49,4,21,30,0,0,5,30,0,121,79,3.04,4.7,2.33,17
James Cook,83666,HB,BUF,1,25,8,3,34.1,61,0,179,1,1,8,88,117.3,7,9,4,0,11,78.7,87.2,77.2,,,54.2,86.4,60.0,24,0,42,2,9,27,0,0,3,27,1,179,88,3.52,7.2,4.67,14
Ty Chandler,62942,HB,MIN,1,23,1,2,40.9,54,0,132,0,0,1,76,12.7,2,6,18,0,13,78.3,79.2,76.4,,84.5,65.5,77.1,60.0,30,0,25,3,17,27,0,0,4,26,1,132,76,3.3,5.7,1.47,10
Chuba Hubbard,57373,HB,CAR,1,22,0,3,70.1,61,0,87,0,0,0,43,0.0,4,6,5,0,6,77.9,60.4,75.4,,26.9,69.7,58.2,59.6,22,0,16,2,18,28,0,0,2,24,0,87,43,1.95,4.0,0.89,16
Rachaad White,131633,HB,TB,1,21,2,1,24.7,22,0,89,0,0,2,72,29.8,1,3,30,0,12,77.7,70.0,78.4,,71.3,72.3,67.2,60.0,22,0,50,2,25,23,0,0,2,23,0,89,72,3.43,4.2,2.0,9
Kenneth Walker III,97199,HB,SEA,1,19,5,1,26.7,23,0,86,0,2,5,51,85.4,3,6,29,0,10,77.3,90.4,72.9,,68.8,90.6,84.2,,23,0,26,3,12,19,0,0,3,22,1,86,51,2.68,4.5,2.17,7
Christian McCaffrey,11763,HB,SF,1,18,2,2,38.3,44,0,115,0,0,2,78,37.7,6,7,28,0,4,77.6,68.4,76.3,,75.7,72.0,65.1,,26,0,72,5,22,19,0,0,5,23,1,115,78,4.33,6.4,3.27,14
D'Andre Swift,57212,HB,PHI,1,18,4,0,0.0,0,0,74,0,0,4,33,36.7,2,3,24,0,6,76.6,70.6,80.4,,,55.7,73.4,60.0,11,0,1,2,18,23,0,0,3,20,0,74,33,1.83,4.1,0.06,11
David Montgomery,45719,HB,DET,1,17,8,0,0.0,0,0,85,0,0,8,66,163.5,2,5,11,0,5,76.6,67.6,74.0,,,58.5,68.2,,13,0,-3,2,16,17,0,0,3,19,0,85,66,3.88,5.0,-0.19,12
Zamir White,83665,HB,LV,1,17,1,1,21.7,15,0,69,0,0,1,43,12.6,1,2,23,0,11,76.7,66.8,75.4,,74.3,63.0,66.4,60.0,15,0,16,3,22,18,0,0,3,20,1,69,43,2.53,4.1,0.73,5
Trey Sermon,57372,HB,IND,1,17,4,1,21.6,19,0,88,0,0,4,62,85.8,2,5,14,0,8,76.2,78.6,75.5,,40.0,53.3,79.0,,19,0,0,0,9,17,0,0,0,17,0,88,62,3.65,5.2,0.0,9
Isaiah Spiller,99146,HB,LAC,1,16,4,0,0.0,0,0,50,0,0,4,41,64.1,0,1,27,0,7,75.8,75.1,73.4,,,54.1,75.0,60.0,8,0,0,0,7,17,0,0,0,16,0,50,41,2.56,3.1,0.0,8
Derrick Henry,10679,HB,TEN,1,16,2,0,0.0,0,0,9,0,0,2,27,16.9,0,2,31,0,10,76.6,53.5,74.5,,74.0,64.6,51.1,60.0,6,0,1,4,13,19,0,0,4,20,0,9,27,1.69,0.6,0.08,6
Gus Edwards,46027,HB,BLT,1,16,3,1,34.5,20,0,58,0,0,3,45,49.6,1,4,3,0,11,76.0,69.6,73.5,,77.3,73.2,66.5,60.0,20,0,11,1,6,20,0,0,1,17,1,58,45,2.81,3.6,1.83,5
Alvin Kamara,11822,HB,NO,1,16,3,1,22.7,15,0,66,0,0,3,43,38.4,2,5,20,0,4,77.1,66.6,75.8,,19.2,68.7,65.6,,15,0,44,5,13,17,0,0,5,21,0,66,43,2.69,4.1,3.38,11
James Conner,11860,HB,ARZ,1,15,4,1,51.2,44,0,86,0,1,4,65,120.4,1,5,1,0,8,76.1,68.0,75.3,,80.5,74.5,62.8,60.0,44,0,3,3,12,18,0,0,3,18,1,86,65,4.33,5.7,0.25,7
Raheem Mostert,9783,HB,MIA,1,15,4,1,42.9,18,0,42,0,1,4,35,68.6,2,4,17,0,2,76.2,67.2,0.0,,79.6,55.1,72.1,60.0,18,1,1,2,13,17,0,0,2,17,2,42,35,2.33,2.8,0.08,13
Tyler Allgeier,83639,HB,ATL,1,14,1,0,0.0,0,0,45,0,0,1,35,16.7,0,2,2,0,5,75.3,71.5,72.5,,76.4,59.7,72.2,53.6,8,0,6,1,6,17,0,0,1,15,0,45,35,2.5,3.2,1.0,7
Jalen Hurts,40291,QB,PHI,1,8,1,0,0.0,0,0,32,0,0,0,7,0.0,3,8,24,0,0,80.3,68.4,0.0,59.5,,,81.7,60.0,20,1,0,0,0,31,50,5,0,8,2,82,23,1.77,6.3,,4
