player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Raheem Mostert,9783,HB,MIA,1,22,6,0,0.0,0,0,86,0,0,6,53,62.8,2,6,17,0,5,78.1,57.1,76.5,,76.2,51.4,60.6,60.0,10,0,7,1,26,25,0,0,1,23,0,86,53,2.41,3.9,0.27,17
Devin Singletary,40485,HB,HST,1,22,3,2,35.7,40,0,112,0,0,3,81,46.0,4,4,13,0,11,77.9,65.2,77.0,,22.3,53.5,70.8,60.0,21,0,6,2,29,23,0,0,2,24,1,112,81,3.68,5.1,0.21,11
Christian McCaffrey,11763,HB,SF,1,21,5,0,0.0,0,0,78,0,0,5,51,46.7,2,4,28,0,12,78.1,69.7,77.1,,78.8,67.1,67.9,60.0,12,0,25,5,27,22,0,0,5,26,0,78,51,2.43,3.7,0.93,8
Isiah Pacheco,83747,HB,KC,1,19,2,2,43.8,39,0,89,0,0,2,36,18.9,3,5,16,0,4,77.5,65.2,81.1,,81.1,53.0,66.2,60.0,24,0,2,1,20,22,0,0,1,20,0,89,36,1.89,4.7,0.1,14
Justin Fields,82118,QB,CHI,1,14,3,0,0.0,0,0,54,0,0,3,41,62.8,4,4,6,1,5,33.7,67.3,0.0,54.2,,,84.3,60.0,29,2,0,0,0,42,50,4,0,14,0,104,52,2.89,5.8,,7
Alexander Mattison,45817,HB,MIN,1,18,7,2,37.0,30,0,81,0,0,7,62,126.9,2,3,18,1,11,25.8,64.0,77.5,,46.8,50.8,67.7,59.5,15,0,-1,1,20,24,0,0,2,19,0,81,62,3.44,4.5,-0.05,7
Brian Robinson,57120,HB,WAS,1,17,4,1,25.0,18,0,72,1,4,4,62,121.6,3,6,32,1,5,26.5,67.0,80.7,,86.0,38.5,75.4,60.0,18,0,58,7,33,18,0,0,8,24,0,72,62,3.65,4.2,1.76,12
James Cook,83666,HB,BUF,1,17,0,0,0.0,0,0,73,1,2,0,37,21.8,2,3,4,0,9,76.7,64.0,76.1,,,46.1,68.9,60.0,12,0,29,3,13,19,0,0,4,20,0,73,37,2.18,4.3,2.23,7
Royce Freeman,45747,HB,LA,1,17,5,1,20.5,15,0,73,0,0,5,39,67.5,1,4,26,0,11,76.2,72.0,77.8,,82.3,49.7,74.6,60.0,15,0,0,0,15,18,0,0,0,17,0,73,39,2.29,4.3,0.0,6
Khalil Herbert,41668,HB,CHI,1,16,2,0,0.0,0,0,35,0,0,2,33,22.9,0,2,6,0,6,76.2,63.2,75.7,,25.0,67.6,62.3,60.0,9,0,6,2,11,20,0,0,3,18,0,35,33,2.06,2.2,0.55,10
Joe Mixon,11803,HB,CIN,1,16,1,0,0.0,0,0,69,0,1,1,37,22.0,2,4,7,0,11,76.8,60.0,78.4,,16.5,90.3,55.2,,14,0,31,5,18,16,0,0,5,21,0,69,37,2.31,4.3,1.72,5
Zach Charbonnet,97630,HB,SEA,1,15,2,0,0.0,0,0,47,0,1,2,30,28.6,1,3,29,0,6,76.9,66.2,79.9,,68.7,63.6,65.7,60.0,11,0,22,6,29,18,0,0,6,21,0,47,30,2.0,3.1,0.76,9
James Conner,11860,HB,ARZ,1,14,3,0,0.0,0,0,62,0,0,3,62,83.0,3,4,1,0,9,75.5,66.0,79.6,,13.5,55.6,68.4,60.0,14,0,1,2,21,19,0,0,3,16,0,62,62,4.43,4.4,0.05,4
Travis Etienne Jr.,57185,HB,JAX,1,14,6,0,0.0,0,0,52,0,0,6,49,123.5,1,3,15,0,7,75.8,68.8,77.9,,85.1,63.9,67.6,60.0,11,0,7,3,23,18,0,0,3,17,0,52,49,3.5,3.7,0.3,7
AJ Dillon,57165,HB,GB,1,14,0,0,0.0,0,0,29,0,2,0,34,27.0,0,3,12,0,7,76.0,69.3,79.5,,67.8,66.1,69.2,59.3,6,0,32,4,25,19,0,0,4,18,0,29,34,2.43,2.1,1.28,6
Saquon Barkley,45791,HB,NYG,1,14,3,2,80.7,67,0,83,0,0,3,56,66.7,2,3,21,0,6,76.0,64.0,81.2,,30.4,68.2,63.8,60.0,36,0,57,4,27,15,0,0,5,18,0,83,56,4.0,5.9,2.11,8
Josh Jacobs,45953,HB,LV,1,14,1,0,0.0,0,0,39,0,0,1,26,12.4,0,1,23,0,2,75.7,56.9,77.1,,47.5,56.7,58.2,60.0,9,0,12,1,22,17,0,0,2,15,0,39,26,1.86,2.8,0.55,12
Jalen Hurts,40291,QB,PHI,1,11,0,0,0.0,0,0,24,0,0,0,7,0.0,1,5,24,1,2,79.7,75.2,78.4,69.5,,,69.1,60.0,10,0,0,0,0,26,5,1,0,11,2,29,9,0.75,2.4,,0
Jerome Ford,83601,HB,CLV,1,12,3,0,0.0,0,0,31,2,0,3,25,44.6,1,2,8,0,7,74.8,54.3,79.9,,78.1,28.5,68.0,60.0,13,0,8,2,21,14,0,0,4,14,1,31,25,2.08,2.6,0.38,4
D'Andre Swift,57212,HB,PHI,1,12,7,2,68.4,52,0,76,0,2,7,63,315.0,3,4,24,0,2,75.2,64.7,78.4,,78.6,71.9,60.5,57.0,35,0,31,3,15,17,0,0,3,15,1,76,63,5.25,6.3,2.07,8
Najee Harris,57121,HB,PIT,1,12,6,1,48.6,17,0,35,0,0,6,43,165.4,1,1,25,0,6,74.5,71.7,76.4,,84.3,56.5,71.4,60.0,17,0,1,1,11,15,0,0,1,13,0,35,43,3.58,2.9,0.09,5
Kareem Hunt,11841,HB,CLV,1,12,2,1,44.4,16,0,36,0,0,2,29,32.2,1,3,8,0,9,75.0,57.9,79.2,,,55.5,58.9,60.0,16,0,1,3,18,13,0,0,3,15,0,36,29,2.42,3.0,0.06,2
Gus Edwards,46027,HB,BLT,1,12,1,1,41.9,26,0,62,0,0,1,34,20.2,1,6,3,0,8,74.8,75.1,74.4,,74.1,60.7,75.3,,26,0,8,2,12,12,0,0,2,14,2,62,34,2.83,5.2,0.67,4
Tony Pollard,27126,HB,DAL,1,12,6,2,70.5,43,0,61,0,0,6,36,112.5,2,3,9,0,3,75.2,72.0,77.4,,80.9,62.2,76.2,53.6,22,0,19,4,26,14,0,0,5,16,1,61,36,3.0,5.1,0.73,8
David Montgomery,45719,HB,DET,1,12,3,1,26.3,20,0,76,0,1,3,47,111.9,3,5,11,0,6,74.8,89.5,74.2,,15.7,79.5,88.3,,20,0,22,2,11,12,0,0,2,14,1,76,47,3.92,6.3,2.0,6
Miles Sanders,40555,HB,CAR,1,11,1,1,30.0,15,0,50,0,0,1,30,22.7,2,4,5,0,5,74.1,66.9,75.7,,29.7,55.8,75.3,30.7,15,0,2,1,12,11,0,0,1,12,0,50,30,2.73,4.5,0.17,6
Javonte Williams,77803,HB,DEN,1,11,1,1,40.5,15,0,37,0,0,1,35,24.5,1,1,10,0,4,74.8,59.4,75.8,,37.8,62.4,61.0,60.0,15,0,16,2,4,14,0,0,2,13,0,37,35,3.18,3.4,4.0,7
Derrick Henry,10679,HB,TEN,1,10,0,1,42.1,16,0,38,0,0,0,27,0.0,1,2,31,0,5,73.9,65.7,73.6,,77.2,70.2,62.7,60.0,16,0,6,1,8,12,0,0,1,11,0,38,27,2.7,3.8,0.75,4
Ty Chandler,62942,HB,MIN,1,10,2,1,42.5,31,0,73,0,0,2,28,40.0,1,3,18,0,6,74.4,75.9,75.0,,27.9,71.5,77.8,,31,0,37,4,7,10,0,0,4,14,0,73,28,2.8,7.3,5.29,3
Breece Hall,97636,HB,NYJ,1,10,1,0,0.0,0,0,23,1,2,1,20,40.0,1,1,22,0,4,74.7,59.0,76.7,,31.3,68.9,54.2,60.0,14,0,50,5,22,11,0,0,6,15,0,23,20,2.0,2.3,2.27,6
Austin Ekeler,12164,HB,LAC,1,10,2,1,57.8,37,0,64,0,0,2,60,100.0,2,2,27,1,4,21.7,46.9,78.7,,80.9,50.2,43.8,60.0,37,0,6,2,30,11,0,0,3,12,0,64,60,6.0,6.4,0.2,6
Chuba Hubbard,57373,HB,CAR,1,10,2,0,0.0,0,0,57,0,0,2,36,60.0,2,2,5,0,3,73.9,70.3,73.8,,79.0,59.8,70.5,60.0,14,0,8,2,15,11,0,0,2,12,0,57,36,3.6,5.7,0.53,7
Latavius Murray,7962,HB,BUF,1,10,0,0,0.0,0,0,35,0,0,0,18,0.0,0,3,4,0,8,73.3,59.1,75.1,,76.9,53.7,59.6,60.0,7,0,0,0,11,11,0,0,0,10,0,35,18,1.8,3.5,0.0,2
