"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Cooper Kupp","LA","wr","11","@HST","25.2","9000","0","0","0","0","0","0","0.3811","1.957","0.0136","10.6287","8.3141","100.8384","0.8145","0.1473","0.0737","0.0094","16.6654","0.0287","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Darrell Henderson","LA","rb","11","@HST","20.8","6500","0","0","0","0","0","0","18.5956","81.4484","0.7727","4.0075","3.2278","26.4855","0.2084","0.1002","0.0501","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Alvin Kamara","NO","rb","6","TB","19.6","8700","0","0","0","0","0","0","14.1533","62.1528","0.5642","6.0497","4.8895","34.8726","0.1942","0.1599","0.08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Tyreek Hill","KC","wr","12","NYG","22.7","0","0","0","0","0","0","0","0.4815","2.2161","0.0318","9.5621","6.7598","98.0229","0.7221","0.0498","0.0249","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Najee Harris","PIT","rb","7","@CLV","19.1","7500","0","0","0","0","0","0","18.1779","73.5487","0.5126","5.5467","4.2024","29.2924","0.1458","0.1619","0.081","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","D'Andre Swift","DET","rb","9","PHI","18.8","7100","0","0","0","0","0","0","11.6223","51.5371","0.4321","6.7361","5.5664","39.6157","0.2061","0.1587","0.0794","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Derrick Henry","TEN","rb","13","@IND","18.5","8900","0","0","0","0","0","0","21.9181","93.4721","0.684","2.4126","2.0204","13.648","0.0716","0.2273","0.1136","0.0365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Dalvin Cook","MIN","rb","7","DAL","18","0","0","0","0","0","0","0","16.123","71.9985","0.5676","4.1171","3.5294","25.2655","0.1271","0.2664","0.1332","0.0353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Chris Godwin","TB","wr","9","@NO","21.3","6400","0","0","0","0","0","0","0.0231","0.1214","0.001","9.3913","7.1308","94.6091","0.5571","0.076","0.038","0.0417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Austin Ekeler","LAC","rb","7","NE","17.9","7900","0","0","0","0","0","0","14.8871","67.9309","0.3981","4.5599","3.8461","30.7562","0.2042","0.1688","0.0844","0.0253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Aaron Jones","GB","rb","13","@ARZ","17.4","0","0","0","0","0","0","0","11.8798","52.6075","0.4393","5.6274","4.603","33.1628","0.2174","0.198","0.099","0.0037","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Mike Evans","TB","wr","9","@NO","20.6","7000","0","0","0","0","0","0","0","0","0","9.4298","6.1855","93.0697","0.6363","0.0267","0.0134","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Calvin Ridley","ATL","wr","6","CAR","20.6","6600","0","0","0","0","0","0","0.049","0.2571","0.0017","9.0885","6.2917","93.433","0.6068","0.0727","0.0364","0.0245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Travis Kelce","KC","te","12","NYG","17.8","0","0","0","0","0","0","0","0","0","0","8.3451","6.0408","76.2339","0.5617","0.0459","0.0229","0.0179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Jonathan Taylor","IND","rb","14","TEN","16.8","7200","0","0","0","0","0","0","14.7397","69.504","0.5908","3.5946","3.0512","19.9451","0.1115","0.1475","0.0737","0.0073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Justin Jefferson","MIN","wr","7","DAL","20.2","0","0","0","0","0","0","0","0.0248","0.147","0.0009","8.5635","6.1722","94.1992","0.5481","0.0808","0.0404","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Darrel Williams","KC","rb","12","NYG","16.3","0","0","0","0","0","0","0","16.8542","72.8067","0.7439","2.434","1.9953","14.1514","0.0818","0.1437","0.0719","0.0234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
