"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Jonathan Taylor","IND","rb","14","@HST","22.8","9200","0","0","0","0","0","0","19.437","94.3021","0.9403","4.0473","3.3884","22.3212","0.1405","0.1661","0.0831","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Cooper Kupp","LA","wr","11","JAX","25.2","9000","0","0","0","0","0","0","0.3957","2.0367","0.0149","10.7547","8.4702","103.5372","0.7201","0.1375","0.0688","0.0253","14.8808","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Najee Harris","PIT","rb","7","BLT","20.6","7700","0","0","0","0","0","0","19.3746","79.7158","0.5392","5.582","4.3333","31.9915","0.156","0.1377","0.0688","0.0182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Elijah Mitchell","SF","rb","6","@SEA","19.4","6000","0","0","0","0","0","0","19.6342","86.2906","0.5634","3.9222","3.1306","24.0175","0.1344","0.1474","0.0737","0.0184","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Jamaal Williams","DET","rb","9","MIN","19.2","5400","0","0","0","0","0","0","16.9108","75.1543","0.4457","5.1433","4.242","28.9673","0.1655","0.0782","0.0391","0.0516","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Alexander Mattison","MIN","rb","7","@DET","19.2","7600","0","0","0","0","0","0","19.1228","84.7317","0.5832","3.496","2.9073","23.1351","0.1766","0.1669","0.0835","0.0101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Darrell Henderson","LA","rb","11","JAX","18.5","6100","0","0","0","0","0","0","16.4591","75.185","0.6339","3.6427","2.9782","23.3061","0.1904","0.0756","0.0378","0.0078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Mark Ingram II","NO","rb","6","DAL","18.2","0","0","0","0","0","0","0","15.6231","66.753","0.4679","4.7719","3.9301","29.2471","0.2066","0.1546","0.0773","0.0443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Austin Ekeler","LAC","rb","7","@CIN","17.7","8300","0","0","0","0","0","0","14.2498","64.4838","0.3569","5.2231","4.1545","33.2159","0.1844","0.1485","0.0743","0.0214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Leonard Fournette","TB","rb","9","@ATL","17.4","7300","0","0","0","0","0","0","14.4615","61.0776","0.4913","4.7343","3.9294","29.1523","0.1686","0.0487","0.0244","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Saquon Barkley","NYG","rb","10","@MIA","17.3","6300","0","0","0","0","0","0","15.9299","65.267","0.344","5.3325","4.2644","31.1867","0.1399","0.1253","0.0626","0.0098","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","James Conner","ARZ","rb","12","@CHI","17","5900","0","0","0","0","0","0","15.2184","64.5041","0.652","3.9267","3.1713","22.7495","0.1278","0.1906","0.0953","0.0128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
