"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Cooper Kupp","LA","wr","11","SEA","25.4","9000","0","0","0","0","0","0","0.379","1.9561","0.0144","10.7069","8.52","103.6992","0.742","0.13","0.065","0.0325","15.4757","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Jonathan Taylor","IND","rb","14","NE","20.4","0","0","0","0","0","0","0","18.3083","86.4938","0.721","4.1768","3.4863","22.1747","0.1126","0.1871","0.0936","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Nick Chubb","CLV","rb","13","LV","20.2","0","0","0","0","0","0","0","17.2294","85.8044","0.6709","4.092","3.2881","25.2891","0.1278","0.1416","0.0708","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","James Robinson","JAX","rb","7","HST","20.1","5400","0","0","0","0","0","0","18.1112","86.0245","0.6819","4.0218","3.3309","23.5028","0.1096","0.1616","0.0808","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Najee Harris","PIT","rb","7","TEN","19.9","7800","0","0","0","0","0","0","18.8821","74.0706","0.4913","5.6821","4.4758","32.4654","0.1804","0.128","0.064","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Tyreek Hill","KC","wr","12","@LAC","22.2","0","0","0","0","0","0","0","0.525","2.4051","0.0313","9.8349","6.9892","96.3623","0.6353","0.0618","0.0309","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Dalvin Cook","MIN","rb","7","@CHI","19.4","8500","0","0","0","0","0","0","18.6879","85.4953","0.6821","3.855","3.0735","22.0893","0.0832","0.275","0.1375","0.0361","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Davante Adams","GB","wr","13","@BLT","21.4","8900","0","0","0","0","0","0","0.0246","0.1133","0.0009","10.4932","7.4187","88.1676","0.6711","0.0748","0.0374","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Austin Ekeler","LAC","rb","7","KC","17.9","0","0","0","0","0","0","0","11.6578","54.7918","0.3406","5.9338","4.9075","38.106","0.223","0.185","0.0925","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Antonio Gibson","WAS","rb","9","@PHI","17.8","6000","0","0","0","0","0","0","16.2158","72.097","0.5758","4.6813","3.7235","23.2357","0.0889","0.2783","0.1391","0.029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
