"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"18","Ezekiel Elliott","DAL","rb","7","CAR","15.6","0","0","0","0","0","0","15.2821","69.3536","0.5121","3.509","2.9096","20.5112","0.12","0.2511","0.1255","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","D'Andre Swift","DET","rb","9","@CHI","15.2","0","0","0","0","0","0","11.7498","51.5082","0.3697","5.5082","4.3431","29.6635","0.1035","0.1575","0.0787","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Justin Jefferson","MIN","wr","7","CLV","18.1","0","0","0","0","0","0","0.1216","0.7221","0.005","8.4535","5.8816","88.8154","0.5424","0.0661","0.033","0.0264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Antonio Gibson","WAS","rb","9","@ATL","14.8","0","0","0","0","0","0","14.3358","63.3915","0.4975","3.7566","3.0971","19.7561","0.0756","0.1888","0.0944","0.0147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Deebo Samuel","SF","wr","6","SEA","17.8","0","0","0","0","0","0","1.2488","7.3753","0.0538","8.9797","6.7298","78.1718","0.3689","0.1197","0.0598","0.0286","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","James Robinson","JAX","rb","7","@CIN","14.6","0","0","0","0","0","0","14.8139","63.1082","0.3737","4.2984","3.4502","21.728","0.0746","0.109","0.0545","0.0278","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Saquon Barkley","NYG","rb","10","@NO","14.4","0","0","0","0","0","0","14.5851","56.8488","0.2404","4.8825","3.9072","27.2256","0.1205","0.1086","0.0543","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Jonathan Taylor","IND","rb","14","@MIA","14.3","0","0","0","0","0","0","16.3526","69.8242","0.5289","2.982","2.4743","14.4947","0.0473","0.1102","0.0551","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Mike Williams","LAC","wr","7","LV","17.3","0","0","0","0","0","0","0","0","0","8.4837","5.129","92.2209","0.4898","0.0348","0.0174","0.0207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","George Kittle","SF","te","6","SEA","14.3","0","0","0","0","0","0","0","0","0","7.3168","5.4563","65.4936","0.3814","0.0613","0.0306","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Keenan Allen","LAC","wr","7","LV","17.1","0","0","0","0","0","0","0.1886","0.8736","0.0073","9.0139","6.8734","75.7107","0.4215","0.1086","0.0543","0.0202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Chuba Hubbard","CAR","rb","13","@DAL","14","0","0","0","0","0","0","12.7821","53.5082","0.3808","4.0419","3.2422","23.678","0.1295","0.1677","0.0838","0.0186","42.6722","0.0269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Josh Allen","BUF","qb","7","HST","26","23.9889","34.7222","283.3074","2.1603","0.7109","1.7305","7.3135","34.8203","0.5851","0","0","0","0","0.7499","0.375","0.0637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Clyde Edwards-Helaire","KC","rb","12","@PHI","13.8","0","0","0","0","0","0","13.9895","62.6878","0.4793","2.8531","2.2867","17.7793","0.1094","0.1378","0.0689","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Tyler Boyd","CIN","wr","10","JAX","16.9","0","0","0","0","0","0","0.1279","0.6511","0.0051","8.961","6.4527","76.5925","0.4583","0.137","0.0685","0.0116","17.5249","0.028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Terry McLaurin","WAS","wr","9","@ATL","16.9","0","0","0","0","0","0","0.1086","0.6486","0.0031","8.6564","6.17","82.4524","0.4032","0.0578","0.0289","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","D.J. Moore","CAR","wr","13","@DAL","16.9","0","0","0","0","0","0","0.1543","1.0083","0.0046","8.4207","5.6283","83.6801","0.4597","0.0686","0.0343","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Chris Carson","SEA","rb","9","@SF","13.6","0","0","0","0","0","0","15.8278","68.5407","0.459","2.6023","2.1699","14.2503","0.0966","0.2842","0.1421","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","D.K. Metcalf","SEA","wr","9","@SF","16.5","0","0","0","0","0","0","0.0465","0.2605","0.0015","7.807","5.1133","80.5567","0.5445","0.095","0.0475","0.028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Nick Chubb","CLV","rb","13","@MIN","13.3","0","0","0","0","0","0","13.8903","68.6223","0.5854","1.8238","1.529","11.0367","0.0595","0.0949","0.0474","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","CeeDee Lamb","DAL","wr","7","CAR","16.4","0","0","0","0","0","0","0.3278","2.0288","0.0127","8.2462","5.8429","78.3375","0.4078","0.0999","0.05","0.0162","12.248","0.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Miles Sanders","PHI","rb","14","KC","13.1","0","0","0","0","0","0","10.9987","55.2563","0.3557","3.431","2.7198","21.4224","0.0922","0.1704","0.0852","0.0456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Darrell Henderson","LA","rb","11","ARZ","13.1","0","0","0","0","0","0","12.6382","56.0712","0.4521","2.7791","2.2869","18.178","0.1077","0.0859","0.0429","0.0124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Brandin Cooks","HST","wr","10","@BUF","16.1","0","0","0","0","0","0","0.4166","1.7088","0.0153","9.0702","5.9339","80.115","0.3187","0.0446","0.0223","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Tyler Lockett","SEA","wr","9","@SF","16","0","0","0","0","0","0","0.1162","0.5733","0.0044","7.6539","5.884","74.188","0.4341","0.0627","0.0313","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Patrick Mahomes","KC","qb","12","@PHI","24.8","25.2836","37.9174","306.1524","2.3241","0.6155","1.8561","3.9514","23.8903","0.2654","0","0","0","0","0.4789","0.2395","0.0808","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Elijah Mitchell","SF","rb","6","SEA","12.5","0","0","0","0","0","0","12.738","56.1535","0.4052","2.827","2.3111","17.1449","0.0804","0.2038","0.1019","0.0149","82.3652","0.0621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Chase Edmonds","ARZ","rb","12","@LA","12.4","0","0","0","0","0","0","8.0209","34.3157","0.1904","4.9956","3.9872","28.9812","0.1608","0.1075","0.0538","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Odell Beckham Jr.","CLV","wr","13","@MIN","15.4","0","0","0","0","0","0","0.1736","0.8286","0.0064","7.4608","5.0615","72.0161","0.5084","0.0391","0.0195","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Leonard Fournette","TB","rb","9","@NE","12.3","0","0","0","0","0","0","13.0951","53.0108","0.3321","3.2057","2.6064","19.2218","0.0888","0.0523","0.0262","0.0045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Amari Cooper","DAL","wr","7","CAR","15.3","0","0","0","0","0","0","0.0252","0.1205","0.0009","7.7199","5.4526","74.527","0.398","0.0324","0.0162","0.0087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Adam Thielen","MIN","wr","7","CLV","15.1","0","0","0","0","0","0","0.1216","0.5776","0.006","7.2933","5.4437","66.8685","0.4855","0.0712","0.0356","0.0228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Michael Carter","NYJ","rb","6","TEN","11.9","0","0","0","0","0","0","12.6574","54.9647","0.3538","2.6953","2.1758","16.4427","0.0807","0.1276","0.0638","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Mike Evans","TB","wr","9","@NE","14.9","0","0","0","0","0","0","0","0","0","7.3543","4.7394","72.2399","0.4824","0.0247","0.0123","0.0089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Chris Godwin","TB","wr","9","@NE","14.9","0","0","0","0","0","0","0.024","0.1263","0.0008","6.9771","5.1973","70.3327","0.4307","0.0597","0.0299","0.0277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Kareem Hunt","CLV","rb","13","@MIN","11.8","0","0","0","0","0","0","7.1932","33.5493","0.3392","3.6475","3.0218","23.2991","0.1747","0.0929","0.0464","0.0293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Cordarrelle Patterson","ATL","rb","6","WAS","11.7","0","0","0","0","0","0","8.2111","31.9453","0.2108","4.2269","3.4861","27.1317","0.1721","0.108","0.054","0.0104","28.7671","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Javonte Williams","DEN","rb","11","BLT","11.6","0","0","0","0","0","0","11.0682","49.953","0.3301","2.9345","2.3633","17.8225","0.082","0.1349","0.0675","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Zack Moss","BUF","rb","7","HST","11.4","0","0","0","0","0","0","9.812","45.1064","0.4419","2.4002","1.9829","16.1407","0.1167","0.0889","0.0444","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Devin Singletary","BUF","rb","7","HST","11.3","0","0","0","0","0","0","9.7866","48.538","0.336","2.6304","2.1596","16.9231","0.1068","0.1865","0.0932","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Rob Gronkowski","TB","te","9","@NE","11.4","0","0","0","0","0","0","0","0","0","5.4686","3.8348","48.6352","0.4574","0.0433","0.0217","0.0113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Damien Harris","NE","rb","14","TB","11.2","0","0","0","0","0","0","14.1665","60.7434","0.3206","2.1055","1.6655","12.2842","0.0545","0.1522","0.0761","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Lamar Jackson","BLT","qb","8","@DEN","23.1","18.1052","29.0036","216.6153","1.2447","0.7207","2.4845","10.3522","71.9076","0.5265","0","0","0","0","0.6198","0.3099","0.0535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Allen Robinson II","CHI","wr","10","DET","14","0","0","0","0","0","0","0.0252","0.1149","0.0012","7.8126","5.0825","62.8261","0.4297","0.0224","0.0112","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Noah Fant","DEN","te","11","BLT","10.8","0","0","0","0","0","0","0","0","0","5.8691","4.2154","47.1244","0.3019","0.0424","0.0212","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Kyle Pitts","ATL","te","6","WAS","10.8","0","0","0","0","0","0","0.0249","0.1531","0.001","5.6358","4.0589","45.3508","0.365","0.0406","0.0203","0.0093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Myles Gaskin","MIA","rb","14","IND","10.7","0","0","0","0","0","0","9.2761","37.8231","0.1955","3.7652","3.0328","22.1016","0.0956","0.1116","0.0558","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Robert Woods","LA","wr","11","ARZ","13.7","0","0","0","0","0","0","0.4044","1.7366","0.0183","7.2951","5.7031","58.1972","0.3142","0.0522","0.0261","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Josh Jacobs","LV","rb","8","@LAC","10.4","0","0","0","0","0","0","11.8845","49.3669","0.3685","2.0294","1.6892","12.7134","0.0618","0.0863","0.0432","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Cole Beasley","BUF","wr","7","HST","13.4","0","0","0","0","0","0","0.0255","0.1039","0.0013","6.576","5.209","56.6941","0.4173","0.0291","0.0146","0.0228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Nyheim Hines","IND","rb","14","@MIA","10.2","0","0","0","0","0","0","6.541","26.6127","0.202","4.1748","3.3139","23.625","0.1073","0.0696","0.0348","0.012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Tom Brady","TB","qb","9","@NE","22.1","26.9198","39.3824","318.4664","2.2328","0.5636","1.4639","1.9552","2.0477","0.1239","0","0","0","0","0.3228","0.1614","0.0821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Marvin Jones Jr.","JAX","wr","7","@CIN","13.2","0","0","0","0","0","0","0.0223","0.088","0.0007","7.4395","4.7044","63.1959","0.3576","0.0295","0.0147","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Tony Pollard","DAL","rb","7","CAR","10.1","0","0","0","0","0","0","6.8089","33.7615","0.2195","3.4739","2.936","18.7391","0.1037","0.0883","0.0442","0.019","20.0302","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","T.J. Hockenson","DET","te","9","@CHI","10.2","0","0","0","0","0","0","0","0","0","6.1563","4.0635","43.8044","0.2971","0.0281","0.014","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Courtland Sutton","DEN","wr","11","BLT","13","0","0","0","0","0","0","0","0","0","6.9502","4.3967","65.6932","0.3364","0.0635","0.0318","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Jamaal Williams","DET","rb","9","@CHI","9.9","0","0","0","0","0","0","10.1292","42.5354","0.2162","2.9485","2.3327","16.1197","0.0706","0.0587","0.0293","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Diontae Johnson","PIT","wr","7","@GB","12.9","0","0","0","0","0","0","0.2396","1.4222","0.0073","8.2338","5.418","56.3493","0.2849","0.1027","0.0514","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","DeVonta Smith","PHI","wr","14","KC","12.9","0","0","0","0","0","0","0.0423","0.2603","0.0014","7.33","4.8913","61.7551","0.2934","0.0529","0.0264","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Mark Andrews","BLT","te","8","@DEN","9.9","0","0","0","0","0","0","0","0","0","5.475","3.5657","44.2985","0.3173","0.0637","0.0318","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","DeAndre Hopkins","ARZ","wr","12","@LA","12.8","0","0","0","0","0","0","0.0429","0.1805","0.0014","6.9605","5.0475","58.1629","0.3096","0.0896","0.0448","0.0252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
