"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Alvin Kamara","NO","rb","6","@WAS","20.9","8600","0","0","0","0","0","0","17.2246","73.7919","0.7079","5.5226","4.3983","31.3954","0.174","0.2026","0.1013","0.0006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Derrick Henry","TEN","rb","13","@JAX","20.6","9000","0","0","0","0","0","0","22.8396","104.0598","0.792","2.3649","1.9837","14.121","0.0669","0.2567","0.1283","0.035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Najee Harris","PIT","rb","7","DEN","20.6","6900","0","0","0","0","0","0","19.7173","80.7547","0.5456","5.4872","4.3938","30.7747","0.1547","0.1947","0.0973","0.0166","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Davante Adams","GB","wr","13","@CIN","22.7","8200","0","0","0","0","0","0","0.0246","0.11","0.0009","10.9551","8.0318","94.4097","0.6562","0.0962","0.0481","0.0154","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Tyreek Hill","KC","wr","12","BUF","22","8900","0","0","0","0","0","0","0.4336","1.9807","0.0244","9.4897","6.6238","97.5948","0.634","0.0508","0.0254","0.0092","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Justin Jefferson","MIN","wr","7","DET","21.8","7700","0","0","0","0","0","0","0.0271","0.1611","0.0012","8.4097","6.2189","97.0492","0.739","0.066","0.033","0.0216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Saquon Barkley","NYG","rb","10","@DAL","18.5","7300","0","0","0","0","0","0","15.6004","67.1382","0.3828","5.5296","4.4731","33.7742","0.1723","0.1377","0.0689","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Travis Kelce","KC","te","12","BUF","18.4","7600","0","0","0","0","0","0","0","0","0","8.611","6.1954","78.8439","0.5812","0.0491","0.0246","0.0215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Cooper Kupp","LA","wr","11","@SEA","20.2","0","0","0","0","0","0","0","0.3647","1.866","0.0115","9.6815","7.2269","83.9929","0.546","0.1393","0.0697","0.0123","15.1656","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Dalvin Cook","MIN","rb","7","DET","17.2","8400","0","0","0","0","0","0","14.9057","70.0328","0.6954","3.0728","2.6601","20.3399","0.1304","0.2239","0.112","0.0314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
