"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"16","Saquon Barkley","NYG","rb","10","DEN","14.1","0","0","0","0","0","0","14.1711","62.3847","0.4185","3.4264","2.717","20.5318","0.0967","0.1014","0.0507","0.0084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Mark Andrews","BLT","te","8","@LV","13.6","0","0","0","0","0","0","0","0","0","6.9194","4.744","59.0466","0.4889","0.0871","0.0436","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","D.K. Metcalf","SEA","wr","9","@IND","16.2","0","0","0","0","0","0","0.046","0.258","0.0015","7.5847","4.9318","78.3245","0.5603","0.0954","0.0477","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Lamar Jackson","BLT","qb","8","@LV","24.3","20.4128","30.2911","239.6607","1.6838","0.5772","2.387","8.3253","60.4082","0.43","0","0","0","0","0.5012","0.2506","0.0758","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Stefon Diggs","BUF","wr","7","PIT","15.9","0","0","0","0","0","0","0.0994","0.4519","0.0038","7.6866","5.5036","75.2664","0.4778","0.0724","0.0362","0.0046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Jonathan Taylor","IND","rb","14","SEA","13.6","0","0","0","0","0","0","14.7285","64.177","0.5448","2.5783","2.1672","13.5981","0.0781","0.1085","0.0542","0.0095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Clyde Edwards-Helaire","KC","rb","12","CLV","13.5","0","0","0","0","0","0","11.0105","50.2899","0.4329","3.5696","2.8976","22.9119","0.1174","0.0838","0.0419","0.0134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Najee Harris","PIT","rb","7","@BUF","13.2","0","0","0","0","0","0","13.8186","58.2449","0.3954","3.3955","2.6715","19.3971","0.0748","0.1468","0.0734","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Antonio Gibson","WAS","rb","9","LAC","13","0","0","0","0","0","0","12.8342","57.5146","0.4645","2.9145","2.4697","16.5481","0.0596","0.1191","0.0596","0.0079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","A.J. Brown","TEN","wr","13","ARZ","15.2","0","0","0","0","0","0","0.076","0.5161","0.0032","6.8449","4.6932","74.6474","0.4965","0.0484","0.0242","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Mike Davis","ATL","rb","6","PHI","12.8","0","0","0","0","0","0","13.2956","52.8605","0.4339","2.9802","2.5094","17.141","0.1204","0.1198","0.0599","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Ezekiel Elliott","DAL","rb","7","@TB","12.8","0","0","0","0","0","0","13.6868","54.892","0.3054","3.9785","3.1534","19.8516","0.077","0.2502","0.1251","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Nick Chubb","CLV","rb","13","@KC","12.8","0","0","0","0","0","0","13.782","69.059","0.4855","1.9501","1.6219","11.7508","0.0394","0.0764","0.0382","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Terry McLaurin","WAS","wr","9","LAC","15.1","0","0","0","0","0","0","0.1167","0.7032","0.004","7.448","5.3233","73.7944","0.3782","0.0541","0.027","0.0063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Justin Jefferson","MIN","wr","7","@CIN","15","0","0","0","0","0","0","0.1369","0.8056","0.0042","7.3184","4.8693","75.6078","0.414","0.0592","0.0296","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Raheem Mostert","SF","rb","6","@DET","12.7","0","0","0","0","0","0","11.4994","57.5334","0.5048","2.263","1.8199","14.7981","0.1134","0.104","0.052","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Kyle Pitts","ATL","te","6","PHI","12.2","0","0","0","0","0","0","0.0251","0.1544","0.0011","6.1356","4.4351","49.6356","0.4604","0.0454","0.0227","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","D'Andre Swift","DET","rb","9","SF","12.6","0","0","0","0","0","0","11.3063","49.8498","0.3376","3.5611","2.9161","21.0088","0.1055","0.141","0.0705","0.0097","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Chris Godwin","TB","wr","9","DAL","14.8","0","0","0","0","0","0","0.0249","0.1335","0.001","6.7156","5.05","70.1897","0.4537","0.0473","0.0237","0.0217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Tee Higgins","CIN","wr","10","MIN","14.6","0","0","0","0","0","0","0.208","1.1989","0.0084","7.521","5.0723","70.1725","0.3975","0.064","0.032","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Cooper Kupp","LA","wr","11","CHI","14.5","0","0","0","0","0","0","0.3927","2.0484","0.0156","7.0146","5.5322","63.6323","0.3905","0.1291","0.0646","0.0078","15.6682","0.0194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Tom Brady","TB","qb","9","DAL","22.7","25.9845","37.873","321.1189","2.3877","0.5066","1.2284","1.581","1.4806","0.104","0","0","0","0","0.2452","0.1226","0.0669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Josh Allen","BUF","qb","7","PIT","22.7","22.4511","33.8569","269.0057","1.6601","0.8192","2.2393","7.1666","33.9872","0.4944","0","0","0","0","0.7524","0.3762","0.0587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Mike Evans","TB","wr","9","DAL","14.2","0","0","0","0","0","0","0","0","0","6.7156","4.398","68.5793","0.485","0.0255","0.0128","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","D.J. Moore","CAR","wr","13","NYJ","14.1","0","0","0","0","0","0","0.1716","1.1323","0.0066","7.1197","4.657","71.174","0.3721","0.0617","0.0308","0.0056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","David Montgomery","CHI","rb","10","@LA","11.7","0","0","0","0","0","0","12.5353","49.2086","0.2708","3.3524","2.6572","19.6455","0.0887","0.1043","0.0521","0.0155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Chris Carson","SEA","rb","9","@IND","11.6","0","0","0","0","0","0","11.5073","48.0874","0.2876","3.1603","2.6072","17.3854","0.1412","0.2049","0.1024","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Tyler Lockett","SEA","wr","9","@IND","13.8","0","0","0","0","0","0","0.1151","0.5672","0.0044","6.7946","5.2147","62.7581","0.3758","0.0588","0.0294","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","T.J. Hockenson","DET","te","9","SF","11","0","0","0","0","0","0","0","0","0","6.4438","4.492","48.3216","0.285","0.0324","0.0162","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Javonte Williams","DEN","rb","11","@NYG","11.4","0","0","0","0","0","0","13.3276","56.7157","0.3591","2.3767","1.8861","13.7275","0.0536","0.1329","0.0664","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Josh Jacobs","LV","rb","8","BLT","11.3","0","0","0","0","0","0","12.9712","54.1841","0.3859","2.1978","1.8319","13.5148","0.066","0.0963","0.0482","0.0028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Gus Edwards","BLT","rb","8","@LV","11.3","0","0","0","0","0","0","11.9557","57.8936","0.387","1.874","1.4978","13.3906","0.0741","0.1524","0.0762","0.0109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Antonio Brown","TB","wr","9","DAL","13.5","0","0","0","0","0","0","0.0249","0.0802","0.0011","6.7156","5.1762","55.9225","0.4447","0.0505","0.0252","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Robert Woods","LA","wr","11","CHI","13.5","0","0","0","0","0","0","0.4189","1.7679","0.0193","7.1857","5.6626","57.4151","0.298","0.0548","0.0274","0.0076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Russell Wilson","SEA","qb","9","@IND","21.7","22.6023","33.9167","263.6337","1.8867","0.7224","2.9058","5.773","33.1038","0.1872","0","0","0","0","0.4925","0.2463","0.0773","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Keenan Allen","LAC","wr","7","@WAS","13.3","0","0","0","0","0","0","0.1995","0.9126","0.0063","7.4793","5.5043","58.577","0.3064","0.0762","0.0381","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","James Robinson","JAX","rb","7","@HST","11","0","0","0","0","0","0","10.4704","46.3194","0.38","2.6175","2.1805","14.2151","0.0849","0.0693","0.0346","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Miles Sanders","PHI","rb","14","@ATL","11","0","0","0","0","0","0","10.7425","49.4964","0.2897","2.7782","2.1744","16.5829","0.0777","0.1695","0.0847","0.0315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Darrell Henderson","LA","rb","11","CHI","11","0","0","0","0","0","0","11.781","51.4103","0.3689","2.1215","1.7508","13.7113","0.0841","0.0819","0.0409","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Adam Thielen","MIN","wr","7","@CIN","13.2","0","0","0","0","0","0","0.1369","0.6422","0.0053","6.7085","4.7392","60.5272","0.3904","0.0523","0.0261","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Brandin Cooks","HST","wr","10","JAX","13.2","0","0","0","0","0","0","0.0219","0.0903","0.0011","6.9799","4.7867","65.3175","0.3177","0.0358","0.0179","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Allen Robinson II","CHI","wr","10","@LA","13.2","0","0","0","0","0","0","0.0224","0.1007","0.0007","7.8782","5.1882","63.3263","0.28","0.0253","0.0127","0.0043","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Myles Gaskin","MIA","rb","14","@NE","10.8","0","0","0","0","0","0","9.6133","38.2006","0.215","3.7124","2.9365","21.8163","0.1019","0.1195","0.0598","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Amari Cooper","DAL","wr","7","@TB","13","0","0","0","0","0","0","0.232","1.095","0.0063","7.438","4.7999","65.2745","0.2569","0.0348","0.0174","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Aaron Rodgers","GB","qb","13","@NO","21.1","24.7531","35.9015","285.8498","1.9919","0.5497","2.3297","3.0446","10.8963","0.193","0","0","0","0","0.3251","0.1625","0.0803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Julio Jones","TEN","wr","13","ARZ","12.9","0","0","0","0","0","0","0.076","0.3101","0.0031","6.0844","4.3851","64.2038","0.3416","0.0434","0.0217","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Brandon Aiyuk","SF","wr","6","@DET","12.9","0","0","0","0","0","0","0.5412","3.0969","0.0176","6.6275","4.5688","57.2022","0.3685","0.0502","0.0251","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Ja'Marr Chase","CIN","wr","10","MIN","12.9","0","0","0","0","0","0","0.1849","1.1383","0.0075","6.4716","4.2295","63.0809","0.3738","0.0508","0.0254","0.0155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Robby Anderson","CAR","wr","13","NYJ","12.8","0","0","0","0","0","0","0.2451","1.1544","0.0101","7.1197","4.8456","59.7386","0.308","0.0489","0.0244","0.0146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","CeeDee Lamb","DAL","wr","7","@TB","12.7","0","0","0","0","0","0","0.3016","1.84","0.0091","7.438","4.79","62.2896","0.2402","0.0949","0.0475","0.0146","12.2984","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Ryan Tannehill","TEN","qb","13","ARZ","20.9","21.5581","32.3027","273.412","1.7808","0.7511","2.5595","2.3669","18.2898","0.3226","0","0","0","0","0.4954","0.2477","0.0613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Logan Thomas","WAS","te","9","LAC","9.8","0","0","0","0","0","0","0","0","0","5.5051","3.9697","39.5468","0.3162","0.0298","0.0149","0.0053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Tyler Higbee","LA","te","11","CHI","9.8","0","0","0","0","0","0","0","0","0","5.1326","3.9233","39.5963","0.3188","0.0292","0.0146","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Chase Edmonds","ARZ","rb","12","@TEN","10.2","0","0","0","0","0","0","7.6791","34.0828","0.2367","3.3692","2.6774","20.2015","0.1226","0.0948","0.0474","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Kyler Murray","ARZ","qb","12","@TEN","20.6","23.6576","36.1071","246.0427","1.5365","0.8222","2.2279","6.1879","35.1324","0.3355","0","0","0","0","0.4169","0.2084","0.0797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","DeVante Parker","MIA","wr","14","@NE","12.4","0","0","0","0","0","0","0.0226","0.1066","0.0007","6.7499","4.2784","61.0133","0.341","0.0444","0.0222","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Deebo Samuel","SF","wr","6","@DET","12.3","0","0","0","0","0","0","0.2706","1.5785","0.0098","6.1426","4.7881","53.0929","0.3233","0.0691","0.0346","0.0218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Mike Gesicki","MIA","te","14","@NE","9.5","0","0","0","0","0","0","0","0","0","5.3999","3.4166","42.7356","0.3083","0.0355","0.0177","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Matt Ryan","ATL","qb","6","PHI","20.5","25.0367","37.0716","285.2317","2.1517","0.6496","2.2257","2.2098","7.0445","0.0931","0","0","0","0","0.5221","0.261","0.061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Marvin Jones Jr.","JAX","wr","7","@HST","12.2","0","0","0","0","0","0","0.0465","0.1836","0.0018","5.8894","3.9828","55.7842","0.4391","0.0279","0.014","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Jarvis Landry","CLV","wr","13","@KC","12","0","0","0","0","0","0","0.0483","0.2318","0.0018","6.1753","4.553","56.6632","0.296","0.0545","0.0272","0.0122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Tyler Boyd","CIN","wr","10","MIN","12","0","0","0","0","0","0","0.208","1.0588","0.0086","6.6465","4.6687","55.2955","0.282","0.1301","0.065","0.0094","21.7666","0.0274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Odell Beckham Jr.","CLV","wr","13","@KC","11.9","0","0","0","0","0","0","0.0724","0.3405","0.0022","6.1753","4.0972","57.8307","0.3248","0.0322","0.0161","0.0141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
