"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Najee Harris","PIT","rb","7","DET","24.2","7900","0","0","0","0","0","0","21.4107","93.4767","0.8099","5.1615","4.0655","32.676","0.2209","0.1615","0.0807","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","James Conner","ARZ","rb","12","CAR","21.1","6300","0","0","0","0","0","0","16.5347","73.9373","0.8431","4.6629","3.9729","28.0473","0.2006","0.2186","0.1093","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Cooper Kupp","LA","wr","11","@SF","23.2","9500","0","0","0","0","0","0","0.3643","1.8769","0.0115","10.7924","8.123","96.9488","0.6044","0.1359","0.068","0.0102","13.1951","0.0222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Tyreek Hill","KC","wr","12","@LV","22.7","7700","0","0","0","0","0","0","0.4157","1.9041","0.0229","10.1206","7.1108","99.4326","0.6336","0.0471","0.0235","0.0077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","D'Ernest Johnson","CLV","rb","13","@NE","19.6","4700","0","0","0","0","0","0","19.8507","91.2881","0.617","3.4095","2.6075","23.1218","0.1024","0.1644","0.0822","0.0182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Jonathan Taylor","IND","rb","14","JAX","19.6","8100","0","0","0","0","0","0","17.7426","85.8611","0.7907","3.3086","2.7924","18.7243","0.104","0.1698","0.0849","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Austin Ekeler","LAC","rb","7","MIN","19.3","7600","0","0","0","0","0","0","14.5304","68.8262","0.4434","5.2387","4.3905","34.3498","0.2228","0.1659","0.083","0.024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Davante Adams","GB","wr","13","SEA","20.7","7900","0","0","0","0","0","0","0.0246","0.1112","0.0011","10.3134","7.1426","85.2583","0.6733","0.0797","0.0398","0.0103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","D'Andre Swift","DET","rb","9","@PIT","17.9","6800","0","0","0","0","0","0","15.7254","61.8729","0.3994","6.0833","4.76","33.9656","0.127","0.1733","0.0867","0.0106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Dalvin Cook","MIN","rb","7","@LAC","17.7","8000","0","0","0","0","0","0","17.688","78.8384","0.592","3.4968","2.9407","19.7843","0.0884","0.2652","0.1326","0.0325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Mark Ingram II","NO","rb","6","@TEN","17.3","4500","0","0","0","0","0","0","16.8307","71.1697","0.5064","4.2996","3.3662","22.5966","0.137","0.1662","0.0831","0.0386","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Ezekiel Elliott","DAL","rb","7","ATL","17","7000","0","0","0","0","0","0","15.6272","72.641","0.5733","3.4236","2.8513","20.882","0.137","0.2239","0.1119","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Christian McCaffrey","CAR","rb","13","@ARZ","16.7","8400","0","0","0","0","0","0","12.972","56.0029","0.4044","5.385","4.3367","31.0136","0.1417","0.1253","0.0626","0.0236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Aaron Jones","GB","rb","13","SEA","16.7","6900","0","0","0","0","0","0","13.0276","55.6288","0.489","4.8344","3.8102","30.034","0.1907","0.1767","0.0883","0.0029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","D.J. Moore","CAR","wr","13","@ARZ","18.8","6300","0","0","0","0","0","0","0.5742","3.6572","0.0129","9.5921","6.2006","89.1944","0.3472","0.0945","0.0473","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Leonard Fournette","TB","rb","9","@WAS","16.2","6100","0","0","0","0","0","0","15.0721","59.987","0.4626","4.4424","3.5544","26.7386","0.1381","0.0492","0.0246","0.0019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Keenan Allen","LAC","wr","7","MIN","18.5","7000","0","0","0","0","0","0","0.1967","0.9051","0.0076","9.4297","7.2077","77.5816","0.4385","0.1061","0.053","0.0188","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Deebo Samuel","SF","wr","6","LA","18.3","7400","0","0","0","0","0","0","0.4332","2.5498","0.0214","9.1745","6.5455","81.9922","0.3622","0.1525","0.0763","0.0221","46.2944","0.0217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Lamar Jackson","BLT","qb","8","@MIA","27.8","0","19.0548","29.3648","233.304","1.6062","0.6336","2.3993","11.4452","77.3577","0.5964","0","0","0","0","0.6128","0.3064","0.0644","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Travis Kelce","KC","te","12","@LV","17.2","6900","0","0","0","0","0","0","0","0","0","8.3134","5.9489","74.8169","0.5063","0.0599","0.03","0.0198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","A.J. Brown","TEN","wr","13","NO","17.9","7800","0","0","0","0","0","0","0","0","0","8.298","5.3572","81.8246","0.5737","0.0464","0.0232","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Darrell Henderson","LA","rb","11","@SF","15.4","6400","0","0","0","0","0","0","15.1569","62.7699","0.445","3.6555","2.8839","21.8549","0.1511","0.0766","0.0383","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Kyle Pitts","ATL","te","6","@DAL","16.6","5800","0","0","0","0","0","0","0.0211","0.1289","0.0006","7.9993","5.381","74.2381","0.5133","0.0523","0.0261","0.0211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Justin Jefferson","MIN","wr","7","@LAC","17.4","7700","0","0","0","0","0","0","0.2491","1.4818","0.0071","7.7883","5.3996","81.9057","0.4534","0.0744","0.0372","0.0186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Myles Gaskin","MIA","rb","14","BLT","15","0","0","0","0","0","0","0","13.1058","53.6389","0.2926","4.8367","3.9156","27.9714","0.1485","0.1848","0.0924","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","D.K. Metcalf","SEA","wr","9","@GB","17.2","6800","0","0","0","0","0","0","0.0481","0.2709","0.0014","8.366","5.1509","79.991","0.5277","0.1075","0.0538","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","CeeDee Lamb","DAL","wr","7","ATL","17.2","7000","0","0","0","0","0","0","0.3271","1.9978","0.0135","7.7482","5.5188","77.8926","0.4717","0.0637","0.0318","0.0195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Darren Waller","LV","te","8","KC","16.1","6300","0","0","0","0","0","0","0","0","0","8.0642","5.9227","65.7859","0.5073","0.0765","0.0383","0.0279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Michael Carter","NYJ","rb","6","BUF","14.4","5600","0","0","0","0","0","0","14.0421","62.1805","0.3796","3.8129","2.9517","21.2807","0.062","0.1311","0.0656","0.0138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Josh Jacobs","LV","rb","8","KC","14.3","6200","0","0","0","0","0","0","13.8443","59.9933","0.4807","3.0884","2.5924","19.1347","0.0906","0.0939","0.047","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
